,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
371,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2024-03-16 11:54:12.000000,2022-04-01 13:57:36,131.0,,962.0,145.0,31.0,46.0,77.0,4205.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,28,False,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,8293.0,8096.0,https://pypi.org/project/vadersentiment,185145.0,185526.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,13730.0,,,,,2.0,,2020-05-22 15:07:00.000,197.0,,,,,,,,,,,,,,,,,,
372,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2024-03-19 16:05:31.000000,2024-03-19 16:05:30,525.0,2.0,716.0,175.0,81.0,8.0,279.0,4148.0,A python wrapper for Alpha Vantage API for financial data.,43.0,28,True,2020-12-21 02:37:29.000,2.3.1,34.0,alpha_vantage,conda-forge/alpha_vantage,,,,539.0,507.0,https://pypi.org/project/alpha_vantage,35735.0,35904.0,https://anaconda.org/conda-forge/alpha_vantage,2023-06-16 19:24:19.804,6436.0,,,,,2.0,,2020-12-21 02:36:15.000,32.0,,,,,,,,,,,,,,,,,,
373,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2024-03-12 23:51:20.000000,2023-11-02 03:20:28,249.0,,825.0,52.0,51.0,63.0,106.0,4072.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,28,True,2023-04-07 19:27:35.000,2.5.3,32.0,facenet-pytorch,,,,['pytorch'],1650.0,1631.0,https://pypi.org/project/facenet-pytorch,57490.0,73975.0,,,,,,,,2.0,857257.0,2021-03-10 01:00:20.000,19.0,,,,,,,,,,,,,,,,,,
374,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,971.0,219.0,408.0,140.0,402.0,3848.0,Lightweight library to build and train neural networks in Theano.,72.0,28,False,2015-08-13 21:00:09.000,0.1,2.0,lasagne,,,,,1297.0,1037.0,https://pypi.org/project/lasagne,2025.0,2025.0,,,,,,,,3.0,,2015-08-13 21:10:53.000,260.0,,,,,,,,,,,,,,,,,,
375,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2024-03-19 10:56:20.000000,2024-01-10 09:28:24,484.0,1.0,507.0,37.0,508.0,,,3476.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,37.0,28,True,2023-11-05 22:58:54.000,0.11.15,88.0,sahi,conda-forge/sahi,,,,958.0,958.0,https://pypi.org/project/sahi,126898.0,129376.0,https://anaconda.org/conda-forge/sahi,2023-11-06 10:35:24.165,54075.0,,,,,2.0,22718.0,,,,,,,,,,,,,,,,,,,,
376,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2024-03-16 22:56:16.000000,2024-02-22 20:56:32,1181.0,40.0,465.0,61.0,716.0,1.0,524.0,3377.0,On-device wake word detection powered by deep learning.,37.0,28,True,2024-01-30 21:38:49.000,3.0.2,34.0,pvporcupine,,,,,42.0,28.0,https://pypi.org/project/pvporcupine,6287.0,6287.0,,,,,,,,3.0,,2024-01-30 21:38:49.000,14.0,,,,,,,,,,,,,,,,,,
377,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2024-03-11 20:04:26.000000,2024-03-11 20:03:07,1196.0,3.0,405.0,83.0,54.0,57.0,202.0,3349.0,A library of reinforcement learning components and agents.,84.0,28,True,2022-02-10 06:52:01.000,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],191.0,191.0,https://pypi.org/project/dm-acme,2374.0,2577.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,8154.0,,,,,2.0,,,,google-deepmind/acme,,,,,,,,,,,,,,,,,
378,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,AGPL-3.0,2021-10-11 14:48:38.000,2024-03-06 05:54:35.000000,2024-02-22 12:17:17,1487.0,9.0,234.0,17.0,1731.0,278.0,726.0,3286.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,53.0,28,False,2024-01-31 13:08:55.000,0.18.1,60.0,deepchecks,,,,,356.0,349.0,https://pypi.org/project/deepchecks,48264.0,48292.0,,,,,,,,2.0,813.0,2024-01-31 13:08:49.000,7.0,,,,,,,,,,,,,,,,,,
379,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2023-12-29 09:26:48.000000,2023-12-29 09:26:14,403.0,2.0,242.0,65.0,52.0,,,3280.0,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",14.0,28,True,2023-12-29 09:27:05.000,4.6.1,11.0,textdistance,conda-forge/textdistance,,,,5933.0,5933.0,https://pypi.org/project/textdistance,711932.0,719416.0,https://anaconda.org/conda-forge/textdistance,2023-06-16 16:13:38.456,522997.0,,,,,2.0,999.0,,,,,,,,,,,,,,,,,,,,
380,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2023-11-22 23:34:56.000000,2023-06-20 03:14:12,435.0,,285.0,33.0,475.0,33.0,30.0,2932.0,torch-optimizer -- collection of optimizers for Pytorch.,26.0,28,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],1169.0,1123.0,https://pypi.org/project/torch_optimizer,154333.0,154607.0,https://anaconda.org/conda-forge/torch-optimizer,2023-06-16 19:25:40.043,9622.0,,,,,2.0,,2021-10-31 03:00:19.000,46.0,,,,,,,,,,,,,,,,,,
381,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2024-01-06 17:57:28.000000,2024-01-06 17:57:28,619.0,2.0,329.0,47.0,120.0,62.0,135.0,2795.0,A python library for decision tree visualization and model interpretation.,26.0,28,True,2023-07-13 17:23:01.507,2.2.2,41.0,dtreeviz,conda-forge/dtreeviz,,,,1112.0,1088.0,https://pypi.org/project/dtreeviz,142255.0,143903.0,https://anaconda.org/conda-forge/dtreeviz,2023-07-13 20:18:43.899,65923.0,,,,,2.0,,2022-07-07 17:18:00.886,24.0,,,,,,,,,,,,,,,,,,
382,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2024-03-18 21:00:38.000000,2024-03-18 20:31:55,556.0,8.0,472.0,97.0,43.0,89.0,240.0,2709.0,Learning to Rank in TensorFlow.,34.0,28,True,2024-03-18 21:00:38.000,0.5.5,23.0,tensorflow_ranking,,,,['tensorflow'],13.0,,https://pypi.org/project/tensorflow_ranking,113586.0,113586.0,,,,,,,,2.0,,2024-03-18 21:00:38.000,13.0,,,,,,,,,,,,,,,,,,
383,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Intel,2019-02-26 10:10:56.000,2024-03-11 01:04:24.000000,2024-03-08 14:56:57,654.0,6.0,282.0,53.0,644.0,144.0,225.0,2274.0,Algorithms for explaining machine learning models.,21.0,28,False,2024-01-22 16:23:03.000,0.9.5,32.0,alibi,,,,,590.0,564.0,https://pypi.org/project/alibi,25375.0,25375.0,,,,,,,,2.0,,2024-01-22 16:14:27.000,26.0,,,,,,,,,,,,,,,,,,
384,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Intel,2019-10-07 13:29:13.000,2024-03-13 07:28:49.000000,2024-03-07 17:28:22,718.0,6.0,247.0,40.0,530.0,138.0,234.0,2050.0,"Algorithms for outlier, adversarial and drift detection.",22.0,28,False,2024-01-22 16:25:25.000,0.11.5,37.0,alibi-detect,,,,,427.0,421.0,https://pypi.org/project/alibi-detect,28937.0,28937.0,,,,,,,,2.0,,2024-01-22 16:14:47.000,6.0,,,,,,,,,,,,,,,,,,
385,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-02-16 22:07:03.646000,2024-02-14 15:12:14,193.0,3.0,194.0,32.0,19.0,3.0,84.0,1603.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",15.0,28,True,2024-02-14 15:14:08.000,0.1.806,83.0,autoviz,conda-forge/autoviz,,,,650.0,643.0,https://pypi.org/project/autoviz,87684.0,89193.0,https://anaconda.org/conda-forge/autoviz,2024-02-16 22:07:03.646,46807.0,,,,,3.0,,2024-02-14 15:14:08.000,7.0,,,,,,,,,,,,,,,,,,
386,USearch,unum-cloud/usearch,nn-search,,https://github.com/unum-cloud/usearch,https://github.com/unum-cloud/usearch,Apache-2.0,2023-02-22 09:20:20.000,2024-03-20 22:15:31.000000,2024-03-05 00:32:58,1508.0,55.0,79.0,18.0,279.0,30.0,60.0,1522.0,"Fast Open-Source Search & Clustering engine for Vectors & Strings in C++, C, Python, JavaScript, Rust, Java,..",34.0,28,True,2024-03-05 00:43:05.074,2.9.2,107.0,usearch,,unum/usearch,,,71.0,57.0,https://pypi.org/project/usearch,38484.0,47351.0,,,,https://hub.docker.com/r/unum/usearch,2024-03-05 00:42:37.565844,1.0,71.0,3.0,1098.0,2024-03-05 00:47:38.000,4.0,,usearch,https://www.npmjs.com/package/usearch,2024-03-05 00:43:05.074,10.0,8753.0,,,,,,,,,,,,
387,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2023-09-26 23:11:11.000000,2023-09-26 23:11:11,163.0,,176.0,34.0,72.0,19.0,52.0,1443.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,8.0,28,True,2023-09-26 22:07:23.000,0.2.6,5.0,torchsde,conda-forge/torchsde,,,['pytorch'],2690.0,2675.0,https://pypi.org/project/torchsde,1585696.0,1586207.0,https://anaconda.org/conda-forge/torchsde,2023-06-16 19:24:16.458,19428.0,,,,,2.0,,2023-09-26 21:52:19.000,15.0,,,,,,,,,,,,,,,,,,
388,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2024-03-18 09:03:16.000000,2024-03-18 09:03:10,570.0,39.0,410.0,31.0,49.0,16.0,121.0,1368.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,28.0,28,False,2024-02-16 09:48:48.000,2.3.2,25.0,minisom,,,,,570.0,548.0,https://pypi.org/project/minisom,23422.0,23422.0,,,,,,,,2.0,,2024-02-16 09:47:58.000,22.0,,,,,,,,,,,,,,,,,,
389,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-03-18 19:31:10.000000,2024-03-18 19:31:09,1429.0,31.0,269.0,74.0,104.0,34.0,54.0,1235.0,Model analysis tools for TensorFlow.,57.0,28,True,2023-08-14 20:39:41.000,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",25.0,2.0,https://pypi.org/project/tensorflow-model-analysis,82228.0,82228.0,,,,,,,,2.0,,2023-08-14 20:39:41.000,23.0,,,,,,,,,,,,,,,,,,
390,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2024-01-31 21:10:59.000000,2020-10-14 13:22:39,167.0,,339.0,71.0,87.0,27.0,26.0,1212.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,28,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1474.0,1330.0,https://pypi.org/project/empyrical,30842.0,31199.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,26131.0,,,,,2.0,,2020-10-13 21:29:19.000,144.0,,,,,,,,,,,,,,,,,,
391,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2024-03-02 16:58:45.000000,2023-06-06 09:46:40,415.0,,328.0,40.0,301.0,24.0,200.0,1204.0,A research toolkit for particle swarm optimization in Python.,45.0,28,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,368.0,354.0,https://pypi.org/project/pyswarms,17630.0,17630.0,,,,,,,,2.0,,2021-01-03 21:34:15.000,14.0,,,,,,,,,,,,,,,,,,
392,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2024-03-20 16:46:09.000000,2023-12-21 17:09:15,394.0,,177.0,26.0,32.0,4.0,129.0,1177.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,28,True,2023-10-11 22:35:06.000,0.13.0,59.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],515.0,505.0,https://pypi.org/project/prince,110028.0,110371.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17852.0,,,,,2.0,,2023-10-11 22:35:06.000,10.0,,,,,,,,,,,,,,,,,,
393,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2024-02-25 11:40:08.000000,2024-02-08 16:58:25,2080.0,1.0,250.0,41.0,39.0,68.0,590.0,1136.0,"pyclustering is a Python, C++ data mining library.",26.0,28,True,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,670.0,635.0,https://pypi.org/project/pyclustering,67247.0,68634.0,https://anaconda.org/conda-forge/pyclustering,2023-11-16 19:00:50.847,60808.0,,,,,2.0,502.0,2020-11-25 22:41:20.000,35.0,,,,,,,,,,,,,,,,,,
394,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2024-03-19 13:04:30.000000,2024-03-19 13:02:15,496.0,15.0,107.0,23.0,335.0,29.0,264.0,1130.0,Extra blocks for scikit-learn pipelines.,63.0,28,True,2024-03-19 11:51:08.000,0.8.0,49.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],140.0,132.0,https://pypi.org/project/scikit-lego,27858.0,28863.0,https://anaconda.org/conda-forge/scikit-lego,2023-07-19 07:17:55.286,46260.0,,,,,2.0,,2024-03-19 13:04:30.000,8.0,,,,,,,,,,,,,,,,,,
395,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2024-03-20 21:39:17.000000,2024-03-01 21:07:56,1064.0,36.0,206.0,24.0,132.0,23.0,187.0,1048.0,Survival analysis built on top of scikit-learn.,18.0,28,False,2023-12-30 23:36:40.000,0.22.2,28.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],457.0,443.0,https://pypi.org/project/scikit-survival,81244.0,84017.0,https://anaconda.org/conda-forge/scikit-survival,2023-12-31 00:55:10.043,77664.0,,,,,2.0,,2023-12-30 23:36:40.000,14.0,,,,,,,,,,,,,,,,,,
396,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,174.0,34.0,86.0,88.0,122.0,896.0,A scikit-learn based module for multi-label et. al. classification.,28.0,28,True,2018-12-10 16:24:47.000,0.2.0,7.0,scikit-multilearn,,,,['sklearn'],1527.0,1502.0,https://pypi.org/project/scikit-multilearn,81158.0,81158.0,,,,,,,,2.0,,2018-12-10 16:24:47.000,25.0,,,,,,,,,,,,,,,,,,
397,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2024-03-16 23:37:12.000000,2024-01-08 13:19:20,1302.0,3.0,149.0,50.0,56.0,23.0,66.0,824.0,Computer Vision in Python.,34.0,28,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,,1356.0,1226.0,https://pypi.org/project/mahotas,12941.0,21696.0,https://anaconda.org/conda-forge/mahotas,2023-07-26 22:41:29.989,393995.0,,,,,2.0,,2022-06-28 08:11:26.000,130.0,,,,,,,,,,,,,,,,,,
398,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2024-02-06 01:48:14.000000,2024-02-06 01:48:11,3707.0,8.0,321.0,66.0,681.0,37.0,526.0,816.0,The Classical Language Toolkit.,120.0,28,True,2023-12-27 08:38:14.000,1.2.1,74.0,cltk,,,,,256.0,256.0,https://pypi.org/project/cltk,1806.0,1806.0,,,,,,,,2.0,59.0,,,,,,,,,,,,,,,,,,,,
399,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2024-03-07 10:58:08.000000,2024-03-03 16:20:10,323.0,61.0,86.0,20.0,113.0,36.0,77.0,567.0,pyspark methods to enhance developer productivity.,27.0,28,True,2024-02-13 12:31:37.000,0.10.3,16.0,quinn,,,,['spark'],82.0,75.0,https://pypi.org/project/quinn,813597.0,813597.0,,,,,,,,3.0,16.0,2024-02-13 12:31:37.000,7.0,,,,,,,,,,,,,,,,,,
400,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2023-11-03 15:14:22.000000,2023-11-03 14:46:16,569.0,,38.0,12.0,69.0,7.0,26.0,208.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,12.0,28,False,2023-09-22 06:31:01.000,0.7.11,46.0,blis,conda-forge/cython-blis,,,,40504.0,40249.0,https://pypi.org/project/blis,5908729.0,5957773.0,https://anaconda.org/conda-forge/cython-blis,2023-10-01 08:59:57.840,2059880.0,,,,,2.0,,2023-09-22 06:27:17.000,255.0,,,,,,,,,,,,,,,,,,
401,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2023-12-23 16:12:25.000000,2023-12-23 16:11:39,302.0,1.0,2690.0,141.0,44.0,114.0,133.0,17485.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",20.0,27,True,2023-12-23 16:12:25.000,1.6.5,185.0,vit-pytorch,,,,['pytorch'],428.0,422.0,https://pypi.org/project/vit-pytorch,16772.0,16772.0,,,,,,,,3.0,,2023-12-23 16:12:25.000,6.0,,,,,,,,,,,,,,,,,,
402,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2024-02-28 15:48:01.000000,2023-10-12 07:20:40,1894.0,,1030.0,229.0,455.0,53.0,265.0,16583.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,27,True,2021-06-06 17:14:16.000,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,56369.0,56778.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,17.0,22942.0,2.0,,,,,,,,,,,,,,,,,,,,,
403,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-11-27 11:39:00.000000,2023-11-27 11:38:59,333.0,,1387.0,430.0,50.0,98.0,87.0,10342.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,27,True,2022-09-21 20:20:42.649,4.0.6,44.0,dopamine-rl,,,,['tensorflow'],57.0,21.0,https://pypi.org/project/dopamine-rl,29560.0,29560.0,,,,,,,,2.0,,2022-09-21 20:20:42.649,36.0,,,,,,,,,,,,,,,,,,
404,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2023-07-09 00:54:49.000000,2023-04-19 16:47:52,581.0,,1153.0,351.0,79.0,48.0,231.0,7895.0,StarCraft II Learning Environment.,39.0,27,True,2022-07-13 12:08:43.000,4.0,8.0,pysc2,,,,,735.0,709.0,https://pypi.org/project/pysc2,2639.0,3033.0,,,,,,,,3.0,31136.0,2022-07-13 12:02:04.256,26.0,google-deepmind/pysc2,,,,,,,,,,,,,,,,,
405,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1500.0,131.0,51.0,155.0,141.0,7703.0,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,27,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,,,['pytorch'],44.0,1.0,https://pypi.org/project/efficientnet-pytorch,136401.0,214795.0,,,,,,,,2.0,3762939.0,2021-04-15 15:17:23.000,43.0,,,,,,,,5.0,,,,,,,,,,
406,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-12-02 01:27:38.759000,2023-02-18 07:58:21,3353.0,,1639.0,460.0,698.0,33.0,441.0,7281.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,27,False,2022-02-15 02:05:47.000,2.2.5,84.0,tensorlayer,,,,['tensorflow'],40.0,,https://pypi.org/project/tensorlayer,1906.0,1928.0,,,,,,,,2.0,1999.0,2022-02-15 02:05:47.000,40.0,,,,,,,,,,,,,,,,,,
407,NuPIC,numenta/nupic,ml-frameworks,,https://github.com/numenta/nupic-legacy,https://github.com/numenta/nupic-legacy,AGPL-3.0,2013-04-05 23:14:27.000,2023-09-01 15:42:16.000000,2023-08-31 21:49:25,6626.0,,1552.0,626.0,2111.0,453.0,1338.0,6334.0,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",123.0,27,False,2018-06-01 15:12:12.000,1.0.5,47.0,nupic,,,,,21.0,21.0,https://pypi.org/project/nupic,3115.0,3115.0,,,,,,,,3.0,4.0,,,numenta/nupic-legacy,,,,,,,,,,,,,,,,,
408,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1352.0,348.0,14.0,42.0,65.0,6294.0,Python library for processing Chinese text.,8.0,27,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,1338.0,1296.0,https://pypi.org/project/snownlp,27271.0,27271.0,,,,,,,,3.0,,2015-09-27 16:35:23.000,42.0,,,,,,,,,,,,,,,,,,
409,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418000,2023-01-27 13:12:44,652.0,,1004.0,146.0,93.0,88.0,305.0,6153.0,A Python scikit for building and analyzing recommender systems.,45.0,27,False,2022-09-23 17:17:00.724,1.1.3,11.0,scikit-surprise,conda-forge/scikit-surprise,,,,71.0,21.0,https://pypi.org/project/scikit-surprise,131264.0,139287.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,353038.0,,,,,3.0,,2022-09-23 17:17:00.724,50.0,,,,,,,,,,,,,,,,,,
410,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-03-07 18:10:01.000000,2023-10-05 16:17:35,6152.0,,519.0,152.0,1906.0,310.0,1329.0,4376.0,ArrayFire: a general purpose GPU library.,88.0,27,True,2023-08-29 19:49:26.000,3.9.0,34.0,arrayfire,,,,,9.0,,https://pypi.org/project/arrayfire,1316.0,1369.0,,,,,,,,2.0,5669.0,2022-02-22 21:42:15.000,9.0,,,,,,,,,,,,,,,,,,
411,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2024-03-09 16:20:29.000000,2023-09-01 03:04:11,1137.0,,719.0,60.0,1013.0,167.0,739.0,3999.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",90.0,27,True,2023-07-04 07:12:41.567,1.0.1,20.0,mmocr,,,,['pytorch'],119.0,116.0,https://pypi.org/project/mmocr,5504.0,5504.0,,,,,,,,3.0,,2022-05-05 14:21:18.000,3.0,,,,,,,,,,,,,,,,,,
