,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
774,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2023-10-04 01:35:07.000000,2023-09-04 05:41:43,372.0,,97.0,28.0,21.0,37.0,12.0,467.0,A python library for Bayesian time series modeling.,6.0,19,True,2023-05-07 06:30:08.000,0.1.1.12,14.0,pydlm,,,,,35.0,33.0,https://pypi.org/project/pydlm,20952.0,20952.0,,,,,,,,3.0,,,2018-12-19 10:27:54.000,2.0,,,,,,,,,,,,,,,,,,
775,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-12-15 19:23:10.000000,2022-05-23 17:26:29,339.0,,30.0,16.0,148.0,39.0,66.0,461.0,A High Level API for Deep Learning in JAX.,18.0,19,False,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,,,"['tensorflow', 'jax']",43.0,43.0,https://pypi.org/project/elegy,208.0,208.0,,,,,,,,3.0,,,2022-04-22 15:42:03.000,,,,,,,,,,,,,,,,,,,
776,Sematch,gsi-upm/sematch,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000,2023-11-07 11:11:44.000000,2023-11-07 11:10:46,137.0,5.0,105.0,71.0,7.0,15.0,19.0,419.0,semantic similarity framework for knowledge graph.,10.0,19,True,2017-04-17 10:56:52.000,1.0.4,5.0,sematch,,,,,49.0,46.0,https://pypi.org/project/sematch,177.0,177.0,,,,,,,,3.0,,,2017-04-17 10:56:52.000,3.0,,,,,,,,,,,,,,,,,,
777,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,BSD-3-Clause,2021-06-03 12:39:38.000,2024-01-08 17:42:09.000000,2023-12-05 10:10:07,457.0,25.0,49.0,14.0,77.0,13.0,35.0,230.0,Represent trained machine learning models as Pyomo optimization formulations.,17.0,19,False,2022-01-21 16:05:52.000,0.3.1,7.0,omlt,,,,,1.0,,https://pypi.org/project/omlt,4597.0,4597.0,,,,,,,,3.0,,,2022-02-08 01:23:07.000,1.0,,,,,,,,,,,,,,,,,,
778,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2024-01-19 14:52:18.000000,2024-01-19 14:38:23,853.0,24.0,17.0,8.0,180.0,11.0,21.0,149.0,Toolkit for developing and maintaining ML models.,14.0,19,False,2024-01-19 16:32:14.000,0.1.1,34.0,modelkit,,,,,,,https://pypi.org/project/modelkit,3003.0,3003.0,,,,,,,,3.0,,,2024-01-19 14:52:18.000,,,,,,,,,,,,,,,,,,,
779,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2024-01-02 19:42:45.000000,2020-04-18 19:15:25,24.0,,917.0,131.0,39.0,31.0,10.0,7195.0,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,18,False,2020-04-18 19:06:59.000,0.1.0,1.0,micrograd,,,,['pytorch'],36.0,34.0,https://pypi.org/project/micrograd,579.0,579.0,,,,,,,,3.0,,,2020-04-18 19:06:59.000,2.0,,,,,,,,,,,,,,,,,,
780,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2022-11-07 01:59:31.000000,2020-05-22 22:34:09,250.0,,765.0,339.0,58.0,2.0,,6647.0,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,18,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,103.0,110.0,,,,,,,,3.0,,328.0,2018-02-17 00:12:46.000,,,,,,,,,,,,,,,,,,,
781,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,871.0,109.0,51.0,45.0,159.0,6172.0,Model parallel transformers in JAX and Haiku.,23.0,18,True,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
782,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,413.0,108.0,83.0,67.0,48.0,2928.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,108.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8541.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
783,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2024-01-24 23:42:36.000000,2024-01-23 18:13:33,651.0,17.0,366.0,37.0,777.0,149.0,106.0,2731.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,76.0,18,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
784,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,819.0,86.0,30.0,31.0,80.0,2617.0,DeepWalk - Deep Learning for Graphs.,10.0,18,False,2014-11-19 19:20:33.000,1.0.2,1.0,deepwalk,,,,,69.0,69.0,https://pypi.org/project/deepwalk,851.0,851.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
785,keepsake,replicate/keepsake,ml-experiments,,https://github.com/replicate/keepsake,https://github.com/replicate/keepsake,Apache-2.0,2020-07-01 04:37:44.000,2023-03-03 23:59:33.000000,2022-05-24 23:48:09,791.0,,71.0,26.0,1004.0,127.0,65.0,1638.0,Version control for machine learning.,17.0,18,False,2021-03-11 21:15:01.000,0.4.2,7.0,keepsake,,,,,1.0,,https://pypi.org/project/keepsake,319.0,319.0,,,,,,,,3.0,,,2021-01-25 21:51:16.000,1.0,,,,,,,,,,,,,,,,,,
786,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2023-02-15 19:57:27.000000,2022-08-08 02:56:23,378.0,,251.0,57.0,65.0,8.0,31.0,1359.0,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,18,False,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,,2.0,2.0,https://pypi.org/project/advbox,35.0,35.0,,,,,,,,3.0,,,2018-12-05 02:48:50.000,,,,,,,,,,,,,,,,,,,
787,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,96.0,41.0,13.0,13.0,9.0,1265.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,doc2text,,,,,115.0,115.0,https://pypi.org/project/doc2text,1366.0,1366.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
788,tffm,geffy/tffm,tensorflow-utils,,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000,2022-01-17 20:39:04.000000,2022-01-17 20:38:58,107.0,,188.0,33.0,15.0,18.0,22.0,786.0,TensorFlow implementation of an arbitrary order Factorization Machine.,11.0,18,False,2022-01-17 20:35:57.000,1.0.2,3.0,tffm,,,,['tensorflow'],14.0,13.0,https://pypi.org/project/tffm,45.0,45.0,,,,,,,,3.0,,,2022-01-17 20:35:57.000,1.0,,,,,,,,,,,,,,,,,,
789,baikal,alegonz/baikal,others,,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000,2023-10-01 08:59:57.840000,2021-04-11 07:50:00,405.0,,29.0,19.0,42.0,6.0,18.0,594.0,A graph-based functional API for building complex scikit-learn pipelines.,2.0,18,False,2020-11-15 13:40:18.000,0.4.2,15.0,baikal,conda-forge/cython-blis,,,,11.0,10.0,https://pypi.org/project/baikal,356.0,51362.0,https://anaconda.org/conda-forge/cython-blis,2023-10-01 08:59:57.840,2040262.0,,,,,3.0,,,2020-11-15 13:40:18.000,1.0,,,,,,,,,,,,,,,,,,
790,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,137.0,58.0,72.0,18.0,71.0,523.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",17.0,18,False,2019-07-30 09:28:26.000,0.2.2,14.0,atm,,,,,18.0,18.0,https://pypi.org/project/atm,74.0,74.0,,,,,,,,3.0,,,2019-07-30 09:25:11.000,,,,,,,,,,,,,,,,,,,
791,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000,2022-03-13 16:33:15.000000,2022-03-13 16:33:15,64.0,,50.0,18.0,7.0,16.0,4.0,473.0,Topological Data Analysis for Python.,4.0,18,False,2021-08-03 00:23:20.000,1.0.0,4.0,scikit-tda,,,,['sklearn'],50.0,50.0,https://pypi.org/project/scikit-tda,2523.0,2523.0,,,,,,,,3.0,,,2021-08-03 00:23:20.000,,,,,,,,,,,,,,,,,,,
792,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2024-01-10 20:36:33.000000,2021-11-25 23:08:43,204.0,,90.0,24.0,19.0,5.0,20.0,453.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,18,False,2021-11-25 23:19:05.000,1.1.1,42.0,caserecommender,,,,['sklearn'],12.0,12.0,https://pypi.org/project/caserecommender,126.0,126.0,,,,,,,,3.0,,,2021-11-25 23:19:05.000,,,,,,,,,,,,,,,,,,,
793,animatplot,t-makaro/animatplot,data-viz,,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000,2023-06-16 16:14:07.121000,2020-10-05 06:14:18,178.0,,39.0,11.0,29.0,17.0,17.0,406.0,A python package for animating plots build on matplotlib.,7.0,18,False,2020-10-05 06:20:52.000,0.4.2,10.0,animatplot,conda-forge/animatplot,,,,60.0,57.0,https://pypi.org/project/animatplot,421.0,638.0,https://anaconda.org/conda-forge/animatplot,2023-06-16 16:14:07.121,12843.0,,,,,3.0,,,2020-10-05 06:20:52.000,3.0,,,,,,,,,,,,,,,,,,
794,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2024-01-20 00:57:27.000000,2023-08-19 12:43:22,678.0,,61.0,30.0,79.0,15.0,25.0,354.0,A Python implementation of active inference for Markov Decision Processes.,14.0,18,True,2023-03-25 17:58:52.000,0.0.7.1,8.0,inferactively-pymdp,,,,,9.0,9.0,https://pypi.org/project/inferactively-pymdp,169.0,169.0,,,,,,,,3.0,,,2022-12-08 15:25:01.498,,,,,,,,,,,,,,,,,,,
795,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2024-01-23 16:36:20.000000,2023-10-04 14:18:48,810.0,,23.0,7.0,68.0,27.0,19.0,345.0,Flexible time series feature extraction & processing.,6.0,18,True,2023-02-23 13:56:43.000,0.3.0,36.0,tsflex,conda-forge/tsflex,,,,11.0,11.0,https://pypi.org/project/tsflex,236.0,906.0,https://anaconda.org/conda-forge/tsflex,2023-06-16 19:26:46.251,20104.0,,,,,3.0,,,2022-10-11 21:38:11.312,,,,,,,,,,,,,,,,,,,
796,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2022-12-09 05:56:02.000000,2021-08-18 06:06:51,1404.0,,17.0,6.0,217.0,2.0,26.0,340.0,Camphr - NLP libary for creating pipeline components.,7.0,18,False,2020-08-21 04:45:06.000,0.7.0,21.0,camphr,,,,['spacy'],13.0,13.0,https://pypi.org/project/camphr,404.0,404.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
797,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2024-01-16 18:36:21.000000,2024-01-16 18:36:16,318.0,2.0,78.0,26.0,328.0,21.0,9.0,328.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,34.0,18,True,2023-05-03 23:01:17.460,0.44.0,30.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,1959.0,1959.0,,,,,,,,3.0,,,2022-12-13 19:06:03.653,,,,,,,,,,,,,,,,,,,
798,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,51.0,11.0,60.0,17.0,41.0,325.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09.000,1.0.7,8.0,parameter-sherpa,,,,,37.0,33.0,https://pypi.org/project/parameter-sherpa,190.0,190.0,,,,,,,,3.0,,,2019-11-23 21:32:27.000,4.0,,,,,,,,,,,,,,,,,,
799,solt,Oulu-IMEDS/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2023-07-17 13:39:53.000000,2022-07-12 07:44:31,366.0,,19.0,6.0,31.0,20.0,39.0,261.0,Streaming over lightweight data transformations.,5.0,18,False,2020-03-10 14:07:18.000,0.1.9,10.0,solt,,,,,51.0,51.0,https://pypi.org/project/solt,562.0,562.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
800,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2023-07-26 15:59:24.000000,2023-07-21 09:03:49,260.0,,30.0,12.0,197.0,20.0,73.0,186.0,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,18,False,2020-10-12 12:26:09.000,0.5.1,3.0,celer,,,,['sklearn'],32.0,32.0,https://pypi.org/project/celer,514.0,514.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
801,ipyexperiments,stas00/ipyexperiments,gpu-utilities,,https://github.com/stas00/ipyexperiments,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000,2023-12-15 03:22:24.000000,2023-12-15 03:22:22,207.0,4.0,11.0,8.0,2.0,,5.0,180.0,"Automatic GPU+CPU memory profiling, re-use and memory leaks detection using jupyter/ipython experiment containers.",3.0,18,False,2023-12-15 03:21:06.000,0.1.29,25.0,ipyexperiments,,,,['jupyter'],10.0,8.0,https://pypi.org/project/ipyexperiments,274.0,274.0,,,,,,,,3.0,,,2023-12-15 03:21:06.000,2.0,,,,,,,,,,,,,,,,,,
802,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2023-07-28 07:11:13.000000,2019-03-06 20:41:09,5.0,,57.0,5.0,2.0,2.0,1.0,126.0,Python 3 Bindings for the NVIDIA Management Library.,2.0,18,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,,8769.0,8583.0,https://pypi.org/project/nvidia-ml-py3,307598.0,307633.0,https://anaconda.org/anaconda/nvidia-ml,2023-06-16 19:26:58.970,1063.0,,,,,3.0,,,2017-06-03 07:43:46.000,186.0,,,,,,,,,,,,,,,,,,
803,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/google-deepmind/lab,https://github.com/google-deepmind/lab,,2016-11-30 13:41:26.000,2023-01-04 15:38:37.000000,2023-01-04 15:19:06,509.0,,1383.0,471.0,21.0,59.0,166.0,6970.0,A customisable 3D platform for agent-based AI research.,9.0,17,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,3.0,,,,,google-deepmind/lab,,,,,,,,,,,,,,,,,
804,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165.0,,256.0,52.0,13.0,20.0,13.0,1537.0,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,17,False,2018-10-18 02:54:09.000,0.1.6,4.0,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,47.0,69.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1686.0,3.0,,,2018-10-18 02:54:09.000,,,,,,,,,,,,,,,,,,,
805,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,87.0,35.0,72.0,25.0,30.0,1095.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,17,False,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,2386.0,2386.0,,,,,,,,3.0,,,2021-02-14 02:43:46.000,,,,,,,,,,,,,,,,,,,
806,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91.0,,148.0,45.0,5.0,3.0,7.0,1007.0,XAI - An eXplainability toolbox for machine learning.,3.0,17,False,2021-10-30 06:35:19.000,0.1.0,6.0,xai,,,,,29.0,23.0,https://pypi.org/project/xai,194.0,194.0,,,,,,,,3.0,,,2021-10-30 06:33:26.000,6.0,,,,,,,,,,,,,,,,,,
807,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2023-06-19 20:23:17.000000,2022-10-01 22:21:50,400.0,,225.0,31.0,38.0,39.0,21.0,823.0,An open source python library for scalable Bayesian optimisation.,13.0,17,False,,,,dragonfly-opt,,,,,,,https://pypi.org/project/dragonfly-opt,7364.0,7364.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
808,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2023-06-16 19:27:38.210000,2022-04-07 20:49:56,235.0,,36.0,13.0,13.0,8.0,16.0,747.0,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,17,False,2021-12-11 21:24:11.000,1.0,37.0,tensor-sensor,conda-forge/tensor-sensor,,,['pytorch'],30.0,30.0,https://pypi.org/project/tensor-sensor,2584.0,2688.0,https://anaconda.org/conda-forge/tensor-sensor,2023-06-16 19:27:38.210,2816.0,,,,,3.0,,,2021-12-11 21:24:35.000,,,,,,,,,,,,,,,,,,,
809,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2023-04-24 11:42:30.000000,2022-07-27 19:55:38,93.0,,57.0,15.0,10.0,26.0,17.0,738.0,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,5.0,17,False,2022-07-27 19:52:00.185,1.2.7,19.0,parallelformers,,,,,44.0,44.0,https://pypi.org/project/parallelformers,494.0,494.0,,,,,,,,3.0,,,2022-07-27 19:52:00.185,,,,,,,,,,,,,,,,,,,
810,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2023-10-13 12:16:35.000000,2023-04-01 08:26:45,5080.0,,97.0,19.0,58.0,2.0,13.0,730.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",8.0,17,True,2021-10-06 07:29:20.000,2.0.3,13.0,caer,,,https://caer.rtfd.io,,,,https://pypi.org/project/caer,2874.0,2874.0,,,,,,,,3.0,,30.0,,,,,,,,,,,,,,,,,,,,
811,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2023-09-21 18:53:21.000000,2023-09-21 18:53:18,1296.0,,122.0,43.0,435.0,25.0,130.0,701.0,GPU accelerated signal processing.,46.0,17,True,2023-08-09 16:45:21.000,23.08.00,21.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
812,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336.0,,65.0,18.0,21.0,29.0,50.0,673.0,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,17,False,2020-06-12 20:05:15.000,0.3.9,26.0,nboost,,,,,3.0,3.0,https://pypi.org/project/nboost,30.0,30.0,,,,,,,,3.0,,,2020-06-12 20:05:15.000,,,,,,,,,,,,,,,,,,,
813,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2023-05-02 04:54:25.000000,2021-06-13 00:22:13,176.0,,121.0,19.0,17.0,67.0,24.0,519.0,Python package for performing Entity and Text Matching using Deep Learning.,7.0,17,False,,,,deepmatcher,,,,,25.0,25.0,https://pypi.org/project/deepmatcher,2197.0,2197.0,,,,,,,,3.0,-5.0,,,,,,,,,,,,,,,,,,,,,
814,shap-hypetune,cerlymarco/shap-hypetune,hyperopt,,https://github.com/cerlymarco/shap-hypetune,https://github.com/cerlymarco/shap-hypetune,MIT,2021-05-16 09:30:03.000,2023-10-25 00:20:13.000000,2022-08-24 08:31:37,29.0,,66.0,6.0,5.0,2.0,27.0,518.0,A python package for simultaneous Hyperparameters Tuning and Features Selection for Gradient Boosting Models.,2.0,17,False,2022-08-24 08:33:07.000,0.2.6,9.0,shap-hypetune,,,,,16.0,15.0,https://pypi.org/project/shap-hypetune,2933.0,2933.0,,,,,,,,3.0,,,2022-08-24 08:33:00.976,1.0,,,,,,,,,,,,,,,,,,
815,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-06-21 21:41:58.000000,2019-11-29 00:48:44,1051.0,,30.0,11.0,121.0,31.0,150.0,346.0,Open source production model management tool for data scientists.,6.0,17,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,,5.0,5.0,https://pypi.org/project/datmo,100.0,100.0,,,,,,,,3.0,,,2018-12-07 06:16:42.000,,,,,,,,,,,,,,,,,,,
816,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2023-12-12 01:10:32.000000,2023-11-27 22:11:53,398.0,2.0,128.0,34.0,323.0,81.0,129.0,321.0,Brain Imaging Analysis Kit.,35.0,17,True,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,1.0,,https://pypi.org/project/brainiak,90.0,108.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,1803.0,3.0,,,2020-10-15 20:45:08.000,1.0,,,,,,,,,,,,,,,,,,
817,bluefog,Bluefog-Lib/bluefog,distributed-ml,,https://github.com/Bluefog-Lib/bluefog,https://github.com/Bluefog-Lib/bluefog,Apache-2.0,2019-12-03 05:27:21.000,2023-03-28 03:38:13.000000,2023-03-28 03:38:13,1094.0,,69.0,28.0,57.0,30.0,32.0,291.0,Distributed and decentralized training framework for PyTorch over graph.,9.0,17,False,2021-05-15 01:39:45.000,0.3.0,10.0,bluefog,,,,['pytorch'],3.0,3.0,https://pypi.org/project/bluefog,71.0,74.0,,,,,,,,3.0,,164.0,2021-05-15 01:39:45.000,,,,,,,,,,,,,,,,,,,
818,skggm,skggm/skggm,sklearn-utils,,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000,2023-06-15 16:53:56.000000,2023-06-15 16:53:55,703.0,,42.0,11.0,59.0,29.0,47.0,232.0,Scikit-learn compatible estimation of general graphical models.,7.0,17,False,2018-09-12 01:11:31.000,0.2.8,6.0,skggm,,,,['sklearn'],13.0,13.0,https://pypi.org/project/skggm,41.0,41.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
819,Muda,bmcfee/muda,audio,,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000,2021-12-15 16:53:25.527000,2021-05-03 14:04:36,293.0,,33.0,14.0,36.0,8.0,44.0,224.0,A library for augmenting annotated audio data.,7.0,17,False,2019-11-15 15:46:21.000,0.4.1,12.0,muda,,,,,24.0,22.0,https://pypi.org/project/muda,38.0,38.0,,,,,,,,3.0,,,2019-11-15 15:46:21.000,2.0,,,,,,,,,,,,,,,,,,
