,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,new_addition,brew_id,apt_id,yum_id,trending,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,gitlab_id,gitlab_url
476,NiftyNet,NifTK/NiftyNet,,medical-data,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51.000000,374,99.0,224.0,1262,2848.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,58.0,22,True,2019-10-09 19:33:30.000000,0.6.0,11.0,niftynet,,,,['tensorflow'],33.0,33.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000000,,151.0,151.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
477,EfficientNets,rwightman/gen-efficientnet-pytorch,,pytorch-utils,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000000,2020-11-30 05:51:08.000000,2020-11-30 05:49:27.000000,167,,46.0,1233,106.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,22,True,2020-08-20 19:55:21.000000,1.0.0,9.0,geffnet,,,,['pytorch'],29.0,29.0,https://pypi.org/project/geffnet,2020-08-20 19:55:21.000000,,1355.0,1355.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
478,pycm,sepandhaghighi/pycm,,others,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000000,2021-01-21 15:04:10.000000,2020-10-26 15:51:32.000000,92,13.0,151.0,1046,2508.0,Multi-class confusion matrix library in Python.,14.0,22,True,2020-10-26 16:31:56.000000,3.0,34.0,pycm,,,,,95.0,85.0,https://pypi.org/project/pycm,2020-10-26 16:32:30.000000,10.0,2002.0,2002.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
479,modAL,modAL-python/modAL,,others,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000000,2021-01-07 09:54:00.000000,2021-01-07 09:40:40.000000,173,43.0,50.0,1009,648.0,A modular active learning framework for Python.,14.0,22,True,2021-01-07 09:47:49.000000,0.4.1,12.0,modAL,,,,['sklearn'],52.0,44.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000000,8.0,885.0,885.0,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,
480,bt,pmorissette/bt,,financial-data,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000000,2021-01-16 23:21:35.000000,2021-01-16 23:21:34.000000,248,52.0,163.0,934,382.0,bt - flexible backtesting for Python.,20.0,22,True,2018-05-28 17:12:46.000000,0.2.7,23.0,bt,,,,,63.0,43.0,https://pypi.org/project/bt,2018-05-28 17:12:46.000000,20.0,3165.0,3165.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
481,pandasql,yhat/pandasql,,data-containers,https://github.com/yhat/pandasql,https://github.com/yhat/pandasql,MIT,2013-02-18 01:53:56.000000,2020-08-14 13:00:13.000000,2017-02-01 15:40:30.000000,141,44.0,23.0,934,127.0,sqldf for pandas.,15.0,22,False,2016-04-20 21:52:36.000000,0.7.3,31.0,pandasql,,,,['pandas'],673.0,624.0,https://pypi.org/project/pandasql,2016-04-20 21:52:36.000000,49.0,151037.0,151037.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
482,fancyimpute,iskandr/fancyimpute,,sklearn-utils,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000000,2020-12-09 07:14:51.000000,2020-08-27 15:27:19.000000,142,4.0,103.0,912,195.0,Multivariate imputation and matrix completion algorithms implemented in Python.,11.0,22,True,2020-07-16 21:36:59.000000,0.5.5,26.0,fancyimpute,,,,['sklearn'],665.0,644.0,https://pypi.org/project/fancyimpute,2020-07-16 21:36:59.000000,21.0,4371.0,4371.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
483,Alibi,SeldonIO/alibi,,interpretability,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000000,2020-12-03 14:50:46.000000,2020-12-02 15:42:16.000000,101,65.0,73.0,860,226.0,Algorithms for monitoring and explaining machine learning models.,11.0,22,True,2020-10-20 14:14:29.000000,0.5.5,15.0,alibi,,,,,65.0,56.0,https://pypi.org/project/alibi,2020-10-20 14:13:40.000000,9.0,2075.0,2075.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
484,FinTA,peerchemist/finta,,financial-data,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000000,2021-01-13 05:19:43.000000,2020-11-04 21:30:11.000000,288,9.0,58.0,796,364.0,Common financial technical indicators implemented in Pandas.,21.0,22,False,2020-10-21 11:36:19.000000,1.2,19.0,finta,,,,,55.0,51.0,https://pypi.org/project/finta,2020-10-21 11:39:44.000000,4.0,2859.0,2859.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
485,Neural Structured Learning,tensorflow/neural-structured-learning,,tensorflow-utils,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000000,2021-01-15 16:18:44.000000,2021-01-15 16:18:31.000000,138,5.0,38.0,768,352.0,Training neural models with structured signals.,26.0,22,True,2020-08-18 00:30:03.000000,1.3.1,7.0,neural-structured-learning,,,,['tensorflow'],23.0,23.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000000,,2102.0,2102.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
486,minisom,JustGlowing/minisom,,others,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000000,2021-01-19 16:04:54.000000,2021-01-19 16:04:54.000000,241,8.0,61.0,760,425.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,20.0,22,False,2020-11-03 08:23:06.000000,2.2.7,14.0,minisom,,,,,137.0,133.0,https://pypi.org/project/minisom,2020-06-19 06:29:59.000000,4.0,6033.0,6033.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
487,Explainability 360,Trusted-AI/AIX360,,interpretability,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000000,2020-12-04 16:51:14.000000,2020-12-04 16:49:39.000000,168,26.0,18.0,753,305.0,Interpretability and explainability of data and machine learning models.,27.0,22,True,2020-10-28 09:32:21.000000,0.2.1,4.0,aix360,,,,,14.0,13.0,https://pypi.org/project/aix360,2020-10-28 09:18:17.000000,1.0,478.0,478.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
488,Opacus,pytorch/opacus,,privacy-ml,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000000,2021-01-21 06:34:37.000000,2021-01-21 03:34:50.000000,90,5.0,49.0,718,205.0,Training PyTorch models with differential privacy.,23.0,22,True,2020-12-17 17:30:40.000000,0.11.0,6.0,opacus,,,,['pytorch'],11.0,11.0,https://pypi.org/project/opacus,2020-12-17 17:30:40.000000,,1200.0,1203.0,,,,,,,,2.0,30.0,,,,,,,,,,,,,,,,,,,,,,
489,ogb,snap-stanford/ogb,,graph,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000000,2021-01-15 19:38:12.000000,2021-01-11 19:09:04.000000,98,1.0,87.0,716,395.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",12.0,22,True,2020-12-29 18:13:08.000000,1.2.4,10.0,ogb,,,,,43.0,43.0,https://pypi.org/project/ogb,2020-12-29 18:08:55.000000,0.0,1697.0,1697.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
490,kapre,keunwoochoi/kapre,,audio,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000000,2021-01-18 11:46:52.000000,2020-11-16 17:11:54.000000,129,5.0,80.0,702,188.0,kapre: Keras Audio Preprocessors.,13.0,22,True,2020-09-29 18:49:13.000000,0.3.4,21.0,kapre,,,,['tensorflow'],461.0,450.0,https://pypi.org/project/kapre,2020-09-29 18:49:13.000000,11.0,840.0,840.0,,,,,,,,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,
491,Darts,unit8co/darts,,time-series-data,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000000,2021-01-21 10:04:50.000000,2020-11-09 15:33:02.000000,85,18.0,41.0,698,284.0,A python library for easy manipulation and forecasting of time series.,23.0,22,True,2020-11-09 16:00:41.000000,0.5.0,8.0,u8darts,,unit8/darts,,,11.0,11.0,https://pypi.org/project/u8darts,2020-11-09 16:00:41.000000,,1592.0,1594.0,,,,https://hub.docker.com/r/unit8/darts,2020-10-06 11:35:55.085411,,75.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
492,GPUtil,anderskm/gputil,,gpu-utilities,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000000,2020-10-01 05:42:49.000000,2019-08-16 09:00:15.000000,76,10.0,14.0,665,140.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,13.0,22,False,2018-12-18 09:12:13.000000,1.4.0,8.0,gputil,,,,,1052.0,950.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000000,102.0,57547.0,57547.0,,,,,,,,2.0,,,,,,,,,,,,,-1.0,,,,,,,,,,
493,Node2Vec,eliorc/node2vec,,graph,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000000,2021-01-09 08:40:34.000000,2021-01-09 08:39:26.000000,165,,47.0,622,48.0,Implementation of the node2vec algorithm.,7.0,22,True,2021-01-09 08:40:34.000000,0.4.1,13.0,node2vec,conda-forge/node2vec,,,,122.0,112.0,https://pypi.org/project/node2vec,2021-01-09 08:38:24.000000,10.0,4318.0,4798.0,https://anaconda.org/conda-forge/node2vec,2020-04-25 22:41:13.714000,15362.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
494,scikit-multilearn,scikit-multilearn/scikit-multilearn,,sklearn-utils,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000000,2020-06-30 10:19:46.000000,2019-05-21 11:29:06.000000,118,64.0,91.0,620,487.0,A scikit-learn based module for multi-label et. al. classification.,15.0,22,False,2018-12-10 16:24:47.000000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],331.0,328.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000000,3.0,50314.0,50314.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
495,pingouin,raphaelvallat/pingouin,,probabilistics,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000000,2021-01-19 01:56:22.238000,2021-01-19 00:11:27.000000,50,15.0,108.0,619,1058.0,Statistical package in Python based on Pandas.,15.0,22,False,2021-01-19 00:33:47.000000,0.3.9,31.0,pingouin,conda-forge/pingouin,,,,161.0,151.0,https://pypi.org/project/pingouin,2021-01-19 00:29:57.000000,10.0,12911.0,14111.0,https://anaconda.org/conda-forge/pingouin,2021-01-19 01:56:22.238000,30015.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
496,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,,data-viz,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000000,2020-11-27 08:30:55.000000,2020-11-27 08:28:43.000000,75,21.0,51.0,601,259.0,Bokeh Plotting Backend for Pandas and GeoPandas.,11.0,22,True,2020-11-27 08:29:09.000000,0.5.2,13.0,pandas-bokeh,,,,['pandas'],135.0,125.0,https://pypi.org/project/pandas-bokeh,2020-11-27 08:30:55.000000,10.0,5692.0,5692.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
497,Prince,MaxHalford/prince,,others,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000000,2021-01-13 14:32:13.000000,2021-01-11 21:14:58.000000,108,25.0,64.0,556,179.0,"Python factor analysis library (PCA, CA, MCA, MFA, FAMD).",9.0,22,True,2020-10-06 11:26:47.000000,0.7.1,41.0,prince,,,,['sklearn'],104.0,101.0,https://pypi.org/project/prince,2020-10-06 11:26:47.000000,3.0,4727.0,4727.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
498,CellProfiler,CellProfiler/CellProfiler,,image,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000000,2021-01-20 15:00:30.000000,2021-01-19 18:12:46.000000,268,159.0,2761.0,534,15285.0,An open-source application for biological image analysis.,119.0,22,True,2020-11-20 23:32:23.000000,4.0.7,40.0,cellprofiler,,,,,3.0,3.0,https://pypi.org/project/cellprofiler,2017-09-04 18:03:36.000000,,99.0,105.0,,,,,,,,3.0,550.0,,,,,,,,,,,,,,,,,,,,,,
499,Guild AI,guildai/guildai,,ml-experiments,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000000,2021-01-19 02:21:08.000000,2021-01-19 02:20:52.000000,42,93.0,144.0,526,4308.0,"Experiment tracking, ML developer tools.",16.0,22,True,2021-01-14 21:03:23.000000,0.7.2,161.0,guildai,,,,,25.0,25.0,https://pypi.org/project/guildai,2021-01-14 21:03:23.000000,,1818.0,1818.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
500,scikit-lego,koaning/scikit-lego,,sklearn-utils,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000000,2021-01-14 09:10:30.000000,2021-01-14 09:10:23.000000,64,20.0,182.0,387,370.0,Extra blocks for scikit-learn pipelines.,38.0,22,True,2020-10-25 11:24:35.000000,0.6.2,29.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],15.0,15.0,https://pypi.org/project/scikit-lego,2021-01-04 09:19:31.000000,0.0,905.0,1411.0,https://anaconda.org/conda-forge/scikit-lego,2020-11-02 09:40:04.581000,7603.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
501,python-ternary,marcharper/python-ternary,,data-viz,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000000,2021-01-05 02:49:30.000000,2021-01-05 02:49:29.000000,109,24.0,77.0,384,378.0,Ternary plotting library for python with matplotlib.,25.0,22,True,2020-05-10 19:01:32.000000,1.0.7,10.0,python-ternary,conda-forge/python-ternary,,,,61.0,51.0,https://pypi.org/project/python-ternary,2020-05-10 19:01:32.000000,10.0,942.0,1776.0,https://anaconda.org/conda-forge/python-ternary,2020-05-10 19:48:41.398000,47588.0,,,,,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,
502,Studio.ml,studioml/studio,,ml-experiments,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000000,2021-01-20 03:21:51.000000,2021-01-20 03:17:22.000000,48,56.0,189.0,368,2323.0,Studio: Simplify and expedite model building process.,21.0,22,True,2021-01-19 22:49:48.000000,0.0.39,180.0,studioml,,,,,3.0,3.0,https://pypi.org/project/studioml,2021-01-20 03:21:51.000000,,1114.0,1114.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
503,Caer,jasmcaus/caer,,image,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000000,2021-01-21 10:29:46.000000,2021-01-20 19:09:25.000000,39,3.0,7.0,328,4821.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",3.0,22,True,2021-01-15 20:20:24.000000,1.9.6,107.0,caer,,,https://caer.rtfd.io,,0.0,,https://pypi.org/project/caer,2021-01-15 20:20:24.000000,0.0,622738.0,622740.0,,,,,,,,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,
504,Cornac,PreferredAI/cornac,,recommender-systems,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000000,2021-01-11 07:08:37.000000,2021-01-04 08:21:01.000000,55,1.0,28.0,297,1159.0,A Comparative Framework for Multimodal Recommender Systems.,11.0,22,True,2020-12-28 07:16:20.000000,1.10.0,35.0,cornac,conda-forge/cornac,,,,27.0,26.0,https://pypi.org/project/cornac,2020-12-28 07:23:56.000000,1.0,704.0,5628.0,https://anaconda.org/conda-forge/cornac,2021-01-04 15:45:16.261000,98495.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
505,vega,vega/ipyvega,,data-viz,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000000,2021-01-11 12:24:54.000000,2021-01-11 12:24:51.000000,46,8.0,79.0,293,473.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,9.0,22,True,2020-05-15 23:40:02.000000,3.4.0,37.0,vega,conda-forge/vega,,,['jupyter'],148.0,,https://pypi.org/project/vega,2020-05-15 23:40:02.000000,148.0,11749.0,18571.0,https://anaconda.org/conda-forge/vega,2020-12-10 15:03:57.175000,375261.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
506,pyvips,libvips/pyvips,,image,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000000,2020-12-27 23:03:46.000000,2020-12-27 23:01:11.000000,25,69.0,132.0,285,390.0,python binding for libvips using cffi.,10.0,22,True,2020-12-18 11:44:57.000000,2.1.14,20.0,pyvips,conda-forge/pyvips,,,,160.0,138.0,https://pypi.org/project/pyvips,2020-12-18 11:44:57.000000,22.0,3017.0,3371.0,https://anaconda.org/conda-forge/pyvips,2020-10-14 10:02:33.542000,6022.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
507,EarthPy,earthlab/earthpy,,geospatial-data,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000000,2021-01-20 14:57:46.000000,2020-12-03 23:03:15.000000,96,26.0,199.0,220,1066.0,A package built to support working with spatial data using open source python.,38.0,22,True,2020-06-18 23:58:08.000000,0.9.2,22.0,earthpy,conda-forge/earthpy,,,,78.0,72.0,https://pypi.org/project/earthpy,2020-06-18 23:58:08.000000,6.0,1437.0,2690.0,https://anaconda.org/conda-forge/earthpy,2020-06-19 15:23:44.425000,26325.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
508,Orion,Epistimio/orion,,hyperopt,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000000,2021-01-21 14:19:25.000000,2021-01-19 22:28:32.000000,35,20.0,102.0,179,2470.0,Asynchronous Distributed Hyperparameter Optimization.,18.0,22,True,2021-01-19 22:46:16.000000,0.1.12,13.0,orion,,,,,47.0,39.0,https://pypi.org/project/orion,2021-01-19 22:46:16.000000,8.0,1038.0,1038.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
509,py3nvml,fbcotter/py3nvml,,gpu-utilities,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000000,2020-10-10 10:41:08.987000,2020-04-23 06:54:42.000000,24,2.0,9.0,163,79.0,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,6.0,22,True,2020-04-06 16:02:10.000000,0.2.6,13.0,py3nvml,conda-forge/py3nvml,,,,238.0,218.0,https://pypi.org/project/py3nvml,2020-04-06 16:02:10.000000,20.0,87682.0,88605.0,https://anaconda.org/conda-forge/py3nvml,2020-10-10 10:41:08.987000,11085.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
510,openpyxl,,,data-loading,,https://openpyxl.readthedocs.io,MIT,2015-11-03 00:22:17.154000,2021-01-16 15:51:35.602000,,0,179.0,1412.0,17,,A Python library to read/write Excel 2010 xlsx/xlsm files.,,22,False,2021-01-14 19:15:29.000000,3.0.6,96.0,openpyxl,openpyxl,openpyxl/openpyxl-ci,https://openpyxl.readthedocs.io/en/stable/,,9770.0,,https://pypi.org/project/openpyxl,2021-01-14 19:00:13.000000,9770.0,5821024.0,5821706.0,https://anaconda.org/anaconda/openpyxl,2021-01-16 15:51:35.602000,41168.0,https://hub.docker.com/r/openpyxl/openpyxl-ci,2018-09-13 18:04:17.646261,,1174.0,3.0,,,,,,,,0.0,True,,,,,,,,,,,,,https://foss.heptapod.net/api/graphql::openpyxl/openpyxl,https://foss.heptapod.net/openpyxl/openpyxl
511,Recommenders,microsoft/recommenders,,recommender-systems,https://github.com/microsoft/recommenders,https://github.com/microsoft/recommenders,MIT,2018-09-19 10:06:07.000000,2021-01-21 14:07:51.000000,2021-01-04 11:10:33.000000,1551,108.0,431.0,9030,6261.0,Best Practices on Recommendation Systems.,88.0,21,True,2020-08-20 15:11:46.000000,2020.8,6.0,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
512,cortex,cortexlabs/cortex,,model-serialisation,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000000,2021-01-21 05:23:13.000000,2021-01-21 05:16:08.000000,544,184.0,699.0,7228,1812.0,Run inference at scale.,18.0,21,True,2021-01-21 05:23:13.000000,0.27.0,45.0,cortex,,,,,0.0,,https://pypi.org/project/cortex,2021-01-21 05:17:11.000000,0.0,686.0,686.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
513,mace,XiaoMi/mace,,ml-frameworks,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000000,2021-01-12 02:48:05.000000,2021-01-10 08:24:13.000000,756,39.0,582.0,4270,3086.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,54.0,21,True,2021-01-12 02:48:05.000000,1.0.2,9.0,,,,,,,,,,,,44.0,,,,,,,,3.0,1295.0,,,,,,,,,,,,,,,,,,,,,,
514,cuDF,rapidsai/cudf,,gpu-utilities,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000000,2021-01-21 15:34:04.000000,2021-01-21 15:34:03.000000,472,565.0,2726.0,3616,,cuDF - GPU DataFrame Library.,198.0,21,True,2020-12-10 17:28:54.000000,0.17.0,5.0,cudf,,,,,4.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000000,4.0,603.0,603.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
515,DeepMatcher,anhaidgroup/deepmatcher,,nlp,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000000,2020-09-27 17:25:56.000000,2020-04-20 02:34:24.000000,1271,47.0,15.0,3393,169.0,Python package for performing Entity and Text Matching using Deep Learning.,7.0,21,True,2019-12-30 19:49:33.000000,0.1.1,9.0,deepmatcher,,,,,10.0,10.0,https://pypi.org/project/deepmatcher,2019-12-30 19:49:33.000000,,238.0,238.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
516,MatchZoo,NTMC-Community/MatchZoo,,nlp,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000000,2020-06-17 07:27:59.000000,2019-10-24 13:10:07.000000,858,27.0,427.0,3325,1808.0,"Facilitating the design, comparison and sharing of deep text matching models.",35.0,21,False,2019-10-24 13:09:11.000000,2.2.0,5.0,matchzoo,,,,['tensorflow'],9.0,9.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000000,,158.0,158.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
517,AdaNet,tensorflow/adanet,,hyperopt,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000000,2020-07-09 21:03:28.000000,2020-07-09 20:51:04.000000,498,64.0,47.0,3227,439.0,Fast and flexible AutoML with learning guarantees.,26.0,21,True,2020-07-09 20:53:28.000000,0.9.0,13.0,adanet,,,,['tensorflow'],35.0,33.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000000,2.0,674.0,674.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
518,NLP Architect,IntelLabs/nlp-architect,,nlp,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000000,2021-01-16 01:26:11.000000,2021-01-14 15:53:57.000000,394,16.0,103.0,2579,949.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,36.0,21,True,2020-11-17 12:32:37.000000,0.5.5.1,13.0,nlp-architect,,,,,7.0,7.0,https://pypi.org/project/nlp-architect,2020-04-12 11:34:38.000000,,156.0,156.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
519,Image Super-Resolution,idealo/image-super-resolution,,image,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000000,2020-11-11 15:09:20.000000,2020-11-11 15:09:19.000000,468,49.0,97.0,2430,138.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,9.0,21,True,2020-01-08 15:37:35.000000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],42.0,38.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000000,4.0,2352.0,2356.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,,120.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
520,tensorflow-graphics,tensorflow/graphics,,image,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000000,2021-01-20 16:09:15.000000,2021-01-20 16:09:03.000000,267,87.0,81.0,2390,568.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,30.0,21,True,2020-05-20 19:56:41.000000,2020.5.20,21.0,tensorflow-graphics,,,,['tensorflow'],3.0,,https://pypi.org/project/tensorflow-graphics,2020-05-20 19:56:41.000000,3.0,912.0,912.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
