,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
359,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2022-07-28 01:17:04.704000,2022-06-28 07:53:54,1293.0,7.0,148,46.0,53.0,20.0,62.0,768,Computer Vision in Python.,32.0,28,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,15917.0,971.0,856.0,https://pypi.org/project/mahotas,2022-06-28 08:11:26.000,115.0,11645.0,https://anaconda.org/conda-forge/mahotas,2022-07-28 01:17:04.704,329007.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
360,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2022-07-20 18:52:17.000000,2022-07-20 18:52:17,3628.0,10.0,310,66.0,653.0,30.0,499.0,735,The Classical Language Toolkit.,116.0,28,True,2022-07-18 03:40:29.935,1.1.4,200.0,cltk,,,25.0,1071.0,250.0,208.0,https://pypi.org/project/cltk,2022-06-09 23:23:41.000,42.0,1071.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
361,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2022-08-10 19:50:07.000000,2022-08-10 19:42:51,15478.0,92.0,332,44.0,1531.0,178.0,2911.0,692,An open-source application for biological image analysis.,131.0,28,True,2022-08-10 20:10:03.000,4.2.3,45.0,cellprofiler,,,3185.0,613.0,9.0,9.0,https://pypi.org/project/cellprofiler,2021-07-22 19:10:21.000,,583.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
362,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2022-08-05 16:20:31.000000,2022-07-12 12:30:11,1539.0,6.0,185,21.0,245.0,49.0,233.0,614,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",37.0,28,True,2021-09-04 09:49:51.000,1.4.5,42.0,salib,conda-forge/salib,,,151296.0,63.0,,https://pypi.org/project/salib,2022-06-22 01:55:54.000,63.0,150017.0,https://anaconda.org/conda-forge/salib,2021-09-04 07:03:28.179,88285.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
363,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2022-08-10 13:28:02.000000,2022-08-03 03:21:19,1572.0,3.0,226,37.0,1169.0,194.0,336.0,571,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",94.0,28,True,2022-05-18 01:03:25.000,0.26.0,33.0,tensorflow-io,,['tensorflow'],,413541.0,24.0,,https://pypi.org/project/tensorflow-io,2022-05-18 00:57:44.000,24.0,413541.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
364,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2022-08-09 21:10:41.000000,2022-08-09 21:10:40,636.0,23.0,101,28.0,72.0,26.0,64.0,487,For recording and retrieving metadata associated with ML developer and data scientist workflows.,15.0,28,True,2022-06-21 20:49:30.000,1.9.0,36.0,ml-metadata,,,1742.0,520170.0,258.0,239.0,https://pypi.org/project/ml-metadata,2022-06-21 20:49:30.000,19.0,520128.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
365,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2022-08-08 13:10:47.000000,2022-07-21 16:49:16,704.0,11.0,68,30.0,283.0,110.0,196.0,426,"Simple, concise geographical visualization in Python.",28.0,28,True,2022-03-08 14:57:27.000,1.9.5,38.0,geoviews,conda-forge/geoviews,,,9878.0,491.0,463.0,https://pypi.org/project/geoviews,2022-03-08 14:57:27.000,28.0,7658.0,https://anaconda.org/conda-forge/geoviews,2022-03-08 21:16:14.407,117668.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2022-08-10 19:59:25.000000,2022-08-02 18:51:33,3696.0,363.0,45,15.0,619.0,206.0,165.0,235,Asynchronous Distributed Hyperparameter Optimization.,28.0,28,False,2022-08-03 18:15:07.027,0.2.5,24.0,orion,,,,5524.0,80.0,73.0,https://pypi.org/project/orion,2022-06-03 15:22:27.000,7.0,5524.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2022-07-25 04:58:28.171000,2022-07-07 17:37:23,208.0,11.0,38,12.0,183.0,4.0,170.0,202,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",10.0,28,False,2022-07-04 12:59:41.000,3.5.0,67.0,pystan,conda-forge/pystan,,,2997004.0,253.0,,https://pypi.org/project/pystan,2022-07-04 12:59:41.000,253.0,2972652.0,https://anaconda.org/conda-forge/pystan,2022-07-25 04:58:28.171,1582937.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2022-06-28 14:27:10.000000,2022-06-28 14:27:10,1885.0,9.0,655,202.0,443.0,48.0,242.0,10482,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",46.0,27,True,2021-06-06 17:14:16.000,5.14.0,50.0,ciphey,,,,24490.0,,,https://pypi.org/project/ciphey,2021-06-06 17:13:48.000,,24057.0,,,,2.0,,,,,,,,,,remnux/ciphey,https://hub.docker.com/r/remnux/ciphey,2022-05-27 10:54:13.897087,8.0,16041.0,,,,,,,,,,,,
369,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,264.0,,853,277.0,93.0,76.0,76.0,6987,Visualizations for machine learning datasets.,28.0,27,False,2019-07-24 15:57:06.000,1.0.0,4.0,facets-overview,,['jupyter'],,268930.0,131.0,127.0,https://pypi.org/project/facets-overview,2019-07-24 15:57:06.000,4.0,268930.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2022-08-10 21:28:33.000000,2022-08-10 01:49:44,1026.0,34.0,1000,93.0,451.0,585.0,467.0,6559,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,100.0,27,True,,,1.0,,conda-forge/nvidia-apex,['pytorch'],,2906.0,1144.0,1144.0,,,,,https://anaconda.org/conda-forge/nvidia-apex,2022-04-06 03:11:02.383,98823.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2022-06-21 07:33:21.000000,2021-08-04 06:54:21,205.0,,1197,168.0,41.0,58.0,220.0,5825,2D and 3D Face alignment library build using pytorch.,23.0,27,True,2021-09-14 15:35:24.000,1.3.5,11.0,face-alignment,,['pytorch'],,8764.0,8.0,,https://pypi.org/project/face-alignment,2021-09-14 15:35:24.000,8.0,8764.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
372,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2022-08-08 12:02:11.000000,2022-08-08 12:02:11,624.0,2.0,920,149.0,68.0,56.0,292.0,5472,A Python scikit for building and analyzing recommender systems.,39.0,27,True,2020-07-19 14:50:48.000,1.1.1,9.0,scikit-surprise,conda-forge/scikit-surprise,,,146222.0,26.0,,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000,26.0,141820.0,https://anaconda.org/conda-forge/scikit-surprise,2021-11-18 20:15:44.176,242146.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
373,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2022-08-11 15:25:57.000000,2022-08-11 14:58:58,948.0,366.0,474,59.0,1178.0,65.0,157.0,4583,Colossal-AI: A Unified Deep Learning System for Big Model Era.,69.0,27,True,2022-08-11 13:16:46.000,0.1.9,12.0,,,,,,113.0,113.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
374,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2022-08-11 04:52:46.000000,2022-08-11 04:50:58,194.0,23.0,253,62.0,168.0,13.0,53.0,4516,"A data augmentations library for audio, image, text, and video.",25.0,27,True,2022-03-29 11:42:50.000,1.0.0,17.0,augly,,,,1388.0,47.0,44.0,https://pypi.org/project/augly,2022-03-28 13:29:26.000,3.0,1388.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
375,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2022-08-10 16:50:01.000000,2022-08-10 08:17:55,567.0,9.0,587,98.0,544.0,64.0,341.0,4337,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,50.0,27,True,2021-10-18 13:55:26.000,0.9.3,28.0,t5,,['tensorflow'],,9932.0,115.0,113.0,https://pypi.org/project/t5,2021-10-18 13:55:26.000,2.0,9932.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
376,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2022-07-19 05:09:29.000000,2022-07-19 05:09:29,463.0,2.0,624,91.0,198.0,109.0,349.0,4107,"A Python implementation of LightFM, a hybrid recommendation algorithm.",44.0,27,True,2020-11-27 19:48:30.000,1.16,14.0,lightfm,conda-forge/lightfm,,,380073.0,836.0,791.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000,45.0,377785.0,https://anaconda.org/conda-forge/lightfm,2022-03-09 22:21:56.668,125893.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
377,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2022-04-21 20:08:19.000000,2022-04-21 18:24:14,631.0,,968,283.0,222.0,10.0,355.0,3806,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,"['tensorflow', 'spark']",,354726.0,5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,354349.0,https://anaconda.org/conda-forge/tensorflowonspark,2022-03-27 02:58:05.206,12093.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
378,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2022-04-01 13:57:36.000000,2022-04-01 13:57:36,131.0,,880,140.0,29.0,33.0,76.0,3665,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,27,True,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,204514.0,4252.0,4078.0,https://pypi.org/project/vadersentiment,2020-05-22 15:07:00.000,174.0,203968.0,https://anaconda.org/conda-forge/vadersentiment,2021-03-22 07:41:03.629,9295.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2022-08-10 16:33:34.000000,2022-08-10 16:12:14,397.0,24.0,239,46.0,375.0,43.0,203.0,2981,Hummingbird compiles trained ML models into tensor computation for faster inference.,31.0,27,True,2022-08-05 20:36:45.000,0.4.5,18.0,hummingbird-ml,conda-forge/hummingbird-ml,,176.0,3977.0,39.0,39.0,https://pypi.org/project/hummingbird-ml,2022-04-25 22:07:52.000,,3288.0,https://anaconda.org/conda-forge/hummingbird-ml,2022-08-05 23:29:51.233,11619.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2022-08-10 18:23:56.000000,2022-08-02 22:41:44,767.0,43.0,394,58.0,370.0,2.0,384.0,2742,On-device wake word detection powered by deep learning.,31.0,27,True,2022-06-28 23:59:24.000,2.1.4,29.0,pvporcupine,,,,1089.0,20.0,9.0,https://pypi.org/project/pvporcupine,2022-06-28 23:59:24.000,11.0,1089.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2022-08-11 09:11:21.000000,2022-07-27 02:15:31,451.0,16.0,727,62.0,537.0,62.0,344.0,2695,A high-performance distributed training framework for Reinforcement Learning.,31.0,27,True,2022-07-08 03:55:24.395,2.0.5,25.0,parl,,['paddle'],,567.0,95.0,94.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,567.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
382,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2022-08-11 10:00:15.000000,2022-08-04 06:39:38,564.0,42.0,493,54.0,623.0,119.0,571.0,2688,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",59.0,27,True,2022-08-04 06:13:07.051,0.6.1,9.0,mmocr,,['pytorch'],,5350.0,18.0,17.0,https://pypi.org/project/mmocr,2022-05-05 14:21:18.000,1.0,5350.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
383,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2022-03-11 12:17:58.000000,2021-06-22 10:51:48,116.0,,446,94.0,46.0,54.0,253.0,2577,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,27,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,451.0,113702.0,543.0,520.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,23.0,113299.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,11905.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
384,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2022-06-29 05:18:35.000000,2022-04-26 21:33:51,470.0,,440,92.0,34.0,63.0,236.0,2529,Learning to Rank in TensorFlow.,28.0,27,True,2021-11-16 23:49:54.000,0.5.0,19.0,tensorflow_ranking,,['tensorflow'],,101947.0,12.0,,https://pypi.org/project/tensorflow_ranking,2021-11-16 01:31:58.000,12.0,101947.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
385,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2022-08-10 00:42:26.000000,2021-11-11 16:56:57,430.0,,244,32.0,407.0,19.0,29.0,2500,torch-optimizer -- collection of optimizers for Pytorch.,25.0,27,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,['pytorch'],,45281.0,678.0,655.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,23.0,45057.0,https://anaconda.org/conda-forge/torch-optimizer,2021-10-31 17:20:09.384,3596.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
386,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2022-03-03 16:14:41.000000,2021-11-24 21:04:02,1018.0,,391,136.0,127.0,177.0,244.0,2481,PYthon svg GrAph plotting Library.,71.0,27,False,2021-11-24 21:07:22.000,3.0.0,75.0,pygal,conda-forge/pygal,,,116321.0,628.0,,https://pypi.org/project/pygal,2021-11-24 21:07:22.000,628.0,115813.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728,19306.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
387,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2022-03-12 00:28:06.000000,2021-10-29 06:15:49,2535.0,,375,61.0,926.0,281.0,736.0,2461,StellarGraph - Machine Learning on Graphs.,36.0,27,True,2020-06-30 05:15:21.000,1.2.1,25.0,stellargraph,,['tensorflow'],,20028.0,161.0,156.0,https://pypi.org/project/stellargraph,2020-06-30 05:10:43.000,5.0,20028.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2021-12-05 06:35:06.000000,2020-04-27 18:40:41,522.0,,885,164.0,213.0,42.0,145.0,2366,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,12775.0,581.0,564.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,17.0,12485.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,15712.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
389,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2021-08-11 23:58:11.000000,2018-08-19 12:37:47,130.0,,259,65.0,57.0,21.0,39.0,2236,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01.000,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,['sklearn'],,627692.0,2281.0,2241.0,https://pypi.org/project/scikit-plot,2018-08-19 12:18:46.000,40.0,625740.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,119072.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2022-07-28 17:04:06.000000,2022-07-28 17:02:53,3174.0,42.0,455,109.0,308.0,369.0,606.0,2159,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",74.0,27,False,2015-03-31 16:33:30.000,2.0,13.0,essentia,,,,2574.0,331.0,317.0,https://pypi.org/project/essentia,2022-03-14 12:38:50.000,14.0,2574.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
391,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,280,65.0,14.0,25.0,46.0,1988,Stand-alone language identification system.,9.0,27,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,432541.0,1233.0,1069.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,164.0,432541.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
392,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2022-08-11 09:02:08.000000,2022-07-05 14:47:16,1125.0,2.0,239,39.0,230.0,18.0,101.0,1949,Shapash makes Machine Learning models transparent and understandable by everyone.,34.0,27,True,2022-05-09 08:46:05.000,2.0.1,21.0,shapash,,['jupyter'],,20339.0,80.0,79.0,https://pypi.org/project/shapash,2022-05-09 08:46:05.000,1.0,20339.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,AGPL-3.0,2021-10-11 14:48:38.000,2022-08-11 14:31:12.000000,2022-08-11 13:59:25,1080.0,211.0,117,9.0,1157.0,167.0,545.0,1867,Test Suites for Validating ML Models & Data. Deepchecks is a Python package for comprehensively validating your..,26.0,27,False,2022-08-08 06:30:37.000,0.8.2,40.0,deepchecks,,,301.0,25012.0,21.0,21.0,https://pypi.org/project/deepchecks,2022-07-07 06:48:54.000,,24982.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
394,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2022-08-11 14:40:41.000000,2022-08-10 07:30:28,777.0,75.0,139,25.0,572.0,65.0,260.0,1727,A python library for self-supervised learning on images.,19.0,27,True,2022-08-09 14:21:39.000,1.2.26,62.0,lightly,,['pytorch'],,3863.0,45.0,44.0,https://pypi.org/project/lightly,2022-07-05 07:27:07.000,1.0,3863.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
395,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-08-07 22:57:58.000000,2022-08-07 22:57:55,853.0,12.0,173,45.0,162.0,108.0,122.0,1679,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",24.0,27,True,2022-07-26 09:15:24.402,0.27.1,145.0,graphistry,,['jupyter'],,2007.0,77.0,73.0,https://pypi.org/project/graphistry,2022-07-02 06:32:13.000,4.0,2007.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
396,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2022-07-18 06:18:24.000000,2022-07-05 13:31:55,179.0,1.0,219,54.0,61.0,81.0,168.0,1678,A Python wrapper for the tesseract-ocr API.,26.0,27,True,2021-06-19 21:10:18.000,2.5.2,16.0,tesserocr,conda-forge/tesserocr,,,50361.0,758.0,691.0,https://pypi.org/project/tesserocr,2021-06-19 21:10:18.000,67.0,48036.0,https://anaconda.org/conda-forge/tesserocr,2022-05-04 23:34:17.279,79058.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
397,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,318,73.0,742.0,54.0,168.0,1472,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02.000,0.13.1,24.0,chainercv,,,,2620.0,333.0,302.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,2620.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
398,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2022-08-09 23:50:22.000000,2022-07-28 16:55:30,677.0,5.0,253,41.0,485.0,155.0,142.0,1471,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,45.0,27,True,2022-07-28 07:19:00.777,0.11.5,79.0,petastorm,,,309.0,59561.0,81.0,74.0,https://pypi.org/project/petastorm,2022-02-19 02:47:30.000,7.0,59555.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
399,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-07-01 15:54:43.000000,2022-07-01 15:54:31,484.0,21.0,320,81.0,84.0,66.0,230.0,1466,bt - flexible backtesting for Python.,27.0,27,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,6282.0,150.0,129.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000,21.0,5882.0,https://anaconda.org/conda-forge/bt,2022-06-24 15:03:04.364,6408.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
400,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2022-08-11 04:25:25.000000,2022-08-11 04:24:54,219.0,63.0,199,50.0,101.0,2.0,59.0,1407,A lightweight library for PyTorch training tools and utilities.,49.0,27,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,['pytorch'],,10655.0,37.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,37.0,10655.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
401,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/mwydmuch/ViZDoom,https://github.com/mwydmuch/ViZDoom,MIT,2015-06-26 18:38:23.000,2022-06-26 18:35:34.000000,2022-06-26 18:35:34,1552.0,6.0,338,52.0,77.0,87.0,349.0,1399,Doom-based AI Research Platform for Reinforcement Learning from Raw Visual Information.,49.0,27,True,2022-04-18 01:40:02.000,1.1.13,24.0,vizdoom,,,11537.0,883.0,162.0,148.0,https://pypi.org/project/vizdoom,2022-04-18 01:07:39.000,14.0,734.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
