,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
491,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2023-03-04 16:25:52.000000,2022-08-12 15:43:09,249.0,,185.0,30.0,57.0,24.0,82.0,1890.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,13.0,25,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],251.0,245.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,6.0,4659.0,4858.0,https://anaconda.org/conda-forge/checklist,2021-07-15 13:35:51.684,5576.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
492,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636.0,,156.0,60.0,65.0,65.0,129.0,1777.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,281.0,281.0,https://pypi.org/project/hypertools,,,834.0,834.0,,,,,,,,3.0,27.0,,,,,,,,,,,,,,,,,,
493,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-05-01 16:13:30.000000,2023-04-26 11:40:38,555.0,7.0,97.0,47.0,420.0,51.0,100.0,1502.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,28.0,25,True,2023-05-01 16:13:30.000,1.1.8,25.0,hivemind,,,,,63.0,58.0,https://pypi.org/project/hivemind,2023-01-07 15:04:26.425,5.0,2118.0,2118.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
494,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2023-05-11 17:22:34.000000,2023-04-11 16:36:03,155.0,5.0,161.0,97.0,181.0,26.0,24.0,1445.0,fklearn: Functional Machine Learning.,52.0,25,True,2023-04-12 12:55:38.000,2.3.1,27.0,fklearn,,,,,13.0,13.0,https://pypi.org/project/fklearn,,,3157.0,3157.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
495,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2023-05-25 11:32:09.000000,2023-05-25 06:49:33,1123.0,93.0,258.0,27.0,1089.0,109.0,73.0,1437.0,Pytorch domain library for recommendation systems.,155.0,25,True,2023-03-15 20:48:02.000,0.4.0,77.0,torchrec-nightly-cpu,,,,,,,https://pypi.org/project/torchrec-nightly-cpu,2022-05-12 18:55:21.000,,125.0,125.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
496,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2023-05-16 13:01:43.000000,2023-05-16 13:01:43,657.0,1.0,236.0,48.0,310.0,95.0,14.0,1420.0,Mesh TensorFlow: Model Parallelism Made Easier.,50.0,25,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],852.0,819.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,33.0,31160.0,31160.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
497,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2022-08-04 10:28:06.000000,2022-08-04 10:15:01,159.0,,238.0,48.0,84.0,21.0,187.0,1335.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,25,True,2022-05-03 10:56:08.000,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],383.0,383.0,https://pypi.org/project/gplearn,,,4675.0,4823.0,https://anaconda.org/conda-forge/gplearn,2022-05-04 12:26:24.517,5198.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
498,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2023-05-24 03:48:46.000000,2023-05-24 03:48:46,461.0,28.0,276.0,52.0,104.0,43.0,29.0,1332.0,Interpretability and explainability of data and machine learning models.,40.0,25,True,2020-10-28 09:32:21.000,0.2.1,2.0,aix360,,,,,73.0,73.0,https://pypi.org/project/aix360,,,770.0,770.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
499,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2023-05-16 19:45:48.410000,2023-05-16 02:19:29,158.0,5.0,169.0,32.0,16.0,,69.0,1320.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,25,True,,,33.0,autoviz,conda-forge/autoviz,,,,438.0,438.0,https://pypi.org/project/autoviz,,,29982.0,31602.0,https://anaconda.org/conda-forge/autoviz,2023-05-16 19:45:48.410,34025.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
500,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2023-03-28 09:37:28.258000,2022-12-07 10:32:49,237.0,,249.0,1.0,1.0,1.0,,1313.0,Feature engineering package with sklearn like functionality.,38.0,25,True,2023-03-27 17:15:13.530,1.6.0,36.0,feature_engine,conda-forge/feature_engine,,,,68.0,,https://pypi.org/project/feature_engine,2022-11-22 11:29:10.203,68.0,157459.0,158440.0,https://anaconda.org/conda-forge/feature_engine,2023-03-28 09:37:28.258,32383.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
501,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-03-01 01:21:38.000000,2022-07-03 12:07:58,412.0,,319.0,37.0,295.0,20.0,198.0,1093.0,A research toolkit for particle swarm optimization in Python.,44.0,25,True,2020-11-14 05:18:38.000,.1.2.0,15.0,pyswarms,,,,,260.0,260.0,https://pypi.org/project/pyswarms,,,7912.0,7912.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
502,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/deepmind/rlax,https://github.com/deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-05-09 13:13:37.000000,2023-05-09 13:13:30,199.0,4.0,74.0,32.0,99.0,15.0,18.0,1025.0,A library of reinforcement learning building blocks in JAX.,21.0,25,True,2023-01-09 22:29:35.947,0.1.5,9.0,rlax,,,,['jax'],137.0,132.0,https://pypi.org/project/rlax,2023-01-09 22:29:35.947,5.0,164414.0,164414.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
503,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2023-03-04 09:51:38.000000,2023-03-04 09:51:32,452.0,5.0,99.0,21.0,296.0,27.0,238.0,1011.0,Extra blocks for scikit-learn pipelines.,57.0,25,True,2022-11-02 11:39:40.000,0.6.14,40.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],99.0,92.0,https://pypi.org/project/scikit-lego,2022-11-02 11:38:02.263,7.0,27102.0,27983.0,https://anaconda.org/conda-forge/scikit-lego,2022-11-03 07:39:39.512,37883.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
504,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-03-16 19:17:40.741000,2023-02-20 00:24:10,1723.0,,176.0,40.0,173.0,57.0,173.0,869.0,A Jupyter - Three.js bridge.,30.0,25,False,2022-08-31 09:02:38.000,2.4.1,18.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],26.0,26.0,https://pypi.org/project/pythreejs,,,87064.0,97162.0,https://anaconda.org/conda-forge/pythreejs,2023-03-16 19:17:40.741,483165.0,,,,,3.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,,,4347.0,,,,,,,,,,,
505,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2023-05-25 12:36:56.000000,2023-05-16 18:55:19,1623.0,109.0,323.0,56.0,389.0,129.0,234.0,836.0,Machine learning on FPGAs using HLS.,53.0,25,True,2023-05-13 15:59:00.678,0.7.1,13.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,2021-11-12 12:26:50.000,,718.0,901.0,https://anaconda.org/conda-forge/hls4ml,2021-11-12 15:38:42.855,5871.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
506,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2023-05-25 12:27:48.000000,2023-05-25 12:27:43,958.0,342.0,44.0,12.0,175.0,35.0,220.0,674.0,"Develop ML faster. Easily and cost-effectively run dev environments, pipelines, and apps in any cloud.",12.0,25,True,2023-05-22 13:14:52.000,0.9.1,18.0,dstack,,,,,11.0,11.0,https://pypi.org/project/dstack,,,1278.0,1278.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
507,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2023-05-24 20:04:17.000000,2023-05-24 20:04:14,3628.0,26.0,66.0,46.0,332.0,31.0,375.0,535.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,39.0,25,False,2023-01-19 17:28:00.723,3.2.0,67.0,skll,conda-forge/skll,,,['sklearn'],57.0,39.0,https://pypi.org/project/skll,2023-01-19 17:28:00.723,18.0,396.0,711.0,https://anaconda.org/conda-forge/skll,2023-01-20 04:06:34.576,5683.0,,,,,3.0,12.0,,,,,,,,,,,,,,,,,,
508,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2023-05-03 09:05:44.000000,2023-03-05 05:31:37,737.0,9.0,78.0,13.0,28.0,3.0,44.0,310.0,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,15.0,25,True,2023-03-05 05:35:05.094,3.0.1,56.0,pymap3d,conda-forge/pymap3d,,,,286.0,267.0,https://pypi.org/project/pymap3d,2022-07-03 21:24:08.000,19.0,64065.0,65415.0,https://anaconda.org/conda-forge/pymap3d,2023-04-18 07:26:32.998,51322.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
509,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-04-15 09:46:41.000000,2023-02-15 20:15:59,196.0,,467.0,77.0,36.0,51.0,26.0,9789.0,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,24,False,2023-02-15 20:19:00.626,1.0.0,12.0,prettymaps,conda-forge/prettymaps,,,,28.0,28.0,https://pypi.org/project/prettymaps,2021-10-19 13:33:43.000,,3684.0,3782.0,https://anaconda.org/conda-forge/prettymaps,2023-02-18 18:16:34.802,1582.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
510,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2023-05-13 09:11:03.000000,2022-11-08 22:11:16,98.0,,1648.0,198.0,67.0,74.0,33.0,8966.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,30.0,24,True,,,,english-words,,,,,,,https://pypi.org/project/english-words,,,326299.0,326299.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
511,pandas-ai,gventuri/pandas-ai,others,,https://github.com/gventuri/pandas-ai,https://github.com/gventuri/pandas-ai,MIT,2023-04-22 12:58:01.000,2023-05-25 00:26:30.000000,2023-05-25 00:24:10,171.0,171.0,402.0,66.0,61.0,34.0,63.0,6522.0,"Pandas AI is a Python library that integrates generative artificial intelligence capabilities into Pandas, making..",21.0,24,True,2023-05-25 00:26:30.000,0.2.15,16.0,pandas-ai,,,,,47.0,47.0,https://pypi.org/project/pandas-ai,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
512,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2023-05-22 23:19:54.000000,2023-05-19 19:16:41,1088.0,9.0,878.0,117.0,669.0,105.0,540.0,5234.0,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,113.0,24,True,2019-08-26 19:04:21.000,0.3.1,2.0,mmf,,,,['pytorch'],14.0,14.0,https://pypi.org/project/mmf,,,338.0,338.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
513,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2023-05-24 21:51:42.000000,2023-05-19 00:23:08,1425.0,75.0,742.0,141.0,1304.0,296.0,389.0,4280.0,Simple and Distributed Machine Learning.,110.0,24,True,2023-04-24 23:13:08.000,0.11.1,29.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
514,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-04-28 04:08:34.000000,2023-03-05 22:07:59,1158.0,2.0,1346.0,351.0,56.0,52.0,84.0,4023.0,Python Algorithmic Trading Library.,11.0,24,True,,,8.0,pyalgotrade,,,,,178.0,157.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,992.0,992.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
515,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2022-12-25 20:03:53.000000,2022-12-25 20:03:53,522.0,,674.0,175.0,78.0,4.0,260.0,3925.0,A python wrapper for Alpha Vantage API for financial data.,42.0,24,True,2020-12-21 02:37:29.000,2.3.1,5.0,alpha_vantage,conda-forge/alpha_vantage,,,,,,https://pypi.org/project/alpha_vantage,,,23363.0,23488.0,https://anaconda.org/conda-forge/alpha_vantage,2021-01-14 18:10:30.064,3520.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
516,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,708.0,66.0,247.0,120.0,820.0,3825.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",114.0,24,True,2021-04-06 12:37:09.000,2.10.2,31.0,stable-baselines,,,,,37.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:37:09.000,37.0,7449.0,7449.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
517,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000,2022-12-08 21:21:56.000000,2022-12-08 21:13:23,167.0,,430.0,92.0,78.0,55.0,137.0,3238.0,Generate embeddings from large-scale graph-structured data.,29.0,24,True,2019-10-14 16:45:11.000,1.0.0,3.0,torchbiggraph,,,,['pytorch'],3.0,,https://pypi.org/project/torchbiggraph,2019-05-01 21:31:13.000,3.0,341413.0,341416.0,,,,,,,,2.0,157.0,,,,,,,,,,,,,,,,,,
518,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2023-05-25 14:19:37.000000,2022-12-02 19:48:37,904.0,,324.0,71.0,1015.0,64.0,75.0,3123.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,27.0,24,True,2022-12-02 03:32:59.000,0.5,8.0,lit-nlp,conda-forge/lit-nlp,,,,20.0,19.0,https://pypi.org/project/lit-nlp,2022-12-02 03:31:01.152,1.0,1080.0,2900.0,https://anaconda.org/conda-forge/lit-nlp,2021-11-09 18:19:30.401,58264.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
519,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,653.0,72.0,25.0,113.0,101.0,2954.0,Neural network visualization toolkit for keras.,10.0,24,False,,,8.0,keras-vis,,,,['tensorflow'],2727.0,2727.0,https://pypi.org/project/keras-vis,,,2861.0,2861.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
520,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-03-19 16:23:14.000000,2020-03-16 04:26:47,75.0,,215.0,63.0,41.0,16.0,23.0,2605.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,24,False,,,5.0,knockknock,conda-forge/knockknock,,,,628.0,628.0,https://pypi.org/project/knockknock,,,37170.0,37463.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,12637.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
521,analytics-zoo,intel-analytics/analytics-zoo,distributed-ml,,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000,2023-04-24 02:13:01.000000,2023-04-24 02:12:53,3447.0,5.0,708.0,106.0,3866.0,407.0,854.0,2569.0,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",108.0,24,True,2022-01-24 01:44:53.000,0.11.2,15.0,analytics-zoo,,,,['spark'],3.0,3.0,https://pypi.org/project/analytics-zoo,,,312.0,312.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
522,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2023-04-24 23:59:07.000000,2023-03-03 12:36:36,204.0,1.0,123.0,29.0,193.0,16.0,71.0,2479.0,HiPlot makes understanding high dimensional data easy.,8.0,24,True,2022-05-31 09:00:35.000,0.1.33,113.0,hiplot,conda-forge/hiplot,,,,295.0,280.0,https://pypi.org/project/hiplot,2022-10-27 17:36:01.489,15.0,34187.0,37724.0,https://anaconda.org/conda-forge/hiplot,2022-05-31 21:21:53.546,137970.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
523,ffcv,libffcv/ffcv,image,,https://github.com/libffcv/ffcv,https://github.com/libffcv/ffcv,Apache-2.0,2021-10-13 17:03:39.000,2023-04-18 16:13:46.000000,2023-04-18 16:13:13,929.0,21.0,148.0,18.0,62.0,74.0,158.0,2477.0,FFCV: Fast Forward Computer Vision (and other ML workloads!).,26.0,24,True,2023-03-05 05:44:00.314,1.0.2,7.0,ffcv,,,,,24.0,23.0,https://pypi.org/project/ffcv,2022-01-28 20:40:22.000,1.0,861.0,861.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
524,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,,2014-06-30 02:07:45.000,2023-02-24 18:44:15.000000,2020-09-22 22:35:28,271.0,,322.0,79.0,54.0,150.0,68.0,2167.0,Multilingual text (NLP) processing toolkit.,26.0,24,False,,,,polyglot,,,,,1002.0,1002.0,https://pypi.org/project/polyglot,,,73176.0,73176.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
525,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2023-04-29 15:02:49.000000,2023-04-25 15:44:45,186.0,7.0,418.0,35.0,220.0,43.0,249.0,2152.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,19.0,24,True,2022-09-14 16:48:34.000,4.0,18.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],10.0,,https://pypi.org/project/pytorch-tabnet,2022-09-19 23:03:34.148,10.0,26011.0,26263.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-02-22 13:19:37.805,4295.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
526,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2023-03-29 19:08:14.000000,2021-01-07 09:40:40,648.0,,288.0,42.0,36.0,77.0,54.0,1956.0,A modular active learning framework for Python.,14.0,24,False,,,12.0,modAL,,,,['sklearn'],201.0,201.0,https://pypi.org/project/modAL,,,5543.0,5543.0,,,,,,,,3.0,23.0,,,,,,,,,,,,,,,,,,
527,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2023-03-31 11:02:13.000000,2023-03-31 11:02:08,522.0,5.0,170.0,36.0,106.0,52.0,124.0,1870.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,23.0,24,True,2023-05-24 00:47:01.192,2023.5.24,559.0,kubric-nightly,,,,,2.0,2.0,https://pypi.org/project/kubric-nightly,2022-07-06 00:47:00.000,,14707.0,14707.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
528,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-05-09 21:22:06.000000,2023-01-20 00:31:49,748.0,,239.0,26.0,691.0,52.0,138.0,1772.0,"Toolkit for creating, sharing and using natural language prompts.",60.0,24,True,2022-07-02 17:57:17.000,0.2.3,5.0,promptsource,,,,,41.0,40.0,https://pypi.org/project/promptsource,2022-04-18 22:31:03.000,1.0,3691.0,3691.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
529,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2023-01-29 22:06:26.764000,2023-01-29 22:01:19,871.0,,125.0,34.0,406.0,56.0,325.0,1652.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,24,True,2023-01-29 22:05:17.000,1.1.4.2,23.0,orbit-ml,,,,,26.0,25.0,https://pypi.org/project/orbit-ml,2023-01-29 22:06:26.764,1.0,125678.0,125678.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
530,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2023-01-31 19:22:32.740000,2023-01-29 22:01:19,871.0,,125.0,34.0,406.0,56.0,325.0,1652.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,24,True,2023-01-29 22:05:17.000,1.1.4.2,23.0,orbit-ml,conda-forge/orbit-ml,,,,26.0,25.0,https://pypi.org/project/orbit-ml,2023-01-29 22:06:26.764,1.0,125678.0,125883.0,https://anaconda.org/conda-forge/orbit-ml,2023-01-31 19:22:32.740,3286.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
531,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2023-05-01 14:41:50.000000,2023-05-01 14:41:42,1034.0,30.0,236.0,34.0,30.0,18.0,158.0,1494.0,A library for graph deep learning research.,44.0,24,False,2023-04-07 20:33:15.000,1.1.0,10.0,dig,,,,,8.0,,https://pypi.org/project/dig,2015-08-23 10:30:20.000,8.0,510.0,510.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
532,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2023-05-15 09:21:44.000000,2023-05-04 14:34:56,1083.0,17.0,114.0,28.0,64.0,2.0,25.0,1391.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,24,True,2023-05-07 18:50:40.162,0.6.3,29.0,pytorch_toolbelt,,,,['pytorch'],7.0,,https://pypi.org/project/pytorch_toolbelt,2022-12-25 21:42:00.510,7.0,17551.0,17551.0,,,,,,,,2.0,15.0,,,,,,,,,,,,,,,,,,
533,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2023-03-22 07:58:18.000000,2023-03-22 07:58:13,1287.0,3.0,93.0,31.0,79.0,22.0,17.0,1387.0,Monitor deep learning model training and hardware usage from your mobile phone.,7.0,24,True,2023-03-22 08:00:00.564,0.4.162,138.0,labml,,,,,93.0,87.0,https://pypi.org/project/labml,2022-11-23 04:35:03.026,6.0,3616.0,3616.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
534,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2023-05-19 03:31:34.653000,2023-04-14 08:52:38,1025.0,3.0,151.0,17.0,58.0,17.0,299.0,1285.0,PyTorch Extension Library of Optimized Scatter Operations.,25.0,24,True,2023-03-16 14:37:01.000,2.1.1,22.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],,,https://pypi.org/project/torch-scatter,,,45395.0,50734.0,https://anaconda.org/conda-forge/pytorch_scatter,2023-05-19 03:31:34.653,186866.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
