,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
460,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2025-03-29 19:37:04.677000,2025-03-29 09:56:58,556.0,11.0,40.0,4.0,17.0,2.0,66.0,362.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,16.0,27,True,2025-03-29 10:07:06.000,0.11.4,32.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],1122.0,1049.0,https://pypi.org/project/scikit-posthocs,2025-03-29 10:07:06.000,73.0,93351.0,112172.0,https://anaconda.org/conda-forge/scikit-posthocs,2025-03-29 19:37:04.677,1016361.0,,,,,3.0,66.0,2.0,,,,,,,,,,,,,,,,,,
461,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2025-03-25 16:01:58.486000,2025-03-04 14:59:10,239.0,37.0,546.0,77.0,40.0,63.0,34.0,11589.0,Draw pretty maps from OpenStreetMap data! Built with osmnx +matplotlib + shapely.,19.0,26,False,2025-03-03 21:33:02.000,1.4.2,17.0,prettymaps,conda-forge/prettymaps,,,,70.0,70.0,https://pypi.org/project/prettymaps,2025-03-03 21:33:02.000,,1407.0,1534.0,https://anaconda.org/conda-forge/prettymaps,2025-03-25 16:01:58.486,4985.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
462,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2025-01-06 17:34:06.000000,2025-01-06 17:34:05,104.0,2.0,1883.0,208.0,77.0,116.0,41.0,11100.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,34.0,26,True,2023-05-24 15:11:00.531,2.0.1,9.0,english-words,,,,,16.0,2.0,https://pypi.org/project/english-words,2023-05-24 15:11:00.531,14.0,120961.0,120961.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
463,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-11-04 14:34:30.000000,2024-11-04 14:34:28,348.0,,1377.0,420.0,51.0,105.0,89.0,10694.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2024-10-31 13:26:46.000,4.1.2,50.0,dopamine-rl,,,,['tensorflow'],31.0,21.0,https://pypi.org/project/dopamine-rl,2024-10-31 13:26:46.000,10.0,26698.0,26698.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
464,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1251.0,186.0,213.0,32.0,534.0,9759.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56.000,0.0.9,1.0,,,,,,21.0,21.0,,,,,335.0,,,,,,,,3.0,17090.0,,,,,,,,,,,,,,,,,,,
465,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2024-05-29 15:42:28.000000,2022-09-22 23:59:07,1084.0,,965.0,180.0,328.0,337.0,294.0,5813.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,26,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,148.0,148.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,,1229.0,1272.0,,,,,,,,2.0,3882.0,,,,,,,,,,,,,,,,,,,
466,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2025-01-22 06:02:52.000000,2025-01-22 06:02:52,927.0,1.0,629.0,146.0,801.0,157.0,356.0,4819.0,Deep Learning Visualization Toolkit.,36.0,26,True,2024-10-30 02:46:42.000,3.0.0-beta,44.0,visualdl,,,,['paddle'],84.0,2.0,https://pypi.org/project/visualdl,2024-10-30 02:50:36.000,82.0,177119.0,177127.0,,,,,,,,3.0,501.0,-2.0,,,,,,,,,,,,,,,,,,
467,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2025-01-08 20:48:50.000000,2024-09-13 01:42:25,1464.0,,492.0,58.0,830.0,65.0,498.0,4042.0,NeuralProphet: A simple forecasting package.,56.0,26,True,2024-06-21 07:42:22.000,0.9.0,36.0,neuralprophet,,,,['pytorch'],8.0,,https://pypi.org/project/neuralprophet,2024-06-26 23:51:51.000,8.0,90858.0,90858.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
468,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2025-03-10 06:40:29.000000,2025-03-10 06:40:29,1696.0,5.0,701.0,45.0,36.0,7.0,596.0,3838.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,33.0,26,True,2023-09-21 04:12:03.000,2.2.7,111.0,deepke,,,,['pytorch'],24.0,24.0,https://pypi.org/project/deepke,2023-09-21 04:12:03.000,,1966.0,1966.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
469,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2024-07-31 20:26:54.000000,2024-07-31 20:26:47,2116.0,,530.0,140.0,240.0,43.0,635.0,3309.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,85.0,26,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,,,['tensorflow'],460.0,456.0,https://pypi.org/project/tensorforce,2021-08-30 20:13:45.000,4.0,734.0,734.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
470,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2025-03-25 16:01:04.616000,2021-06-22 10:51:48,116.0,,478.0,95.0,49.0,65.0,254.0,2870.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,26,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,768.0,747.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,21.0,2413.0,2773.0,https://anaconda.org/conda-forge/neuralcoref,2025-03-25 16:01:04.616,21636.0,,,,,3.0,1179.0,,,,,,,,,,,,,,,,,,,
471,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2025-03-25 16:00:59.724000,2020-03-16 04:26:47,75.0,,236.0,62.0,42.0,37.0,24.0,2805.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,26,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,1344.0,1339.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,5.0,50364.0,56390.0,https://anaconda.org/conda-forge/knockknock,2025-03-25 16:00:59.724,18080.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
472,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2024-03-18 21:00:38.000000,2024-03-18 20:31:55,556.0,,477.0,94.0,44.0,91.0,240.0,2769.0,Learning to Rank in TensorFlow.,36.0,26,False,2024-03-18 21:00:38.000,0.5.5,23.0,tensorflow_ranking,,,,['tensorflow'],15.0,,https://pypi.org/project/tensorflow_ranking,2024-03-18 21:00:38.000,15.0,77606.0,77606.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
473,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2024-11-15 23:43:58.000000,2024-11-15 23:43:54,3557.0,,334.0,152.0,1184.0,35.0,60.0,2746.0,Neural Network Libraries.,76.0,26,True,2024-05-29 05:14:17.000,1.39.0,79.0,nnabla,,,,,44.0,,https://pypi.org/project/nnabla,2024-05-29 02:51:02.000,44.0,4737.0,4748.0,,,,,,,,3.0,1041.0,,,,,,,,,,,,,,,,,,,
474,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2025-03-25 16:01:57.676000,2023-07-23 14:42:27,191.0,,496.0,37.0,252.0,52.0,292.0,2739.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,26,False,2023-07-23 13:34:05.000,4.1.0,19.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],11.0,,https://pypi.org/project/pytorch-tabnet,2023-07-23 13:26:57.000,11.0,39920.0,40172.0,https://anaconda.org/conda-forge/pytorch-tabnet,2025-03-25 16:01:57.676,10119.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
475,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364.0,,719.0,167.0,94.0,136.0,358.0,2520.0,An Algorithmic Trading Library for Crypto-Assets in Python.,152.0,26,False,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,30.0,28.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,699.0,699.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
476,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Intel,2019-02-26 10:10:56.000,2025-03-20 00:24:17.000000,2025-03-05 13:26:44,670.0,2.0,252.0,53.0,679.0,151.0,225.0,2477.0,Algorithms for explaining machine learning models.,24.0,26,False,2024-04-18 15:30:25.000,0.9.6,34.0,alibi,,,,,770.0,745.0,https://pypi.org/project/alibi,2024-04-18 15:29:10.000,25.0,14468.0,14468.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
477,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-07-27 16:14:52.000000,2024-07-27 16:14:15,696.0,,258.0,33.0,149.0,24.0,146.0,2466.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,26,True,2023-01-04 21:42:02.301,2.2.0,19.0,norfair,,,,,295.0,286.0,https://pypi.org/project/norfair,2022-05-30 21:14:58.000,9.0,28061.0,28067.0,,,,,,,,3.0,345.0,,,,,,,,,,,,,,,,,,,
478,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2023-11-10 03:06:08.000000,2020-09-22 22:35:28,271.0,,338.0,75.0,55.0,170.0,68.0,2332.0,Multilingual text (NLP) processing toolkit.,26.0,26,False,2021-12-15 16:11:38.716,15.5.1,9.0,polyglot,,,,,1495.0,1446.0,https://pypi.org/project/polyglot,2021-12-15 16:11:38.716,49.0,48343.0,48343.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
479,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2025-03-25 16:00:23.403000,2024-09-23 05:24:01,389.0,,291.0,54.0,14.0,22.0,80.0,2289.0,Beautiful visualizations of how language differs among document types.,14.0,26,True,2024-09-23 05:35:47.000,0.2.2,151.0,scattertext,conda-forge/scattertext,,,,665.0,660.0,https://pypi.org/project/scattertext,2024-09-23 05:35:47.000,5.0,11588.0,12780.0,https://anaconda.org/conda-forge/scattertext,2025-03-25 16:00:23.403,109739.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
480,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-11-22 16:48:16.000000,2024-02-28 15:45:58,1631.0,,250.0,65.0,63.0,32.0,199.0,2200.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,26,False,2024-02-28 15:44:03.000,2.1.0,15.0,ampligraph,,,,['tensorflow'],67.0,65.0,https://pypi.org/project/ampligraph,2024-02-26 17:12:26.000,2.0,1983.0,1983.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
481,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2024-07-16 08:39:07.000000,2024-05-21 15:42:46,481.0,,336.0,64.0,161.0,13.0,92.0,2173.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,26,True,2024-02-21 23:17:37.000,3.3.0,22.0,pytextrank,,,,,845.0,826.0,https://pypi.org/project/pytextrank,2024-02-21 23:17:37.000,19.0,60574.0,60574.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
482,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2025-02-22 09:37:31.000000,2025-02-22 09:37:31,2357.0,23.0,135.0,27.0,279.0,6.0,44.0,2129.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2024-09-15 02:15:00.000,0.5.3,147.0,labml,,,,,230.0,216.0,https://pypi.org/project/labml,2024-09-15 02:15:00.000,14.0,3354.0,3354.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
483,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2025-03-25 23:22:12.032000,2025-01-10 08:23:06,1039.0,1.0,184.0,16.0,79.0,27.0,382.0,1626.0,PyTorch Extension Library of Optimized Scatter Operations.,32.0,26,True,2023-10-06 08:49:07.000,2.1.2,32.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],152.0,,https://pypi.org/project/torch-scatter,2023-10-06 08:49:07.000,152.0,56010.0,69636.0,https://anaconda.org/conda-forge/pytorch_scatter,2025-03-25 23:22:12.032,790319.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
484,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,310.0,27.0,381.0,56.0,155.0,1581.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,False,2023-09-26 07:49:38.000,2.2.6,21.0,pgl,,,,['paddle'],64.0,63.0,https://pypi.org/project/pgl,2023-09-26 07:49:38.000,1.0,2150.0,2150.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
485,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2025-03-01 18:12:48.000000,2025-03-01 18:13:36,1238.0,12.0,122.0,27.0,74.0,4.0,29.0,1537.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,8.0,26,True,2024-11-21 20:06:59.000,0.8.0,30.0,pytorch_toolbelt,,,,['pytorch'],12.0,,https://pypi.org/project/pytorch_toolbelt,2024-11-21 20:06:59.000,12.0,10360.0,10361.0,,,,,,,,2.0,141.0,,,,,,,,,,,,,,,,,,,
486,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2025-03-14 00:38:57.000000,2025-03-14 00:38:57,864.0,1.0,276.0,80.0,493.0,61.0,209.0,1498.0,Underthesea - Vietnamese NLP Toolkit.,20.0,26,False,2024-06-22 10:18:00.000,6.8.4,127.0,underthesea,,,,,1476.0,1461.0,https://pypi.org/project/underthesea,2024-06-22 10:18:00.000,15.0,26838.0,26921.0,,,,,,,,3.0,7904.0,,,,,,,,,,,,,,,,,,,
487,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2025-04-02 14:46:38.000000,2025-01-13 01:13:14,3082.0,2.0,126.0,35.0,391.0,16.0,191.0,1471.0,Multi-class confusion matrix library in Python.,18.0,26,True,2025-01-14 14:11:24.000,4.2,46.0,pycm,,,,,404.0,380.0,https://pypi.org/project/pycm,2025-01-14 14:11:48.000,24.0,38302.0,38302.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
488,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2025-03-25 16:22:26.798000,2023-11-06 15:20:05,206.0,,334.0,47.0,44.0,101.0,116.0,1445.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,18.0,26,False,2023-11-06 16:35:44.000,0.9.3,33.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],692.0,684.0,https://pypi.org/project/keras-ocr,2023-11-06 16:35:44.000,8.0,23475.0,58692.0,https://anaconda.org/anaconda/keras-ocr,2025-03-25 16:22:26.798,383.0,,,,,3.0,1936578.0,,,,,,,,,,,,,,,,,,,
489,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2025-03-25 16:01:07.248000,2024-08-03 19:34:12,297.0,,231.0,44.0,186.0,53.0,121.0,1412.0,Metric learning algorithms in Python.,23.0,26,True,2023-10-09 04:53:59.000,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],471.0,464.0,https://pypi.org/project/metric-learn,2023-10-09 04:53:59.000,7.0,7266.0,7535.0,https://anaconda.org/conda-forge/metric-learn,2025-03-25 16:01:07.248,15379.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
490,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2025-02-02 02:52:17.000000,2025-02-02 02:51:24,72.0,2.0,300.0,55.0,67.0,15.0,113.0,1358.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,26,True,2025-02-02 02:52:17.000,0.6.4,26.0,stockstats,,,,,1212.0,1200.0,https://pypi.org/project/stockstats,2025-02-02 02:52:17.000,12.0,12157.0,12157.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
491,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2025-03-25 16:00:59.171000,2025-01-19 19:00:40,552.0,3.0,121.0,20.0,409.0,40.0,294.0,1314.0,Extra blocks for scikit-learn pipelines.,68.0,26,True,2024-12-17 12:12:51.000,0.9.4,55.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],188.0,175.0,https://pypi.org/project/scikit-lego,2024-12-17 12:10:04.000,13.0,26152.0,27256.0,https://anaconda.org/conda-forge/scikit-lego,2025-03-25 16:00:59.171,65165.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
492,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-12-20 21:48:32.000000,2023-10-12 14:56:47,1107.0,,235.0,33.0,68.0,57.0,206.0,1293.0,A toolbox to iNNvestigate neural networks predictions!.,22.0,26,False,2023-10-12 14:58:48.000,2.1.2,8.0,innvestigate,,,,['tensorflow'],148.0,146.0,https://pypi.org/project/innvestigate,2023-10-12 14:55:59.000,2.0,1180.0,1185.0,,,,,,,,2.0,180.0,,,,,,,,,,,,,,,,,,,
493,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2025-04-03 10:50:43.000000,2025-04-03 10:27:10,2708.0,79.0,100.0,20.0,1343.0,85.0,264.0,1194.0,"MetricFlow allows you to define, build, and maintain metrics in code.",47.0,26,False,2025-04-01 21:44:13.000,0.207.3,92.0,metricflow,,,,,36.0,32.0,https://pypi.org/project/metricflow,2025-04-01 21:31:37.000,4.0,28736.0,28736.0,,,,,,,,3.0,,,dbt-labs/metricflow,,,,,,,,,,,,,,,,,
494,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2025-03-17 19:16:36.000000,2025-03-17 19:16:35,947.0,3.0,215.0,56.0,104.0,39.0,179.0,987.0,Input pipeline framework.,29.0,26,True,2024-10-28 22:13:18.000,1.16.0,58.0,tensorflow-transform,,,,['tensorflow'],18.0,,https://pypi.org/project/tensorflow-transform,2024-10-28 22:32:45.000,18.0,251679.0,251679.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
495,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2025-03-25 16:00:54.544000,2025-03-13 15:41:57,490.0,3.0,50.0,8.0,69.0,193.0,264.0,685.0,python binding for libvips using cffi.,16.0,26,True,2024-04-28 11:19:58.000,2.2.3,26.0,pyvips,conda-forge/pyvips,,,,1071.0,994.0,https://pypi.org/project/pyvips,2024-04-28 11:19:58.000,77.0,75240.0,79083.0,https://anaconda.org/conda-forge/pyvips,2025-03-25 16:00:54.544,207572.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
496,quinn,MrPowers/quinn,ml-experiments,,https://github.com/mrpowers-io/quinn,https://github.com/mrpowers-io/quinn,Apache-2.0,2017-09-15 13:02:42.000,2025-03-06 03:34:31.000000,2024-12-06 11:28:50,368.0,,98.0,20.0,149.0,36.0,94.0,668.0,pyspark methods to enhance developer productivity.,31.0,26,True,2025-02-26 10:00:00.000,0.10.3,16.0,quinn,,,,['spark'],98.0,91.0,https://pypi.org/project/quinn,2024-02-13 12:31:37.000,7.0,642865.0,642865.0,,,,,,,,3.0,57.0,,mrpowers-io/quinn,,,,,,,,,,,,,,,,,
497,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2025-03-25 21:56:59.000000,2025-03-25 21:56:25,905.0,4.0,148.0,27.0,101.0,47.0,76.0,642.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,23.0,26,True,2024-10-01 23:08:54.000,1.16.0,44.0,ml-metadata,,,,,714.0,683.0,https://pypi.org/project/ml-metadata,2024-10-01 23:08:54.000,31.0,107819.0,107859.0,,,,,,,,3.0,2989.0,,,,,,,,,,,,,,,,,,,
498,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,802.0,167.0,1588.0,145.0,74.0,6338.0,A natural language modeling framework based on PyTorch.,234.0,25,False,2020-06-08 23:30:58.000,0.3.3,13.0,pytext-nlp,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000,,423.0,428.0,,,,,,,,3.0,442.0,,,,,,,,,,,,,,,,,,,
499,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2025-03-31 16:12:06.000000,2025-03-31 16:07:59,1106.0,7.0,924.0,110.0,676.0,146.0,543.0,5554.0,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,123.0,25,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,,,['pytorch'],22.0,21.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,751.0,751.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
500,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-06-23 12:28:48.000000,2024-06-23 12:28:48,343.0,,990.0,49.0,34.0,68.0,113.0,5473.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,25,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,,['sklearn'],276.0,261.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,15.0,5741.0,5741.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
501,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2025-04-02 17:14:39.000000,2025-04-02 17:14:39,3843.0,82.0,629.0,91.0,4214.0,247.0,1431.0,5342.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,96.0,25,True,2025-03-25 17:57:30.000,1.48.0,89.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
502,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2025-02-28 17:18:18.000000,2025-02-28 17:14:30,229.0,4.0,302.0,78.0,184.0,24.0,56.0,4999.0,"A data augmentations library for audio, image, text, and video.",38.0,25,True,2023-12-05 20:52:12.000,1.0.1,18.0,augly,,,,,174.0,170.0,https://pypi.org/project/augly,2023-12-05 20:52:12.000,4.0,2683.0,2683.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
