,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
506,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2025-05-31 07:15:12.000000,2025-02-03 12:43:27,770.0,,366.0,77.0,584.0,144.0,95.0,2774.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,25,True,2021-12-03 22:33:39.000,2021.12.3,25.0,tensorflow-graphics,,,,['tensorflow'],11.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000,11.0,18475.0,18475.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
507,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2023-10-06 04:01:21.000000,2022-12-25 20:52:27,843.0,,519.0,94.0,1045.0,260.0,297.0,2559.0,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",87.0,25,False,2020-08-13 19:17:42.000,0.10.0,26.0,gluonnlp,,,,['mxnet'],22.0,,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000,22.0,30600.0,30600.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
508,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364.0,,730.0,167.0,94.0,136.0,358.0,2530.0,An Algorithmic Trading Library for Crypto-Assets in Python.,152.0,25,False,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,31.0,29.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,87.0,87.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
509,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,617.0,86.0,29.0,25.0,52.0,2404.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,1106.0,1052.0,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,54.0,33207.0,33207.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
510,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2025-04-29 22:00:38.000000,2025-04-29 22:00:33,390.0,1.0,291.0,53.0,14.0,23.0,80.0,2302.0,Beautiful visualizations of how language differs among document types.,14.0,25,True,2024-09-23 05:35:47.000,0.2.2,151.0,scattertext,conda-forge/scattertext,,,,673.0,668.0,https://pypi.org/project/scattertext,2024-09-23 05:35:47.000,5.0,8172.0,9404.0,https://anaconda.org/conda-forge/scattertext,2025-04-22 14:56:39.793,115880.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
511,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2024-10-07 11:50:22.000000,2024-09-23 17:14:22,14660.0,,93.0,39.0,59.0,13.0,79.0,2232.0,The friendly PIL fork.,434.0,25,False,,,72.0,pillow-simd,,,,,65.0,,https://pypi.org/project/pillow-simd,2024-09-23 18:27:59.000,65.0,22114.0,22114.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
512,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2025-04-10 09:30:35.000000,2025-04-10 09:30:30,2362.0,5.0,139.0,27.0,279.0,6.0,44.0,2169.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,25,True,2024-09-15 02:15:00.000,0.5.3,147.0,labml,,,,,241.0,227.0,https://pypi.org/project/labml,2024-09-15 02:15:00.000,14.0,1683.0,1683.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
513,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,243.0,69.0,21.0,93.0,66.0,2128.0,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,36.0,pyflux,,,,,292.0,288.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,4.0,345225.0,345225.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
514,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2025-04-22 14:57:44.390000,2023-09-26 17:27:56,255.0,,205.0,26.0,65.0,11.0,83.0,2037.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,15.0,25,False,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],387.0,379.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,8.0,962.0,1143.0,https://anaconda.org/conda-forge/checklist,2025-04-22 14:57:44.390,9627.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
515,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,311.0,55.0,1313.0,235.0,810.0,1983.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],126.0,122.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,4.0,645.0,645.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
516,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2025-04-22 14:57:33.475000,2024-08-31 13:01:11,360.0,,318.0,1.0,1.0,1.0,,1975.0,Feature engineering package with sklearn like functionality.,49.0,25,True,2025-01-22 15:27:15.000,1.8.3,43.0,feature_engine,conda-forge/feature_engine,,,,176.0,,https://pypi.org/project/feature_engine,2025-01-22 15:27:15.000,176.0,327593.0,328872.0,https://anaconda.org/conda-forge/feature_engine,2025-04-22 14:57:33.475,74230.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
517,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2025-06-11 20:05:44.000000,2025-05-21 04:31:27,898.0,4.0,450.0,58.0,373.0,117.0,93.0,1964.0,Library for training machine learning models with privacy for training data.,60.0,25,True,2024-02-14 19:18:00.000,0.9.0,31.0,tensorflow-privacy,,,,['tensorflow'],21.0,,https://pypi.org/project/tensorflow-privacy,2024-02-14 19:08:50.000,21.0,18650.0,18652.0,,,,,,,,2.0,188.0,,,,,,,,,,,,,,,,,,,
518,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2025-06-11 22:30:47.000000,2025-06-11 22:28:04,1087.0,23.0,286.0,42.0,936.0,85.0,66.0,1698.0,A lightweight library for PyTorch training tools and utilities.,147.0,25,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,,['pytorch'],24.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,24.0,6561.0,6561.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
519,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2024-04-22 10:30:49.000000,2024-04-22 10:30:48,671.0,,269.0,26.0,187.0,12.0,390.0,1637.0,Hyperparameter Experiments with TensorFlow and Keras.,23.0,25,False,2024-04-21 09:02:06.000,1.4,18.0,talos,,,,['tensorflow'],216.0,208.0,https://pypi.org/project/talos,2024-04-21 09:02:29.000,8.0,1150.0,1150.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
520,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,312.0,27.0,381.0,62.0,155.0,1582.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,25,False,2023-09-26 07:49:38.000,2.2.6,21.0,pgl,,,,['paddle'],67.0,66.0,https://pypi.org/project/pgl,2023-09-26 07:49:38.000,1.0,881.0,881.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
521,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2024-06-13 23:15:42.000000,2024-06-13 23:15:42,109.0,,214.0,42.0,12.0,4.0,51.0,1572.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,25,True,2021-07-08 19:05:05.000,1.0.2,10.0,geffnet,,,,['pytorch'],306.0,302.0,https://pypi.org/project/geffnet,2021-07-08 19:05:05.000,4.0,222848.0,222848.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
522,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2025-06-02 17:05:26.000000,2025-06-02 17:05:26,1088.0,4.0,122.0,22.0,118.0,37.0,58.0,1467.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",27.0,25,True,2024-10-15 14:24:34.000,2.0.0,50.0,imodels,,,,,131.0,122.0,https://pypi.org/project/imodels,2024-10-15 14:23:49.000,9.0,34958.0,34958.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
523,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2025-04-22 14:56:50.341000,2024-08-02 11:14:21,90.0,,247.0,20.0,23.0,5.0,92.0,1274.0,Implementation of the node2vec algorithm.,16.0,25,True,2024-08-02 11:13:59.000,0.5.0,19.0,node2vec,conda-forge/node2vec,,,,972.0,941.0,https://pypi.org/project/node2vec,2024-08-02 11:12:23.000,31.0,27383.0,27802.0,https://anaconda.org/conda-forge/node2vec,2025-04-22 14:56:50.341,35632.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
524,GPUtil,anderskm/gputil,gpu-utilities,,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000,2024-04-13 14:07:28.000000,2019-08-16 09:00:15,140.0,,121.0,11.0,26.0,29.0,16.0,1188.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,14.0,25,False,2018-12-18 09:12:13.000,1.4.0,8.0,gputil,,,,,9123.0,8651.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000,472.0,607691.0,607691.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
525,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2025-05-31 01:06:33.000000,2025-05-31 01:06:31,741.0,6.0,155.0,14.0,116.0,30.0,265.0,1067.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,47.0,25,True,2023-10-06 08:51:55.000,0.6.18,31.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],122.0,,https://pypi.org/project/torch-sparse,2023-10-06 08:51:55.000,122.0,30760.0,44470.0,https://anaconda.org/conda-forge/pytorch_sparse,2025-05-30 10:08:45.165,822629.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
526,detoxify,unitaryai/detoxify,nlp,,https://github.com/unitaryai/detoxify,https://github.com/unitaryai/detoxify,Apache-2.0,2020-09-23 15:24:21.000,2025-04-07 20:28:23.000000,2025-03-07 11:33:25,264.0,,126.0,11.0,59.0,37.0,30.0,1059.0,Trained models & code to predict toxic comments on all 3 Jigsaw Toxic Comment Challenges. Built using Pytorch..,14.0,25,True,2024-02-01 14:51:21.000,0.5.2,13.0,detoxify,,,,,971.0,941.0,https://pypi.org/project/detoxify,2024-02-01 14:51:21.000,30.0,63829.0,86613.0,,,,,,,,3.0,1253155.0,,,,,,,,,,,,,,,,,,,
527,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,261.0,43.0,72.0,104.0,188.0,944.0,Gaussian Process Optimization using GPy.,51.0,25,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,626.0,589.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,37.0,5048.0,5048.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
528,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2025-05-31 01:05:53.000000,2025-05-31 01:05:53,613.0,6.0,153.0,13.0,75.0,32.0,153.0,874.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,39.0,25,True,2023-10-12 06:54:28.000,1.6.3,43.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],62.0,,https://pypi.org/project/torch-cluster,2023-10-12 06:52:43.000,62.0,18876.0,25018.0,https://anaconda.org/conda-forge/pytorch_cluster,2025-04-22 14:57:27.288,374706.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
529,python-ternary,marcharper/python-ternary,data-viz,,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000,2025-04-22 14:56:22.353000,2024-06-12 05:36:27,401.0,,155.0,16.0,74.0,35.0,110.0,767.0,Ternary plotting library for python with matplotlib.,28.0,25,True,2021-02-17 18:38:15.000,1.0.8,11.0,python-ternary,conda-forge/python-ternary,,,,259.0,227.0,https://pypi.org/project/python-ternary,2021-02-17 18:38:15.000,32.0,13638.0,15644.0,https://anaconda.org/conda-forge/python-ternary,2025-04-22 14:56:22.353,104335.0,,,,,3.0,36.0,,,,,,,,,,,,,,,,,,,
530,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2024-11-18 15:00:19.000000,2023-01-03 21:24:56,1146.0,,157.0,32.0,25.0,35.0,236.0,737.0,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,8.0,25,False,2019-04-04 19:44:59.000,0.8.2,34.0,neupy,,,,,192.0,188.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000,4.0,2653.0,2653.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
531,FEDOT,nccr-itmo/FEDOT,hyperopt,,https://github.com/aimclub/FEDOT,https://github.com/aimclub/FEDOT,BSD-3-Clause,2020-01-13 12:48:37.000,2025-06-11 16:00:18.000000,2025-06-04 10:48:45,930.0,10.0,88.0,10.0,799.0,66.0,502.0,673.0,Automated modeling and machine learning framework FEDOT.,38.0,25,True,2025-03-10 12:44:37.000,0.7.5,24.0,fedot,,,,,71.0,64.0,https://pypi.org/project/fedot,2025-03-10 12:22:57.000,7.0,1232.0,1232.0,,,,,,,,2.0,,,,,,,,aimclub/FEDOT,,,,,,,,,,,,
532,quinn,MrPowers/quinn,ml-experiments,,https://github.com/mrpowers-io/quinn,https://github.com/mrpowers-io/quinn,Apache-2.0,2017-09-15 13:02:42.000,2025-03-06 03:34:31.000000,2024-12-06 11:28:50,368.0,,97.0,20.0,149.0,36.0,94.0,672.0,pyspark methods to enhance developer productivity.,31.0,25,True,2025-02-26 10:00:00.000,0.10.3,16.0,quinn,,,,['spark'],100.0,93.0,https://pypi.org/project/quinn,2024-02-13 12:31:37.000,7.0,556166.0,556166.0,,,,,,,,3.0,62.0,,,,,,,mrpowers-io/quinn,,,,,,,,,,,,
533,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2025-05-23 15:36:13.000000,2025-05-23 15:36:11,878.0,6.0,77.0,25.0,431.0,111.0,245.0,616.0,"Simple, concise geographical visualization in Python.",33.0,25,True,2024-12-18 08:38:32.000,1.14.0,71.0,geoviews,conda-forge/geoviews,,,,68.0,5.0,https://pypi.org/project/geoviews,2024-12-17 11:40:57.000,63.0,14667.0,20076.0,https://anaconda.org/conda-forge/geoviews,2025-04-22 14:56:48.733,308322.0,,,,,3.0,,-2.0,,,,,,,,,,,,,,,,,,
534,findspark,minrk/findspark,others,,https://github.com/minrk/findspark,https://github.com/minrk/findspark,BSD-3-Clause,2015-06-12 21:34:06.000,2025-04-22 14:56:24.321000,2022-02-11 07:59:35,77.0,,72.0,7.0,17.0,11.0,12.0,523.0,Find pyspark to make it importable.,15.0,25,False,2022-02-11 08:02:06.000,2.0.1,14.0,findspark,conda-forge/findspark,,,['spark'],5711.0,5608.0,https://pypi.org/project/findspark,2022-02-11 08:02:06.000,103.0,2313722.0,2336930.0,https://anaconda.org/conda-forge/findspark,2025-04-22 14:56:24.321,951532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
535,pandas-ai,gventuri/pandas-ai,others,,https://github.com/sinaptik-ai/pandas-ai,https://github.com/sinaptik-ai/pandas-ai,,2023-04-22 12:58:01.000,2025-05-19 10:19:29.000000,2025-05-19 10:19:29,1319.0,17.0,1954.0,162.0,683.0,19.0,836.0,20597.0,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs..",105.0,24,False,2025-01-02 18:10:58.000,2.4.2,100.0,pandas-ai,,,,,,,https://pypi.org/project/pandas-ai,,,,,,,,,,,,3.0,,,,,,,,sinaptik-ai/pandas-ai,,,,,,,,,,,,
536,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,802.0,167.0,1588.0,145.0,74.0,6338.0,A natural language modeling framework based on PyTorch.,234.0,24,False,2020-06-08 23:30:58.000,0.3.3,13.0,pytext-nlp,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000,,78.0,83.0,,,,,,,,3.0,442.0,,,,,,,,,,,,,,,,,,,
537,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2024-08-15 06:26:34.000000,2022-08-06 21:47:18,182.0,,494.0,75.0,63.0,112.0,57.0,5290.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,24,False,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,22.0,,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,22.0,166280.0,166280.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
538,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749.0,134.0,43.0,141.0,98.0,4936.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1184.0,1168.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,16.0,294.0,305.0,,,,,,,,3.0,997.0,,,,,,,,,,,,,,,,,,,
539,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2024-08-21 11:16:16.000000,2024-08-21 11:16:16,206.0,,1032.0,88.0,65.0,271.0,270.0,4845.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,15.0,24,True,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,28.0,24980.0,24980.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
540,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-11-13 07:16:00.000000,2023-03-05 22:07:59,1158.0,,1385.0,355.0,59.0,51.0,,4559.0,Python Algorithmic Trading Library.,11.0,24,False,,,8.0,pyalgotrade,,,,,214.0,214.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,,486.0,486.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
541,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,727.0,62.0,247.0,130.0,825.0,4283.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",115.0,24,False,2021-04-06 12:38:10.521,2.10.2,31.0,stable-baselines,,,,,21.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:38:10.521,21.0,3772.0,3772.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
542,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2024-03-02 15:10:25.000000,2021-05-10 18:34:53,57.0,,413.0,35.0,57.0,138.0,46.0,4048.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,24,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],135.0,,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000,135.0,183916.0,183916.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
543,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2024-08-02 16:23:45.000000,2021-06-02 17:38:16,1810.0,,897.0,175.0,386.0,34.0,430.0,3856.0,"Facilitating the design, comparison and sharing of deep text matching models.",37.0,24,False,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,,['tensorflow'],19.0,19.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,59.0,59.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
544,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2025-06-10 03:27:22.000000,2025-03-26 13:39:31,2997.0,40.0,1265.0,128.0,1199.0,50.0,91.0,3451.0,a distributed deep learning platform.,97.0,24,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,6.0,6.0,,,,,84.0,https://anaconda.org/nusdbsystem/singa,2025-03-25 16:26:36.714,1017.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,9129.0,3.0,,,,,,,,,,,,,,,,,,,,
545,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2025-04-22 14:57:48.691000,2024-10-24 16:27:28,480.0,,281.0,51.0,477.0,69.0,261.0,3442.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,24,True,2024-10-25 17:04:56.000,0.4.12,25.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,7.0,,https://pypi.org/project/hummingbird-ml,2024-10-25 17:04:56.000,7.0,5891.0,7074.0,https://anaconda.org/conda-forge/hummingbird-ml,2025-04-22 14:57:48.691,59643.0,,,,,3.0,865.0,,,,,,,,,,,,,,,,,,,
546,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2025-01-24 08:14:17.000000,2025-01-24 08:14:04,517.0,,820.0,61.0,645.0,129.0,415.0,3376.0,A high-performance distributed training framework for Reinforcement Learning.,46.0,24,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],138.0,137.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,360.0,360.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
547,PandasGUI,adamerose/pandasgui,data-viz,,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT-0,2019-06-12 02:19:42.000,2025-05-30 04:14:43.000000,2025-05-30 03:23:16,750.0,2.0,238.0,52.0,38.0,75.0,126.0,3229.0,A GUI for Pandas DataFrames.,15.0,24,False,2025-05-30 04:14:43.000,0.2.15,45.0,pandasgui,conda-forge/pandasgui,,,['pandas'],536.0,522.0,https://pypi.org/project/pandasgui,2025-05-30 04:14:43.000,14.0,5716.0,6381.0,https://anaconda.org/conda-forge/pandasgui,2025-04-22 14:57:45.598,35273.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
548,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,661.0,68.0,25.0,117.0,101.0,2991.0,Neural network visualization toolkit for keras.,10.0,24,False,2017-07-06 05:11:22.255,0.4.1,11.0,keras-vis,,,,['tensorflow'],3052.0,3051.0,https://pypi.org/project/keras-vis,2017-07-06 05:11:22.255,1.0,796.0,796.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
