,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
482,rubrix,recognai/rubrix,nlp,,https://github.com/recognai/rubrix,https://github.com/recognai/rubrix,Apache-2.0,2021-04-28 14:37:42.000,2022-10-06 15:21:12.000000,2022-10-05 14:26:59,1140.0,66.0,120,17.0,1046.0,27.0,573.0,1342,"Rubrix, open-source framework for data-centric NLP. Data annotation and monitoring for enterprise NLP.",26.0,25,True,2022-10-05 22:25:14.000,0.18.0,68.0,rubrix,conda-forge/rubrix,,,2624.0,,,https://pypi.org/project/rubrix,2022-06-08 21:24:41.000,,1406.0,https://anaconda.org/conda-forge/rubrix,2022-10-06 03:07:26.056,12185.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
483,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-06-16 08:52:20.000000,2022-06-16 08:52:20,381.0,,139,22.0,69.0,39.0,27.0,1340,A Python package for time series classification.,11.0,25,True,2021-10-31 13:51:09.000,0.12.0,18.0,pyts,conda-forge/pyts,,,129090.0,266.0,255.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,11.0,128720.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,14082.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
484,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,392,90.0,165.0,102.0,224.0,1320,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,59.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,['tensorflow'],,2355.0,40.0,39.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,1.0,2355.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
485,anomalib,openvinotoolkit/anomalib,others,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2022-10-06 12:26:49.000000,2022-09-30 08:50:17,290.0,71.0,195,20.0,284.0,50.0,254.0,1224,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",23.0,25,True,2022-09-02 11:34:22.000,0.3.6,15.0,anomalib,,,,2525.0,1.0,1.0,https://pypi.org/project/anomalib,2022-07-05 08:24:30.000,,2525.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
486,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-09-30 05:41:12.000000,2022-09-15 10:07:03,1281.0,23.0,84,28.0,74.0,14.0,16.0,1204,Monitor deep learning model training and hardware usage from your mobile phone.,7.0,25,True,2022-08-15 04:24:01.249,0.4.159,136.0,labml,,,,2020.0,60.0,54.0,https://pypi.org/project/labml,2022-07-05 13:54:02.000,6.0,2020.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
487,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2022-10-01 22:32:27.000000,2022-10-01 22:12:35,520.0,10.0,68,45.0,382.0,42.0,92.0,1134,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,23.0,25,True,2022-09-19 20:57:33.110,1.1.1,17.0,hivemind,,,,5874.0,17.0,15.0,https://pypi.org/project/hivemind,2022-06-20 12:49:42.000,2.0,5874.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
488,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2022-10-06 04:59:33.000000,2022-10-06 01:32:58,5512.0,126.0,216,42.0,1709.0,204.0,866.0,1119,cuGraph - RAPIDS Graph Analytics Library.,90.0,25,True,2022-08-18 00:25:04.000,22.08.00,21.0,cugraph,conda-forge/libcugraph,,,655.0,1.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,1.0,93.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,10125.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
489,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2022-10-03 05:17:51.000000,2022-10-03 05:17:49,1014.0,7.0,129,14.0,47.0,28.0,259.0,1105,PyTorch Extension Library of Optimized Scatter Operations.,23.0,25,True,2021-10-22 11:01:13.000,2.0.9,29.0,torch-scatter,conda-forge/pytorch_scatter,['pytorch'],,39131.0,53.0,,https://pypi.org/project/torch-scatter,2021-10-22 11:01:13.000,53.0,34950.0,https://anaconda.org/conda-forge/pytorch_scatter,2022-07-28 20:33:23.316,117090.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
490,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2022-09-20 18:03:43.000000,2022-07-27 18:06:48,782.0,1.0,137,35.0,212.0,104.0,146.0,1093,Real-time stream processing for python.,45.0,25,True,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,19706.0,358.0,323.0,https://pypi.org/project/streamz,2021-10-04 14:47:39.000,35.0,12928.0,https://anaconda.org/conda-forge/streamz,2022-07-28 13:12:55.935,413489.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
491,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2022-09-23 23:11:36.000000,2022-08-25 17:16:48,771.0,15.0,243,71.0,381.0,29.0,154.0,1034,Underthesea - Vietnamese NLP Toolkit.,16.0,25,False,2022-09-05 07:06:59.000,draft-5,101.0,underthesea,,,1517.0,6864.0,455.0,431.0,https://pypi.org/project/underthesea,2022-06-28 00:41:15.000,24.0,6841.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
492,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2022-10-03 10:29:35.000000,2022-10-03 10:29:35,2754.0,39.0,133,23.0,608.0,76.0,373.0,987,A Python library for learning and evaluating knowledge graph embeddings.,31.0,25,True,2022-08-04 15:51:28.000,1.9.0,41.0,pykeen,,,144.0,1766.0,3.0,,https://pypi.org/project/pykeen,2022-05-24 15:33:45.000,3.0,1761.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
493,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-06-18 17:26:43.000000,2022-01-06 15:08:19,1746.0,,156,39.0,252.0,54.0,201.0,964,Python audio and music signal processing library.,20.0,25,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,2508.0,246.0,219.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,2508.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
494,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2022-10-06 07:26:05.000000,2022-10-06 07:26:05,444.0,9.0,95,17.0,287.0,24.0,233.0,911,Extra blocks for scikit-learn pipelines.,55.0,25,True,2022-09-10 14:06:42.000,0.6.13,39.0,scikit-lego,conda-forge/scikit-lego,['sklearn'],,23184.0,72.0,65.0,https://pypi.org/project/scikit-lego,2022-06-05 14:35:14.000,7.0,22472.0,https://anaconda.org/conda-forge/scikit-lego,2022-09-11 11:30:34.700,25637.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
495,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2022-08-29 01:34:50.000000,2022-07-09 14:15:15,490.0,2.0,147,36.0,67.0,100.0,95.0,785,A scikit-learn based module for multi-label et. al. classification.,17.0,25,True,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,['sklearn'],,76452.0,866.0,848.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,18.0,76452.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
496,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2022-10-06 13:51:04.000000,2022-07-14 08:00:56,2055.0,1.0,181,39.0,483.0,70.0,330.0,741,Sequential Model-based Algorithm Configuration.,38.0,25,False,2022-07-14 08:05:24.000,1.4.0,40.0,smac,conda-forge/smac,,,41841.0,37.0,,https://pypi.org/project/smac,2022-06-23 10:13:27.000,37.0,41433.0,https://anaconda.org/conda-forge/smac,2022-09-21 22:16:32.932,7765.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
497,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2022-10-04 20:39:27.000000,2022-10-04 19:26:14,1421.0,94.0,267,52.0,328.0,145.0,188.0,706,Machine learning on FPGAs using HLS.,46.0,25,True,2021-11-12 12:26:50.000,0.6.0,10.0,hls4ml,conda-forge/hls4ml,"['tensorflow', 'pytorch']",,658.0,9.0,9.0,https://pypi.org/project/hls4ml,2021-11-12 12:26:50.000,,492.0,https://anaconda.org/conda-forge/hls4ml,2021-11-12 15:38:42.855,4165.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
498,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2022-09-15 14:11:07.811000,2022-09-14 20:47:57,3588.0,13.0,65,46.0,323.0,32.0,368.0,527,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,38.0,25,False,2022-09-19 23:13:04.094,3.1.0,66.0,skll,conda-forge/skll,['sklearn'],11.0,675.0,56.0,38.0,https://pypi.org/project/skll,2021-12-21 20:08:55.000,18.0,464.0,https://anaconda.org/conda-forge/skll,2022-09-15 14:11:07.811,2330.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
499,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2022-10-03 12:04:11.000000,2022-10-03 12:03:52,441.0,7.0,40,7.0,46.0,110.0,194.0,444,python binding for libvips using cffi.,14.0,25,True,2022-06-12 09:54:07.000,2.2.1,24.0,pyvips,conda-forge/pyvips,,,18390.0,412.0,372.0,https://pypi.org/project/pyvips,2022-06-12 09:54:07.000,40.0,17503.0,https://anaconda.org/conda-forge/pyvips,2022-07-24 14:46:32.955,33724.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
500,pyRiemann,pyRiemann/pyRiemann,medical-data,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2022-10-05 19:56:35.000000,2022-09-04 18:49:25,444.0,16.0,132,29.0,116.0,16.0,77.0,423,Python machine learning package based on sklearn API for multivariate signal processing and statistical analysis of..,21.0,25,True,2022-07-17 13:51:29.000,0.3,9.0,pyriemann,,,,28351.0,166.0,153.0,https://pypi.org/project/pyriemann,2021-06-27 11:06:01.000,13.0,28351.0,,,,3.0,https://pyriemann.readthedocs.io/en/latest/,,,,,,,,,,,,,,,,,,,,,,,,
501,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2022-10-06 12:59:59.000000,2022-10-06 09:22:11,2767.0,176.0,533,83.0,3052.0,232.0,1065.0,4055,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,78.0,24,True,2022-10-05 17:19:39.000,1.18.0,58.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
502,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-07-13 19:50:51.000000,2018-08-21 02:42:52,1156.0,,1246,348.0,56.0,45.0,84.0,3779,Python Algorithmic Trading Library.,11.0,24,False,,,8.0,pyalgotrade,,,,450.0,136.0,115.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,450.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
503,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810.0,,908,178.0,385.0,33.0,429.0,3711,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,False,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,['tensorflow'],,112.0,14.0,14.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,112.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
504,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,1.0,691,66.0,247.0,111.0,817.0,3634,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",113.0,24,True,2021-04-06 12:37:09.000,2.10.2,31.0,stable-baselines,,,,6828.0,34.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:37:09.000,34.0,6828.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
505,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24,440.0,,522,172.0,49.0,64.0,49.0,3423,Fast and flexible AutoML with learning guarantees.,27.0,24,False,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,['tensorflow'],,178.0,47.0,45.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000,2.0,178.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
506,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-09-06 14:31:28.000000,2022-08-06 21:47:18,182.0,1.0,310,55.0,47.0,57.0,52.0,3194,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,24,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,37555.0,102.0,100.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,2.0,37555.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
507,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000,2022-09-21 18:33:20.000000,2022-09-09 14:27:43,166.0,1.0,417,90.0,77.0,55.0,137.0,3123,Generate embeddings from large-scale graph-structured data.,28.0,24,True,2019-10-14 16:45:11.000,1.0.0,3.0,torchbiggraph,,['pytorch'],142.0,273735.0,3.0,,https://pypi.org/project/torchbiggraph,2019-05-01 21:31:13.000,3.0,273732.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
508,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-06-13 17:38:49.000000,2022-06-02 05:29:11,1945.0,,644,161.0,53.0,7.0,511.0,2599,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,24.0,24,True,2022-06-02 18:41:21.000,1.4.0,18.0,,bioconda/deepvariant,['tensorflow'],4176.0,853.0,,,,,,,https://anaconda.org/bioconda/deepvariant,2022-06-05 19:39:33.507,44517.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
509,analytics-zoo,intel-analytics/analytics-zoo,distributed-ml,,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000,2022-10-05 00:11:26.000000,2022-06-01 01:54:06,3427.0,,719,103.0,3836.0,550.0,846.0,2529,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",107.0,24,True,2022-01-25 00:20:26.000,0.11.2,418.0,analytics-zoo,,['spark'],,571.0,4.0,3.0,https://pypi.org/project/analytics-zoo,2022-07-07 07:51:54.000,1.0,571.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
510,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2022-05-26 16:35:40.000000,2020-03-16 04:26:47,75.0,,209,56.0,39.0,16.0,23.0,2511,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,24,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,29082.0,410.0,407.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,3.0,28792.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,10468.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
511,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2022-09-30 05:11:16.000000,2022-07-05 08:38:04,195.0,,118,29.0,175.0,14.0,68.0,2356,HiPlot makes understanding high dimensional data easy.,8.0,24,True,2022-05-31 09:00:35.000,0.1.33,109.0,hiplot,conda-forge/hiplot,,,38293.0,17.0,5.0,https://pypi.org/project/hiplot,2022-07-05 08:51:12.000,12.0,35041.0,https://anaconda.org/conda-forge/hiplot,2022-05-31 21:21:53.546,104095.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
512,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-07-16 23:44:23.000000,2021-07-10 15:56:42,447.0,,248,56.0,56.0,18.0,49.0,2109,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,False,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,['pytorch'],,6214.0,436.0,419.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,17.0,6214.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
513,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2022-09-19 03:45:09.000000,2022-09-19 03:45:09,239.0,10.0,205,19.0,36.0,27.0,134.0,1958,An Open-Source Framework for Prompt-Learning.,17.0,24,True,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,1318.0,21.0,21.0,https://pypi.org/project/openprompt,2022-07-06 14:27:42.000,,1318.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
514,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2022-09-25 19:11:37.000000,2022-06-27 10:04:15,178.0,,382,36.0,196.0,41.0,228.0,1872,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,19.0,24,True,2022-09-14 16:48:34.000,4.0,18.0,pytorch-tabnet,conda-forge/pytorch-tabnet,['pytorch'],,19398.0,9.0,,https://pypi.org/project/pytorch-tabnet,2021-02-02 08:05:11.000,9.0,19187.0,https://anaconda.org/conda-forge/pytorch-tabnet,2021-12-30 20:05:02.340,2115.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
515,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2022-10-05 08:23:48.000000,2021-05-25 16:49:48,947.0,,217,62.0,58.0,28.0,182.0,1828,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,19.0,24,False,2021-05-25 16:57:42.000,1.4.0,12.0,ampligraph,,['tensorflow'],,1149.0,25.0,25.0,https://pypi.org/project/ampligraph,2021-05-25 16:47:29.000,,1149.0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,
516,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2022-09-29 17:04:51.000000,2022-08-12 15:43:09,249.0,2.0,173,28.0,46.0,12.0,81.0,1769,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,13.0,24,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,['jupyter'],,8742.0,162.0,159.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,3.0,8544.0,https://anaconda.org/conda-forge/checklist,2021-07-15 13:35:51.684,4169.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
517,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2022-04-29 15:26:19.000000,2020-08-19 14:58:00,113.0,,200,40.0,35.0,38.0,21.0,1746,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,24,False,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,['pytorch'],,12112.0,343.0,320.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,23.0,11714.0,https://anaconda.org/conda-forge/multicore-tsne,2021-11-09 17:22:51.512,18728.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
518,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2022-08-30 14:54:06.000000,2021-08-16 11:44:51,454.0,,230,46.0,42.0,20.0,88.0,1419,Contextually-keyed word vectors.,17.0,24,False,2021-04-19 07:05:28.000,3.0.0,22.0,sense2vec,conda-forge/sense2vec,,38509.0,5321.0,187.0,179.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000,8.0,3845.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:20:19.752,28236.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
519,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2022-09-23 19:41:54.000000,2022-09-20 01:50:57,961.0,46.0,184,33.0,22.0,12.0,124.0,1277,A library for graph deep learning research.,34.0,24,False,2022-07-14 07:05:26.000,1.0.0,10.0,dig,,,,295.0,8.0,,https://pypi.org/project/dig,2015-08-23 10:30:20.000,8.0,295.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
520,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2022-10-06 12:24:21.000000,2022-10-05 17:37:23,759.0,126.0,162,22.0,639.0,58.0,46.0,1153,Pytorch domain library for recommendation systems.,96.0,24,True,2022-06-28 06:37:57.000,0.2.0,77.0,torchrec-nightly-cpu,,,,930.0,,,https://pypi.org/project/torchrec-nightly-cpu,2022-05-12 18:55:21.000,,930.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
521,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2022-09-10 12:54:29.083000,2022-09-07 14:39:31,640.0,12.0,144,43.0,153.0,18.0,355.0,1116,moDel Agnostic Language for Exploration and eXplanation.,20.0,24,False,2022-09-10 12:32:33.000,python-v1.5.0,24.0,dalex,conda-forge/dalex,,,5932.0,63.0,60.0,https://pypi.org/project/dalex,2021-11-08 12:22:11.000,3.0,5681.0,https://anaconda.org/conda-forge/dalex,2022-09-10 12:54:29.083,5281.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
522,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2022-09-30 09:28:40.000000,2022-09-30 09:28:13,606.0,3.0,125,26.0,108.0,4.0,105.0,1068,"Extensible, parallel implementations of t-SNE.",10.0,24,True,2022-03-18 13:55:30.000,0.6.2,23.0,opentsne,conda-forge/opentsne,,,25434.0,411.0,400.0,https://pypi.org/project/opentsne,2022-03-18 13:53:43.000,11.0,21933.0,https://anaconda.org/conda-forge/opentsne,2022-05-27 21:10:04.647,161053.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
523,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2022-09-06 03:08:33.000000,2022-08-30 07:47:36,601.0,3.0,186,57.0,448.0,167.0,270.0,1046,A Framework for Encrypted Machine Learning in TensorFlow.,28.0,24,True,2022-03-07 08:43:08.000,0.7.0,37.0,tf-encrypted,,['tensorflow'],,820.0,71.0,62.0,https://pypi.org/project/tf-encrypted,2022-03-07 08:43:08.000,9.0,820.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
