,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,updated_github_id
461,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2022-04-18 19:06:05.882000,2022-04-18 14:16:57,430.0,19.0,39,7.0,43.0,108.0,174.0,403,python binding for libvips using cffi.,13.0,26,True,2022-04-18 14:18:17.000,2.2.0,23.0,pyvips,conda-forge/pyvips,,,,359.0,320.0,https://pypi.org/project/pyvips,2022-04-18 14:18:17.000,39.0,19397.0,19938.0,https://anaconda.org/conda-forge/pyvips,2022-04-18 19:06:05.882,17877.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
462,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2021-10-27 17:57:56.000000,2019-12-05 08:17:22,46.0,,183,21.0,14.0,37.0,23.0,403,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],4018.0,3752.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,266.0,131784.0,132545.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,19038.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
463,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-05-09 00:05:34.000000,2021-12-20 23:24:01,1186.0,,135,21.0,545.0,18.0,207.0,355,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,150.0,143.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,8273.0,9433.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,42956.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
464,dbnd,databand-ai/dbnd,data-pipelines,,https://github.com/databand-ai/dbnd,https://github.com/databand-ai/dbnd,Apache-2.0,2020-01-02 10:42:47.000,2022-05-10 16:29:02.000000,2022-05-10 07:57:17,2976.0,112.0,25,19.0,51.0,3.0,2.0,223,DBND is an agile pipeline framework that helps data engineering teams track and orchestrate their data processes.,59.0,26,False,2022-05-10 16:26:15.000,0.73.4,335.0,dbnd,,,,,47.0,25.0,https://pypi.org/project/dbnd,2022-05-10 16:26:15.000,22.0,146993.0,146993.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
465,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2022-04-24 20:38:41.000000,2022-04-23 04:02:53,2321.0,7.0,588,148.0,1345.0,106.0,983.0,7751,Production infrastructure for machine learning at scale.,24.0,25,True,2022-01-10 17:48:15.000,0.42.0,62.0,cortex,,,,,1.0,,https://pypi.org/project/cortex,2022-01-10 17:37:01.000,1.0,1927.0,1927.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
466,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30,1083.0,,964,185.0,323.0,327.0,289.0,5573,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,80.0,77.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,788.0,853.0,,,,,,,,3.0,3555.0,,,,,,,,,,,,,,,,,,,,
467,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108.0,,570,140.0,30.0,54.0,51.0,5162,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,18.0,flashtext,conda-forge/flashtext,,,,783.0,752.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,31.0,611387.0,611800.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,9092.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
468,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2022-05-12 02:59:28.000000,2022-05-12 02:55:56,1049.0,23.0,825,110.0,633.0,189.0,428.0,4904,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,100.0,25,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,,,['pytorch'],13.0,12.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,425.0,425.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
469,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-04-22 15:22:18.000000,2022-04-22 15:21:09,226.0,1.0,730,127.0,33.0,40.0,135.0,4067,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,25,True,2022-04-22 15:21:47.000,0.2.3,7.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],267.0,247.0,https://pypi.org/project/torchdiffeq,2022-04-22 15:21:47.000,20.0,6322.0,6530.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,5001.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
470,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-05-08 08:26:21.000000,2020-04-17 09:51:20,204.0,,891,96.0,57.0,215.0,256.0,3843,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,51865.0,51865.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
471,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154.0,,495,140.0,648.0,60.0,197.0,3650,Snips Python library to extract meaning from text.,22.0,25,True,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,11.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,11.0,3373.0,3373.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
472,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2021-08-25 09:25:32.000000,2021-08-25 09:25:32,838.0,,690,67.0,246.0,128.0,813.0,3530,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",112.0,25,True,2021-04-06 12:37:09.000,2.10.2,31.0,stable-baselines,,,,,34.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:37:09.000,34.0,9632.0,9632.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
473,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2022-04-08 00:48:08.000000,2022-04-08 00:47:56,318.0,4.0,744,39.0,22.0,39.0,104.0,3180,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",14.0,25,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,,['sklearn'],80.0,74.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,6.0,2890.0,2890.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
474,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2022-02-10 08:43:13.000000,2022-02-10 08:43:04,2099.0,,512,148.0,228.0,15.0,626.0,3129,Tensorforce: a TensorFlow library for applied reinforcement learning.,82.0,25,True,2021-08-30 20:20:58.000,0.6.5,14.0,tensorforce,,,,['tensorflow'],26.0,,https://pypi.org/project/tensorforce,2019-09-07 13:56:18.000,26.0,1274.0,1274.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
475,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000,2022-05-12 03:00:18.000000,2022-05-12 02:55:56,163.0,3.0,409,88.0,76.0,55.0,136.0,3058,Generate embeddings from large-scale graph-structured data.,27.0,25,True,2019-10-14 16:45:11.000,1.0.0,3.0,torchbiggraph,,,,['pytorch'],3.0,,https://pypi.org/project/torchbiggraph,2019-05-01 21:31:13.000,3.0,211324.0,211327.0,,,,,,,,2.0,131.0,,,,,,,,,,,,,,,,,,,,
476,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2021-01-28 14:17:44.000000,2020-03-03 10:12:35,1340.0,,528,109.0,70.0,193.0,114.0,2993,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,96.0,84.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,4004.0,4068.0,,,,,,,,3.0,3230.0,,,,,,,,,,,,,,,,,,,,
477,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,627,71.0,25.0,114.0,101.0,2927,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 04:55:04.000,0.4.1,11.0,keras-vis,,,,['tensorflow'],1873.0,1844.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000,29.0,3533.0,3533.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
478,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2021-12-13 14:59:32.000000,2021-12-13 12:07:11,235.0,,630,40.0,44.0,60.0,90.0,2859,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,25,True,2021-03-10 01:00:20.000,2.5.2,31.0,facenet-pytorch,,,,['pytorch'],763.0,752.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,11.0,12432.0,21865.0,,,,,,,,3.0,283018.0,,,,,,,,,,,,,,,,,,,,
479,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-03-07 13:08:05.000000,2022-01-28 17:30:19,1842.0,,603,160.0,52.0,3.0,482.0,2487,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,21.0,25,True,2021-12-10 07:12:31.000,1.3.0,17.0,,bioconda/deepvariant,,,['tensorflow'],,,,,,,849.0,https://anaconda.org/bioconda/deepvariant,2021-12-16 06:56:52.044,40408.0,,,,,3.0,3856.0,,,,,,,,,,,,,,,,,,,,
480,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2022-05-12 02:58:56.000000,2022-05-12 02:55:56,143.0,25.0,255,50.0,63.0,53.0,76.0,2420,A deep learning library for video understanding research.,33.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,,['pytorch'],5.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,5.0,16980.0,16980.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
481,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55,6364.0,,696,166.0,93.0,134.0,358.0,2335,An Algorithmic Trading Library for Crypto-Assets in Python.,148.0,25,True,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,26.0,24.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,502.0,502.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
482,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2021-04-28 03:41:03.000000,2020-09-22 22:35:28,271.0,,310,80.0,49.0,147.0,66.0,1995,Multilingual text (NLP) processing toolkit.,26.0,25,False,2016-07-03 20:05:42.000,16.7.4,9.0,polyglot,,,,,788.0,704.0,https://pypi.org/project/polyglot,2016-07-03 20:05:42.000,84.0,50437.0,50437.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
483,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118.0,,225,70.0,20.0,83.0,66.0,1963,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,,231.0,215.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,70419.0,70419.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
484,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2022-03-26 17:35:11.489000,2022-03-26 09:22:25,357.0,1.0,251,54.0,11.0,17.0,68.0,1813,Beautiful visualizations of how language differs among document types.,12.0,25,True,2022-03-26 09:23:49.000,0.1.6,135.0,scattertext,conda-forge/scattertext,,,,286.0,276.0,https://pypi.org/project/scattertext,2022-03-26 09:23:49.000,10.0,3704.0,4771.0,https://anaconda.org/conda-forge/scattertext,2022-03-26 17:35:11.489,60864.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
485,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-05-05 17:04:02.000000,2022-05-05 17:04:01,348.0,3.0,547,87.0,171.0,75.0,61.0,1723,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",49.0,25,True,2021-03-04 18:11:34.000,0.4.0,9.0,aif360,conda-forge/aif360,,,,162.0,154.0,https://pypi.org/project/aif360,2021-03-04 18:11:34.000,8.0,7961.0,8060.0,https://anaconda.org/conda-forge/aif360,2021-09-29 17:08:47.878,1994.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
486,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2022-04-29 15:26:19.000000,2020-08-19 14:58:00,113.0,,200,40.0,35.0,37.0,21.0,1707,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,25,False,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],320.0,297.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,23.0,9504.0,9835.0,https://anaconda.org/conda-forge/multicore-tsne,2021-11-09 17:22:51.512,13941.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
487,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2022-04-29 09:54:44.000000,2021-09-28 21:55:38,247.0,,153,27.0,41.0,12.0,80.0,1645,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,12.0,25,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],125.0,122.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,3.0,19716.0,19892.0,https://anaconda.org/conda-forge/checklist,2021-07-15 13:35:51.684,2819.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
488,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2022-04-24 20:12:59.000000,2022-04-24 20:12:59,1878.0,23.0,229,39.0,63.0,9.0,96.0,1535,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,21.0,25,True,2022-04-04 19:21:59.000,0.52.0,44.0,torch-geometric-temporal,,,,['pytorch'],2.0,,https://pypi.org/project/torch-geometric-temporal,2022-04-04 19:20:07.000,2.0,1968.0,1968.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
489,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,390,90.0,165.0,102.0,224.0,1308,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,59.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],39.0,38.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,1.0,6304.0,6304.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
490,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-03-02 08:31:33.000000,2022-03-02 08:31:33,380.0,1.0,127,22.0,68.0,35.0,25.0,1260,A Python package for time series classification.,11.0,25,True,2021-10-31 13:51:09.000,0.12.0,18.0,pyts,conda-forge/pyts,,,,208.0,197.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,11.0,132598.0,132924.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,10789.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
491,whylogs,whylabs/whylogs,data-pipelines,,https://github.com/whylabs/whylogs,https://github.com/whylabs/whylogs,Apache-2.0,2020-08-14 23:25:32.000,2022-05-11 20:32:27.000000,2022-05-11 20:32:26,969.0,82.0,53,21.0,412.0,61.0,93.0,1143,Open standard for end-to-end data and ML monitoring for any scale in any infrastructure.,31.0,25,True,2022-05-11 20:10:29.000,0.7.8,138.0,whylogs,,,,,2.0,,https://pypi.org/project/whylogs,2022-05-11 20:13:02.000,2.0,12479.0,12481.0,,,,,,,,3.0,50.0,,,,,,,,,,,,,,,,,,,,
492,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2022-02-25 16:01:47.000000,2022-02-25 16:01:47,356.0,2.0,205,56.0,66.0,17.0,80.0,1135,ffn - a financial function library for Python.,26.0,25,True,2021-04-21 02:47:21.000,0.3.6,27.0,ffn,conda-forge/ffn,,,,218.0,193.0,https://pypi.org/project/ffn,2021-04-21 02:47:21.000,25.0,29190.0,29251.0,https://anaconda.org/conda-forge/ffn,2021-04-22 14:02:56.125,804.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
493,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:50:40.000000,2021-10-21 17:45:17,202.0,,167,25.0,35.0,1.0,111.0,1065,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,25,True,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1200.0,1171.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,29.0,12105.0,12105.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
494,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2022-03-10 02:03:55.000000,2022-03-10 02:03:55,598.0,3.0,177,58.0,444.0,168.0,246.0,1007,A Framework for Encrypted Machine Learning in TensorFlow.,28.0,25,True,2022-03-07 08:43:08.000,0.7.0,37.0,tf-encrypted,,,,['tensorflow'],70.0,61.0,https://pypi.org/project/tf-encrypted,2022-03-07 08:43:08.000,9.0,698.0,698.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
495,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2022-04-05 18:34:52.000000,2022-04-05 18:34:50,725.0,118.0,119,15.0,72.0,31.0,85.0,969,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,21.0,25,True,2022-03-18 08:10:49.000,0.24.0,26.0,audiomentations,,,,,130.0,129.0,https://pypi.org/project/audiomentations,2022-03-18 08:10:49.000,1.0,4387.0,4387.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
496,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2021-12-03 19:52:38.000000,2021-06-23 11:19:05,409.0,,294,32.0,290.0,16.0,198.0,920,A research toolkit for particle swarm optimization in Python.,43.0,25,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,174.0,168.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,6.0,29456.0,29456.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
497,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-01-26 19:41:50.000000,2022-01-06 15:08:19,1746.0,,151,39.0,251.0,54.0,201.0,896,Python audio and music signal processing library.,20.0,25,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,222.0,195.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,2942.0,2942.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
498,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2022-04-21 06:02:52.412000,2022-04-20 19:42:54,429.0,8.0,85,16.0,271.0,22.0,218.0,819,Extra blocks for scikit-learn pipelines.,50.0,25,True,2022-04-20 19:44:06.000,0.6.11,37.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],51.0,45.0,https://pypi.org/project/scikit-lego,2022-04-20 19:44:43.000,6.0,13278.0,13857.0,https://anaconda.org/conda-forge/scikit-lego,2022-04-21 06:02:52.412,17970.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
499,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2022-04-28 20:35:32.000000,2021-12-28 17:01:09,209.0,,140,21.0,22.0,38.0,68.0,793,"Python factor analysis library (PCA, CA, MCA, MFA, FAMD).",12.0,25,True,2020-10-06 11:26:47.000,0.7.1,41.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],211.0,206.0,https://pypi.org/project/prince,2020-10-06 11:26:47.000,5.0,60562.0,60884.0,https://anaconda.org/conda-forge/prince-factor-analysis,2021-04-30 17:46:15.443,9682.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
500,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2022-05-12 12:27:10.000000,2022-05-12 12:22:19,656.0,30.0,83,27.0,257.0,38.0,206.0,772,BAyesian Model-Building Interface (Bambi) in Python.,25.0,25,True,2022-01-15 01:38:30.000,0.7.1,19.0,bambi,conda-forge/bambi,,,,30.0,27.0,https://pypi.org/project/bambi,2022-01-15 01:38:30.000,3.0,4278.0,4507.0,https://anaconda.org/conda-forge/bambi,2022-01-18 20:23:31.895,7562.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
501,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2022-05-09 21:26:57.000000,2019-05-21 11:29:06,487.0,,139,36.0,63.0,79.0,94.0,743,A scikit-learn based module for multi-label et. al. classification.,15.0,25,False,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],756.0,738.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,18.0,70656.0,70656.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
502,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2022-03-11 23:25:33.000000,2019-09-02 19:02:38,1145.0,,153,33.0,23.0,32.0,234.0,708,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,7.0,25,False,2019-04-04 19:44:59.000,0.8.2,34.0,neupy,,,,,145.0,133.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000,12.0,2798.0,2798.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
