,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
507,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,471.0,98.0,49.0,59.0,253.0,2806.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,720.0,696.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,24.0,3547.0,3865.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,15339.0,,,,,3.0,976.0,,,,,,,,,,,,,,,,,,,
508,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2024-04-22 23:07:16.000000,2023-06-30 21:16:10,470.0,,322.0,64.0,317.0,47.0,124.0,2777.0,DDSP: Differentiable Digital Signal Processing.,32.0,25,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,,['tensorflow'],54.0,53.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,1968.0,2292.0,https://anaconda.org/conda-forge/ddsp,2023-06-16 19:19:34.916,14941.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
509,ffcv,libffcv/ffcv,image,,https://github.com/libffcv/ffcv,https://github.com/libffcv/ffcv,Apache-2.0,2021-10-13 17:03:39.000,2024-04-23 22:35:12.000000,2024-01-21 06:34:10,937.0,,173.0,20.0,78.0,95.0,172.0,2741.0,FFCV: Fast Forward Computer Vision (and other ML workloads!).,28.0,25,True,2023-03-05 05:44:00.314,1.0.2,7.0,ffcv,,,,,44.0,43.0,https://pypi.org/project/ffcv,2022-01-28 20:40:22.000,1.0,1202.0,1202.0,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,
510,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,226.0,50.0,481.0,45.0,70.0,2708.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,221.0,218.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,20182.0,20183.0,,,,,,,,3.0,67.0,,,,,,,,,,,,,,,,,,,
511,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2024-04-15 21:12:13.000000,2023-07-01 21:40:58,1936.0,,343.0,40.0,89.0,28.0,157.0,2485.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,28.0,25,True,2022-09-04 16:37:07.000,0.54.0,46.0,torch-geometric-temporal,,,,['pytorch'],3.0,,https://pypi.org/project/torch-geometric-temporal,2022-09-04 16:10:00.738,3.0,2178.0,2178.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
512,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2023-07-04 21:11:26.000000,2023-07-04 21:11:26,451.0,,254.0,56.0,56.0,19.0,50.0,2206.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,True,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],690.0,671.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,19.0,8703.0,8703.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
513,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2024-04-18 20:21:30.000000,2024-02-10 10:17:50,226.0,9.0,243.0,47.0,93.0,20.0,115.0,2142.0,A Python library that helps data scientists to infer causation rather than observing correlation.,40.0,25,True,2023-06-22 13:11:59.629,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",113.0,110.0,https://pypi.org/project/causalnex,2023-06-22 13:11:59.629,3.0,3291.0,3291.0,,,,,,,,3.0,,,,mckinsey/causalnex,,,,,,,,,,,,,,,,
514,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,84.0,41.0,47.0,12.0,75.0,2092.0,The friendly PIL fork.,385.0,25,False,,,47.0,pillow-simd,,,,,56.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,56.0,40439.0,40439.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
515,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2024-03-05 11:46:16.000000,2024-03-05 11:46:12,2314.0,12.0,236.0,37.0,38.0,13.0,114.0,2086.0,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,20.0,25,False,2022-12-04 19:04:05.000,_10304,107.0,karateclub,conda-forge/karateclub,,,,235.0,229.0,https://pypi.org/project/karateclub,2022-10-22 16:17:27.886,6.0,3717.0,4220.0,https://anaconda.org/conda-forge/karateclub,2023-06-16 19:21:04.092,22638.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
516,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,302.0,57.0,1313.0,233.0,810.0,1812.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],104.0,102.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,631.0,631.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
517,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2024-03-24 14:27:59.853000,2022-12-07 10:32:49,237.0,,293.0,1.0,1.0,1.0,,1703.0,Feature engineering package with sklearn like functionality.,38.0,25,False,2024-03-24 13:29:41.000,1.7.0,39.0,feature_engine,conda-forge/feature_engine,,,,103.0,,https://pypi.org/project/feature_engine,2024-03-24 13:29:41.000,103.0,149528.0,150583.0,https://anaconda.org/conda-forge/feature_engine,2024-03-24 14:27:59.853,46437.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
518,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2024-03-17 06:23:46.000000,2023-04-20 14:53:46,460.0,,238.0,49.0,49.0,23.0,91.0,1595.0,Contextually-keyed word vectors.,19.0,25,True,2023-04-17 14:14:02.218,2.0.2,24.0,sense2vec,conda-forge/sense2vec,,,,370.0,356.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000,14.0,3088.0,5099.0,https://anaconda.org/conda-forge/sense2vec,2023-09-22 07:25:32.800,36717.0,,,,,3.0,64764.0,,,,,,,,,,,,,,,,,,,
519,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2022-07-01 09:55:35.000000,2021-07-08 19:03:55,108.0,,204.0,44.0,12.0,4.0,51.0,1562.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,25,False,2021-07-08 19:05:05.000,1.0.2,10.0,geffnet,,,,['pytorch'],231.0,229.0,https://pypi.org/project/geffnet,2021-07-08 19:05:05.000,2.0,231547.0,231547.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
520,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,268.0,49.0,87.0,22.0,191.0,1532.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,25,True,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],560.0,543.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,17.0,6720.0,6866.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6755.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
521,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2024-01-04 20:19:39.000000,2024-01-04 20:19:39,950.0,,567.0,108.0,283.0,16.0,300.0,1501.0,Execute Python code on the fly and display results in Tableau visualizations:.,50.0,25,True,2023-06-28 20:49:21.000,2.9.0,31.0,tabpy,anaconda/tabpy-client,,,,160.0,158.0,https://pypi.org/project/tabpy,2023-01-30 23:34:02.112,2.0,7580.0,7633.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4488.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
522,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2024-04-15 09:35:51.000000,2024-04-15 09:35:50,1032.0,2.0,174.0,17.0,68.0,30.0,339.0,1475.0,PyTorch Extension Library of Optimized Scatter Operations.,29.0,25,True,2023-10-06 08:49:07.000,2.1.2,32.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],84.0,,https://pypi.org/project/torch-scatter,2023-10-06 08:49:07.000,84.0,42223.0,47884.0,https://anaconda.org/conda-forge/pytorch_scatter,2024-01-12 22:30:52.418,260447.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
523,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2023-11-06 16:35:44.000000,2023-11-06 15:20:05,206.0,,330.0,50.0,43.0,96.0,,1331.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,18.0,25,True,2023-11-06 16:35:44.000,0.9.3,33.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],466.0,458.0,https://pypi.org/project/keras-ocr,2023-11-06 16:35:44.000,8.0,27832.0,54040.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,311.0,,,,,3.0,1126655.0,,,,,,,,,,,,,,,,,,,
524,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,141.0,28.0,63.0,7.0,70.0,1283.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,False,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],1435.0,1422.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,13.0,13302.0,13302.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
525,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2024-01-05 18:00:58.000000,2024-01-05 18:00:58,67.0,,296.0,55.0,63.0,16.0,109.0,1232.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,25,True,2023-07-30 07:07:37.000,0.6.2,24.0,stockstats,,,,,1060.0,1029.0,https://pypi.org/project/stockstats,2023-07-30 07:07:37.000,31.0,11805.0,11805.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
526,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-04-25 10:03:13.000000,2024-04-23 21:40:11,2229.0,186.0,85.0,19.0,851.0,81.0,210.0,1073.0,"MetricFlow allows you to define, build, and maintain metrics in code.",44.0,25,False,2024-03-02 00:18:17.000,0.205.0,84.0,metricflow,,,,,24.0,21.0,https://pypi.org/project/metricflow,2024-04-04 05:32:07.000,3.0,18498.0,18498.0,,,,,,,,3.0,,,,dbt-labs/metricflow,,,,,,,,,,,,,,,,
527,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-04-16 01:22:01.000000,2024-04-15 17:28:39,806.0,9.0,116.0,31.0,411.0,68.0,323.0,1011.0,BAyesian Model-Building Interface (Bambi) in Python.,37.0,25,True,2023-10-25 02:06:14.000,0.13.0,28.0,bambi,conda-forge/bambi,,,,125.0,116.0,https://pypi.org/project/bambi,2023-10-25 02:06:14.000,9.0,21695.0,22442.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,29912.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
528,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2024-04-24 15:34:23.000000,2024-02-13 12:59:29,2071.0,1.0,215.0,41.0,590.0,85.0,433.0,1006.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,25,False,2023-08-01 13:38:54.000,2.0.2,47.0,smac,conda-forge/smac,,,,49.0,,https://pypi.org/project/smac,2023-08-01 13:30:07.000,49.0,55837.0,56351.0,https://anaconda.org/conda-forge/smac,2023-08-11 21:35:06.370,19045.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
529,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,,191.0,48.0,61.0,1.0,68.0,975.0,Training neural models with structured signals.,38.0,25,True,2022-07-29 21:05:16.715,1.4.0,8.0,neural-structured-learning,,,,['tensorflow'],441.0,438.0,https://pypi.org/project/neural-structured-learning,2022-07-29 21:05:16.715,3.0,21148.0,21148.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
530,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,256.0,43.0,72.0,103.0,188.0,916.0,Gaussian Process Optimization using GPy.,50.0,25,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,545.0,504.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,41.0,5896.0,5896.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
531,pySBD,nipunsadvilkar/pySBD,nlp,,https://github.com/nipunsadvilkar/pySBD,https://github.com/nipunsadvilkar/pySBD,MIT,2017-06-11 06:15:20.000,2023-08-27 04:36:31.000000,2021-02-11 16:40:18,279.0,,77.0,13.0,48.0,22.0,53.0,729.0,pySBD (Python Sentence Boundary Disambiguation) is a rule-based sentence boundary detection that works out-of-the-box.,7.0,25,False,2021-02-11 16:42:37.000,0.3.4,15.0,pysbd,conda-forge/pysbd,,,,1758.0,1729.0,https://pypi.org/project/pysbd,2021-02-11 16:36:33.000,29.0,512753.0,512931.0,https://anaconda.org/conda-forge/pysbd,2023-06-16 19:27:37.870,5359.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
532,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2024-01-05 08:05:26.000000,2024-01-05 08:05:26,564.0,,98.0,15.0,193.0,106.0,135.0,660.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",33.0,25,True,2023-02-15 15:39:02.000,0.12.1,15.0,soundfile,anaconda/pysoundfile,,,,312.0,,https://pypi.org/project/soundfile,2023-02-15 15:39:00.786,312.0,2738289.0,2738435.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,17894.0,,,,,,,,,,,,,,,,,,,
533,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2024-04-22 11:02:37.000000,2024-04-18 15:40:20,476.0,5.0,50.0,8.0,59.0,169.0,234.0,583.0,python binding for libvips using cffi.,16.0,25,True,2024-01-04 12:00:44.000,2.2.2,25.0,pyvips,conda-forge/pyvips,,,,755.0,705.0,https://pypi.org/project/pyvips,2024-01-04 12:00:44.000,50.0,39268.0,41117.0,https://anaconda.org/conda-forge/pyvips,2023-09-26 03:23:28.071,77674.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
534,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2024-03-09 00:32:37.185000,2024-03-08 20:01:01,3751.0,28.0,69.0,47.0,355.0,21.0,395.0,552.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,25,False,2024-03-08 20:13:23.000,5.0.1,71.0,skll,conda-forge/skll,,,['sklearn'],59.0,41.0,https://pypi.org/project/skll,2024-03-08 20:01:40.000,18.0,414.0,885.0,https://anaconda.org/conda-forge/skll,2024-03-09 00:32:37.185,13663.0,,,,,3.0,13.0,,,,,,,,,,,,,,,,,,,
535,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,BSD-1-Clause,2015-04-17 19:34:47.000,2024-04-10 07:37:43.190000,2022-01-15 18:08:37,1718.0,,66.0,16.0,13.0,35.0,7.0,527.0,Pure-Python full-text search library.,42.0,25,False,2016-04-04 01:19:40.000,2.7.4,141.0,whoosh,conda-forge/whoosh,,,,3710.0,,https://pypi.org/project/whoosh,2016-04-04 01:19:40.000,3710.0,432766.0,439658.0,https://anaconda.org/conda-forge/whoosh,2024-04-10 07:37:43.190,241247.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
536,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2024-04-18 16:17:56.000000,2024-03-19 09:57:11,5646.0,53.0,92.0,14.0,752.0,16.0,438.0,422.0,Lightwood is Legos for Machine Learning.,46.0,25,False,2024-03-19 10:28:37.000,24.3.3.1,203.0,lightwood,,,,['pytorch'],61.0,59.0,https://pypi.org/project/lightwood,2024-03-19 10:24:49.000,2.0,6449.0,6449.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
537,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2024-02-11 07:50:28.337000,2024-02-11 00:53:13,766.0,8.0,85.0,13.0,30.0,7.0,48.0,366.0,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,18.0,25,True,2024-02-11 00:59:05.000,3.1.0,58.0,pymap3d,conda-forge/pymap3d,,,,414.0,387.0,https://pypi.org/project/pymap3d,2024-02-11 00:59:05.000,27.0,130398.0,132002.0,https://anaconda.org/conda-forge/pymap3d,2024-02-11 07:50:28.337,69005.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
538,gokart,m3dev/gokart,ml-experiments,,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000,2024-04-23 07:31:20.000000,2024-04-23 06:49:41,543.0,20.0,56.0,40.0,293.0,20.0,60.0,299.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",41.0,25,False,2024-04-23 07:31:20.000,1.3.0,77.0,gokart,,,,,80.0,75.0,https://pypi.org/project/gokart,2024-04-23 07:31:20.000,5.0,4338.0,4338.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
539,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2024-04-19 20:13:48.000000,2024-04-19 20:13:39,2612.0,74.0,59.0,8.0,249.0,32.0,81.0,257.0,Python recommendation toolkit.,14.0,25,False,2024-02-16 21:04:30.000,0.14.4,25.0,lenskit,conda-forge/lenskit,,,,106.0,100.0,https://pypi.org/project/lenskit,2024-02-16 21:03:49.000,6.0,1633.0,2269.0,https://anaconda.org/conda-forge/lenskit,2024-04-18 13:51:51.378,26082.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
540,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749.0,136.0,43.0,141.0,98.0,4942.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1129.0,1113.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,16.0,603.0,615.0,,,,,,,,3.0,909.0,,,,,,,,,,,,,,,,,,,
541,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2024-01-13 08:14:49.000000,2022-07-29 10:37:24,205.0,,1002.0,92.0,63.0,253.0,269.0,4603.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,24,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,28.0,27257.0,27257.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
542,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2024-03-12 11:21:52.000000,2021-06-02 09:45:13,150.0,,742.0,101.0,35.0,107.0,113.0,4500.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,24,False,2020-01-08 15:37:35.000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],129.0,124.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000,5.0,5254.0,5257.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,234.0,3.0,,,,,,,,,,,,,,,,,,,,
543,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-11-13 07:16:00.000000,2023-03-05 22:07:59,1158.0,,1370.0,351.0,59.0,51.0,,4295.0,Python Algorithmic Trading Library.,11.0,24,False,,,8.0,pyalgotrade,,,,,204.0,183.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,628.0,628.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
544,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2024-01-16 13:26:41.000000,2023-05-06 14:09:10,264.0,,423.0,42.0,52.0,76.0,174.0,4151.0,An Open-Source Framework for Prompt-Learning.,22.0,24,True,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,115.0,113.0,https://pypi.org/project/openprompt,2022-07-06 14:27:42.000,2.0,886.0,886.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
545,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,721.0,62.0,247.0,129.0,824.0,4042.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",114.0,24,False,2021-04-06 12:38:10.521,2.10.2,31.0,stable-baselines,,,,,36.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:38:10.521,36.0,6668.0,6668.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
546,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810.0,,917.0,177.0,385.0,33.0,430.0,3820.0,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,False,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,,['tensorflow'],16.0,16.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,86.0,86.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
547,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2023-11-30 16:30:21.000000,2021-08-30 19:33:24,440.0,,529.0,173.0,50.0,65.0,49.0,3472.0,Fast and flexible AutoML with learning guarantees.,27.0,24,False,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,,,['tensorflow'],61.0,58.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000,3.0,169.0,169.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
