,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,helm_id,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
393,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2024-06-19 19:59:13.000000,2024-01-17 21:03:09,532.0,,416.0,52.0,41.0,17.0,139.0,1238.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,True,2022-09-06 19:52:23.000,0.12.2,17.0,kmodes,conda-forge/kmodes,,,,250714.0,2843.0,2805.0,https://pypi.org/project/kmodes,2022-09-06 19:38:02.764,38.0,249800.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,48486.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
394,Keras-Preprocessing,keras-team/keras-preprocessing,tensorflow-utils,,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000,2023-06-16 16:10:42.597000,2022-02-17 22:38:15,288.0,,444.0,43.0,176.0,93.0,102.0,1024.0,"Utilities for working with image data, text data, and sequence data.",52.0,28,False,2020-05-14 03:55:22.223,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,['tensorflow'],,3958446.0,311.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:55:22.223,311.0,3927826.0,https://anaconda.org/conda-forge/keras-preprocessing,2023-06-16 16:10:42.597,2296523.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
395,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2024-09-10 20:53:34.000000,2024-09-10 20:53:34,939.0,3.0,211.0,58.0,103.0,45.0,174.0,984.0,Input pipeline framework.,29.0,28,True,2024-04-24 22:55:08.000,1.15.0,57.0,tensorflow-transform,,,['tensorflow'],,520419.0,18.0,,https://pypi.org/project/tensorflow-transform,2024-04-24 22:55:08.000,18.0,520419.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
396,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2024-09-03 21:38:15.000000,2023-02-20 00:24:10,1723.0,,185.0,41.0,175.0,65.0,174.0,942.0,A Jupyter - Three.js bridge.,30.0,28,False,2023-02-20 00:24:01.104,2.4.2,46.0,pythreejs,conda-forge/pythreejs,,['jupyter'],,82622.0,96.0,,https://pypi.org/project/pythreejs,2023-02-20 00:24:01.104,82.0,74848.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,590944.0,3.0,,,,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,14.0,1865.0,,,,,,,,,,,
397,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2024-08-30 01:23:38.000000,2024-08-30 01:23:17,16620.0,40.0,374.0,45.0,1646.0,309.0,2978.0,893.0,An open-source application for biological image analysis.,144.0,28,True,2024-07-29 23:00:49.000,4.2.7,34.0,cellprofiler,,,,7634.0,833.0,24.0,22.0,https://pypi.org/project/cellprofiler,2024-07-29 23:00:49.000,2.0,774.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
398,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2024-06-17 19:35:33.219000,2024-06-17 15:09:18,679.0,5.0,105.0,14.0,99.0,73.0,66.0,879.0,A Python nearest neighbor descent for approximate nearest neighbors.,29.0,28,True,2024-06-17 15:48:31.000,0.5.13,32.0,pynndescent,conda-forge/pynndescent,,,,1691039.0,7842.0,7686.0,https://pypi.org/project/pynndescent,2024-06-17 15:48:31.000,156.0,1650988.0,https://anaconda.org/conda-forge/pynndescent,2024-06-17 19:35:33.219,2002551.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
399,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2024-09-12 09:53:34.000000,2024-09-12 09:53:34,1367.0,11.0,138.0,25.0,486.0,18.0,139.0,862.0,A Comparative Framework for Multimodal Recommender Systems.,22.0,28,True,2024-08-15 06:25:57.000,2.2.2,59.0,cornac,conda-forge/cornac,,,,54089.0,250.0,232.0,https://pypi.org/project/cornac,2024-08-15 06:52:10.000,18.0,43071.0,https://anaconda.org/conda-forge/cornac,2024-08-15 18:30:49.226,561937.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
400,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2024-08-18 16:23:07.000000,2024-05-12 22:59:32,3715.0,,328.0,65.0,690.0,36.0,533.0,832.0,The Classical Language Toolkit.,121.0,28,True,2024-05-13 16:48:36.000,1.2.6,217.0,cltk,,,,83.0,2203.0,286.0,271.0,https://pypi.org/project/cltk,2024-05-12 23:09:13.000,15.0,2203.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
401,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2024-03-26 06:01:50.000000,2023-10-12 07:20:40,1894.0,,1131.0,239.0,455.0,72.0,264.0,17793.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,27,True,2021-06-06 17:15:00.281,5.14.0,50.0,ciphey,,,,,37981.0,,,https://pypi.org/project/ciphey,2021-06-06 17:15:00.281,,37570.0,,,,2.0,remnux/ciphey,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,17.0,25538.0,,,,,,,,,,,,,,,,,,,
402,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2024-09-11 12:48:08.000000,2024-07-11 14:30:01,2227.0,2.0,2847.0,197.0,3729.0,1237.0,4161.0,12589.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",160.0,27,True,2023-10-19 03:47:18.000,2.7.0,9.0,paddledet,,,['paddle'],,518.0,2.0,,https://pypi.org/project/paddledet,2022-09-19 20:42:09.271,2.0,518.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
403,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-05-06 20:38:27.000000,2024-05-06 20:36:49,342.0,,1367.0,425.0,50.0,102.0,87.0,10444.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,27,True,2024-05-06 20:38:27.000,4.0.9,47.0,dopamine-rl,,,['tensorflow'],,34432.0,31.0,21.0,https://pypi.org/project/dopamine-rl,2024-05-06 20:38:27.000,10.0,34432.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
404,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1523.0,131.0,51.0,163.0,141.0,7850.0,A PyTorch implementation of EfficientNet.,24.0,27,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,,['pytorch'],4160232.0,246338.0,73.0,1.0,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,72.0,169297.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
405,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-12-02 01:27:38.759000,2023-02-18 07:58:21,3353.0,,1609.0,458.0,699.0,33.0,441.0,7318.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,27,False,2022-02-15 02:05:47.000,2.2.5,84.0,tensorlayer,,,['tensorflow'],2354.0,1897.0,11.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,11.0,1873.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
406,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1354.0,350.0,14.0,42.0,66.0,6399.0,Python library for processing Chinese text.,8.0,27,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,23504.0,1420.0,1412.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,8.0,23504.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
407,NuPIC,numenta/nupic,ml-frameworks,,https://github.com/numenta/nupic-legacy,https://github.com/numenta/nupic-legacy,AGPL-3.0,2013-04-05 23:14:27.000,2023-09-01 15:42:16.000000,2023-08-31 21:49:25,6626.0,,1586.0,626.0,2111.0,453.0,1338.0,6334.0,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",122.0,27,False,2018-06-01 15:39:25.550,1.0.5,53.0,nupic,,,,12.0,1524.0,21.0,21.0,https://pypi.org/project/nupic,2016-09-01 21:30:21.000,,1524.0,,,,3.0,,,,,,,,numenta/nupic-legacy,,,,,,,,,,,,,,,,
408,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2024-08-21 07:30:27.000000,2024-08-21 07:30:27,13839.0,64.0,1544.0,138.0,3616.0,55.0,1973.0,5645.0,An Industrial Grade Federated Learning Framework.,101.0,27,True,2024-07-31 11:47:02.000,2.2.0,51.0,ETAF,,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
409,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2024-07-03 08:05:36.000000,2020-05-03 07:13:22,108.0,,599.0,142.0,31.0,69.0,55.0,5576.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,27,False,,,18.0,flashtext,conda-forge/flashtext,,,,1616343.0,1825.0,1769.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,56.0,1615953.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,19540.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
410,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2023-09-17 12:33:41.000000,2019-11-11 22:14:54,308.0,,1362.0,200.0,158.0,49.0,227.0,5513.0,Deep Reinforcement Learning for Keras.,41.0,27,False,2018-06-01 07:52:24.000,0.4.2,8.0,keras-rl,,,['tensorflow'],,1080.0,791.0,785.0,https://pypi.org/project/keras-rl,2018-06-01 07:52:24.000,6.0,1080.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
411,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,Apache-2.0,2016-02-10 20:06:05.000,2024-03-18 16:23:03.000000,2018-07-25 01:28:08,1796.0,,780.0,272.0,438.0,221.0,329.0,4831.0,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,27,False,2018-01-22 06:03:37.000,1.3.5,28.0,edward,,,['tensorflow'],24.0,711.0,330.0,328.0,https://pypi.org/project/edward,2018-01-22 06:03:05.000,2.0,711.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
412,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2023-09-20 11:21:28.000000,2023-09-20 11:21:28,918.0,,634.0,147.0,789.0,141.0,356.0,4763.0,Deep Learning Visualization Toolkit.,33.0,27,True,2023-06-05 07:21:00.910,2.5.3,43.0,visualdl,,,['paddle'],432.0,152490.0,84.0,2.0,https://pypi.org/project/visualdl,2023-06-05 07:21:00.910,82.0,152482.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
413,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2024-03-16 11:54:12.000000,2022-04-01 13:57:36,131.0,,999.0,147.0,31.0,52.0,77.0,4380.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,27,False,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,327981.0,9185.0,9090.0,https://pypi.org/project/vadersentiment,2020-05-22 15:07:00.000,95.0,327634.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,14602.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
414,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2024-03-02 15:10:25.000000,2021-05-10 18:34:53,57.0,,412.0,37.0,56.0,138.0,43.0,4000.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,27,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,['pytorch'],,205851.0,15886.0,15751.0,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000,135.0,205851.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
415,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964.0,282.0,226.0,12.0,356.0,3871.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,False,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,"['tensorflow', 'spark']",,679956.0,5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,679536.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,23942.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
416,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2024-09-10 05:41:48.000000,2024-09-10 05:41:41,1664.0,17.0,670.0,43.0,28.0,9.0,548.0,3398.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,31.0,27,True,2023-09-21 04:12:03.000,2.2.7,111.0,deepke,,,['pytorch'],,1703.0,23.0,23.0,https://pypi.org/project/deepke,2023-09-21 04:12:03.000,,1703.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
417,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2024-02-12 06:44:22.000000,2020-04-27 18:40:41,522.0,,1130.0,167.0,215.0,49.0,146.0,3263.0,Performance analysis of predictive (alpha) stock factors.,26.0,27,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,1643.0,713.0,708.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,5.0,1367.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,21859.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
418,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2024-08-06 11:36:13.000000,2023-11-29 13:26:08,135.0,,272.0,52.0,21.0,41.0,97.0,2904.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,27,True,2023-11-29 13:30:45.000,2.3.1,35.0,sweetviz,conda-forge/sweetviz,,,,72960.0,2502.0,2472.0,https://pypi.org/project/sweetviz,2023-11-29 13:27:52.000,30.0,72181.0,https://anaconda.org/conda-forge/sweetviz,2023-12-04 12:10:57.449,33529.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
419,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2024-07-25 18:53:58.000000,2024-07-25 18:53:58,2707.0,2.0,381.0,38.0,521.0,59.0,217.0,2893.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",66.0,27,True,2024-03-11 02:20:29.000,0.3.10,47.0,textattack,conda-forge/textattack,,,,3821.0,302.0,291.0,https://pypi.org/project/textattack,2024-03-11 02:20:29.000,11.0,3648.0,https://anaconda.org/conda-forge/textattack,2023-06-16 19:22:50.186,8322.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
420,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2024-03-14 19:50:06.000000,2024-03-14 19:50:06,769.0,,740.0,180.0,75.0,21.0,565.0,2802.0,Python sync/async framework for Interactive Brokers API.,36.0,27,True,2023-07-02 12:44:10.283,0.9.86,111.0,ib_insync,conda-forge/ib-insync,,,,35306.0,44.0,,https://pypi.org/project/ib_insync,2022-11-21 09:32:01.715,44.0,34564.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,46045.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
421,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2024-04-03 16:17:05.000000,2024-03-04 15:46:26,1711.0,,421.0,45.0,365.0,22.0,350.0,2719.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",35.0,27,True,2024-03-04 20:59:17.000,3.3.4,71.0,foolbox,conda-forge/foolbox,,,,3603.0,637.0,623.0,https://pypi.org/project/foolbox,2024-03-04 20:59:17.000,14.0,3311.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,14601.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
422,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2024-05-17 16:33:06.000000,2023-12-03 09:09:14,2415.0,,256.0,27.0,1132.0,77.0,224.0,2626.0,Database system for AI-powered apps.,73.0,27,True,2023-11-19 16:35:30.000,0.3.9,45.0,evadb,,,['pytorch'],414658.0,16562.0,147.0,147.0,https://pypi.org/project/evadb,2023-11-19 16:35:24.000,,614.0,,,,3.0,,,,,,,,georgia-tech-db/evadb,,,,,,,,,,,,,,,,
423,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-08-22 18:44:14.000000,2024-08-22 18:30:45,140.0,29.0,336.0,31.0,325.0,41.0,340.0,2521.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,13.0,27,True,2024-08-10 15:47:41.000,1.0.0,21.0,adapter-transformers,,,['huggingface'],,19642.0,108.0,96.0,https://pypi.org/project/adapter-transformers,2024-07-07 11:49:43.000,12.0,19642.0,,,,3.0,,,,,,,,adapter-hub/adapters,,,,,,,,,,,,,,,,
424,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-07-05 14:45:32.000000,2024-07-05 14:45:32,437.0,1.0,827.0,89.0,286.0,199.0,103.0,2408.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,27,True,2024-04-08 20:03:12.000,0.6.1,12.0,aif360,conda-forge/aif360,,,,33272.0,509.0,477.0,https://pypi.org/project/aif360,2024-04-08 20:03:12.000,32.0,32979.0,https://anaconda.org/conda-forge/aif360,2024-04-09 06:44:48.814,14071.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
425,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,255.0,87.0,124.0,33.0,230.0,2203.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 23:06:15.139,0.13.0,32.0,textacy,conda-forge/textacy,,,,28591.0,1924.0,1858.0,https://pypi.org/project/textacy,2023-04-02 23:06:15.139,66.0,26771.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,160201.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
426,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2024-09-12 14:33:01.000000,2023-06-01 12:18:23,739.0,,316.0,43.0,44.0,99.0,56.0,2191.0,A modular active learning framework for Python.,20.0,27,False,2024-09-12 14:33:01.000,0.64.103,1227.0,modAL,,,['sklearn'],39.0,345709.0,53.0,,https://pypi.org/project/modAL,2024-09-12 14:33:01.000,53.0,345709.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
427,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2024-04-26 00:01:37.000000,2021-07-09 11:06:18,56.0,,523.0,43.0,25.0,74.0,38.0,2187.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,27,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,['tensorflow'],,113517.0,6028.0,5957.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,71.0,113282.0,https://anaconda.org/conda-forge/mtcnn,2023-06-16 19:18:00.316,12925.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
428,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,317.0,63.0,38.0,97.0,160.0,2176.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,27,False,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,['tensorflow'],,12688.0,378.0,372.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,6.0,12688.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
429,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2024-09-11 15:55:08.000000,2024-08-23 09:42:27,14659.0,12.0,84.0,42.0,54.0,15.0,78.0,2142.0,The friendly PIL fork.,435.0,27,False,,,66.0,pillow-simd,,,,,26762.0,65.0,,https://pypi.org/project/pillow-simd,2024-08-23 09:48:44.000,65.0,26762.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
430,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-09-09 14:08:30.000000,2024-09-09 14:08:30,2228.0,155.0,132.0,28.0,249.0,5.0,42.0,2000.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,27,True,2024-05-23 20:28:44.000,0.5.2,146.0,labml,,,,,4138.0,181.0,167.0,https://pypi.org/project/labml,2024-05-23 20:28:44.000,14.0,4138.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
431,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,,279.0,40.0,495.0,172.0,151.0,1777.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,27,True,2022-12-16 20:54:02.878,0.12.1,86.0,petastorm,,,,478.0,150933.0,186.0,178.0,https://pypi.org/project/petastorm,2023-02-03 00:33:00.499,8.0,150927.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
432,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000000,2023-10-08 14:28:43,1157.0,,213.0,36.0,1081.0,25.0,496.0,1738.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,True,2023-06-30 13:37:19.283,0.8.2,40.0,lightning-flash,conda-forge/lightning-flash,,['pytorch'],,2041.0,300.0,295.0,https://pypi.org/project/lightning-flash,2022-05-11 18:17:54.000,5.0,1455.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,21693.0,2.0,,,,,,,,Lightning-Universe/lightning-flash,,,,,,,,,,,,,,,,
433,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-09-11 23:33:51.000000,2024-09-11 19:01:15,6572.0,113.0,297.0,44.0,2887.0,178.0,1563.0,1672.0,cuGraph - RAPIDS Graph Analytics Library.,115.0,27,True,2024-08-08 02:37:35.000,24.08.00,39.0,cugraph,conda-forge/libcugraph,,,,759.0,4.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,4.0,200.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,22935.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
