,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
363,swifter,jmcarpenter2/swifter,data-containers,,https://github.com/jmcarpenter2/swifter,https://github.com/jmcarpenter2/swifter,MIT,2018-04-07 21:37:19.000,2022-02-10 21:57:44.784000,2022-02-07 17:34:52,441.0,14.0,88,27.0,67.0,23.0,87.0,1921,A package which efficiently applies any function to a pandas dataframe or series in the fastest available manner.,15.0,28,True,2022-02-07 17:33:50.000,1.1.2,75.0,swifter,conda-forge/swifter,['pandas'],,131653.0,530.0,502.0,https://pypi.org/project/swifter,2022-02-07 17:33:50.000,28.0,128009.0,https://anaconda.org/conda-forge/swifter,2022-02-10 21:57:44.784,127559.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
364,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2022-02-06 22:36:09.000000,2022-02-04 20:26:33,413.0,10.0,321,62.0,126.0,23.0,60.0,1755,Python implementation of TextRank for phrase extraction and summarization of text documents.,18.0,28,True,2021-10-10 01:12:11.000,3.2.2,18.0,pytextrank,,,,25261.0,247.0,235.0,https://pypi.org/project/pytextrank,2021-10-10 01:12:11.000,12.0,25261.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
365,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636.0,37.0,157,58.0,65.0,69.0,123.0,1705,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,28,True,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,12.0,1171.0,180.0,170.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,10.0,1171.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
366,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2022-02-25 16:47:43.000000,2022-02-25 16:47:43,975.0,31.0,211,35.0,189.0,13.0,88.0,1621,Shapash makes Machine Learning models transparent and understandable by everyone.,31.0,28,True,2022-01-14 09:36:25.000,1.6.1,17.0,shapash,,['jupyter'],,18038.0,66.0,66.0,https://pypi.org/project/shapash,2022-01-14 09:36:25.000,,18038.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
367,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2021-11-09 18:12:48.000000,2021-11-09 18:12:47,178.0,,209,54.0,58.0,77.0,160.0,1601,A Python wrapper for the tesseract-ocr API.,26.0,28,True,2021-06-19 21:10:18.000,2.5.2,16.0,tesserocr,conda-forge/tesserocr,,,62320.0,678.0,617.0,https://pypi.org/project/tesserocr,2021-06-19 21:10:18.000,61.0,60093.0,https://anaconda.org/conda-forge/tesserocr,2021-01-13 16:38:14.456,64593.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
368,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2022-03-02 11:01:43.000000,2022-02-04 13:55:51,367.0,25.0,177,43.0,338.0,110.0,158.0,1541,Algorithms for explaining machine learning models.,18.0,28,True,2022-01-28 18:03:00.000,0.6.4,23.0,alibi,,,,41795.0,165.0,143.0,https://pypi.org/project/alibi,2022-01-28 18:01:31.000,22.0,41795.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
369,streamparse,Parsely/streamparse,data-pipelines,,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000,2022-01-10 21:46:17.000000,2022-01-10 21:42:18,1069.0,10.0,217,103.0,167.0,70.0,263.0,1456,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",42.0,28,True,2022-01-10 21:46:17.000,4.1.2,50.0,streamparse,,,,3788.0,81.0,54.0,https://pypi.org/project/streamparse,2022-01-10 21:43:49.000,27.0,3788.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
370,ploomber,ploomber/ploomber,data-pipelines,,https://github.com/ploomber/ploomber,https://github.com/ploomber/ploomber,Apache-2.0,2020-01-20 20:13:06.000,2022-03-03 15:04:29.000000,2022-03-01 15:12:35,2455.0,272.0,99,17.0,73.0,157.0,404.0,1449,"The fastest way to build data pipelines. Develop iteratively, deploy anywhere.",36.0,28,True,2022-02-28 03:35:55.000,0.16.1,77.0,ploomber,conda-forge/ploomber,,,8032.0,33.0,29.0,https://pypi.org/project/ploomber,2022-02-28 03:35:55.000,4.0,7551.0,https://anaconda.org/conda-forge/ploomber,2022-02-28 14:04:05.866,4331.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
371,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2022-02-19 02:47:30.000000,2022-02-19 02:26:07,669.0,5.0,234,41.0,472.0,141.0,138.0,1369,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,43.0,28,True,2022-02-19 02:47:30.000,0.11.4,77.0,petastorm,,,309.0,101311.0,61.0,55.0,https://pypi.org/project/petastorm,2022-02-19 02:47:30.000,6.0,101304.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
372,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/mwydmuch/ViZDoom,https://github.com/mwydmuch/ViZDoom,MIT,2015-06-26 18:38:23.000,2022-01-20 22:44:16.000000,2022-01-20 22:44:16,1529.0,8.0,318,51.0,71.0,89.0,346.0,1331,Doom-based AI Research Platform for Reinforcement Learning from Raw Visual Information.,46.0,28,True,2021-11-22 11:15:55.000,1.1.11,22.0,vizdoom,,,11441.0,1825.0,138.0,124.0,https://pypi.org/project/vizdoom,2021-11-22 11:16:41.000,14.0,1667.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
373,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-02-23 11:52:44.440000,2022-02-23 05:43:28,583.0,9.0,273,38.0,32.0,4.0,190.0,1256,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",19.0,28,True,2022-02-23 05:45:04.000,1.3.3,16.0,ogb,conda-forge/ogb,,,41109.0,253.0,240.0,https://pypi.org/project/ogb,2022-02-23 05:45:04.000,13.0,40735.0,https://anaconda.org/conda-forge/ogb,2022-02-23 11:52:44.440,6733.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
374,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2022-03-01 20:32:44.000000,2022-03-01 20:32:39,290.0,9.0,167,46.0,224.0,128.0,109.0,1216,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,30.0,28,True,2021-08-23 23:29:59.000,0.6.0,12.0,tensorflow-recommenders,,['tensorflow'],,494903.0,75.0,74.0,https://pypi.org/project/tensorflow-recommenders,2021-08-23 23:29:59.000,1.0,494903.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
375,pandera,pandera-dev/pandera,data-containers,,https://github.com/pandera-dev/pandera,https://github.com/pandera-dev/pandera,MIT,2018-11-01 02:18:34.000,2022-03-03 15:02:41.000000,2022-02-08 16:44:51,395.0,18.0,84,11.0,367.0,87.0,279.0,1111,"A light-weight, flexible, and expressive data validation library for dataframes.",48.0,28,True,2022-02-09 00:35:30.000,0.9.0,42.0,pandera,conda-forge/pandera-core,['pandas'],,217300.0,184.0,163.0,https://pypi.org/project/pandera,2022-02-09 00:35:30.000,21.0,216947.0,https://anaconda.org/conda-forge/pandera-core,2022-02-15 03:04:05.952,6003.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
376,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2022-03-03 07:15:27.000000,2022-03-03 07:15:27,954.0,7.0,150,55.0,181.0,35.0,207.0,1101,A full spaCy pipeline and models for scientific/biomedical documents.,23.0,28,True,2021-02-12 22:56:06.000,0.4.0,10.0,scispacy,,,,29459.0,418.0,407.0,https://pypi.org/project/scispacy,2021-02-12 22:56:06.000,11.0,29459.0,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
377,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2022-01-31 17:47:09.921000,2022-01-30 22:27:10,4173.0,36.0,273,76.0,624.0,11.0,598.0,982,PySAL: Python Spatial Analysis Library Meta-Package.,75.0,28,True,2022-01-30 19:38:41.000,2.6.0,28.0,pysal,conda-forge/pysal,,,25651.0,30.0,,https://pypi.org/project/pysal,2022-01-30 19:38:41.000,30.0,19280.0,https://anaconda.org/conda-forge/pysal,2022-01-31 17:47:09.921,433293.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
378,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2022-03-03 14:28:37.000000,2022-03-02 14:45:56,1344.0,41.0,136,23.0,581.0,99.0,352.0,829,Clean APIs for data cleaning. Python implementation of R package Janitor.,96.0,28,True,2021-11-21 02:25:32.000,0.22.0,53.0,pyjanitor,conda-forge/pyjanitor,,,22637.0,163.0,153.0,https://pypi.org/project/pyjanitor,2021-11-21 02:25:27.000,10.0,20292.0,https://anaconda.org/conda-forge/pyjanitor,2021-11-22 17:28:45.154,112578.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
379,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2022-01-22 16:40:06.510000,2022-01-20 16:14:49,797.0,2.0,218,41.0,477.0,230.0,238.0,787,Scalable Machine Learning with Dask.,71.0,28,True,2022-01-22 13:23:47.000,2022.1.22,33.0,dask-ml,conda-forge/dask-ml,,,78935.0,615.0,560.0,https://pypi.org/project/dask-ml,2022-01-22 13:23:47.000,55.0,73859.0,https://anaconda.org/conda-forge/dask-ml,2022-01-22 16:40:06.510,269028.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
380,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2022-02-14 15:21:23.000000,2022-01-03 20:57:51,456.0,1.0,90,29.0,98.0,22.0,59.0,692,Python bindings and utilities for GeoJSON.,46.0,28,True,2019-08-09 20:32:15.000,2.5.0,28.0,geojson,conda-forge/geojson,,,766649.0,9811.0,8693.0,https://pypi.org/project/geojson,2019-08-09 20:32:15.000,1118.0,759987.0,https://anaconda.org/conda-forge/geojson,2019-08-11 12:10:34.426,479710.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
381,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/Adapter-Hub/adapter-transformers,https://github.com/Adapter-Hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2022-02-28 09:02:02.000000,2022-02-09 17:33:01,8764.0,14.0,109,14.0,150.0,40.0,105.0,689,Huggingface Transformers + Adapters =.,1066.0,28,True,2022-02-09 18:26:26.000,2.3.0,13.0,adapter-transformers,,['huggingface'],,53744.0,50.0,46.0,https://pypi.org/project/adapter-transformers,2022-02-09 18:26:26.000,4.0,53744.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
382,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2022-02-14 00:38:14.000000,2022-02-10 19:12:32,573.0,41.0,78,12.0,75.0,45.0,52.0,592,A Python nearest neighbor descent for approximate nearest neighbors.,18.0,28,True,2022-01-21 03:32:05.000,0.5.6,25.0,pynndescent,conda-forge/pynndescent,,,1289305.0,1312.0,1287.0,https://pypi.org/project/pynndescent,2022-01-21 03:32:05.000,25.0,1274796.0,https://anaconda.org/conda-forge/pynndescent,2022-01-22 20:10:32.647,478814.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
383,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2022-03-01 09:11:57.000000,2022-03-01 09:11:56,2491.0,50.0,74,12.0,87.0,13.0,53.0,505,Python bindings for MPI.,20.0,28,True,2021-11-25 21:07:13.000,3.1.3,20.0,mpi4py,conda-forge/mpi4py,,3582.0,174382.0,582.0,,https://pypi.org/project/mpi4py,2021-12-15 13:48:39.969,582.0,159896.0,https://anaconda.org/conda-forge/mpi4py,2021-11-25 23:30:14.783,944275.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
384,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2022-03-03 07:11:58.000000,2022-03-03 07:11:58,588.0,16.0,90,28.0,64.0,22.0,60.0,439,For recording and retrieving metadata associated with ML developer and data scientist workflows.,13.0,28,True,2022-02-28 20:09:07.000,1.7.0,34.0,ml-metadata,,,1724.0,443632.0,208.0,190.0,https://pypi.org/project/ml-metadata,2022-02-28 20:09:07.000,18.0,443585.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
385,audioread,beetbox/audioread,audio,,https://github.com/beetbox/audioread,https://github.com/beetbox/audioread,MIT,2011-11-08 19:53:18.000,2022-01-08 02:58:29.695000,2021-12-03 18:19:53,251.0,,90,19.0,43.0,31.0,46.0,390,cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding for Python.,21.0,28,True,2020-10-20 11:23:09.000,2.1.9,25.0,audioread,conda-forge/audioread,,,538720.0,7867.0,7542.0,https://pypi.org/project/audioread,2020-10-20 11:23:09.000,325.0,533010.0,https://anaconda.org/conda-forge/audioread,2022-01-08 02:58:29.695,388335.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
386,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2022-02-26 13:35:58.000000,2021-11-03 02:20:58,1873.0,,593,195.0,435.0,51.0,236.0,9502,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",46.0,27,True,2021-06-06 17:14:16.000,5.14.0,50.0,ciphey,,,,11635.0,,,https://pypi.org/project/ciphey,2021-06-06 17:13:48.000,,11165.0,,,,2.0,,remnux/ciphey,,https://hub.docker.com/r/remnux/ciphey,2022-02-05 15:31:24.752320,5.0,15050.0,,,,,,,,,,,,,,,,,,
387,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2022-02-26 17:29:55.000000,2022-02-06 23:25:14,2314.0,28.0,588,149.0,1345.0,106.0,979.0,7680,Production infrastructure for machine learning at scale.,24.0,27,True,2022-01-10 17:48:15.000,0.42.0,62.0,cortex,,,,1585.0,1.0,,https://pypi.org/project/cortex,2022-01-10 17:37:01.000,1.0,1585.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
388,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2021-11-02 08:10:31.000000,2021-04-15 15:16:36,162.0,,1355,128.0,50.0,133.0,135.0,6814,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,27,True,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,['pytorch'],1264618.0,785104.0,30.0,,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,30.0,732412.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
389,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2022-02-02 20:35:08.000000,2022-02-02 20:35:01,1592.0,2.0,679,149.0,1524.0,85.0,121.0,6788,Trax Deep Learning with Clear Code and Speed.,75.0,27,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,4548.0,43.0,43.0,https://pypi.org/project/trax,2021-10-26 20:27:35.000,,4548.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
390,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,264.0,,834,276.0,93.0,76.0,76.0,6787,Visualizations for machine learning datasets.,28.0,27,True,2019-07-24 15:57:06.000,1.0.0,4.0,facets-overview,,['jupyter'],,136126.0,106.0,102.0,https://pypi.org/project/facets-overview,2019-07-24 15:57:06.000,4.0,136126.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
391,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2022-03-02 22:52:59.000000,2022-03-01 01:36:25,934.0,38.0,902,98.0,381.0,530.0,402.0,6125,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,91.0,27,True,,,1.0,,conda-forge/nvidia-apex,['pytorch'],,2572.0,891.0,891.0,,,,,https://anaconda.org/conda-forge/nvidia-apex,2021-04-22 16:13:47.237,74606.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
392,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2021-10-15 05:38:50.000000,2021-10-15 05:38:50,537.0,,830,128.0,58.0,122.0,70.0,4651,Image augmentation library in Python for machine learning.,22.0,27,True,2021-10-14 08:49:48.000,0.2.9,21.0,Augmentor,,,,9493.0,445.0,416.0,https://pypi.org/project/Augmentor,2021-10-14 08:49:48.000,29.0,9493.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
393,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2021-12-17 19:19:11.878000,2021-03-15 15:49:05,145.0,,887,180.0,74.0,190.0,145.0,4597,Official Kaggle API.,36.0,27,True,2021-03-13 00:50:03.000,1.5.12,48.0,kaggle,conda-forge/kaggle,,,144828.0,324.0,,https://pypi.org/project/kaggle,2021-03-13 00:50:03.000,324.0,142533.0,https://anaconda.org/conda-forge/kaggle,2021-12-17 19:19:11.878,78059.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
394,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2022-03-03 09:38:24.000000,2022-03-01 10:00:39,9987.0,319.0,1175,136.0,2655.0,347.0,738.0,4046,An Industrial Grade Federated Learning Framework.,71.0,27,True,2022-03-01 10:02:26.000,1.7.2,32.0,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
395,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2021-06-20 09:40:21.000000,2021-05-10 18:34:53,57.0,,385,35.0,49.0,118.0,40.0,3414,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,27,True,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,['pytorch'],,76437.0,4443.0,4372.0,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000,71.0,76437.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
396,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2022-01-03 19:25:13.000000,2021-03-15 18:43:06,127.0,,834,142.0,28.0,33.0,74.0,3395,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,10.0,27,True,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,352290.0,3700.0,3526.0,https://pypi.org/project/vadersentiment,2020-05-22 15:07:00.000,174.0,351615.0,https://anaconda.org/conda-forge/vadersentiment,2021-03-22 07:41:03.629,8105.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
397,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2022-03-03 11:25:43.000000,2022-03-03 11:25:43,1554.0,128.0,378,54.0,1639.0,59.0,504.0,3274,The Unified Model Serving Framework.,101.0,27,True,2021-07-13 10:52:52.000,0.13.1,59.0,bentoml,,,934.0,14263.0,2.0,,https://pypi.org/project/bentoml,2022-03-01 12:34:25.000,2.0,14237.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
398,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2022-03-03 09:10:13.000000,2022-02-28 18:05:28,1063.0,75.0,635,131.0,913.0,231.0,310.0,3158,Simple and Distributed Machine Learning.,84.0,27,True,2022-01-12 22:42:34.000,0.9.5,23.0,mmlspark,,['spark'],,53780.0,,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000,,53780.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
399,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2022-02-10 08:43:13.000000,2022-02-10 08:43:04,2099.0,9.0,512,150.0,228.0,7.0,622.0,3102,Tensorforce: a TensorFlow library for applied reinforcement learning.,82.0,27,True,2021-08-30 20:20:58.000,0.6.5,14.0,tensorforce,,['tensorflow'],,2579.0,26.0,,https://pypi.org/project/tensorforce,2019-09-07 13:56:18.000,26.0,2579.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
400,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1047,217.0,3648.0,437.0,1101.0,2872,Unified and efficient Machine Learning.,248.0,27,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,,,1987.0,,,,,,,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,110710.0,3.0,,shogun/shogun,,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1480.0,,,,,,,,shogun,,,,,,,,,,
401,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2021-12-03 13:09:42.000000,2021-11-29 10:29:02,321.0,,206,59.0,41.0,9.0,,2613,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",11.0,27,True,2021-10-27 13:15:53.000,4.2.2,22.0,textdistance,conda-forge/textdistance,,503.0,299236.0,1802.0,1763.0,https://pypi.org/project/textdistance,2021-10-27 13:15:53.000,39.0,297554.0,https://anaconda.org/conda-forge/textdistance,2021-10-27 17:04:18.548,76923.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
402,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2022-03-02 16:42:17.000000,2022-03-01 21:58:23,14719.0,107.0,376,70.0,2658.0,656.0,1315.0,2613,cuML - RAPIDS Machine Learning Library.,147.0,27,True,2022-02-02 20:26:26.000,22.02.00,20.0,cuml,,,,632.0,2.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,2.0,632.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
403,sklearn-pandas,scikit-learn-contrib/sklearn-pandas,data-containers,,https://github.com/scikit-learn-contrib/sklearn-pandas,https://github.com/scikit-learn-contrib/sklearn-pandas,Zlib,2013-04-22 22:55:20.000,2021-10-17 18:07:36.000000,2021-05-08 08:05:59,287.0,,393,94.0,103.0,25.0,127.0,2558,Pandas integration with sklearn.,37.0,27,False,2021-05-08 08:32:08.000,2.1.0,27.0,sklearn-pandas,conda-forge/sklearn-pandas,"['sklearn', 'pandas']",,388317.0,3774.0,3625.0,https://pypi.org/project/sklearn-pandas,2021-05-08 08:14:28.000,149.0,387772.0,https://anaconda.org/conda-forge/sklearn-pandas,2021-05-08 14:16:36.778,8730.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
404,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2021-06-10 22:02:56.000000,2020-01-22 07:39:36,1198.0,,313,70.0,166.0,153.0,111.0,2505,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,27,False,2021-01-23 14:25:24.000,0.11.0,28.0,eli5,conda-forge/eli5,,,1279093.0,68.0,,https://pypi.org/project/eli5,2021-01-23 14:25:24.000,68.0,1277226.0,https://anaconda.org/conda-forge/eli5,2021-01-25 08:24:59.385,108331.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
