,name,github_id,pypi_id,conda_id,docs_url,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,projectrank_placing,github_release_downloads,helm_id,brew_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
372,Fairness 360,Trusted-AI/AIF360,aif360,,,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000000,2020-12-23 17:28:49.000000,2020-10-28 02:10:25.000000,380.0,35.0,46.0,1177.0,288.0,2020-06-02 22:59:53.000000,0.3.0,8.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",64.0,62.0,40.0,24,https://pypi.org/project/aif360,2020-06-02 22:49:24.000000,2.0,2871.0,2871.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
373,IB-insync,erdewit/ib_insync,ib_insync,conda-forge/ib-insync,,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000000,2020-12-13 10:15:17.000000,2020-12-13 10:15:02.000000,374.0,3.0,273.0,1166.0,544.0,2020-11-03 13:37:57.000000,0.9.64,89.0,Python sync/async framework for Interactive Brokers API.,12.0,,25.0,24,https://pypi.org/project/ib_insync,2020-11-03 13:37:57.000000,12.0,3254.0,3640.0,https://anaconda.org/conda-forge/ib-insync,2020-11-07 23:30:42.910000,6951.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
374,TextAttack,QData/TextAttack,textattack,,,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000000,2020-12-31 16:35:07.000000,2020-12-29 15:45:06.000000,124.0,26.0,76.0,1157.0,1902.0,2020-12-27 05:23:02.000000,0.2.15,35.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP.",11.0,11.0,30.0,24,https://pypi.org/project/textattack,2020-12-27 05:23:02.000000,0.0,1317.0,1317.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
375,Streamz,python-streamz/streamz,streamz,conda-forge/streamz,,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000000,2020-12-10 21:50:53.000000,2020-12-10 21:02:45.000000,111.0,89.0,125.0,895.0,723.0,2020-11-02 14:53:29.000000,0.6.1,14.0,Real-time stream processing for python.,196.0,180.0,38.0,24,https://pypi.org/project/streamz,2020-11-02 14:53:29.000000,16.0,2542.0,5050.0,https://anaconda.org/conda-forge/streamz,2020-11-03 14:52:05.793000,100329.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
376,SciSpacy,allenai/scispacy,scispacy,,,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000000,2020-12-31 04:39:24.000000,2020-11-10 19:32:41.000000,116.0,17.0,121.0,769.0,786.0,2020-10-16 17:13:40.000000,0.3.0,9.0,A full spaCy pipeline and models for scientific/biomedical documents.,203.0,191.0,14.0,24,https://pypi.org/project/scispacy,2020-10-16 17:13:40.000000,12.0,8675.0,8675.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
377,ffn,pmorissette/ffn,ffn,,,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000000,2020-12-24 03:15:18.000000,2020-12-18 01:00:27.000000,172.0,16.0,58.0,727.0,301.0,2018-05-28 14:01:56.000000,0.3.4,25.0,ffn - a financial function library for Python.,110.0,94.0,23.0,24,https://pypi.org/project/ffn,2018-05-28 14:01:56.000000,16.0,12685.0,12685.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
378,ktrain,amaiya/ktrain,ktrain,,,ml-frameworks,['tensorflow'],https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000000,2020-12-26 22:35:06.000000,2020-12-26 22:34:52.000000,167.0,8.0,278.0,704.0,2137.0,2020-12-23 23:20:12.000000,0.25.3,145.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,109.0,108.0,12.0,24,https://pypi.org/project/ktrain,2020-12-05 17:43:35.000000,1.0,6855.0,6855.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
379,GPyOpt,SheffieldML/GPyOpt,gpyopt,,,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04.000000,214.0,100.0,186.0,700.0,514.0,2020-03-19 21:21:18.000000,1.2.6,11.0,Gaussian Process Optimization using GPy.,197.0,161.0,49.0,24,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000000,36.0,4909.0,4909.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
380,pythreejs,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,,data-viz,['jupyter'],https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000000,2020-12-20 23:49:12.000000,2020-10-09 09:41:09.000000,156.0,58.0,136.0,691.0,1594.0,2020-03-19 11:32:37.000000,2.2.1,42.0,A Jupyter - Three.js bridge.,36.0,15.0,24.0,24,https://pypi.org/project/pythreejs,2020-10-09 09:40:47.000000,13.0,6770.0,15628.0,https://anaconda.org/conda-forge/pythreejs,2020-10-12 12:24:08.446000,255517.0,True,3,,,,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2020-03-19 11:22:13.041000,8.0,4296.0,,,,,,,,,,,
381,Hail,hail-is/hail,hail,,,medical-data,['spark'],https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000000,2020-12-23 17:34:47.000000,2020-12-23 03:22:51.000000,179.0,323.0,1934.0,690.0,7617.0,2020-12-03 19:29:37.000000,0.2.61,81.0,Scalable genomic data analysis.,27.0,27.0,68.0,24,https://pypi.org/project/hail,2020-12-03 19:29:37.000000,,1566.0,1566.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
382,PennyLane,PennyLaneAI/PennyLane,pennylane,,,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000000,2020-12-29 20:14:18.000000,2020-12-22 16:04:07.000000,201.0,50.0,218.0,682.0,1734.0,2020-12-22 16:10:22.000000,0.13.0-post2,18.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,20.0,,38.0,24,https://pypi.org/project/pennylane,2020-11-27 18:07:34.000000,20.0,2660.0,2662.0,,,,True,2,52.0,,,,,,,,,,,,,,,,,,,,,,,
383,Singer,singer-io/getting-started,singer-python,,,data-loading,,https://github.com/singer-io/getting-started,https://github.com/singer-io/getting-started,AGPL-3.0,2016-10-31 16:53:56.000000,2020-12-04 20:57:23.000000,2020-12-04 20:57:19.000000,91.0,20.0,16.0,658.0,173.0,2019-11-04 21:43:38.000000,5.9.1,100.0,"Standard for moving data between databases, web APIs, files, queues, and just about anything else you can think of.",300.0,,26.0,24,https://pypi.org/project/singer-python,2020-10-27 17:49:47.000000,300.0,63985.0,63985.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
384,pyjanitor,ericmjl/pyjanitor,pyjanitor,conda-forge/pyjanitor,,others,,https://github.com/ericmjl/pyjanitor,https://github.com/ericmjl/pyjanitor,MIT,2018-03-04 22:43:33.000000,2020-12-31 21:37:20.000000,2020-12-31 02:32:49.000000,119.0,88.0,278.0,606.0,1162.0,2020-10-03 12:24:35.000000,0.20.10,46.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,74.0,72.0,87.0,24,https://pypi.org/project/pyjanitor,2020-10-03 12:24:35.000000,2.0,1623.0,3851.0,https://anaconda.org/conda-forge/pyjanitor,2020-10-04 12:30:53.707000,75772.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
385,neo4j-driver,neo4j/neo4j-python-driver,neo4j-driver,,,db-clients,,https://github.com/neo4j/neo4j-python-driver,https://github.com/neo4j/neo4j-python-driver,Apache-2.0,2015-05-05 13:08:20.000000,2020-12-22 10:27:48.000000,2020-12-18 12:08:10.000000,132.0,4.0,167.0,587.0,,2020-12-21 13:59:28.000000,4.2.1,81.0,Neo4j Bolt driver for Python.,382.0,,26.0,24,https://pypi.org/project/neo4j-driver,2020-12-21 13:56:38.000000,382.0,74741.0,74741.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
386,pyahocorasick,WojciechMula/pyahocorasick,pyahocorasick,conda-forge/pyahocorasick,,nlp,,https://github.com/WojciechMula/pyahocorasick,https://github.com/WojciechMula/pyahocorasick,BSD-3-Clause,2013-05-30 19:55:46.000000,2020-12-23 10:51:28.000000,2020-12-23 10:51:27.000000,85.0,30.0,63.0,565.0,394.0,2018-12-20 19:06:01.000000,1.4.0,22.0,Python module (C extension and plain python) implementing Aho-Corasick algorithm.,524.0,460.0,20.0,24,https://pypi.org/project/pyahocorasick,2019-01-14 16:20:13.000000,64.0,105794.0,108651.0,https://anaconda.org/conda-forge/pyahocorasick,2020-10-13 12:20:05.350000,105727.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
387,HappyBase,python-happybase/happybase,happybase,conda-forge/happybase,,db-clients,,https://github.com/python-happybase/happybase,https://github.com/python-happybase/happybase,MIT,2012-05-20 20:06:10.000000,2020-04-09 10:46:31.000000,2020-04-09 10:46:29.000000,151.0,27.0,179.0,552.0,283.0,2017-04-03 21:13:18.000000,1.1.0,11.0,A developer-friendly Python library to interact with Apache HBase.,874.0,452.0,19.0,24,https://pypi.org/project/happybase,2017-04-03 21:13:18.000000,422.0,41641.0,42502.0,https://anaconda.org/conda-forge/happybase,2019-07-01 13:37:04.756000,47373.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
388,Intake,intake/intake,intake,conda-forge/intake,,data-loading,,https://github.com/intake/intake,https://github.com/intake/intake,BSD-2-Clause,2017-08-14 20:44:22.000000,2020-12-24 16:46:34.000000,2020-12-16 20:19:01.000000,91.0,75.0,189.0,510.0,1612.0,2020-06-03 19:03:40.000000,0.6.0,19.0,"Intake is a lightweight package for finding, investigating, loading and disseminating data.",287.0,213.0,51.0,24,https://pypi.org/project/intake,2020-06-03 19:03:40.000000,74.0,3198.0,5270.0,https://anaconda.org/conda-forge/intake,2020-06-03 19:49:52.133000,53886.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
389,datalad,datalad/datalad,datalad,conda-forge/datalad,,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000000,2020-12-22 14:33:58.000000,2020-12-22 14:33:56.000000,68.0,711.0,2150.0,219.0,13176.0,2020-12-14 16:11:03.000000,0.13.6,61.0,"Keep code, data, containers under control with git and git-annex.",26.0,,40.0,24,https://pypi.org/project/datalad,2020-12-14 16:07:46.000000,26.0,1572.0,3767.0,https://anaconda.org/conda-forge/datalad,2020-12-14 19:11:37.177000,74658.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
390,PaddleOCR,PaddlePaddle/PaddleOCR,paddleocr,,,ocr,['paddle'],https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000000,2020-12-31 08:31:22.000000,2020-12-31 08:31:21.000000,1580.0,279.0,768.0,8073.0,,2020-12-18 04:01:23.000000,2.0.2,10.0,"Awesome multilingual OCR toolkits based on PaddlePaddle practical ultra lightweight OCR system, provide data..",11.0,11.0,41.0,23,https://pypi.org/project/paddleocr,2020-12-18 04:01:23.000000,0.0,1587.0,1587.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
391,Facets Overview,pair-code/facets,facets-overview,,,data-viz,['jupyter'],https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000000,2020-10-27 19:51:23.000000,2020-10-27 19:51:22.000000,787.0,70.0,75.0,6435.0,259.0,2019-07-24 15:33:29.000000,0.9.1,4.0,Visualizations for machine learning datasets.,35.0,35.0,27.0,23,https://pypi.org/project/facets-overview,2019-07-24 15:33:29.000000,,25977.0,25977.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
392,Ciphey,Ciphey/Ciphey,ciphey,,,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000000,2020-12-30 23:29:45.000000,2020-12-07 03:11:45.000000,327.0,45.0,168.0,5993.0,1712.0,2020-12-02 12:36:44.000000,5.11.0,43.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",,,38.0,23,https://pypi.org/project/ciphey,2020-12-02 12:36:44.000000,,5143.0,5535.0,,,,True,3,,,,remnux/ciphey,https://hub.docker.com/r/remnux/ciphey,2020-12-17 02:51:41.340501,1.0,7068.0,,,,,,,,,,,,,,,,
393,Apex,NVIDIA/apex,,conda-forge/nvidia-apex,,gpu-utilities,['pytorch'],https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000000,2020-12-17 17:18:44.000000,2020-12-17 17:18:43.000000,656.0,425.0,359.0,4904.0,828.0,,,1.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,410.0,410.0,77.0,23,,,,,1857.0,https://anaconda.org/conda-forge/nvidia-apex,2020-11-23 18:41:00.769000,27865.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
394,flashtext,vi3k6i5/flashtext,flashtext,,,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000000,2020-06-05 00:37:46.000000,2020-05-03 07:13:22.000000,521.0,48.0,49.0,4593.0,108.0,,,18.0,Extract Keywords from sentence or Replace keywords in sentences.,352.0,320.0,8.0,23,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000000,32.0,233254.0,233254.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
395,Face Alignment,1adrianb/face-alignment,face-alignment,,,image,['pytorch'],https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000000,2020-12-30 17:11:07.000000,2020-12-30 17:11:06.000000,993.0,29.0,189.0,4575.0,196.0,2020-12-22 21:34:55.000000,1.3.3,9.0,2D and 3D Face alignment library build using pytorch.,6.0,,21.0,23,https://pypi.org/project/face-alignment,2020-12-22 21:34:55.000000,6.0,5560.0,5560.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
396,PaddleHub,PaddlePaddle/PaddleHub,paddlehub,,,others,['paddle'],https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000000,2020-12-31 07:30:00.000000,2020-12-30 15:57:48.000000,966.0,247.0,370.0,4317.0,,2020-12-02 05:03:05.000000,2.0.0-beta1,38.0,"Awesome pre-trained models toolkit based on PaddlePaddle.180+ models including Image, Text, Audio and Video with Easy..",73.0,73.0,32.0,23,https://pypi.org/project/paddlehub,2020-12-24 13:01:16.000000,0.0,2228.0,2247.0,,,,True,3,421.0,,,,,,,,,,,,,,,,,,,,,,,
397,textgenrnn,minimaxir/textgenrnn,textgenrnn,,,nlp,['tensorflow'],https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000000,2020-12-25 03:33:19.000000,2020-07-14 02:41:10.000000,654.0,107.0,79.0,4201.0,174.0,2020-02-03 01:07:00.000000,2.0.0,14.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,575.0,561.0,19.0,23,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000000,14.0,890.0,901.0,,,,True,3,385.0,,,,,,,,,,,,,,,,,,,,,,,
398,DeepSpeed,microsoft/DeepSpeed,deepspeed,,,distributed-ml,['pytorch'],https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,MIT,2020-01-23 18:35:18.000000,2020-12-30 09:56:57.000000,2020-12-23 06:26:26.000000,346.0,92.0,139.0,3871.0,376.0,2020-12-09 17:12:01.000000,0.3.9,17.0,"DeepSpeed is a deep learning optimization library that makes distributed training easy, efficient, and effective.",5.0,5.0,34.0,23,https://pypi.org/project/deepspeed,2020-12-23 06:29:20.000000,,956.0,1500.0,,,,True,3,,,,deepspeed/deepspeed,https://hub.docker.com/r/deepspeed/deepspeed,2020-11-20 00:17:12.819964,2.0,6536.0,,,,,,,,,,,,,,,,
399,Snips NLU,snipsco/snips-nlu,snips-nlu,,,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000000,2020-12-24 12:59:47.000000,2020-02-08 21:49:32.000000,454.0,50.0,196.0,3425.0,2153.0,2020-01-15 10:13:17.000000,0.20.2,58.0,Snips Python library to extract meaning from text.,8.0,,21.0,23,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000000,8.0,1384.0,1384.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
400,Great Expectations,great-expectations/great_expectations,great_expectations,,,data-pipelines,,https://github.com/great-expectations/great_expectations,https://github.com/great-expectations/great_expectations,Apache-2.0,2017-09-11 00:18:46.000000,2020-12-29 08:16:37.000000,2020-12-23 22:41:10.000000,373.0,153.0,581.0,3305.0,,2020-12-23 01:56:12.000000,0.13.4,95.0,Always know what to expect from your data.,6.0,,137.0,23,https://pypi.org/project/great_expectations,2020-12-23 01:50:41.000000,6.0,348956.0,348956.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
401,VisualDL,PaddlePaddle/VisualDL,visualdl,,,ml-experiments,['paddle'],https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000000,2020-12-30 10:41:04.000000,2020-12-30 10:41:03.000000,438.0,23.0,309.0,3179.0,,2020-12-29 13:20:08.000000,2.1.0,30.0,Deep Learning Visualization Toolkit.,131.0,121.0,26.0,23,https://pypi.org/project/visualdl,2020-12-29 09:00:11.000000,10.0,5032.0,5040.0,,,,True,3,58.0,,,,,,,,,,,,,,,,,,,,,,,
402,PyAlgoTrade,gbeced/pyalgotrade,pyalgotrade,,,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000000,2020-12-24 18:41:56.000000,2018-08-21 02:42:52.000000,1139.0,38.0,81.0,3097.0,1156.0,,,8.0,Python Algorithmic Trading Library.,87.0,66.0,11.0,23,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000000,21.0,692.0,692.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
403,Camelot,atlanhq/camelot,camelot-py,,,data-loading,,https://github.com/atlanhq/camelot,https://github.com/atlanhq/camelot,MIT,2016-06-18 11:48:49.000000,2020-07-27 12:28:15.000000,2019-10-15 05:25:40.000000,300.0,61.0,273.0,2958.0,446.0,2020-07-27 12:28:15.000000,0.8.2,21.0,Camelot: PDF Table Extraction for Humans.,10.0,,23.0,23,https://pypi.org/project/camelot-py,2020-07-27 12:28:15.000000,10.0,27515.0,27515.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
404,segmentation_models,qubvel/segmentation_models,segmentation_models,,,image,['tensorflow'],https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000000,2020-12-13 13:48:40.000000,2020-04-17 09:51:20.000000,657.0,137.0,234.0,2826.0,204.0,2020-01-10 11:36:02.000000,1.0.1,8.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,12.0,,14.0,23,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000000,12.0,16270.0,16270.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
405,gallery-dl,mikf/gallery-dl,gallery-dl,,,web-scraping,,https://github.com/mikf/gallery-dl,https://github.com/mikf/gallery-dl,GPL-2.0,2014-10-12 19:38:05.000000,2020-12-29 16:43:54.000000,2020-12-29 16:36:37.000000,226.0,191.0,930.0,2791.0,2786.0,2020-12-27 17:38:07.000000,1.16.1,88.0,Command-line program to download image galleries and collections from several image hosting sites.,4.0,,27.0,23,https://pypi.org/project/gallery-dl,2020-12-27 17:28:53.000000,4.0,5355.0,6616.0,,,,False,3,78233.0,,,,,,,,,,,,,,,,,,,,,,,
406,SHOGUN,shogun-toolbox/shogun,,conda-forge/shogun,,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000000,2020-12-30 09:06:22.000000,2020-12-08 16:56:38.000000,1015.0,544.0,1067.0,2779.0,16205.0,2019-07-05 10:23:31.000000,shogun_6.1.4,10.0,Unified and efficient Machine Learning.,,,248.0,23,,,,,2138.0,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070000,89312.0,True,3,,,shogun,shogun/shogun,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1436.0,,,,,,,,,,,,,,,,
407,keras-vis,raghakot/keras-vis,keras-vis,,,interpretability,['tensorflow'],https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000000,2020-04-20 01:03:13.000000,2020-04-20 01:03:12.000000,583.0,113.0,99.0,2769.0,195.0,2017-07-06 04:55:04.000000,0.4.1,11.0,Neural network visualization toolkit for keras.,661.0,633.0,10.0,23,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000000,28.0,2710.0,2710.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
408,PML,KevinMusgrave/pytorch-metric-learning,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,pytorch-utils,['pytorch'],https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000000,2020-12-29 15:56:02.000000,2020-12-28 15:10:58.000000,353.0,31.0,167.0,2561.0,551.0,2020-12-11 05:13:08.000000,0.9.95,135.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",41.0,41.0,12.0,23,https://pypi.org/project/pytorch-metric-learning,2019-12-27 11:28:11.000000,0.0,4260.0,4347.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2020-12-11 06:48:33.049000,1046.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,
409,WikiExtractor,attardi/wikiextractor,wikiextractor,,,web-scraping,,https://github.com/attardi/wikiextractor,https://github.com/attardi/wikiextractor,AGPL-3.0,2015-03-22 12:03:01.000000,2020-12-29 20:06:57.000000,2020-12-17 12:17:34.000000,719.0,81.0,107.0,2482.0,217.0,2020-12-05 19:18:56.000000,3.0.4,3.0,A tool for extracting plain text from Wikipedia dumps.,40.0,36.0,29.0,23,https://pypi.org/project/wikiextractor,2020-12-05 19:18:56.000000,4.0,2476.0,2476.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
410,MMLSpark,Azure/mmlspark,mmlspark,,,distributed-ml,['spark'],https://github.com/Azure/mmlspark,https://github.com/Azure/mmlspark,MIT,2017-06-05 08:23:44.000000,2020-12-11 15:17:54.000000,2020-12-03 17:05:17.000000,467.0,171.0,212.0,2220.0,760.0,2020-10-02 19:36:01.000000,1.0.0-rc3,17.0,Microsoft Machine Learning for Apache Spark.,,,61.0,23,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000000,,19384.0,19384.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
411,neuralcoref,huggingface/neuralcoref,neuralcoref,conda-forge/neuralcoref,,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000000,2020-12-29 21:22:55.000000,2020-12-29 21:22:53.000000,373.0,40.0,214.0,2156.0,113.0,2019-04-08 11:28:27.000000,4.0.0,5.0,Fast Coreference Resolution in spaCy with Neural Networks.,277.0,268.0,20.0,23,https://pypi.org/project/neuralcoref,2019-04-08 08:53:12.000000,9.0,3459.0,3967.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453000,5560.0,True,3,161.0,,,,,,,,,,,,,,,,,,,,,,,
412,ClearML,allegroai/clearml,clearml,,,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000000,2020-12-31 22:27:25.000000,2020-12-31 22:27:24.000000,261.0,87.0,149.0,2058.0,949.0,2020-12-25 00:38:35.000000,0.17.2,37.0,"ClearML - Auto-Magical Suite of tools to streamline your ML workflow. Experiment Manager, ML-Ops and Data-Management.",5.0,5.0,24.0,23,https://pypi.org/project/clearml,2020-12-25 00:36:49.000000,0.0,539.0,2122.0,,,,True,3,246.0,,,allegroai/trains,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,29853.0,,,,,,,,,,,,,,,,
413,einops,arogozhnikov/einops,einops,conda-forge/einops,,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000000,2020-11-21 03:15:40.000000,2020-11-14 04:18:36.000000,66.0,22.0,38.0,2048.0,290.0,2020-09-08 08:33:29.000000,0.3,3.0,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",162.0,152.0,10.0,23,https://pypi.org/project/einops,2020-09-08 08:21:26.000000,10.0,9683.0,9894.0,https://anaconda.org/conda-forge/einops,2020-10-15 20:10:19.681000,3377.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
414,scikit-plot,reiinakano/scikit-plot,scikit-plot,conda-forge/scikit-plot,,interpretability,['sklearn'],https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000000,2020-07-22 16:19:25.000000,2018-08-19 12:37:47.000000,239.0,21.0,38.0,1979.0,130.0,2018-08-19 12:21:01.000000,0.3.7,27.0,An intuitive library to add plotting functionality to scikit-learn objects.,700.0,673.0,13.0,23,https://pypi.org/project/scikit-plot,2018-08-19 12:18:46.000000,27.0,47472.0,49339.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043000,78427.0,False,2,,,,,,,,,,,,,,,,,,,,,,,,
415,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial-robustness-toolbox,,,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000000,2020-12-24 18:59:20.000000,2020-12-19 00:01:10.000000,548.0,51.0,318.0,1929.0,,2020-12-01 01:59:38.000000,1.5.0,26.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",94.0,94.0,58.0,23,https://pypi.org/project/adversarial-robustness-toolbox,2020-12-01 01:03:21.000000,,1805.0,1805.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
