,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
387,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-07-06 02:02:38.000000,2022-06-26 20:22:50,365.0,11.0,190,46.0,437.0,24.0,66.0,2133,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",13.0,27,True,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,21.0,48497.0,43.0,40.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,48497.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
388,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,277,65.0,14.0,26.0,45.0,1975,Stand-alone language identification system.,9.0,27,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,425066.0,1209.0,1045.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,164.0,425066.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
389,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,Apache-2.0,2016-02-03 16:52:45.000,2022-03-06 19:51:43.000000,2022-03-06 19:51:43,1716.0,,233,90.0,109.0,30.0,222.0,1941,"NLP, before and after spaCy.",32.0,27,True,2021-12-06 15:00:07.000,0.12.0,31.0,textacy,conda-forge/textacy,,,39702.0,100.0,,https://pypi.org/project/textacy,2021-12-06 15:00:07.000,100.0,37936.0,https://anaconda.org/conda-forge/textacy,2022-02-06 16:50:51.205,109523.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
390,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2022-06-04 06:50:39.000000,2022-03-07 19:11:16,438.0,,331,61.0,130.0,27.0,61.0,1834,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,18.0,27,True,2022-03-06 22:27:38.000,3.2.3,19.0,pytextrank,,,,29259.0,274.0,261.0,https://pypi.org/project/pytextrank,2022-03-06 22:27:38.000,13.0,29259.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
391,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,AGPL-3.0,2021-10-11 14:48:38.000,2022-07-07 14:41:36.000000,2022-07-07 07:03:14,1008.0,247.0,106,9.0,1089.0,158.0,478.0,1677,Test Suites for Validating ML Models & Data. Deepchecks is a Python package for comprehensively validating your..,24.0,27,False,2022-07-07 06:49:13.000,0.8.1,39.0,deepchecks,,,201.0,16244.0,15.0,15.0,https://pypi.org/project/deepchecks,2022-07-07 06:48:54.000,,16222.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
392,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2022-07-05 13:31:55.000000,2022-07-05 13:31:55,179.0,1.0,219,54.0,59.0,81.0,168.0,1654,A Python wrapper for the tesseract-ocr API.,26.0,27,True,2021-06-19 21:10:18.000,2.5.2,16.0,tesserocr,conda-forge/tesserocr,,,53702.0,741.0,674.0,https://pypi.org/project/tesserocr,2021-06-19 21:10:18.000,67.0,51411.0,https://anaconda.org/conda-forge/tesserocr,2022-05-04 23:34:17.279,75604.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
393,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-07-06 09:27:26.000000,2022-07-02 06:29:46,848.0,17.0,167,44.0,155.0,98.0,119.0,1646,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",23.0,27,True,2022-07-02 06:32:13.000,0.26.1,143.0,graphistry,,['jupyter'],,2146.0,76.0,72.0,https://pypi.org/project/graphistry,2022-07-02 06:32:13.000,4.0,2146.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
394,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2022-03-30 23:25:17.000000,2022-03-30 23:22:31,502.0,,299,104.0,46.0,19.0,138.0,1542,Distributed Deep learning with Keras & Spark.,27.0,27,True,2022-03-30 23:25:17.000,3.1.0,23.0,elephas,conda-forge/elephas,"['keras', 'spark']",,139809.0,59.0,56.0,https://pypi.org/project/elephas,2022-03-30 23:25:17.000,3.0,139562.0,https://anaconda.org/conda-forge/elephas,2021-06-02 18:33:53.270,8673.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
395,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2022-05-28 10:07:34.000000,2022-04-23 16:54:30,635.0,46.0,257,27.0,181.0,21.0,372.0,1531,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",22.0,27,True,2022-05-28 10:07:13.000,1.3,17.0,talos,,['tensorflow'],,1066.0,153.0,146.0,https://pypi.org/project/talos,2022-05-28 10:07:34.000,7.0,1066.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
396,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,318,73.0,742.0,54.0,168.0,1470,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02.000,0.13.1,24.0,chainercv,,,,3897.0,331.0,300.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,3897.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
397,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-07-01 15:54:43.000000,2022-07-01 15:54:31,484.0,21.0,316,79.0,84.0,62.0,228.0,1422,bt - flexible backtesting for Python.,27.0,27,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,4221.0,141.0,120.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000,21.0,3853.0,https://anaconda.org/conda-forge/bt,2022-06-24 15:03:04.364,5520.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
398,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2022-07-05 07:49:09.000000,2022-07-05 07:49:09,1155.0,108.0,254,27.0,298.0,48.0,85.0,1349,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,26.0,27,True,2022-04-21 09:53:00.000,2.2.3post0,18.0,pgl,,['paddle'],,3242.0,34.0,32.0,https://pypi.org/project/pgl,2022-04-21 08:39:32.000,2.0,3242.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
399,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-06-10 18:18:47.000000,2022-06-10 18:18:42,653.0,3.0,218,42.0,304.0,95.0,14.0,1283,Mesh TensorFlow: Model Parallelism Made Easier.,48.0,27,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,['tensorflow'],,20248.0,726.0,694.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,32.0,20248.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
400,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2022-06-10 20:11:23.000000,2022-06-10 20:11:23,891.0,3.0,473,110.0,247.0,10.0,288.0,1283,Execute Python code on the fly and display results in Tableau visualizations:.,47.0,27,True,2022-01-20 22:19:32.000,2.5.0,26.0,tabpy,anaconda/tabpy-client,,,21898.0,94.0,92.0,https://pypi.org/project/tabpy,2022-01-20 22:19:32.000,2.0,21851.0,https://anaconda.org/anaconda/tabpy-client,2022-05-02 20:36:07.551,2972.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
401,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-06-21 11:53:05.000000,2022-06-21 11:53:05,286.0,5.0,219,49.0,181.0,52.0,119.0,1251,Metric learning algorithms in Python.,22.0,27,True,2020-07-02 12:59:23.000,0.6.2,10.0,metric-learn,conda-forge/metric-learn,['sklearn'],,49064.0,227.0,216.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000,11.0,48841.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,6250.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
402,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2022-07-05 00:28:24.000000,2022-06-25 06:32:56,506.0,22.0,338,32.0,43.0,10.0,95.0,1091,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,27,False,2022-02-25 07:50:44.000,2.3.0,23.0,minisom,,,,12581.0,287.0,277.0,https://pypi.org/project/minisom,2022-02-25 07:49:30.000,10.0,12581.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
403,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2022-07-06 21:14:06.000000,2022-07-04 10:05:31,2766.0,219.0,159,28.0,402.0,71.0,456.0,984,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,58.0,27,True,2022-06-14 08:39:37.000,0.2.0,3.0,avalanche-lib,,,1.0,535.0,9.0,9.0,https://pypi.org/project/avalanche-lib,2022-06-14 08:38:26.000,,535.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
404,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-06-29 23:11:13.000000,2022-06-29 23:11:10,530.0,18.0,170,44.0,57.0,3.0,62.0,928,Training neural models with structured signals.,34.0,27,True,2020-08-18 00:35:35.000,1.3.1,7.0,neural-structured-learning,,['tensorflow'],,15296.0,248.0,246.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000,2.0,15296.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
405,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-06-15 06:45:42.000000,2022-06-15 06:45:42,1122.0,6.0,204,61.0,239.0,11.0,316.0,785,Search and download Copernicus Sentinel satellite images.,42.0,27,False,2022-01-05 19:58:27.000,1.1.1,40.0,sentinelsat,conda-forge/sentinelsat,,230.0,12992.0,365.0,335.0,https://pypi.org/project/sentinelsat,2022-01-05 19:58:27.000,30.0,12598.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,8218.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
406,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2022-07-05 16:27:49.000000,2022-07-05 16:27:37,4978.0,242.0,63,13.0,63.0,168.0,204.0,717,"Experiment tracking, ML developer tools.",20.0,27,True,2022-05-11 01:13:36.000,0.8.1,182.0,guildai,,,4.0,3994.0,53.0,53.0,https://pypi.org/project/guildai,2022-05-11 01:13:31.000,,3993.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
407,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2022-07-06 13:12:46.000000,2022-07-01 15:13:42,2601.0,99.0,77,14.0,120.0,13.0,69.0,557,Python bindings for MPI.,20.0,27,True,2021-11-25 21:07:13.000,3.1.3,20.0,mpi4py,conda-forge/mpi4py,,5408.0,229922.0,582.0,,https://pypi.org/project/mpi4py,2021-12-15 13:48:39.969,582.0,212708.0,https://anaconda.org/conda-forge/mpi4py,2022-04-04 08:04:09.204,1189285.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
408,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2022-07-02 23:03:22.000000,2022-07-02 15:27:59,388.0,4.0,89,23.0,60.0,13.0,79.0,539,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",21.0,27,True,2022-03-12 17:51:16.000,1.8.1,37.0,tinytag,,,,106843.0,612.0,542.0,https://pypi.org/project/tinytag,2022-03-12 17:51:16.000,70.0,106843.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
409,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-07-07 14:49:43.000000,2022-07-06 22:32:41,1120.0,159.0,126,16.0,1274.0,56.0,213.0,513,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",26.0,27,True,2022-06-10 13:59:31.000,0.19.0,36.0,raiwidgets,,"['pytorch', 'tensorflow', 'jupyter']",,8161.0,36.0,33.0,https://pypi.org/project/raiwidgets,2022-06-10 06:18:19.000,3.0,8161.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
410,audioread,beetbox/audioread,audio,,https://github.com/beetbox/audioread,https://github.com/beetbox/audioread,MIT,2011-11-08 19:53:18.000,2022-07-02 13:32:12.000000,2022-07-02 13:32:12,253.0,2.0,94,20.0,45.0,31.0,48.0,403,cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding for Python.,22.0,27,True,2020-10-20 11:23:09.000,2.1.9,25.0,audioread,conda-forge/audioread,,,851941.0,9210.0,8885.0,https://pypi.org/project/audioread,2020-10-20 11:23:09.000,325.0,845637.0,https://anaconda.org/conda-forge/audioread,2022-04-10 00:32:17.148,453922.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
411,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2022-07-06 22:16:42.000000,2022-07-06 18:51:24,3465.0,173.0,45,14.0,604.0,200.0,165.0,231,Asynchronous Distributed Hyperparameter Optimization.,28.0,27,False,2022-03-07 19:03:38.000,0.2.3,23.0,orion,,,,6239.0,78.0,71.0,https://pypi.org/project/orion,2022-06-03 15:22:27.000,7.0,6239.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
412,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2022-07-04 12:59:41.000000,2022-07-04 10:01:44,206.0,9.0,38,12.0,181.0,12.0,165.0,193,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",10.0,27,False,2022-02-15 20:52:07.000,3.4.0,67.0,pystan,conda-forge/pystan,,,2964722.0,253.0,,https://pypi.org/project/pystan,2022-07-04 12:59:41.000,253.0,2940472.0,https://anaconda.org/conda-forge/pystan,2022-02-03 10:06:49.622,1552028.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
413,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1397,131.0,51.0,139.0,139.0,7044,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,26,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,['pytorch'],1712884.0,167379.0,30.0,,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,30.0,106205.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
414,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1321,352.0,14.0,40.0,65.0,5859,Python library for processing Chinese text.,8.0,26,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,7756.0,939.0,900.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,39.0,7756.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
415,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2022-04-18 14:51:39.000000,2021-03-19 15:48:33,667.0,,593,159.0,128.0,73.0,100.0,4414,A collection of infrastructure and tools for research in neural network interpretability.,40.0,26,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,['tensorflow'],,1974.0,652.0,646.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,1974.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
416,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2022-07-07 11:26:14.000000,2022-04-15 10:35:39,10410.0,53.0,1288,139.0,2788.0,437.0,827.0,4353,An Industrial Grade Federated Learning Framework.,74.0,26,True,2022-04-18 14:23:38.000,1.8.0,34.0,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
417,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2022-07-07 11:19:06.000000,2022-07-07 11:17:23,785.0,373.0,408,58.0,989.0,53.0,147.0,4055,Colossal-AI: A Unified Deep Learning System for Big Model Era.,63.0,26,True,2022-06-21 04:10:42.000,0.1.7,10.0,,,,,,93.0,93.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
418,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2022-04-21 20:08:19.000000,2022-04-21 18:24:14,631.0,2.0,968,284.0,222.0,8.0,355.0,3799,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,"['tensorflow', 'spark']",,394126.0,5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,393761.0,https://anaconda.org/conda-forge/tensorflowonspark,2022-03-27 02:58:05.206,11322.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
419,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2022-01-04 14:23:20.000000,2021-06-14 05:10:42,518.0,,644,174.0,76.0,14.0,249.0,3670,A python wrapper for Alpha Vantage API for financial data.,39.0,26,False,2020-12-21 02:37:29.000,2.3.1,34.0,alpha_vantage,conda-forge/alpha_vantage,,,16571.0,20.0,,https://pypi.org/project/alpha_vantage,2020-12-21 02:36:15.000,20.0,16492.0,https://anaconda.org/conda-forge/alpha_vantage,2021-01-14 18:10:30.064,1427.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
420,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1047,216.0,3648.0,437.0,1105.0,2889,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,,,1915.0,,,,,,,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,114341.0,3.0,,,,,,,,,shogun/shogun,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1482.0,,shogun,,,,,,,,,
421,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2021-12-05 06:35:06.000000,2020-04-27 18:40:41,522.0,,885,164.0,213.0,42.0,145.0,2330,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,4687.0,573.0,556.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,17.0,4399.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,15312.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
422,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2022-05-25 17:42:19.000000,2022-05-16 16:44:22,457.0,16.0,248,62.0,298.0,23.0,113.0,2191,DDSP: Differentiable Digital Signal Processing.,31.0,26,True,2022-05-10 06:56:11.000,3.4.3,50.0,ddsp,conda-forge/ddsp,['tensorflow'],,3284.0,29.0,28.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,2840.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,11122.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
423,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2022-05-18 09:36:53.000000,2020-09-22 22:35:28,271.0,,311,80.0,50.0,147.0,66.0,2020,Multilingual text (NLP) processing toolkit.,26.0,26,False,2016-07-03 20:05:42.000,16.7.4,9.0,polyglot,,,,50873.0,817.0,733.0,https://pypi.org/project/polyglot,2016-07-03 20:05:42.000,84.0,50873.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
424,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66.0,,456,37.0,41.0,62.0,58.0,1983,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,True,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,['tensorflow'],237423.0,107434.0,1076.0,1066.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,10.0,101181.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,130.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
425,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2022-07-06 15:03:32.000000,2022-06-29 03:02:49,3551.0,26.0,362,38.0,832.0,57.0,383.0,1949,"A unified, comprehensive and efficient recommendation library.",45.0,26,True,2022-02-25 13:56:32.000,1.0.1,7.0,recbole,aibox/recbole,['pytorch'],,1566.0,,,https://pypi.org/project/recbole,2022-02-25 07:32:53.000,,1480.0,https://anaconda.org/aibox/recbole,2022-02-25 14:10:37.696,1735.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
426,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2022-06-24 07:01:39.000000,2022-06-24 07:01:36,647.0,7.0,485,169.0,61.0,7.0,404.0,1843,Python sync/async framework for Interactive Brokers API.,30.0,26,True,2021-11-28 19:34:09.000,0.9.70,95.0,ib_insync,conda-forge/ib-insync,,,7471.0,19.0,,https://pypi.org/project/ib_insync,2021-11-28 19:34:09.000,19.0,6981.0,https://anaconda.org/conda-forge/ib-insync,2021-11-29 01:17:29.243,17656.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
427,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-03-11 12:26:19.000000,2022-01-17 10:12:52,12562.0,,75,42.0,43.0,9.0,65.0,1824,The friendly PIL fork.,384.0,26,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,47403.0,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,47403.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
428,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-06-07 08:07:35.000000,2021-07-09 11:06:18,56.0,,455,41.0,22.0,62.0,38.0,1807,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,26,True,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,['tensorflow'],,24634.0,2473.0,2430.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,43.0,24454.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,5223.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
