,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,npm_latest_release_published_at,npm_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
378,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-09-14 20:07:18.000000,2021-10-29 06:15:49,2535.0,,412.0,65.0,932.0,315.0,745.0,2805.0,StellarGraph - Machine Learning on Graphs.,36.0,28,False,2021-02-22 06:35:38.731,1.2.1,25.0,stellargraph,,,,['tensorflow'],250.0,242.0,https://pypi.org/project/stellargraph,4462.0,4462.0,,,,,,,,2.0,,2018-09-14 03:43:24.000,8.0,,,,,,,,,,,,,,,,,,,
379,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2023-09-26 21:01:12.000000,2023-09-26 21:01:10,548.0,8.0,468.0,97.0,43.0,82.0,240.0,2680.0,Learning to Rank in TensorFlow.,33.0,28,True,2023-08-11 17:56:48.000,0.5.3,22.0,tensorflow_ranking,,,,['tensorflow'],13.0,,https://pypi.org/project/tensorflow_ranking,89720.0,89720.0,,,,,,,,2.0,,2023-08-11 17:56:48.000,13.0,,,,,,,,,,,,,,,,,,,
380,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2023-11-09 13:25:38.000000,2023-05-16 07:26:21,1020.0,,409.0,127.0,131.0,189.0,246.0,2576.0,PYthon svg GrAph plotting Library.,73.0,28,False,2021-11-24 21:09:00.501,3.0.0,76.0,pygal,conda-forge/pygal,,,,636.0,,https://pypi.org/project/pygal,246719.0,247371.0,https://anaconda.org/conda-forge/pygal,2023-06-16 16:15:26.623,34559.0,,,,,2.0,,2021-11-24 21:09:00.501,636.0,,,,,,,,,,,,,,,,,,,
381,anomalib,openvinotoolkit/anomalib,others,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2023-11-16 14:48:49.000000,2023-11-15 08:28:12,505.0,39.0,468.0,31.0,629.0,59.0,533.0,2560.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",64.0,28,True,2023-08-29 07:29:32.000,0.7.0,27.0,anomalib,,,,,35.0,34.0,https://pypi.org/project/anomalib,36534.0,36700.0,,,,,,,,3.0,3830.0,2023-08-29 07:29:59.000,1.0,,,,,,,,,,,,,,,,,,,
382,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2023-11-15 07:03:00.000000,2023-11-15 07:02:43,1489.0,82.0,570.0,44.0,27.0,,334.0,2472.0,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,29.0,28,True,2023-09-21 04:12:03.000,2.2.7,111.0,deepke,,,,['pytorch'],19.0,19.0,https://pypi.org/project/deepke,858.0,858.0,,,,,,,,2.0,,2023-09-21 04:12:03.000,,,,,,,,,,,,,,,,,,,,
383,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2023-09-13 13:50:05.000000,2018-08-19 12:37:47,130.0,,282.0,67.0,59.0,26.0,39.0,2360.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,28,False,2018-08-19 12:25:39.290,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],4175.0,4102.0,https://pypi.org/project/scikit-plot,428830.0,431019.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,166404.0,,,,,2.0,,2018-08-19 12:25:39.290,73.0,,,,,,,,,,,,,,,,,,,
384,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,246.0,92.0,124.0,31.0,230.0,2116.0,"NLP, before and after spaCy.",35.0,28,False,2023-04-02 22:46:00.000,0.13.0,29.0,textacy,conda-forge/textacy,,,,1590.0,1590.0,https://pypi.org/project/textacy,46153.0,47903.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,136514.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
385,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-09-09 21:39:29.000000,2021-07-09 11:06:18,56.0,,485.0,40.0,24.0,66.0,38.0,2058.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,28,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],4305.0,4254.0,https://pypi.org/project/mtcnn,74126.0,74364.0,https://anaconda.org/conda-forge/mtcnn,2023-06-16 19:18:00.316,10714.0,,,,,3.0,,2021-07-09 11:16:39.000,51.0,,,,,,,,,,,,,,,,,,,
386,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2023-09-14 02:29:45.000000,2023-09-14 02:29:42,410.0,4.0,269.0,60.0,87.0,23.0,95.0,1636.0,ffn - a financial function library for Python.,30.0,28,True,2023-05-23 20:33:00.695,0.3.7,28.0,ffn,conda-forge/ffn,,,,418.0,387.0,https://pypi.org/project/ffn,150759.0,150951.0,https://anaconda.org/conda-forge/ffn,2023-06-15 20:53:40.904,5952.0,,,,,2.0,,2021-04-21 02:47:21.000,31.0,,,,,,,,,,,,,,,,,,,
387,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2023-09-11 22:28:27.000000,2023-06-20 13:16:50,391.0,,155.0,25.0,81.0,41.0,34.0,1603.0,A Python package for time series classification.,14.0,28,True,2023-06-18 12:36:11.801,0.13.0,19.0,pyts,conda-forge/pyts,,,,510.0,491.0,https://pypi.org/project/pyts,124098.0,124965.0,https://anaconda.org/conda-forge/pyts,2023-06-18 16:28:23.633,21681.0,,,,,3.0,,2021-10-31 13:51:09.000,19.0,,,,,,,,,,,,,,,,,,,
388,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2023-11-16 13:54:26.000000,2023-11-16 12:45:25,1379.0,137.0,290.0,29.0,1400.0,130.0,96.0,1571.0,Pytorch domain library for recommendation systems.,182.0,28,True,2023-10-05 17:21:59.000,0.5.0,77.0,torchrec-nightly-cpu,,,,,76.0,76.0,https://pypi.org/project/torchrec-nightly-cpu,76.0,76.0,,,,,,,,2.0,,2022-05-12 18:55:21.000,,,,,,,,,,,,,,,,,,,,
389,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-09-26 07:49:38.000000,2023-09-26 07:34:28,1378.0,14.0,309.0,27.0,375.0,89.0,120.0,1544.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,28,True,2023-09-26 07:49:38.000,2.2.6,21.0,pgl,,,,['paddle'],48.0,46.0,https://pypi.org/project/pgl,1148.0,1148.0,,,,,,,,2.0,,2023-09-26 07:49:38.000,2.0,,,,,,,,,,,,,,,,,,,
390,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2023-11-09 21:00:39.000000,2023-11-09 20:52:16,699.0,3.0,295.0,43.0,351.0,66.0,195.0,1512.0,Training PyTorch models with differential privacy.,74.0,28,True,2023-03-24 16:01:05.890,1.4.0,20.0,opacus,conda-forge/opacus,,,['pytorch'],701.0,684.0,https://pypi.org/project/opacus,38961.0,39520.0,https://anaconda.org/conda-forge/opacus,2023-06-18 08:40:32.992,12258.0,,,,,2.0,105.0,2022-05-06 09:43:18.000,17.0,,,,,,,,,,,,,,,,,,,
391,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2023-10-06 01:33:53.000000,2023-05-16 13:01:43,657.0,,245.0,49.0,311.0,95.0,16.0,1481.0,Mesh TensorFlow: Model Parallelism Made Easier.,50.0,28,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],901.0,868.0,https://pypi.org/project/mesh-tensorflow,77561.0,77561.0,,,,,,,,3.0,,2022-05-15 21:06:13.000,33.0,,,,,,,,,,,,,,,,,,,
392,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2023-10-10 21:15:24.000000,2023-10-10 21:15:24,946.0,6.0,567.0,107.0,280.0,11.0,300.0,1463.0,Execute Python code on the fly and display results in Tableau visualizations:.,49.0,28,True,2023-06-28 20:49:21.000,2.9.0,31.0,tabpy,anaconda/tabpy-client,,,,146.0,144.0,https://pypi.org/project/tabpy,17419.0,17475.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4454.0,,,,,3.0,,2023-01-30 23:34:02.112,2.0,,,,,,,,,,,,,,,,,,,
393,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-10-09 07:21:10.000000,2023-09-29 00:13:39,295.0,9.0,257.0,50.0,184.0,54.0,120.0,1348.0,Metric learning algorithms in Python.,22.0,28,True,2023-10-09 04:53:59.000,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],324.0,311.0,https://pypi.org/project/metric-learn,10422.0,10691.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,10775.0,,,,,3.0,,2023-10-09 04:53:59.000,13.0,,,,,,,,,,,,,,,,,,,
394,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-10-05 01:24:33.000000,2023-10-05 01:24:32,851.0,7.0,260.0,72.0,481.0,38.0,198.0,1260.0,Underthesea - Vietnamese NLP Toolkit.,18.0,28,False,2023-09-22 23:57:31.000,6.8.0,125.0,underthesea,,,,,870.0,844.0,https://pypi.org/project/underthesea,10364.0,10432.0,,,,,,,,2.0,5347.0,2023-09-22 23:50:49.000,26.0,,,,,,,,,,,,,,,,,,,
395,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-11-16 02:42:05.000000,2023-11-16 02:42:03,1010.0,37.0,106.0,25.0,113.0,26.0,52.0,1200.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",22.0,28,True,2023-10-05 02:21:28.000,1.4.1,44.0,imodels,,,,,62.0,58.0,https://pypi.org/project/imodels,141918.0,141918.0,,,,,,,,2.0,,2023-10-05 02:20:48.000,4.0,,,,,,,,,,,,,,,,,,,
396,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2023-06-16 19:18:39.600000,2023-04-20 04:36:19,526.0,,404.0,51.0,37.0,17.0,139.0,1187.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,True,2022-09-06 19:52:23.000,0.12.2,17.0,kmodes,conda-forge/kmodes,,,,2351.0,2318.0,https://pypi.org/project/kmodes,169056.0,169943.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,38149.0,,,,,3.0,,2022-04-14 21:22:39.000,33.0,,,,,,,,,,,,,,,,,,,
397,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-10-23 11:16:32.000000,2023-06-06 09:46:40,415.0,,325.0,40.0,299.0,23.0,200.0,1163.0,A research toolkit for particle swarm optimization in Python.,45.0,28,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,326.0,312.0,https://pypi.org/project/pyswarms,27506.0,27506.0,,,,,,,,3.0,,2021-01-03 21:34:15.000,14.0,,,,,,,,,,,,,,,,,,,
398,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-11-15 00:51:27.000000,2020-10-14 13:22:39,167.0,,336.0,71.0,85.0,27.0,26.0,1156.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,28,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1386.0,1242.0,https://pypi.org/project/empyrical,24939.0,25307.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,25450.0,,,,,2.0,,2020-10-13 21:29:19.000,144.0,,,,,,,,,,,,,,,,,,,
399,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-09 17:23:42.000000,2023-11-09 17:20:43,139.0,10.0,106.0,22.0,103.0,35.0,73.0,985.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,28,True,2023-11-09 17:23:02.000,1.5.1,23.0,submitit,conda-forge/submitit,,,,1776.0,1759.0,https://pypi.org/project/submitit,172529.0,173364.0,https://anaconda.org/conda-forge/submitit,2023-10-05 15:20:30.342,32578.0,,,,,3.0,,2023-11-09 17:23:02.000,17.0,,,,,,,,,,,,,,,,,,,
400,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2023-06-27 23:50:02.000000,2023-03-24 22:04:13,811.0,,245.0,41.0,502.0,271.0,252.0,869.0,Scalable Machine Learning with Dask.,77.0,28,True,2023-03-24 22:06:04.422,2023.3.24,35.0,dask-ml,conda-forge/dask-ml,,,,964.0,891.0,https://pypi.org/project/dask-ml,373615.0,384369.0,https://anaconda.org/conda-forge/dask-ml,2023-06-16 13:24:06.152,785085.0,,,,,3.0,,2020-05-06 15:02:41.000,73.0,,,,,,,,,,,,,,,,,,,
401,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2023-11-16 10:54:40.000000,2023-11-15 20:19:01,1289.0,24.0,122.0,27.0,418.0,7.0,120.0,763.0,A Comparative Framework for Multimodal Recommender Systems.,17.0,28,True,2023-10-20 02:59:14.000,1.17.0,53.0,cornac,conda-forge/cornac,,,,195.0,179.0,https://pypi.org/project/cornac,104387.0,112355.0,https://anaconda.org/conda-forge/cornac,2023-10-25 04:30:35.094,326696.0,,,,,2.0,,2023-10-20 03:18:35.000,16.0,,,,,,,,,,,,,,,,,,,
402,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2023-11-15 19:39:54.000000,2023-11-15 19:39:54,2550.0,264.0,88.0,10.0,485.0,14.0,87.0,717.0,Time series forecasting with scikit-learn models.,9.0,28,True,2023-09-27 09:35:25.000,0.10.1,24.0,skforecast,,,,['sklearn'],204.0,198.0,https://pypi.org/project/skforecast,37884.0,37884.0,,,,,,,,3.0,,2023-09-26 12:13:41.000,6.0,,,,,,,,,,,,,,,,,,,
403,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2023-11-05 17:46:37.000000,2023-11-05 17:45:27,211.0,71.0,74.0,21.0,68.0,35.0,50.0,531.0,pyspark methods to enhance developer productivity.,23.0,28,True,2023-02-17 21:55:30.000,0.10.0,13.0,quinn,,,,['spark'],78.0,72.0,https://pypi.org/project/quinn,865283.0,865283.0,,,,,,,,3.0,9.0,2023-02-17 21:54:00.812,6.0,,,,,,,,,,,,,,,,,,,
404,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2023-11-10 16:24:57.000000,2023-11-10 16:24:55,788.0,14.0,72.0,25.0,353.0,111.0,225.0,525.0,"Simple, concise geographical visualization in Python.",29.0,28,True,2023-11-01 18:39:43.000,1.11.0,53.0,geoviews,conda-forge/geoviews,,,,837.0,802.0,https://pypi.org/project/geoviews,8204.0,13568.0,https://anaconda.org/conda-forge/geoviews,2023-11-02 09:01:15.038,203844.0,,,,,3.0,,2023-11-01 16:39:32.000,35.0,,,,,,,,,,,,,,,,,,,
405,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,BSD-3-Clause,2010-05-02 10:00:33.000,2023-11-11 09:46:58.000000,2023-11-11 09:46:28,6674.0,227.0,135.0,36.0,390.0,45.0,123.0,354.0,Neuroimaging in Python FMRI analysis package.,68.0,28,True,2021-03-29 16:34:34.000,0.5.0,7.0,nipy,conda-forge/nipy,,,,262.0,212.0,https://pypi.org/project/nipy,2949.0,4340.0,https://anaconda.org/conda-forge/nipy,2023-06-16 13:21:17.395,105790.0,,,,,3.0,,2021-03-29 16:34:34.000,50.0,,,,,,,,,,,,,,,,,,,
406,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2023-11-16 12:52:16.000000,2023-11-13 13:56:55,1915.0,198.0,794.0,101.0,2085.0,153.0,642.0,14430.0,"Qdrant - High-performance, massive-scale Vector Database for the next generation of AI. Also available in the cloud..",70.0,27,True,2023-10-11 18:42:02.000,1.6.1,57.0,,,,,,,,,,112.0,,,,,,,,3.0,3496.0,,,,,,,,,,,,,,,,,,,,,
407,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1113.0,178.0,213.0,19.0,533.0,8167.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,27,False,2021-01-29 00:03:56.000,0.0.9,1.0,,,,,,21.0,21.0,,,225.0,,,,,,,,3.0,7681.0,,,,,,,,,,,,,,,,,,,,,
408,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2023-07-09 00:54:49.000000,2023-04-19 16:47:52,581.0,,1153.0,352.0,79.0,47.0,231.0,7828.0,StarCraft II Learning Environment.,39.0,27,True,2022-07-13 12:08:43.000,4.0,8.0,pysc2,,,,,654.0,628.0,https://pypi.org/project/pysc2,1541.0,1951.0,,,,,,,,3.0,30778.0,2022-07-13 12:02:04.256,26.0,,,,,,,,google-deepmind/pysc2,,,,,,,,,,,
409,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1500.0,131.0,51.0,155.0,141.0,7590.0,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,27,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,,,['pytorch'],44.0,1.0,https://pypi.org/project/efficientnet-pytorch,147427.0,226943.0,,,,,,,,2.0,3498712.0,2021-04-15 15:17:23.000,43.0,,,,,,,,,,,,,,,,,,,
410,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-02-18 07:58:21.000000,2023-02-18 07:58:21,3353.0,,1642.0,461.0,698.0,32.0,441.0,7249.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,27,True,2022-02-15 02:05:47.000,2.2.5,83.0,tensorlayer,,,,['tensorflow'],40.0,,https://pypi.org/project/tensorlayer,1624.0,1645.0,,,,,,,,2.0,1843.0,2022-02-15 02:05:47.000,40.0,,,,,,,,,,,,,,,,,,,
411,NuPIC,numenta/nupic,ml-frameworks,,https://github.com/numenta/nupic-legacy,https://github.com/numenta/nupic-legacy,AGPL-3.0,2013-04-05 23:14:27.000,2023-09-01 15:42:16.000000,2023-08-31 21:49:25,6626.0,1.0,1558.0,625.0,2111.0,453.0,1338.0,6332.0,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",123.0,27,False,2018-06-01 15:12:12.000,1.0.5,47.0,nupic,,,,,21.0,21.0,https://pypi.org/project/nupic,1691.0,1691.0,,,,,,,,3.0,1.0,,,,,,,,,,numenta/nupic-legacy,,,,,,,,,,,
412,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1338.0,348.0,14.0,41.0,65.0,6212.0,Python library for processing Chinese text.,8.0,27,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,1273.0,1231.0,https://pypi.org/project/snownlp,12210.0,12210.0,,,,,,,,3.0,,2015-09-27 16:35:23.000,42.0,,,,,,,,,,,,,,,,,,,
413,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1187.0,155.0,950.0,40.0,782.0,5660.0,Gluon CV Toolkit.,119.0,27,True,2021-03-09 00:20:06.000,0.10.0,10.0,gluoncv,,,,['mxnet'],21.0,21.0,https://pypi.org/project/gluoncv,44084.0,44084.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
414,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2023-10-16 20:29:38.000000,2023-03-29 07:02:37,553.0,,867.0,123.0,63.0,136.0,74.0,4973.0,Image augmentation library in Python for machine learning.,23.0,27,True,2023-03-29 07:06:01.465,0.2.12,24.0,Augmentor,,,,,693.0,664.0,https://pypi.org/project/Augmentor,10852.0,10852.0,,,,,,,,3.0,,2022-04-27 09:29:23.000,29.0,2.0,,,,,,,,,,,,,,,,,,
415,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2023-11-05 23:29:16.000000,2023-10-05 16:17:35,6152.0,9.0,510.0,153.0,1902.0,294.0,1324.0,4263.0,ArrayFire: a general purpose GPU library.,88.0,27,True,2023-08-29 19:49:26.000,3.9.0,34.0,arrayfire,,,,,7.0,,https://pypi.org/project/arrayfire,968.0,1014.0,,,,,,,,2.0,4735.0,2022-02-22 21:42:15.000,7.0,,,,,,,,,,,,,,,,,,,
416,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2023-06-16 19:25:16.902000,2022-04-01 13:57:36,131.0,,950.0,145.0,30.0,46.0,77.0,4116.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,27,False,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,7693.0,7503.0,https://pypi.org/project/vadersentiment,167729.0,168147.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,13382.0,,,,,3.0,,2020-05-22 15:07:00.000,190.0,,,,,,,,,,,,,,,,,,,
417,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-09-19 00:32:03.000000,2022-08-06 21:47:18,182.0,,402.0,66.0,56.0,86.0,55.0,4067.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,27,False,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,707.0,703.0,https://pypi.org/project/layoutparser,136669.0,136669.0,,,,,,,,3.0,,2022-04-06 04:38:09.000,4.0,,,,,,,,,,,,,,,,,,,
418,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2023-08-21 13:36:56.000000,2021-05-10 18:34:53,57.0,,403.0,39.0,55.0,118.0,43.0,3885.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,27,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],11573.0,11467.0,https://pypi.org/project/torchsummary,141498.0,141498.0,,,,,,,,2.0,,2018-09-26 05:07:28.000,106.0,,,,,,,,,,,,,,,,,,,
419,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964.0,282.0,226.0,11.0,356.0,3856.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,500091.0,500526.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20481.0,,,,,3.0,,2022-04-21 20:05:56.000,5.0,,,,,,,,,,,,,,,,,,,
