,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,updated_github_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
525,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-12-20 21:48:32.000000,2023-10-12 14:56:47,1107.0,,235.0,33.0,68.0,57.0,206.0,1286.0,A toolbox to iNNvestigate neural networks predictions!.,22.0,25,False,2023-10-12 14:58:48.000,2.1.2,8.0,innvestigate,,,,['tensorflow'],148.0,146.0,https://pypi.org/project/innvestigate,2023-10-12 14:55:59.000,2.0,971.0,976.0,,,,,,,,3.0,179.0,,,,,,,,,,,,,,,,,,,
526,GPUtil,anderskm/gputil,gpu-utilities,,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000,2024-04-13 14:07:28.000000,2019-08-16 09:00:15,140.0,,120.0,11.0,23.0,29.0,16.0,1166.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,14.0,25,False,2018-12-18 09:12:13.000,1.4.0,8.0,gputil,,,,,7743.0,7271.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000,472.0,570764.0,570764.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
527,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2025-02-20 14:15:03.000000,2024-12-15 20:03:00,796.0,3.0,71.0,17.0,135.0,56.0,120.0,1083.0,Visualize large time series data with plotly.py.,14.0,25,True,2024-03-27 07:58:10.000,0.10.0,62.0,plotly-resampler,conda-forge/plotly-resampler,,,,1747.0,1723.0,https://pypi.org/project/plotly-resampler,2024-03-27 07:54:02.000,24.0,418548.0,421129.0,https://anaconda.org/conda-forge/plotly-resampler,2024-12-05 23:08:14.776,95533.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
528,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,261.0,44.0,72.0,104.0,188.0,937.0,Gaussian Process Optimization using GPy.,50.0,25,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,591.0,554.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,37.0,6249.0,6249.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
529,python-ternary,marcharper/python-ternary,data-viz,,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000,2025-01-03 15:22:16.978000,2024-06-12 05:36:27,401.0,,156.0,17.0,73.0,35.0,110.0,749.0,Ternary plotting library for python with matplotlib.,28.0,25,True,2021-02-17 18:38:15.000,1.0.8,11.0,python-ternary,conda-forge/python-ternary,,,,237.0,205.0,https://pypi.org/project/python-ternary,2021-02-17 18:38:15.000,32.0,21863.0,23899.0,https://anaconda.org/conda-forge/python-ternary,2025-01-03 15:22:16.978,97767.0,,,,,3.0,35.0,,,,,,,,,,,,,,,,,,,
530,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2024-10-29 13:01:54.000000,2024-10-29 13:01:54,487.0,,50.0,9.0,66.0,192.0,261.0,677.0,python binding for libvips using cffi.,16.0,25,True,2024-04-28 11:19:58.000,2.2.3,26.0,pyvips,conda-forge/pyvips,,,,1024.0,947.0,https://pypi.org/project/pyvips,2024-04-28 11:19:58.000,77.0,67773.0,71566.0,https://anaconda.org/conda-forge/pyvips,2024-09-06 03:01:34.001,197261.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
531,findspark,minrk/findspark,others,,https://github.com/minrk/findspark,https://github.com/minrk/findspark,BSD-3-Clause,2015-06-12 21:34:06.000,2025-01-03 16:21:31.009000,2022-02-11 07:59:35,77.0,,72.0,8.0,17.0,11.0,12.0,517.0,Find pyspark to make it importable.,15.0,25,False,2022-02-11 08:02:06.000,2.0.1,14.0,findspark,conda-forge/findspark,,,['spark'],5267.0,5164.0,https://pypi.org/project/findspark,2022-02-11 08:02:06.000,103.0,2123064.0,2148451.0,https://anaconda.org/conda-forge/findspark,2025-01-03 16:21:31.009,939322.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
532,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2025-01-08 06:04:06.000000,2025-01-08 06:03:58,776.0,10.0,87.0,12.0,32.0,9.0,51.0,404.0,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,19.0,25,True,2024-02-11 00:59:05.000,3.1.0,58.0,pymap3d,conda-forge/pymap3d,,,,520.0,476.0,https://pypi.org/project/pymap3d,2024-02-11 00:59:05.000,44.0,276421.0,278183.0,https://anaconda.org/conda-forge/pymap3d,2024-12-25 07:49:33.909,93421.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
533,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,,2010-05-02 10:00:33.000,2024-12-24 16:12:08.000000,2024-12-24 16:12:08,6798.0,3.0,145.0,35.0,414.0,37.0,141.0,386.0,Neuroimaging in Python FMRI analysis package.,71.0,25,False,2024-10-06 19:42:32.000,0.6.1,9.0,nipy,conda-forge/nipy,,,,263.0,239.0,https://pypi.org/project/nipy,2024-10-06 19:42:32.000,24.0,3324.0,24047.0,https://anaconda.org/conda-forge/nipy,2024-07-28 17:27:34.085,145062.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
534,gokart,m3dev/gokart,ml-experiments,,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000,2025-02-13 09:54:54.000000,2025-02-13 09:54:54,595.0,25.0,61.0,41.0,356.0,23.0,65.0,319.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",44.0,25,True,2025-01-13 02:55:02.000,1.8.1,87.0,gokart,,,,,92.0,84.0,https://pypi.org/project/gokart,2025-01-13 02:55:02.000,8.0,4559.0,4559.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
535,ridgeplot,tpvasconcelos/ridgeplot,data-viz,,https://github.com/tpvasconcelos/ridgeplot,https://github.com/tpvasconcelos/ridgeplot,MIT,2021-01-21 18:21:30.000,2025-02-10 16:31:13.000000,2025-02-10 16:31:11,1067.0,124.0,8.0,4.0,255.0,15.0,39.0,218.0,Beautiful ridgeline plots in Python.,4.0,25,False,2024-12-24 18:09:19.000,0.3.1,29.0,ridgeplot,,,https://ridgeplot.readthedocs.io/,,194.0,189.0,https://pypi.org/project/ridgeplot,2024-12-24 18:08:30.000,5.0,25384.0,25384.0,,,,,,,,3.0,32.0,,,,,,,,,,,,,,,,,,,
536,pandas-ai,gventuri/pandas-ai,others,,https://github.com/sinaptik-ai/pandas-ai,https://github.com/sinaptik-ai/pandas-ai,,2023-04-22 12:58:01.000,2025-02-18 21:06:48.000000,2025-02-18 21:06:48,1277.0,140.0,1444.0,122.0,632.0,36.0,764.0,14653.0,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs..",102.0,24,False,2025-01-02 18:10:58.000,2.4.2,100.0,pandas-ai,,,,,,,https://pypi.org/project/pandas-ai,,,,,,,,,,,,3.0,,,,,,,,sinaptik-ai/pandas-ai,,,,,,,,,,,,
537,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2025-01-14 20:40:43.646000,2025-01-12 16:40:30,205.0,4.0,537.0,79.0,40.0,63.0,28.0,11517.0,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",19.0,24,False,2025-01-12 16:41:58.000,1.3.2,15.0,prettymaps,conda-forge/prettymaps,,,,68.0,68.0,https://pypi.org/project/prettymaps,2025-01-12 16:41:58.000,,956.0,1080.0,https://anaconda.org/conda-forge/prettymaps,2025-01-14 20:40:43.646,4600.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
538,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2025-02-03 18:17:24.000000,2025-02-03 18:04:15,1100.0,1.0,924.0,113.0,676.0,146.0,543.0,5529.0,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,120.0,24,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,,,['pytorch'],22.0,21.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,496.0,496.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
539,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2025-02-05 16:32:58.000000,2025-02-05 16:15:56,226.0,1.0,299.0,78.0,183.0,24.0,54.0,4989.0,"A data augmentations library for audio, image, text, and video.",38.0,24,True,2023-12-05 20:52:12.000,1.0.1,18.0,augly,,,,,168.0,164.0,https://pypi.org/project/augly,2023-12-05 20:52:12.000,4.0,3361.0,3361.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
540,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749.0,136.0,43.0,141.0,98.0,4937.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1168.0,1152.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,16.0,869.0,880.0,,,,,,,,3.0,983.0,,,,,,,,,,,,,,,,,,,
541,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2024-08-21 11:16:16.000000,2024-08-21 11:16:16,206.0,,1032.0,89.0,65.0,271.0,270.0,4803.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,15.0,24,True,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,28.0,32799.0,32799.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
542,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-11-13 07:16:00.000000,2023-03-05 22:07:59,1158.0,,1385.0,355.0,59.0,51.0,,4487.0,Python Algorithmic Trading Library.,11.0,24,False,,,8.0,pyalgotrade,,,,,202.0,202.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,,825.0,825.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
543,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,727.0,63.0,247.0,130.0,825.0,4222.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",115.0,24,False,2021-04-06 12:38:10.521,2.10.2,31.0,stable-baselines,,,,,21.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:38:10.521,21.0,4302.0,4302.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
544,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2024-08-02 16:23:45.000000,2021-06-02 17:38:16,1810.0,,897.0,176.0,386.0,34.0,430.0,3850.0,"Facilitating the design, comparison and sharing of deep text matching models.",37.0,24,False,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,,['tensorflow'],18.0,18.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,97.0,97.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
545,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2023-11-30 16:30:21.000000,2021-08-30 19:33:24,440.0,,527.0,172.0,50.0,67.0,49.0,3469.0,Fast and flexible AutoML with learning guarantees.,27.0,24,False,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,,,['tensorflow'],64.0,62.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000,2.0,650.0,650.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
546,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2025-02-20 11:48:06.000000,2024-12-30 04:13:34,2905.0,29.0,1239.0,128.0,1157.0,50.0,87.0,3373.0,a distributed deep learning platform.,96.0,24,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,5.0,5.0,,,,,83.0,https://anaconda.org/nusdbsystem/singa,2023-06-16 13:23:56.805,943.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,8754.0,3.0,,,,,,,,,,,,,,,,,,,,
547,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2025-01-24 08:14:17.000000,2025-01-24 08:14:04,517.0,2.0,814.0,62.0,645.0,133.0,405.0,3323.0,A high-performance distributed training framework for Reinforcement Learning.,46.0,24,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],132.0,131.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,989.0,989.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
548,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2024-10-18 00:01:12.000000,2024-10-18 00:01:11,1586.0,,254.0,29.0,2020.0,3.0,668.0,3308.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,38.0,24,True,2023-12-05 02:33:36.000,1.1.3,26.0,towhee,,,,,,,https://pypi.org/project/towhee,2023-12-04 07:25:10.000,,16317.0,16388.0,,,,,,,,3.0,2730.0,,,,,,,,,,,,,,,,,,,
549,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2023-08-28 05:14:10.000000,2022-06-05 10:44:18,1342.0,,528.0,111.0,73.0,193.0,119.0,3087.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,24,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,171.0,159.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,695.0,752.0,,,,,,,,3.0,4782.0,,,,,,,,,,,,,,,,,,,
550,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2024-09-23 16:30:28.000000,2024-09-23 16:30:23,472.0,,339.0,66.0,319.0,50.0,124.0,2967.0,DDSP: Differentiable Digital Signal Processing.,32.0,24,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,,['tensorflow'],63.0,62.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,3514.0,3882.0,https://anaconda.org/conda-forge/ddsp,2023-06-16 19:19:34.916,20659.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
551,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2024-01-10 07:43:27.000000,2023-07-19 07:40:10,212.0,,145.0,28.0,200.0,20.0,73.0,2777.0,HiPlot makes understanding high dimensional data easy.,9.0,24,False,2022-05-31 09:00:35.000,0.1.33,113.0,hiplot,conda-forge/hiplot,,,,507.0,481.0,https://pypi.org/project/hiplot,2022-07-05 08:51:12.000,26.0,35012.0,38752.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,224408.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
552,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000000,2023-10-23 17:59:40,755.0,,352.0,34.0,695.0,43.0,151.0,2773.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,24,False,2022-07-02 17:57:17.000,0.2.3,5.0,promptsource,,,,,122.0,118.0,https://pypi.org/project/promptsource,2022-04-18 22:31:03.000,4.0,358.0,358.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
553,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2024-01-02 10:00:14.000000,2023-11-02 03:13:52,1297.0,,326.0,92.0,2158.0,215.0,982.0,2708.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",53.0,24,False,2023-02-03 19:04:11.785,0.8.1,118.0,pymars,,,,,2.0,,https://pypi.org/project/pymars,2022-06-12 11:43:21.000,2.0,25990.0,25990.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
554,Kashgari,BrikerMan/Kashgari,nlp,,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000,2024-09-03 21:05:29.000000,2021-07-09 03:57:16,955.0,,438.0,65.0,123.0,32.0,350.0,2395.0,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,21.0,24,False,2021-07-04 10:44:36.000,2.0.2,24.0,kashgari-tf,,,,['tensorflow'],74.0,72.0,https://pypi.org/project/kashgari-tf,2019-10-18 07:57:55.000,2.0,249.0,249.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
555,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2024-03-01 17:17:03.000000,2024-03-01 17:16:56,650.0,,236.0,61.0,33.0,60.0,96.0,2321.0,Fast and Easy Infinite Neural Networks in Python.,30.0,24,True,2023-12-11 14:10:12.000,0.6.5,31.0,neural-tangents,,,,,124.0,123.0,https://pypi.org/project/neural-tangents,2023-12-11 14:00:20.000,1.0,3534.0,3543.0,,,,,,,,3.0,542.0,,,,,,,,,,,,,,,,,,,
556,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2024-06-26 08:22:56.000000,2024-02-10 10:17:50,226.0,,258.0,52.0,98.0,25.0,116.0,2281.0,A Python library that helps data scientists to infer causation rather than observing correlation.,40.0,24,True,2023-06-22 13:11:59.629,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",147.0,143.0,https://pypi.org/project/causalnex,2023-06-22 13:11:59.629,4.0,2456.0,2456.0,,,,,,,,3.0,,,,,,,,mckinsey/causalnex,,,,,,,,,,,,
557,FinTA,peerchemist/finta,financial-data,,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000,2022-07-24 08:40:51.000000,2022-07-24 08:40:51,394.0,,685.0,87.0,48.0,24.0,64.0,2165.0,Common financial technical indicators implemented in Pandas.,28.0,24,False,2021-04-03 08:51:49.000,1.3,19.0,finta,,,,,593.0,581.0,https://pypi.org/project/finta,2020-10-21 11:39:44.000,12.0,11737.0,11737.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
558,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2025-02-11 11:17:27.000000,2024-11-05 08:39:28,583.0,,168.0,55.0,476.0,81.0,104.0,2116.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,33.0,24,True,2023-08-31 20:07:52.000,1.1.10,27.0,hivemind,,,,,128.0,118.0,https://pypi.org/project/hivemind,2023-08-31 20:07:10.000,10.0,954.0,954.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
559,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2024-01-09 01:46:07.000000,2023-09-26 17:27:56,255.0,,203.0,28.0,65.0,11.0,83.0,2023.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,15.0,24,False,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],385.0,377.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,8.0,1092.0,1272.0,https://anaconda.org/conda-forge/checklist,2023-06-16 19:24:18.549,8837.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
560,Torchmeta,tristandeleu/pytorch-meta,pytorch-utils,,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000,2023-07-17 16:05:00.000000,2021-09-20 16:03:46,382.0,,248.0,43.0,33.0,51.0,90.0,2010.0,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,24,False,2021-09-20 16:06:33.000,1.8.0,28.0,torchmeta,,,,['pytorch'],192.0,192.0,https://pypi.org/project/torchmeta,2021-09-20 16:06:33.000,,7356.0,7356.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
561,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2024-12-24 00:31:46.000000,2024-07-10 23:00:11,927.0,,135.0,35.0,447.0,50.0,354.0,1940.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,20.0,24,True,2024-04-01 00:44:51.000,1.1.4.9,36.0,orbit-ml,,,,,68.0,67.0,https://pypi.org/project/orbit-ml,2024-04-01 00:45:19.000,1.0,8850.0,8850.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
562,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2025-01-16 19:27:43.000000,2025-01-16 19:27:37,373.0,2.0,285.0,50.0,329.0,269.0,184.0,1907.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,43.0,24,True,2023-02-03 02:17:00.422,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],2.0,,https://pypi.org/project/tensorflow-recommenders,2023-02-03 02:17:00.422,2.0,207969.0,207969.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
563,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2024-07-16 05:54:41.000000,2024-07-16 05:54:41,602.0,,302.0,57.0,120.0,54.0,31.0,1655.0,Interpretability and explainability of data and machine learning models.,41.0,24,True,2023-07-31 18:54:38.000,0.3.0,5.0,aix360,,,,,112.0,111.0,https://pypi.org/project/aix360,2023-07-31 18:54:38.000,1.0,1131.0,1131.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
564,auto_ml,ClimbsRocks/auto_ml,hyperopt,,https://github.com/ClimbsRocks/auto_ml,https://github.com/ClimbsRocks/auto_ml,MIT,2016-08-07 21:35:08.000,2021-02-10 07:52:35.000000,2018-03-25 19:46:25,1149.0,,310.0,98.0,45.0,188.0,217.0,1644.0,[UNMAINTAINED] Automated machine learning for analytics & production.,14.0,24,False,2018-02-22 01:13:03.000,2.9.10,78.0,auto_ml,,,,,14.0,5.0,https://pypi.org/project/auto_ml,2018-02-22 01:13:03.000,9.0,2145.0,2145.0,,,,,,,,2.0,71.0,,,,,,,,,,,,,,,,,,,
565,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2024-03-17 06:23:46.000000,2023-04-20 14:53:46,460.0,,239.0,50.0,50.0,24.0,91.0,1638.0,Contextually-keyed word vectors.,19.0,24,False,2023-04-17 14:14:02.218,2.0.2,24.0,sense2vec,conda-forge/sense2vec,,,,455.0,442.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000,13.0,2385.0,4554.0,https://anaconda.org/conda-forge/sense2vec,2023-09-22 07:25:32.800,56358.0,,,,,3.0,70468.0,,,,,,,,,,,,,,,,,,,
566,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,,124.0,28.0,31.0,63.0,50.0,1607.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,8.0,24,False,2020-07-14 12:20:32.000,0.2.1,2.0,higher,,,,['pytorch'],622.0,615.0,https://pypi.org/project/higher,2020-07-14 12:20:32.000,7.0,63824.0,63824.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
567,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2025-02-15 00:02:31.000000,2024-12-18 07:37:03,584.0,19.0,146.0,20.0,340.0,10.0,152.0,1455.0,A standard framework for modelling Deep Learning Models for tabular data.,25.0,24,True,2024-11-29 01:07:50.000,1.1.1,13.0,pytorch_tabular,,,,['pytorch'],9.0,,https://pypi.org/project/pytorch_tabular,2024-11-28 05:14:21.000,9.0,6901.0,6902.0,,,,,,,,1.0,54.0,,,,,,,,,,,,,,,,,,,
