,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,new_addition,updated_github_id
450,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-02-08 18:49:39.000000,2022-01-26 06:06:30,646.0,3.0,200,40.0,297.0,88.0,14.0,1195,Mesh TensorFlow: Model Parallelism Made Easier.,45.0,26,True,2021-03-24 19:03:46.000,0.1.19,25.0,mesh-tensorflow,,,,['tensorflow'],660.0,628.0,https://pypi.org/project/mesh-tensorflow,2021-03-24 19:03:46.000,32.0,52742.0,52742.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
451,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2022-02-10 11:59:23.000000,2022-01-31 10:13:56,666.0,10.0,283,34.0,661.0,134.0,200.0,1188,A Python package to assess and improve fairness of machine learning models.,63.0,26,True,2021-07-07 08:16:09.000,0.7.0,16.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],9.0,,https://pypi.org/project/fairlearn,2021-07-07 05:54:23.000,9.0,55883.0,56584.0,https://anaconda.org/conda-forge/fairlearn,2021-07-07 15:56:16.605,16827.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
452,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000,2022-02-10 12:38:46.000000,2022-02-04 09:30:48,455.0,34.0,118,32.0,241.0,85.0,131.0,1139,"Algorithms for outlier, adversarial and drift detection.",15.0,26,True,2022-01-18 12:02:20.000,0.8.1,21.0,alibi-detect,,,,,63.0,58.0,https://pypi.org/project/alibi-detect,2022-01-18 11:59:16.000,5.0,11111.0,11111.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
453,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2022-01-20 09:38:28.000000,2022-01-13 16:22:08,1387.0,7.0,136,27.0,154.0,,,1079,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",18.0,26,True,2022-01-14 07:37:40.000,1.1.4,58.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],401.0,388.0,https://pypi.org/project/spacy-transformers,2022-01-14 07:37:28.000,13.0,87328.0,87453.0,https://anaconda.org/conda-forge/spacy-transformers,2022-01-14 10:03:56.640,375.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
454,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:50:40.000000,2021-10-21 17:45:17,202.0,,167,24.0,35.0,1.0,111.0,1033,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,True,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1153.0,1124.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,29.0,11881.0,11881.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
455,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2021-12-31 19:41:11.000000,2021-12-24 18:36:59,781.0,6.0,130,32.0,210.0,103.0,145.0,1028,Real-time stream processing for python.,45.0,26,True,2021-10-04 14:47:39.000,0.6.3,16.0,streamz,conda-forge/streamz,,,,293.0,264.0,https://pypi.org/project/streamz,2021-10-04 14:47:39.000,29.0,11061.0,15620.0,https://anaconda.org/conda-forge/streamz,2021-10-04 16:06:59.119,241668.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
456,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2022-01-07 14:52:00.000000,2022-01-07 14:51:56,41.0,15.0,249,49.0,34.0,3.0,76.0,954,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,8.0,26,True,2022-01-07 11:43:24.000,0.4.1,16.0,stockstats,,,,,425.0,396.0,https://pypi.org/project/stockstats,2022-01-07 11:43:24.000,29.0,9168.0,9168.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
457,bcolz,Blosc/bcolz,data-containers,,https://github.com/Blosc/bcolz,https://github.com/Blosc/bcolz,BSD-3-Clause,2010-08-18 15:27:02.000,2021-09-07 20:42:40.000000,2020-09-10 12:12:45,1280.0,,134,60.0,176.0,133.0,122.0,940,A columnar data container that can be compressed.,33.0,26,False,2018-04-13 07:44:26.000,1.2.1,23.0,bcolz,conda-forge/bcolz,,,,2204.0,1701.0,https://pypi.org/project/bcolz,2018-04-13 07:44:26.000,503.0,14153.0,18918.0,https://anaconda.org/conda-forge/bcolz,2019-11-05 21:09:48.045,285915.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
458,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-02-10 00:12:12.000000,2022-02-01 19:01:07,505.0,11.0,167,44.0,52.0,3.0,58.0,901,Training neural models with structured signals.,32.0,26,True,2020-08-18 00:35:35.000,1.3.1,7.0,neural-structured-learning,,,,['tensorflow'],172.0,170.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000,2.0,11076.0,11076.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
459,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167.0,,278,70.0,83.0,27.0,26.0,894,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,929.0,795.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,134.0,57932.0,58239.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,14767.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
460,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2021-12-03 19:52:38.000000,2021-06-23 11:19:05,409.0,,286,32.0,290.0,16.0,181.0,878,A research toolkit for particle swarm optimization in Python.,43.0,26,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,155.0,149.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,6.0,31556.0,31556.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
461,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04,514.0,,242,42.0,72.0,99.0,186.0,793,Gaussian Process Optimization using GPy.,49.0,26,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,277.0,245.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,32.0,15877.0,15877.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
462,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2021-12-06 21:48:19.000000,2021-12-06 21:48:19,1667.0,6.0,162,40.0,161.0,67.0,144.0,788,A Jupyter - Three.js bridge.,29.0,26,True,2021-02-26 14:01:21.000,2.3.0,43.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],60.0,19.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,34.0,38640.0,49483.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,363399.0,,,,,3.0,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062,7.0,5577.0,,,,,,,,,,,,,,
463,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-02-10 10:50:53.000000,2022-02-10 08:58:38,2371.0,113.0,32,140.0,276.0,70.0,160.0,717,An open-source plotting library for statistical data.,16.0,26,True,2021-12-10 17:04:12.000,2.2.1,45.0,lets-plot,,,,,14.0,13.0,https://pypi.org/project/lets-plot,2021-12-10 16:26:26.000,1.0,2493.0,2500.0,,,,,,,,3.0,197.0,,,,,,,,,,,,,,,,,,,,
464,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2022-02-10 13:15:35.000000,2022-02-06 19:44:04,2560.0,82.0,99,21.0,424.0,113.0,234.0,700,A Python library for learning and evaluating knowledge graph embeddings.,24.0,26,True,2022-01-11 14:57:28.000,1.7.0,38.0,pykeen,,,,,3.0,,https://pypi.org/project/pykeen,2022-01-11 14:55:50.000,3.0,1156.0,1160.0,,,,,,,,2.0,92.0,,,,,,,,,,,,,,,,,,,,
465,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2022-02-09 18:40:54.000000,2022-02-01 20:41:40,15372.0,14.0,300,43.0,1478.0,188.0,2837.0,646,An open-source application for biological image analysis.,125.0,26,True,2021-07-22 19:01:42.000,4.2.1,43.0,cellprofiler,,,,,7.0,7.0,https://pypi.org/project/cellprofiler,2017-09-04 18:03:36.000,,757.0,780.0,,,,,,,,3.0,2244.0,,,,,,,,,,,,,,,,,,,,
466,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2022-01-13 13:20:50.024000,2021-12-25 17:12:31,676.0,12.0,69,28.0,257.0,105.0,191.0,393,"Simple, concise geographical visualization in Python.",25.0,26,True,2021-12-25 18:09:47.000,1.9.3,32.0,geoviews,conda-forge/geoviews,,,,25.0,,https://pypi.org/project/geoviews,2021-12-25 17:22:46.000,25.0,13187.0,15161.0,https://anaconda.org/conda-forge/geoviews,2022-01-13 13:20:50.024,92824.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
467,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-02-04 18:04:52.000000,2021-12-20 23:24:01,1186.0,3.0,125,21.0,530.0,18.0,207.0,327,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,134.0,127.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,4806.0,6000.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,40596.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
468,StaticFrame,InvestmentSystems/static-frame,data-containers,,https://github.com/InvestmentSystems/static-frame,https://github.com/InvestmentSystems/static-frame,MIT,2018-01-03 15:07:52.000,2022-02-10 04:15:02.000000,2022-02-10 00:45:08,3569.0,353.0,24,11.0,61.0,41.0,333.0,260,Immutable and grow-only Pandas-like DataFrames with a more explicit and consistent interface.,16.0,26,False,2022-01-17 16:23:41.000,0.8.34,133.0,static-frame,conda-forge/static-frame,,,,13.0,11.0,https://pypi.org/project/static-frame,2022-01-17 15:09:40.000,2.0,1365.0,5086.0,https://anaconda.org/conda-forge/static-frame,2022-01-17 22:23:49.129,133972.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
469,dbnd,databand-ai/dbnd,data-pipelines,,https://github.com/databand-ai/dbnd,https://github.com/databand-ai/dbnd,Apache-2.0,2020-01-02 10:42:47.000,2022-02-09 12:46:43.000000,2022-02-09 11:37:04,2856.0,182.0,22,18.0,51.0,3.0,2.0,215,DBND is an agile pipeline framework that helps data engineering teams track and orchestrate their data processes.,55.0,26,False,2022-02-09 12:38:50.000,0.62.12,275.0,dbnd,,,,,47.0,25.0,https://pypi.org/project/dbnd,2022-02-09 12:38:50.000,22.0,125960.0,125960.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
470,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1298,351.0,14.0,39.0,65.0,5688,Python library for processing Chinese text.,8.0,25,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,834.0,795.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,39.0,3725.0,3725.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
471,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30,1083.0,,964,185.0,323.0,327.0,289.0,5507,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,73.0,70.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,680.0,748.0,,,,,,,,3.0,3481.0,,,,,,,,,,,,,,,,,,,,
472,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108.0,,556,141.0,30.0,54.0,51.0,5048,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,18.0,flashtext,conda-forge/flashtext,,,,714.0,683.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,31.0,545286.0,545683.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,7544.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
473,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2021-12-17 04:03:09.000000,2020-07-14 02:41:10,174.0,,711,142.0,41.0,120.0,90.0,4632,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,25,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],974.0,959.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,661.0,674.0,,,,,,,,3.0,639.0,,,,,,,,,,,,,,,,,,,,
474,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2022-01-13 09:55:14.000000,2022-01-13 09:11:57,3324.0,28.0,779,229.0,103.0,41.0,612.0,4567,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,63.0,25,True,2022-01-13 09:55:14.000,1.1.1,12.0,,,,,,,,,,,,33.0,,,,,,,,3.0,1400.0,,,,,,,,,,,,,,,,,,,,
475,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-01-17 20:17:27.000000,2022-01-17 20:15:35,225.0,1.0,676,124.0,33.0,31.0,132.0,3924,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,25,True,2021-06-02 23:04:51.000,0.2.2,6.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],199.0,193.0,https://pypi.org/project/torchdiffeq,2021-06-02 23:04:51.000,6.0,19446.0,19664.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,4598.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
476,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2022-02-10 10:13:22.000000,2022-01-27 10:07:32,9841.0,618.0,1148,134.0,2607.0,347.0,721.0,3920,An Industrial Grade Federated Learning Framework.,69.0,25,True,2022-01-27 10:09:10.000,1.7.1.1,31.0,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,1.0,1.0,,,,,,,,3.0,,,,,,,,,-3.0,,,,,,,,,,,,
477,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-01-04 21:11:23.000000,2020-04-17 09:51:20,204.0,,853,94.0,56.0,204.0,255.0,3678,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,46680.0,46680.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
478,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154.0,,495,141.0,648.0,60.0,196.0,3612,Snips Python library to extract meaning from text.,22.0,25,True,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,11.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,11.0,4223.0,4223.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
479,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-02-01 17:04:10.000000,2018-08-21 02:42:52,1156.0,,1216,350.0,52.0,45.0,84.0,3609,Python Algorithmic Trading Library.,11.0,25,False,,,8.0,pyalgotrade,,,,,125.0,104.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,868.0,868.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
480,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2021-08-25 09:25:32.000000,2021-08-25 09:25:32,838.0,,667,66.0,246.0,128.0,801.0,3440,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",112.0,25,True,2021-04-06 12:37:09.000,2.10.2,31.0,stable-baselines,,,,,34.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:37:09.000,34.0,8531.0,8531.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
481,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24,440.0,,518,171.0,49.0,64.0,48.0,3357,Fast and flexible AutoML with learning guarantees.,27.0,25,True,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,,,['tensorflow'],44.0,42.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000,2.0,1108.0,1108.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
482,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-01-31 12:20:49.000000,2021-02-05 18:49:02,195.0,,276,84.0,65.0,41.0,31.0,3090,Python library that makes it easy for data scientists to create charts.,21.0,25,True,2020-11-02 22:14:08.000,3.0.3,16.0,chartify,conda-forge/chartify,,,,66.0,61.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000,5.0,1769.0,2226.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,17841.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
483,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2021-01-28 14:17:44.000000,2020-03-03 10:12:35,1340.0,,528,109.0,70.0,193.0,114.0,2982,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,88.0,76.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,2541.0,2606.0,,,,,,,,3.0,3094.0,,,,,,,,,,,,,,,,,,,,
484,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-02-06 18:49:57.000000,2022-02-02 15:28:59,171.0,5.0,269,55.0,39.0,38.0,38.0,2815,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,25,True,2021-09-23 17:37:22.000,0.3.2,9.0,layoutparser,,,,,44.0,43.0,https://pypi.org/project/layoutparser,2021-09-23 17:37:22.000,1.0,4752.0,4752.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
485,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2021-12-13 14:59:32.000000,2021-12-13 12:07:11,235.0,1.0,567,39.0,44.0,56.0,89.0,2665,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,25,True,2021-03-10 01:00:20.000,2.5.2,31.0,facenet-pytorch,,,,['pytorch'],638.0,631.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,7.0,12782.0,20019.0,,,,,,,,3.0,195408.0,,,,,,,,,,,,,,,,,,,,
486,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2022-02-02 15:24:48.000000,2022-02-02 15:24:43,749.0,16.0,338,89.0,521.0,131.0,90.0,2585,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,34.0,25,True,2021-12-03 22:33:39.000,2021.12.3,25.0,tensorflow-graphics,,,,['tensorflow'],4.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000,4.0,2472.0,2472.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
487,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2021-12-06 12:23:20.000000,2021-12-06 11:37:15,1769.0,8.0,404,80.0,224.0,35.0,144.0,2489,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,54.0,25,True,2020-11-06 15:31:29.000,0.6.0,10.0,fastnlp,,,,,58.0,55.0,https://pypi.org/project/fastnlp,2019-02-04 02:35:37.000,3.0,1056.0,1057.0,,,,,,,,3.0,65.0,,,,,,,,-2.0,,,,,,,,,,,,
488,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2022-02-10 12:16:12.000000,2022-02-10 11:22:57,1025.0,42.0,296,85.0,1728.0,155.0,808.0,2348,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",41.0,25,True,2022-02-03 08:27:20.000,0.8.1,103.0,pymars,,,,,1.0,,https://pypi.org/project/pymars,2022-02-03 08:35:15.000,1.0,4204.0,4204.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
489,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2022-02-01 16:56:15.000000,2022-02-01 16:55:20,339.0,47.0,228,52.0,396.0,44.0,88.0,2345,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",30.0,25,True,2021-11-02 17:21:02.000,0.1.6,6.0,vissl,,,,['pytorch'],6.0,5.0,https://pypi.org/project/vissl,2021-11-02 15:36:07.000,1.0,189.0,189.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
490,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55,6364.0,,685,165.0,93.0,134.0,358.0,2324,An Algorithmic Trading Library for Crypto-Assets in Python.,147.0,25,True,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,25.0,23.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,464.0,464.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
491,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-01-22 00:08:57.000000,2021-07-10 15:56:42,447.0,,243,57.0,55.0,18.0,49.0,2018,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,True,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],343.0,326.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,17.0,7108.0,7108.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
492,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-02-09 23:52:49.000000,2022-02-08 22:36:03,343.0,18.0,169,44.0,416.0,36.0,65.0,2017,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",12.0,25,True,2020-09-18 19:17:26.000,0.9.0,12.0,m2cgen,,,,,15.0,15.0,https://pypi.org/project/m2cgen,2020-09-18 19:16:17.000,,57596.0,57596.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
