,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_latest_release_published_at,npm_dependent_project_count,dnf_id,yay_id,snap_id
341,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2023-12-28 14:42:30.000000,2023-12-28 14:27:44,3007.0,85.0,107.0,16.0,249.0,11.0,131.0,723.0,Python bindings for MPI.,26.0,29,True,2023-10-04 09:04:51.000,3.1.5,27.0,mpi4py,conda-forge/mpi4py,,,,738.0,,https://pypi.org/project/mpi4py,157979.0,216801.0,https://anaconda.org/conda-forge/mpi4py,2023-10-17 08:36:29.714,2276085.0,,,,,2.0,19362.0,2023-10-04 09:04:51.000,738.0,,,,,,,,,,,,,,,,,,,
342,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2023-12-23 05:01:50.000000,2023-12-23 04:55:48,1657.0,11.0,257.0,43.0,1290.0,257.0,362.0,675.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",107.0,29,True,2023-12-19 00:59:41.000,0.35.0,42.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,3840185.0,3840185.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
343,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2024-01-04 00:48:10.000000,2023-12-22 14:48:18,792.0,14.0,72.0,25.0,358.0,111.0,225.0,542.0,"Simple, concise geographical visualization in Python.",30.0,29,True,2023-11-01 18:39:43.000,1.11.0,53.0,geoviews,conda-forge/geoviews,,,,879.0,842.0,https://pypi.org/project/geoviews,6548.0,11725.0,https://anaconda.org/conda-forge/geoviews,2023-11-02 09:01:15.038,207111.0,,,,,3.0,,2023-11-01 16:39:32.000,37.0,,,,,,,,,,,,,,,,,,,
344,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-01-03 21:50:20.000000,2023-12-13 21:05:13,223.0,4.0,55.0,14.0,201.0,12.0,185.0,294.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,29,False,2023-12-14 11:17:15.000,3.8.0,70.0,pystan,conda-forge/pystan,,,,9821.0,9559.0,https://pypi.org/project/pystan,1524449.0,1558410.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2784849.0,,,,,3.0,,2023-12-14 11:17:15.000,262.0,,,,,,,,,,,,,,,,,,,
345,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2023-11-03 15:14:22.000000,2023-11-03 14:46:16,569.0,1.0,38.0,13.0,69.0,7.0,25.0,204.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,12.0,29,False,2023-09-22 06:31:01.000,0.7.11,46.0,blis,conda-forge/cython-blis,,,,37558.0,37310.0,https://pypi.org/project/blis,5269992.0,5320800.0,https://anaconda.org/conda-forge/cython-blis,2023-10-01 08:59:57.840,2032346.0,,,,,2.0,,2023-09-22 06:27:17.000,248.0,,,,,,,,,,,,,,,,,,,
346,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2024-01-04 13:17:10.000000,2023-12-19 20:19:33,2173.0,269.0,852.0,107.0,2280.0,122.0,735.0,15294.0,"Qdrant - High-performance, massive-scale Vector Database for the next generation of AI. Also available in the cloud..",78.0,28,True,2023-12-19 21:43:20.000,1.7.3,61.0,,,,,,,,,,226.0,,,,,,,,2.0,7489.0,,,,,,,,,,,,,,,,,,,,,
347,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2024-01-04 03:54:30.000000,2023-12-28 07:35:14,2224.0,1.0,2724.0,194.0,3603.0,1312.0,3850.0,11644.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",159.0,28,True,2023-10-19 03:47:18.000,2.7.0,9.0,paddledet,,,,['paddle'],,,https://pypi.org/project/paddledet,540.0,540.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
348,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-11-27 11:39:00.000000,2023-11-27 11:38:59,333.0,8.0,1387.0,434.0,50.0,98.0,87.0,10281.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,28,True,2022-09-21 20:20:42.649,4.0.6,44.0,dopamine-rl,,,,['tensorflow'],57.0,21.0,https://pypi.org/project/dopamine-rl,29952.0,29952.0,,,,,,,,2.0,,2022-09-21 20:20:42.649,36.0,,,,,,,,,,,,,,,,,,,
349,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,277.0,,875.0,268.0,98.0,78.0,81.0,7273.0,Visualizations for machine learning datasets.,31.0,28,True,2019-07-01 16:35:20.000,1.0.0,4.0,facets-overview,,,,['jupyter'],207.0,207.0,https://pypi.org/project/facets-overview,151488.0,151488.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
350,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-12-02 01:27:38.759000,2023-02-18 07:58:21,3353.0,,1638.0,461.0,698.0,33.0,441.0,7266.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,28,True,2022-02-15 02:05:47.000,2.2.5,84.0,tensorlayer,,,,['tensorflow'],40.0,,https://pypi.org/project/tensorlayer,1296.0,1318.0,,,,,,,,2.0,1993.0,2022-02-15 02:05:47.000,40.0,,,,,5.0,,,,,,,,,,,,,,
351,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2023-09-17 12:33:41.000000,2019-11-11 22:14:54,308.0,,1368.0,207.0,158.0,44.0,227.0,5460.0,Deep Reinforcement Learning for Keras.,41.0,28,False,2018-06-01 07:52:24.000,0.4.2,8.0,keras-rl,,,,['tensorflow'],786.0,732.0,https://pypi.org/project/keras-rl,2273.0,2273.0,,,,,,,,2.0,,2018-06-01 07:52:24.000,54.0,,,,,,,,,,,,,,,,,,,
352,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2023-12-29 17:41:47.000000,2023-12-28 17:49:18,599.0,19.0,669.0,107.0,182.0,10.0,339.0,5278.0,Python-tesseract is an optical character recognition (OCR) tool for python.,45.0,28,True,2023-10-15 15:39:44.000,0.3.13,26.0,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,1230891.0,1245032.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,593955.0,,,,,2.0,,,,,,,,-5.0,,,,,,,,,,,,,,
353,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2023-10-19 19:24:54.000000,2023-10-19 19:24:51,248.0,1.0,851.0,126.0,38.0,63.0,144.0,4995.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,21.0,28,True,2022-04-22 15:21:47.000,0.2.3,7.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],2755.0,2712.0,https://pypi.org/project/torchdiffeq,730739.0,731058.0,https://anaconda.org/conda-forge/torchdiffeq,2023-06-16 19:19:05.182,14055.0,,,,,2.0,,2022-04-22 15:21:47.000,43.0,,,,,,,,,,,,,,,,,,,
354,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-12-05 10:04:41.000000,2022-08-06 21:47:18,182.0,,408.0,69.0,58.0,86.0,55.0,4169.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,28,False,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,977.0,973.0,https://pypi.org/project/layoutparser,118547.0,118547.0,,,,,,,,3.0,,2022-04-06 04:38:09.000,4.0,,,,,,,,,,,,,,,,,,,
355,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2023-12-29 12:20:18.000000,2023-11-11 01:23:34,523.0,1.0,709.0,177.0,80.0,8.0,274.0,4108.0,A python wrapper for Alpha Vantage API for financial data.,42.0,28,True,2020-12-21 02:37:29.000,2.3.1,34.0,alpha_vantage,conda-forge/alpha_vantage,,,,491.0,459.0,https://pypi.org/project/alpha_vantage,21344.0,21513.0,https://anaconda.org/conda-forge/alpha_vantage,2023-06-16 19:24:19.804,6106.0,,,,,2.0,,2020-12-21 02:36:15.000,32.0,,,,,,,,,,,,,,,,,,,
356,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2024-01-03 11:00:35.000000,2024-01-02 12:02:20,1439.0,27.0,687.0,74.0,1765.0,287.0,623.0,3989.0,Probabilistic time series modeling in Python.,110.0,28,True,2023-12-07 09:10:03.000,0.14.3,100.0,gluonts,anaconda/gluonts,,,['mxnet'],,,https://pypi.org/project/gluonts,176954.0,176979.0,https://anaconda.org/anaconda/gluonts,2023-12-22 09:31:03.436,685.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
357,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,971.0,218.0,408.0,140.0,402.0,3848.0,Lightweight library to build and train neural networks in Theano.,72.0,28,False,2015-08-13 21:00:09.000,0.1,2.0,lasagne,,,,,1286.0,1026.0,https://pypi.org/project/lasagne,1726.0,1726.0,,,,,,,,3.0,,2015-08-13 21:10:53.000,260.0,,,,,,,,,,,,,,,,,,,
358,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2023-06-16 13:24:02.087000,2023-02-26 20:07:33,189.0,,455.0,72.0,37.0,9.0,121.0,3737.0,Missing data visualization module for Python.,18.0,28,True,2023-02-26 20:11:59.371,0.5.2,26.0,missingno,conda-forge/missingno,,,,14490.0,14348.0,https://pypi.org/project/missingno,324424.0,328479.0,https://anaconda.org/conda-forge/missingno,2023-06-16 13:24:02.087,316302.0,,,,,3.0,,2023-02-26 20:11:59.371,142.0,,,,,,,,,,,,,,,,,,,
359,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2023-12-02 01:21:07.000000,2023-11-10 07:34:11,445.0,8.0,510.0,112.0,84.0,16.0,100.0,3318.0,Module for automatic summarization of text documents and HTML pages.,30.0,28,True,2022-10-23 16:40:03.000,0.11.0,15.0,sumy,conda-forge/sumy,,,,2400.0,2400.0,https://pypi.org/project/sumy,52942.0,53175.0,https://anaconda.org/conda-forge/sumy,2023-06-16 19:26:28.563,7226.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
360,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2023-12-23 00:58:49.000000,2023-12-23 00:58:46,1142.0,34.0,457.0,60.0,683.0,1.0,504.0,3295.0,On-device wake word detection powered by deep learning.,37.0,28,True,2023-11-16 19:28:06.000,3.0.1,33.0,pvporcupine,,,,,39.0,26.0,https://pypi.org/project/pvporcupine,4350.0,4350.0,,,,,,,,3.0,,2023-11-16 19:28:06.000,13.0,,,,,,,,,,,,,,,,,,,
361,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2023-07-08 17:08:15.000000,2022-04-29 04:19:24,1698.0,,399.0,47.0,1084.0,6.0,353.0,3197.0,Accelerated deep learning R&D.,104.0,28,False,2022-04-29 04:45:11.000,22.04,108.0,catalyst,,,,['pytorch'],1087.0,1049.0,https://pypi.org/project/catalyst,34277.0,34277.0,,,,,,,,3.0,,2022-04-29 04:46:04.000,38.0,,,,,,,,,,,,,,,,,,,
362,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2023-12-21 19:01:26.000000,2023-12-18 12:28:19,1478.0,16.0,226.0,15.0,1702.0,242.0,724.0,3157.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,52.0,28,False,2023-10-11 15:32:25.000,0.17.5,58.0,deepchecks,,,,,320.0,320.0,https://pypi.org/project/deepchecks,32317.0,32345.0,,,,,,,,2.0,768.0,,,,,,,,,,,,,,,,,,,,,
363,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2023-11-17 01:11:26.000000,2023-09-10 15:15:16,1059.0,,229.0,62.0,111.0,5.0,266.0,3070.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,28,True,2023-09-10 19:39:46.000,0.3.2,22.0,vidgear,,,,,499.0,490.0,https://pypi.org/project/vidgear,10007.0,10023.0,,,,,,,,3.0,959.0,2023-09-10 19:39:46.000,9.0,,,,,,,,,,,,,,,,,,,
364,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2023-12-14 13:29:37.000000,2023-12-14 13:29:37,1137.0,8.0,368.0,44.0,63.0,138.0,459.0,2853.0,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",24.0,28,True,2023-09-26 17:27:09.000,1.1.1,55.0,mljar-supervised,conda-forge/mljar-supervised,,,,98.0,98.0,https://pypi.org/project/mljar-supervised,5280.0,5673.0,https://anaconda.org/conda-forge/mljar-supervised,2023-09-27 04:54:23.157,12209.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
365,anomalib,openvinotoolkit/anomalib,others,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2024-01-04 11:18:34.000000,2023-12-13 13:51:07,507.0,13.0,496.0,36.0,665.0,69.0,551.0,2732.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",64.0,28,True,2023-08-29 07:29:59.000,0.7.0,27.0,anomalib,,,,,42.0,41.0,https://pypi.org/project/anomalib,15554.0,15754.0,,,,,,,,2.0,5024.0,2023-08-29 07:29:59.000,1.0,,,,,,,,,,,,,,,,,,,
366,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2023-12-22 12:14:04.000000,2023-12-22 12:14:04,1500.0,43.0,591.0,44.0,28.0,1.0,360.0,2624.0,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,30.0,28,True,2023-09-21 03:43:55.000,2.2.7,9.0,deepke,,,,['pytorch'],20.0,20.0,https://pypi.org/project/deepke,290.0,290.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
367,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2023-12-08 10:36:46.000000,2023-12-08 10:06:07,1517.0,39.0,302.0,39.0,315.0,35.0,146.0,2529.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,35.0,28,True,2023-12-08 10:36:46.000,2.4.1,37.0,shapash,,,,['jupyter'],137.0,135.0,https://pypi.org/project/shapash,3923.0,3923.0,,,,,,,,2.0,,2023-12-08 10:36:46.000,2.0,,,,,,,,,,,,,,,,,,,
368,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2024-01-04 13:14:53.000000,2023-12-05 08:28:16,2859.0,8.0,962.0,121.0,501.0,58.0,293.0,2515.0,IPython Parallel: Interactive Parallel Computing in Python.,112.0,28,False,2023-04-14 13:35:06.415,8.6.1,45.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],302.0,,https://pypi.org/project/ipyparallel,241807.0,251954.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,943729.0,,,,,2.0,,2023-04-14 13:35:06.415,302.0,,,,,,,,,,,,,,,,,,,
369,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2024-01-02 16:42:14.000000,2023-11-13 15:09:34,648.0,10.0,236.0,47.0,632.0,136.0,224.0,2234.0,Algorithms for explaining machine learning models.,19.0,28,True,2023-07-07 14:10:27.000,0.9.4,31.0,alibi,,,,,547.0,547.0,https://pypi.org/project/alibi,13682.0,13682.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
370,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2023-10-09 11:45:47.000000,2023-10-09 11:43:56,191.0,2.0,250.0,57.0,69.0,49.0,219.0,1885.0,A Python wrapper for the tesseract-ocr API.,29.0,28,True,2023-10-09 13:37:06.000,2.6.2,16.0,tesserocr,conda-forge/tesserocr,,,,922.0,922.0,https://pypi.org/project/tesserocr,43589.0,46112.0,https://anaconda.org/conda-forge/tesserocr,2023-06-16 16:18:15.161,128723.0,,,,,2.0,73.0,,,,,,,,,,,,,,,,,,,,,
371,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2023-12-02 08:46:41.000000,2023-12-02 08:46:41,671.0,1.0,400.0,42.0,59.0,19.0,268.0,1812.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,28,True,2023-04-07 06:00:55.135,1.3.6,19.0,ogb,conda-forge/ogb,,,,1347.0,1325.0,https://pypi.org/project/ogb,32853.0,33595.0,https://anaconda.org/conda-forge/ogb,2023-06-16 19:21:31.692,29714.0,,,,,2.0,,2022-11-02 22:00:56.960,22.0,,,,,,,,,,,,,,,,,,,
372,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2023-11-29 06:22:47.000000,2023-11-29 06:22:42,364.0,2.0,249.0,48.0,311.0,232.0,183.0,1696.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,42.0,28,True,2023-02-03 02:17:00.422,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],279.0,278.0,https://pypi.org/project/tensorflow-recommenders,347214.0,347214.0,,,,,,,,2.0,,2023-02-03 02:17:00.422,1.0,,,,,,,,,,,,,,,,,,,
373,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2023-12-21 13:23:44.000000,2023-12-20 09:16:24,3727.0,72.0,257.0,29.0,547.0,89.0,672.0,1560.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,74.0,28,True,2023-07-28 14:18:08.000,0.4.0,7.0,avalanche-lib,,,,,63.0,63.0,https://pypi.org/project/avalanche-lib,805.0,805.0,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,
374,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2023-12-10 10:05:11.000000,2023-12-06 01:55:01,701.0,4.0,299.0,43.0,353.0,66.0,201.0,1534.0,Training PyTorch models with differential privacy.,74.0,28,True,2023-03-24 16:01:05.890,1.4.0,20.0,opacus,conda-forge/opacus,,,['pytorch'],731.0,714.0,https://pypi.org/project/opacus,49000.0,49525.0,https://anaconda.org/conda-forge/opacus,2023-06-18 08:40:32.992,12571.0,,,,,2.0,106.0,2022-05-06 09:43:18.000,17.0,,,,,,,,,,,,,,,,,,,
375,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,,2016-10-21 23:14:52.000,2023-12-25 16:34:31.000000,2023-12-25 16:34:30,1837.0,20.0,267.0,45.0,268.0,58.0,191.0,1464.0,TensorLy: Tensor Learning in Python.,66.0,28,False,2023-01-15 00:40:26.000,0.8.0,8.0,tensorly,conda-forge/tensorly,,,,546.0,546.0,https://pypi.org/project/tensorly,11124.0,16465.0,https://anaconda.org/conda-forge/tensorly,2023-06-16 16:08:38.154,363192.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
376,USearch,unum-cloud/usearch,nn-search,,https://github.com/unum-cloud/usearch,https://github.com/unum-cloud/usearch,Apache-2.0,2023-02-22 09:20:20.000,2023-12-26 11:17:51.000000,2023-11-26 12:12:26,1443.0,165.0,60.0,15.0,261.0,15.0,50.0,1223.0,"Fast Open-Source Search & Clustering engine for Vectors & Strings in C++, C, Python, JavaScript, Rust, Java,..",26.0,28,True,2023-11-26 12:13:47.467,2.8.14,102.0,usearch,,unum/usearch,,,45.0,40.0,https://pypi.org/project/usearch,42209.0,47463.0,,,,https://hub.docker.com/r/unum/usearch,2023-11-26 12:13:27.055465,1.0,43.0,3.0,835.0,2023-11-26 12:40:03.000,1.0,,usearch,https://www.npmjs.com/package/usearch,5147.0,,,,,,,,,,,2023-11-26 12:13:47.467,4.0,,,
377,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2023-06-16 19:18:39.600000,2023-04-20 04:36:19,526.0,,403.0,52.0,37.0,16.0,139.0,1193.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,True,2022-09-06 19:52:23.000,0.12.2,11.0,kmodes,conda-forge/kmodes,,,,2387.0,2387.0,https://pypi.org/project/kmodes,330094.0,330960.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,39001.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
378,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-11-26 03:27:34.000000,2020-10-14 13:22:39,167.0,,336.0,71.0,86.0,27.0,26.0,1190.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,28,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1411.0,1267.0,https://pypi.org/project/empyrical,26779.0,27141.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,25731.0,,,,,2.0,,2020-10-13 21:29:19.000,144.0,,,,,,,,,,,,,,,,,,,
379,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-12-24 14:31:48.000000,2023-06-06 09:46:40,415.0,,325.0,39.0,300.0,23.0,200.0,1176.0,A research toolkit for particle swarm optimization in Python.,45.0,28,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,341.0,327.0,https://pypi.org/project/pyswarms,50744.0,50744.0,,,,,,,,2.0,,2021-01-03 21:34:15.000,14.0,,,,,,,,,,,,,,,,,,,
380,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2023-06-27 23:50:02.000000,2023-03-24 22:04:13,811.0,,245.0,41.0,502.0,272.0,252.0,873.0,Scalable Machine Learning with Dask.,77.0,28,True,2023-03-24 22:06:04.422,2023.3.24,35.0,dask-ml,conda-forge/dask-ml,,,,1001.0,927.0,https://pypi.org/project/dask-ml,172961.0,183511.0,https://anaconda.org/conda-forge/dask-ml,2023-06-16 13:24:06.152,791295.0,,,,,2.0,,2023-03-24 22:06:04.422,74.0,,,,,,,,,,,,,,,,,,,
381,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2024-01-01 17:28:43.000000,2023-11-06 00:17:47,493.0,5.0,117.0,33.0,127.0,24.0,74.0,852.0,Python bindings and utilities for GeoJSON.,56.0,28,True,,,11.0,geojson,conda-forge/geojson,,,,16162.0,16162.0,https://pypi.org/project/geojson,1231988.0,1302313.0,https://anaconda.org/conda-forge/geojson,2023-11-06 11:21:40.354,773582.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
382,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2023-12-26 19:56:31.000000,2023-11-16 16:35:47,16528.0,16.0,359.0,44.0,1606.0,278.0,2951.0,827.0,An open-source application for biological image analysis.,143.0,28,True,2023-08-14 19:59:48.000,4.2.6,48.0,cellprofiler,,,,,21.0,20.0,https://pypi.org/project/cellprofiler,643.0,696.0,,,,,,,,3.0,6404.0,2023-08-14 19:14:28.000,1.0,,,,,,,,,,,,,,,,,,,
