,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition,dnf_id,yay_id
493,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2022-06-07 05:49:14.000000,2019-05-21 11:29:06,487,,140,35.0,65.0,81.0,94.0,752,A scikit-learn based module for multi-label et. al. classification.,15.0,25,False,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],793.0,775.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,18.0,64141.0,64141.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
494,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2022-06-17 13:38:21.000000,2022-06-17 13:37:20,133,7.0,110,28.0,16.0,4.0,52.0,733,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",12.0,25,True,2022-06-17 13:38:21.000,0.1.41,52.0,autoviz,conda-forge/autoviz,,,,200.0,194.0,https://pypi.org/project/autoviz,2022-06-17 13:38:21.000,6.0,61956.0,62558.0,https://anaconda.org/conda-forge/autoviz,2022-04-28 15:21:36.099,6021.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
495,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2022-05-18 20:08:03.000000,2022-03-15 15:01:24,15386,,310,45.0,1494.0,219.0,2845.0,681,An open-source application for biological image analysis.,128.0,25,True,2021-07-22 19:10:21.000,4.2.1,43.0,cellprofiler,,,,,8.0,8.0,https://pypi.org/project/cellprofiler,2021-07-22 19:10:21.000,,580.0,607.0,,,,,,,,3.0,2779.0,,,,,,,,,,,,,,,,,,
496,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2022-06-19 19:57:35.000000,2022-06-19 04:31:40,1278,93.0,249,54.0,282.0,160.0,175.0,655,Machine learning on FPGAs using HLS.,42.0,25,True,2021-11-12 12:26:50.000,0.6.0,10.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",6.0,6.0,https://pypi.org/project/hls4ml,2021-11-12 12:26:50.000,,277.0,416.0,https://anaconda.org/conda-forge/hls4ml,2021-11-12 15:38:42.855,2936.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
497,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2022-06-17 13:31:41.000000,2022-06-17 13:31:40,1234,2.0,98,24.0,383.0,7.0,88.0,596,A Comparative Framework for Multimodal Recommender Systems.,14.0,25,True,2022-02-19 03:37:13.000,1.14.2,46.0,cornac,conda-forge/cornac,,,,126.0,111.0,https://pypi.org/project/cornac,2022-02-19 03:50:02.000,15.0,118259.0,124364.0,https://anaconda.org/conda-forge/cornac,2022-02-19 07:51:09.542,225891.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
498,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2022-06-08 22:26:52.000000,2022-02-23 08:02:30,505,,70,17.0,171.0,66.0,101.0,454,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",24.0,25,True,2019-12-04 10:03:39.000,0.10.3post1,11.0,soundfile,anaconda/pysoundfile,,,,539.0,,https://pypi.org/project/soundfile,2019-11-27 12:16:19.000,539.0,917771.0,917804.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,3345.0,,,,,,,,,,,,,,,,,,
499,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2022-06-19 20:19:03.000000,2022-05-30 18:24:45,697,8.0,68,29.0,275.0,104.0,196.0,415,"Simple, concise geographical visualization in Python.",27.0,25,True,2022-03-08 14:57:27.000,1.9.5,36.0,geoviews,conda-forge/geoviews,,,,26.0,,https://pypi.org/project/geoviews,2022-03-08 14:57:27.000,26.0,8898.0,11035.0,https://anaconda.org/conda-forge/geoviews,2022-03-08 21:16:14.407,108994.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
500,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-06-01 01:16:07.000000,2022-06-01 01:16:06,582,15.0,59,31.0,327.0,12.0,82.0,330,IPython/Jupyter notebook module for Vega and Vega-Lite.,11.0,25,True,2022-02-10 02:01:39.000,3.6.0,39.0,vega,conda-forge/vega,,,['jupyter'],84.0,,https://pypi.org/project/vega,2022-02-10 02:01:39.000,84.0,6403.0,13169.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,487195.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
501,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2022-02-15 22:25:08.000000,2022-02-15 22:25:08,197,,39,11.0,178.0,12.0,162.0,190,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",10.0,25,False,2021-10-06 01:05:34.000,3.3.0,66.0,pystan,conda-forge/pystan,,,,247.0,,https://pypi.org/project/pystan,2022-02-15 20:52:07.000,247.0,2890772.0,2915072.0,https://anaconda.org/conda-forge/pystan,2022-02-03 10:06:49.622,1530919.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
502,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2022-05-27 15:07:43.000000,2022-02-11 11:53:32,3328,,804,230.0,108.0,52.0,616.0,4628,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,63.0,24,True,2022-01-13 09:55:14.000,1.1.1,12.0,,,,,,,,,,,,30.0,,,,,,,,3.0,1410.0,,,,,,,,,,,,,,,,,,
503,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2022-06-18 09:09:01.000000,2022-06-18 09:09:01,2557,159.0,502,82.0,2812.0,202.0,1001.0,3897,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,74.0,24,True,2022-05-30 20:49:21.000,1.14.0,53.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
504,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810,,908,178.0,385.0,32.0,429.0,3663,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,True,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,,['tensorflow'],11.0,11.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,85.0,85.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
505,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2021-08-25 09:25:32.000000,2021-08-25 09:25:32,838,,690,67.0,246.0,111.0,814.0,3557,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",112.0,24,True,2021-04-06 12:37:09.000,2.10.2,31.0,stable-baselines,,,,,34.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:37:09.000,34.0,7813.0,7813.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
506,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24,440,,521,172.0,49.0,64.0,48.0,3409,Fast and flexible AutoML with learning guarantees.,27.0,24,True,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,,,['tensorflow'],46.0,44.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000,2.0,319.0,319.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
507,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2022-06-17 18:36:26.000000,2022-06-17 16:52:11,1142,60.0,673,134.0,990.0,248.0,332.0,3325,Simple and Distributed Machine Learning.,92.0,24,True,2022-01-12 22:42:34.000,0.9.5,23.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000,,6.0,6.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
508,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2022-05-24 17:30:34.000000,2022-02-10 08:43:04,2099,,525,146.0,229.0,19.0,626.0,3144,Tensorforce: a TensorFlow library for applied reinforcement learning.,82.0,24,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,,,['tensorflow'],,,https://pypi.org/project/tensorforce,2021-08-30 20:13:45.000,,1438.0,1438.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
509,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2022-06-15 09:36:02.000000,2022-06-15 09:35:54,891,45.0,428,159.0,32.0,19.0,25.0,3110,High-performance TensorFlow library for quantitative finance.,39.0,24,True,,,29.0,tf-quant-finance,,,,['tensorflow'],2.0,,https://pypi.org/project/tf-quant-finance,2022-05-31 10:54:46.000,2.0,1384.0,1384.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
510,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2022-05-26 16:35:40.000000,2020-03-16 04:26:47,75,,202,59.0,39.0,15.0,23.0,2438,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,24,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,329.0,326.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,3.0,4817.0,5104.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,9191.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
511,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2022-06-01 18:12:53.000000,2022-05-31 09:02:47,193,5.0,119,29.0,171.0,12.0,66.0,2302,HiPlot makes understanding high dimensional data easy.,8.0,24,True,2022-05-31 09:00:35.000,0.1.33,107.0,hiplot,conda-forge/hiplot,,,,16.0,5.0,https://pypi.org/project/hiplot,2022-05-31 09:16:01.000,11.0,22101.0,25260.0,https://anaconda.org/conda-forge/hiplot,2022-05-31 21:21:53.546,88460.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
512,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120,,594,86.0,29.0,23.0,51.0,2095,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,161.0,,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,161.0,83155.0,83155.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
513,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-01-22 00:08:57.000000,2021-07-10 15:56:42,447,,250,57.0,55.0,18.0,49.0,2077,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],413.0,396.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,17.0,5497.0,5497.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
514,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2022-03-26 17:35:11.489000,2022-03-26 09:22:25,357,1.0,251,54.0,11.0,17.0,70.0,1831,Beautiful visualizations of how language differs among document types.,12.0,24,True,2022-03-26 09:23:49.000,0.1.6,135.0,scattertext,conda-forge/scattertext,,,,296.0,286.0,https://pypi.org/project/scattertext,2022-03-26 09:23:49.000,10.0,3768.0,4847.0,https://anaconda.org/conda-forge/scattertext,2022-03-26 17:35:11.489,62606.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
515,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2022-04-30 21:09:56.000000,2021-05-25 16:49:48,947,,206,62.0,58.0,24.0,182.0,1773,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,19.0,24,False,2021-05-25 16:57:42.000,1.4.0,12.0,ampligraph,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/ampligraph,2021-05-25 16:47:29.000,,1204.0,1204.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
516,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2022-06-03 14:29:46.000000,2022-06-03 14:29:28,319,13.0,334,40.0,63.0,152.0,94.0,1746,Super easy library for BERT based NLP models.,36.0,24,True,2022-06-03 14:29:46.000,2.0.4,54.0,fast-bert,,,,,2.0,,https://pypi.org/project/fast-bert,2022-06-03 14:29:46.000,2.0,1953.0,1953.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
517,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2022-06-18 15:23:37.000000,2022-03-23 16:53:36,173,3.0,347,36.0,186.0,38.0,203.0,1742,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,19.0,24,True,2021-02-02 08:05:11.000,3.1.1,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],7.0,,https://pypi.org/project/pytorch-tabnet,2021-02-02 08:05:11.000,7.0,14287.0,14401.0,https://anaconda.org/conda-forge/pytorch-tabnet,2021-12-30 20:05:02.340,685.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
518,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2022-04-29 15:26:19.000000,2020-08-19 14:58:00,113,,200,40.0,35.0,37.0,21.0,1724,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,24,False,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],330.0,307.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,23.0,7563.0,7924.0,https://anaconda.org/conda-forge/multicore-tsne,2021-11-09 17:22:51.512,15563.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
519,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2022-06-09 10:47:27.000000,2021-11-11 15:06:17,156,,174,45.0,50.0,21.0,88.0,1558,A Python library that helps data scientists to infer causation rather than observing correlation.,22.0,24,True,2021-11-11 15:15:32.000,0.11.0,16.0,causalnex,,,,"['pytorch', 'sklearn']",41.0,39.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000,2.0,1800.0,1800.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
520,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2022-05-26 20:28:59.000000,2020-08-25 09:26:27,1121,,264,64.0,46.0,18.0,74.0,1324,MLBox is a powerful Automated Machine Learning python library.,9.0,24,False,2020-08-25 09:32:37.000,0.8.5,21.0,mlbox,,,,,28.0,28.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000,,13462.0,13462.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
521,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2021-12-31 19:41:11.000000,2021-12-24 18:36:59,781,,133,33.0,210.0,103.0,145.0,1065,Real-time stream processing for python.,45.0,24,True,2021-10-04 14:47:39.000,0.6.3,16.0,streamz,conda-forge/streamz,,,,327.0,298.0,https://pypi.org/project/streamz,2021-10-04 14:47:39.000,29.0,18194.0,23828.0,https://anaconda.org/conda-forge/streamz,2021-10-04 16:06:59.119,321179.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
522,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2022-06-01 09:54:05.000000,2022-06-01 09:54:02,628,21.0,141,45.0,151.0,19.0,346.0,1058,moDel Agnostic Language for Exploration and eXplanation.,20.0,24,False,2021-11-08 12:22:11.000,1.4.1,23.0,dalex,conda-forge/dalex,,,,47.0,44.0,https://pypi.org/project/dalex,2021-11-08 12:22:11.000,3.0,11209.0,11425.0,https://anaconda.org/conda-forge/dalex,2021-07-17 15:59:19.192,3675.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
523,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2022-06-18 23:06:36.000000,2022-06-18 23:01:19,589,252.0,115,21.0,420.0,14.0,29.0,1031,Pytorch domain library for recommendation systems.,75.0,24,True,2022-05-17 18:12:15.000,0.1.1,77.0,torchrec-nightly-cpu,,,,,,,https://pypi.org/project/torchrec-nightly-cpu,2022-05-12 18:55:21.000,,2088.0,2088.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
524,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2022-06-18 17:46:33.000000,2022-06-17 15:57:06,5364,139.0,200,44.0,1530.0,87.0,748.0,1026,cuGraph - RAPIDS Graph Analytics Library.,86.0,24,True,2022-06-07 20:28:30.000,22.06.00,19.0,cugraph,conda-forge/libcugraph,,,,1.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,1.0,94.0,641.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,7661.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
525,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2022-01-07 14:52:00.000000,2022-01-07 14:51:56,41,,259,54.0,34.0,9.0,77.0,1010,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,8.0,24,True,2022-01-07 11:43:24.000,0.4.1,16.0,stockstats,,,,,516.0,487.0,https://pypi.org/project/stockstats,2022-01-07 11:43:24.000,29.0,8504.0,8504.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
526,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2022-05-28 23:36:31.000000,2022-05-17 09:59:11,566,7.0,281,93.0,115.0,62.0,90.0,831,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,24,True,2022-01-25 21:56:31.000,1.0.2,13.0,astroML,conda-forge/astroml,,,['sklearn'],33.0,,https://pypi.org/project/astroML,2022-03-01 20:02:01.000,33.0,1323.0,1830.0,https://anaconda.org/conda-forge/astroml,2022-03-02 04:14:21.434,29459.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
527,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2022-06-19 00:49:02.000000,2022-06-18 18:14:55,640,61.0,75,23.0,85.0,11.0,24.0,811,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",11.0,24,True,2022-06-15 05:29:16.000,1.3.0,24.0,imodels,,,,,20.0,18.0,https://pypi.org/project/imodels,2022-06-15 05:15:27.000,2.0,2809.0,2809.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
528,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2022-06-17 15:40:54.000000,2022-06-17 14:35:54,712,184.0,31,35.0,93.0,28.0,30.0,765,A library for easily evaluating machine learning models and datasets.,93.0,24,True,2022-06-16 10:01:40.000,0.1.2,7.0,evaluate,,,,,42.0,41.0,https://pypi.org/project/evaluate,2022-06-16 09:53:04.000,1.0,2741.0,2741.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
529,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,1380,,146,26.0,154.0,67.0,136.0,740,Google maps for Jupyter notebooks.,16.0,24,False,2019-07-21 08:49:48.715,0.9.0,95.0,gmaps,conda-forge/gmaps,,,['jupyter'],45.0,1.0,https://pypi.org/project/gmaps,2021-12-15 15:42:57.506,44.0,10020.0,15810.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,262664.0,,,,,3.0,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,,1485.0,,,,,,,,,,,,
530,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2022-03-11 23:25:33.000000,2019-09-02 19:02:38,1145,,153,33.0,23.0,32.0,234.0,711,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,7.0,24,False,2019-04-04 19:44:59.000,0.8.2,34.0,neupy,,,,,146.0,134.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000,12.0,3290.0,3290.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
531,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2022-06-16 15:16:36.000000,2022-06-15 11:45:55,1221,9.0,107,22.0,567.0,49.0,502.0,706,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",39.0,24,True,2022-02-10 15:54:11.000,0.12.0,41.0,icevision,,,,,5.0,,https://pypi.org/project/icevision,2022-02-10 15:54:11.000,5.0,3891.0,3891.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
532,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2022-06-17 16:25:13.000000,2022-06-15 13:22:36,173,75.0,44,35.0,167.0,34.0,35.0,561,Accelerate training and inference of Transformers with easy to use hardware optimization tools.,14.0,24,True,2022-06-15 12:36:01.000,1.2.3,14.0,optimum,conda-forge/optimum,,,,21.0,18.0,https://pypi.org/project/optimum,2022-06-13 16:24:55.000,3.0,4614.0,4951.0,https://anaconda.org/conda-forge/optimum,2022-06-13 22:11:23.384,675.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
533,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2022-06-18 00:35:12.000000,2022-05-11 01:39:39,1729,45.0,53,19.0,212.0,80.0,248.0,521,The worlds cleanest AutoML framework - Do hyperparameter tuning with the right pipeline abstractions to write clean..,7.0,24,True,2022-04-15 23:19:03.000,0.7.0,23.0,neuraxle,,,,,33.0,32.0,https://pypi.org/project/neuraxle,2022-04-15 21:08:21.000,1.0,587.0,587.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
534,findspark,minrk/findspark,others,,https://github.com/minrk/findspark,https://github.com/minrk/findspark,BSD-3-Clause,2015-06-12 21:34:06.000,2022-02-11 17:17:32.393000,2022-02-11 07:59:35,77,,67,8.0,17.0,12.0,11.0,441,Find pyspark to make it importable.,15.0,24,True,2022-02-11 08:02:06.000,2.0.1,14.0,findspark,conda-forge/findspark,,,['spark'],2673.0,2537.0,https://pypi.org/project/findspark,2022-02-11 08:02:06.000,136.0,2467705.0,2476827.0,https://anaconda.org/conda-forge/findspark,2022-02-11 17:17:32.393,656847.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
535,FEDOT,nccr-itmo/FEDOT,hyperopt,,https://github.com/nccr-itmo/FEDOT,https://github.com/nccr-itmo/FEDOT,BSD-3-Clause,2020-01-13 12:48:37.000,2022-06-19 19:15:15.000000,2022-06-17 10:01:12,591,69.0,47,8.0,414.0,86.0,216.0,403,Automated modeling and machine learning framework FEDOT.,23.0,24,True,2022-03-28 16:29:46.000,0.5.2,12.0,fedot,,,,,20.0,20.0,https://pypi.org/project/fedot,2022-03-28 16:29:46.000,,931.0,931.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,True,,
