,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition,bitbucket_id
375,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,,sklearn-utils,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000000,2021-10-27 17:57:56.000000,2019-12-05 08:17:22.000000,170,37.0,23.0,384.0,46.0,scikit-learn inspired API for CRFsuite.,6.0,25,False,2017-06-22 18:49:27.000000,0.3.6,9.0,sklearn-crfsuite,,,,['sklearn'],3638.0,3242.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000000,396.0,111629.0,111629.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
376,datalad,datalad/datalad,,others,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000000,2021-11-17 18:17:52.000000,2021-11-17 18:17:39.000000,87,719.0,2768.0,268.0,14746.0,"Keep code, data, containers under control with git and git-annex.",45.0,25,False,2021-10-30 08:45:36.000000,0.15.3,76.0,datalad,conda-forge/datalad,,,,26.0,,https://pypi.org/project/datalad,2021-10-30 08:45:36.000000,26.0,6038.0,9948.0,https://anaconda.org/conda-forge/datalad,2021-10-25 16:49:19.697000,172078.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
377,DeepSpeech,mozilla/DeepSpeech,,audio,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000000,2021-07-30 19:01:32.000000,,3312,119.0,,18334.0,,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",142.0,24,True,2020-12-10 17:22:09.000000,0.9.3,100.0,deepspeech,,,,['tensorflow'],58.0,,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000000,58.0,12621.0,12621.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
378,NuPIC,numenta/nupic,,ml-frameworks,https://github.com/numenta/nupic,https://github.com/numenta/nupic,AGPL-3.0,2013-04-05 23:14:27.000000,2021-03-25 21:39:47.000000,2019-10-23 20:45:07.000000,1585,456.0,1337.0,6289.0,6625.0,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",121.0,24,False,2018-06-01 15:37:54.000000,1.0.5,53.0,nupic,,,,,143.0,105.0,https://pypi.org/project/nupic,2018-06-01 15:37:54.000000,38.0,3293.0,3293.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
379,snownlp,isnowfy/snownlp,,chinese-nlp,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03.000000,1298,39.0,65.0,5619.0,57.0,Python library for processing Chinese text.,8.0,24,False,2015-09-27 16:35:23.000000,0.12.3,17.0,snownlp,,,,,799.0,723.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000000,76.0,8166.0,8166.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
380,textgenrnn,minimaxir/textgenrnn,,nlp,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000000,2021-06-18 06:05:47.000000,2020-07-14 02:41:10.000000,707,117.0,86.0,4559.0,174.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],973.0,945.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000000,28.0,4097.0,4110.0,,,,,,,,3.0,598.0,,,,,,,,,,,,,,,,,,,,,
381,Lasagne,Lasagne/Lasagne,,ml-frameworks,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000000,2019-11-20 20:28:31.000000,2019-11-20 20:28:30.000000,977,139.0,402.0,3794.0,1161.0,Lightweight library to build and train neural networks in Theano.,72.0,24,False,2015-08-13 21:00:09.000000,0.1,1.0,lasagne,,,,,1379.0,873.0,https://pypi.org/project/lasagne,2015-08-13 21:10:53.000000,506.0,3215.0,3215.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
382,T5,google-research/text-to-text-transfer-transformer,,nlp,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000000,2021-11-17 14:44:59.000000,2021-10-29 18:43:01.000000,526,64.0,333.0,3785.0,,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,42.0,24,True,2021-10-18 13:55:26.000000,0.9.3,28.0,t5,,,,['tensorflow'],65.0,65.0,https://pypi.org/project/t5,2021-10-18 13:55:26.000000,0.0,13127.0,13127.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
383,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,,distributed-ml,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000000,2021-10-15 23:08:42.000000,2021-10-15 23:08:39.000000,959,4.0,354.0,3739.0,628.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,33.0,24,True,2021-05-25 22:25:31.000000,2.2.4,31.0,tensorflowonspark,,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2021-05-25 20:44:29.000000,5.0,246782.0,246782.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
384,Snips NLU,snipsco/snips-nlu,,nlp,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31.000000,495,54.0,196.0,3569.0,2154.0,Snips Python library to extract meaning from text.,22.0,24,True,2020-01-15 10:13:17.000000,0.20.2,58.0,snips-nlu,,,,,16.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000000,16.0,3554.0,3554.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
385,DoWhy,Microsoft/dowhy,,interpretability,https://github.com/microsoft/dowhy,https://github.com/microsoft/dowhy,MIT,2018-05-31 13:07:04.000000,2021-11-17 15:52:02.000000,2021-11-11 14:20:44.000000,510,40.0,114.0,3400.0,466.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,45.0,24,True,2021-03-03 03:44:46.000000,0.6,6.0,dowhy,conda-forge/dowhy,,,,75.0,75.0,https://pypi.org/project/dowhy,2021-03-03 03:45:16.000000,0.0,45891.0,46106.0,https://anaconda.org/conda-forge/dowhy,2021-04-28 19:20:04.698000,3875.0,,,,,2.0,24.0,,,,,,,,,,,,,,,,,,,,,
386,Stable Baselines,hill-a/stable-baselines,,reinforcement-learning,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000000,2021-08-25 09:25:32.000000,2021-08-25 09:25:32.000000,649,128.0,794.0,3342.0,838.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",112.0,24,True,2021-04-06 12:37:09.000000,2.10.2,31.0,stable-baselines,,,,,50.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:37:09.000000,50.0,10312.0,10312.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
387,nevergrad,facebookresearch/nevergrad,,hyperopt,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000000,2021-11-17 11:10:53.000000,2021-11-15 12:17:14.000000,299,97.0,142.0,3164.0,,A Python toolbox for performing gradient-free optimization.,46.0,24,True,2021-01-28 12:05:40.000000,0.4.3,34.0,nevergrad,conda-forge/nevergrad,,,,274.0,260.0,https://pypi.org/project/nevergrad,2021-11-10 18:52:59.000000,14.0,47703.0,48659.0,https://anaconda.org/conda-forge/nevergrad,2021-06-14 12:44:22.518000,18178.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
388,Darts,unit8co/darts,,time-series-data,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000000,2021-11-17 18:47:27.000000,2021-11-16 17:24:58.000000,260,18.0,154.0,3131.0,640.0,A python library for easy manipulation and forecasting of time series.,41.0,24,True,2021-11-08 21:52:08.000000,0.13.1,21.0,u8darts,,unit8/darts,,,17.0,17.0,https://pypi.org/project/u8darts,2021-11-08 21:52:08.000000,0.0,3185.0,3190.0,,,,https://hub.docker.com/r/unit8/darts,2021-11-08 21:49:58.762773,,195.0,2.0,,,,,,,,,,,,,,,,,,,,,,
389,Chartify,spotify/chartify,,data-viz,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000000,2021-09-17 06:10:10.000000,2021-02-05 18:49:02.000000,268,42.0,30.0,3037.0,195.0,Python library that makes it easy for data scientists to create charts.,21.0,24,True,2020-11-02 22:14:08.000000,3.0.3,16.0,chartify,conda-forge/chartify,,,,63.0,58.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000000,5.0,2337.0,2806.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628000,16917.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
390,xLearn,aksnzhy/xlearn,,ml-frameworks,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000000,2021-01-28 14:17:44.000000,2020-03-03 10:12:35.000000,528,193.0,109.0,2955.0,1340.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,24,False,2019-04-25 02:10:05.000000,0.4.4,15.0,xlearn,,,,,74.0,72.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000000,2.0,2696.0,2763.0,,,,,,,,3.0,2957.0,,,,,,,,,,,,,,,,,,,,,
391,keras-vis,raghakot/keras-vis,,interpretability,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000000,2020-04-20 01:03:13.000000,2020-04-20 01:03:12.000000,608,114.0,99.0,2893.0,195.0,Neural network visualization toolkit for keras.,10.0,24,False,2017-07-06 04:55:04.000000,0.4.1,11.0,keras-vis,,,,['tensorflow'],1479.0,1423.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000000,56.0,4671.0,4671.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
392,scikit-opt,guofei9987/scikit-opt,,sklearn-utils,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000000,2021-10-15 20:00:02.000000,2021-09-26 12:16:22.000000,640,26.0,96.0,2692.0,296.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",13.0,24,True,2021-06-28 12:45:52.000000,0.6.5,22.0,scikit-opt,,,,['sklearn'],60.0,54.0,https://pypi.org/project/scikit-opt,2021-06-28 12:36:56.000000,6.0,1498.0,1498.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
393,facenet-pytorch,timesler/facenet-pytorch,,image,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000000,2021-05-23 21:26:30.000000,2021-05-23 21:26:30.000000,535,52.0,89.0,2486.0,234.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,24,True,2021-03-10 01:00:20.000000,2.5.2,31.0,facenet-pytorch,,,,['pytorch'],545.0,539.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000000,6.0,10376.0,17163.0,,,,,,,,3.0,162895.0,,,,,,,,,,,,,,,,,,,,,
394,Arctic,man-group/arctic,,data-containers,https://github.com/man-group/arctic,https://github.com/man-group/arctic,LGPL-2.1,2015-05-29 13:37:30.000000,2021-11-11 19:15:34.000000,2021-10-29 14:40:09.000000,496,95.0,441.0,2485.0,1085.0,Arctic is a high performance datastore for numeric data.,72.0,24,True,2021-10-28 17:14:57.000000,1.80.0,84.0,arctic,conda-forge/arctic,,,,181.0,139.0,https://pypi.org/project/arctic,2021-10-28 17:14:57.000000,42.0,5107.0,5659.0,https://anaconda.org/conda-forge/arctic,2019-12-16 08:57:24.231000,16524.0,,,,,3.0,173.0,,,,,,,,,,,,,,,,,,,,,
395,MONAI,Project-MONAI/MONAI,,medical-data,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000000,2021-11-17 18:24:45.000000,2021-11-17 13:54:56.000000,462,123.0,1178.0,2469.0,,AI Toolkit for Healthcare Imaging.,82.0,24,True,2021-09-24 01:21:01.000000,0.7.0,30.0,monai,,,,['pytorch'],144.0,144.0,https://pypi.org/project/monai,2021-09-24 00:49:41.000000,0.0,15621.0,15621.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
396,PandasGUI,adamerose/pandasgui,,data-viz,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT,2019-06-12 02:19:42.000000,2021-11-02 18:53:17.000000,2021-09-25 15:27:41.000000,150,32.0,109.0,2455.0,706.0,A GUI for Pandas DataFrames.,10.0,24,True,2021-08-14 09:14:51.000000,0.2.13,43.0,pandasgui,,,,['pandas'],112.0,110.0,https://pypi.org/project/pandasgui,2021-08-14 09:14:51.000000,2.0,6528.0,6528.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
397,TorchServe,pytorch/serve,,model-serialisation,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000000,2021-11-17 17:23:39.000000,2021-11-16 05:46:05.000000,405,114.0,628.0,2244.0,2262.0,Model Serving on PyTorch.,90.0,24,True,2021-08-02 21:31:05.000000,0.4.2,10.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],0.0,,https://pypi.org/project/torchserve,2021-08-02 20:44:55.000000,0.0,15319.0,53881.0,https://anaconda.org/pytorch/torchserve,2021-08-02 20:45:16.815000,15431.0,https://hub.docker.com/r/pytorch/torchserve,2021-08-02 20:52:41.515485,9.0,942889.0,2.0,680.0,,,,,,,,,,,,,,,,,,,,,
398,GluonTS,awslabs/gluon-ts,,time-series-data,https://github.com/awslabs/gluon-ts,https://github.com/awslabs/gluon-ts,Apache-2.0,2019-05-15 17:17:29.000000,2021-11-12 13:49:17.000000,2021-10-27 09:27:26.000000,475,273.0,416.0,2242.0,789.0,Probabilistic time series modeling in Python.,79.0,24,True,2021-08-12 10:05:38.000000,0.8.1,43.0,gluonts,,,,['mxnet'],0.0,,https://pypi.org/project/gluonts,2021-11-11 15:18:16.000000,0.0,61077.0,61077.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
399,Alphalens,quantopian/alphalens,,financial-data,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000000,2020-09-05 16:48:14.000000,2020-04-27 18:40:41.000000,781,38.0,145.0,2085.0,522.0,Performance analysis of predictive (alpha) stock factors.,25.0,24,False,2020-04-30 15:42:52.000000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,491.0,463.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000000,28.0,2580.0,2886.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922000,13795.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
400,vidgear,abhiTronix/vidgear,,image,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000000,2021-11-16 03:32:09.000000,2021-10-27 03:55:38.000000,151,2.0,184.0,1996.0,796.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,7.0,24,True,2021-10-27 05:06:39.000000,0.2.3,15.0,vidgear,,,,,145.0,143.0,https://pypi.org/project/vidgear,2021-10-27 05:06:39.000000,2.0,3073.0,3088.0,,,,,,,,3.0,487.0,,,,,,,,,,,,,,,,,,,,,
401,pytorch-nlp,PetrochukM/PyTorch-NLP,,nlp,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000000,2021-08-22 16:33:38.000000,2021-07-10 15:56:42.000000,242,18.0,49.0,1987.0,447.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00.000000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],323.0,305.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000000,18.0,9423.0,9423.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
402,Essentia,MTG/essentia,,audio,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000000,2021-11-17 16:17:39.000000,2021-11-15 12:46:08.000000,430,347.0,593.0,1964.0,2938.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",71.0,24,False,2015-03-31 16:33:30.000000,2.0,10.0,essentia,,,,,255.0,245.0,https://pypi.org/project/essentia,2021-11-04 15:23:58.000000,10.0,3188.0,3188.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
403,efficientnet,qubvel/efficientnet,,tensorflow-utils,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000000,2021-08-16 07:14:52.000000,2021-07-16 09:03:20.000000,430,59.0,56.0,1910.0,66.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,24,True,2020-09-15 16:26:00.000000,1.1.1,9.0,efficientnet,,,,['tensorflow'],806.0,802.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000000,4.0,83592.0,90113.0,,,,,,,,3.0,195643.0,,,,,,,,,,,,,,,,,,,,,
404,Spektral,danielegrattarola/spektral,,graph,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000000,2021-11-05 12:39:30.000000,2021-10-26 09:35:54.000000,254,35.0,158.0,1909.0,1033.0,Graph Neural Networks with Keras and Tensorflow 2.,19.0,24,True,2021-08-23 13:15:21.000000,1.0.8,31.0,spektral,,,,"['tensorflow""']",82.0,82.0,https://pypi.org/project/spektral,2021-08-23 13:15:21.000000,0.0,5354.0,5354.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
405,PyTextRank,DerwenAI/pytextrank,,nlp,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000000,2021-10-10 01:12:32.000000,2021-10-10 01:07:35.000000,318,22.0,57.0,1662.0,,Python implementation of TextRank for phrase extraction and summarization of text documents.,17.0,24,True,2021-10-10 01:12:11.000000,3.2.2,18.0,pytextrank,,,,,219.0,207.0,https://pypi.org/project/pytextrank,2021-10-10 01:12:11.000000,12.0,17074.0,17074.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
406,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,,data-viz,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000000,2021-11-09 17:22:51.512000,2020-08-19 14:58:00.000000,200,37.0,21.0,1653.0,113.0,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,24,False,2017-11-08 13:32:20.000000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],288.0,260.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000000,28.0,8084.0,8394.0,https://anaconda.org/conda-forge/multicore-tsne,2021-11-09 17:22:51.512000,11165.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
407,Fairness 360,Trusted-AI/AIF360,,interpretability,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000000,2021-11-17 14:58:03.000000,2021-09-18 00:32:26.000000,482,54.0,58.0,1566.0,341.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",46.0,24,True,2021-03-04 18:11:34.000000,0.4.0,9.0,aif360,,,,,128.0,124.0,https://pypi.org/project/aif360,2021-03-04 18:11:34.000000,4.0,7176.0,7176.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
408,sklearn-contrib-lightning,scikit-learn-contrib/lightning,,sklearn-utils,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000000,2021-11-13 15:37:21.493000,2021-06-15 21:53:37.000000,193,50.0,40.0,1489.0,728.0,"Large-scale linear classification, regression and ranking in Python.",17.0,24,True,2021-06-16 21:04:08.000000,0.6.1,10.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],103.0,93.0,https://pypi.org/project/sklearn-contrib-lightning,2021-06-15 21:53:28.000000,10.0,1883.0,4371.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2021-11-13 15:37:21.493000,158024.0,,,,,2.0,99.0,,,,,,,,,,,,,,,,,,,,,
409,CausalNex,quantumblacklabs/causalnex,,interpretability,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000000,2021-11-11 15:15:32.000000,2021-11-11 15:06:17.000000,149,11.0,87.0,1360.0,155.0,A Python library that helps data scientists to infer causation rather than observing correlation.,22.0,24,True,2021-11-11 15:15:32.000000,0.11.0,16.0,causalnex,,,,"['pytorch', 'sklearn']",32.0,32.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000000,0.0,4695.0,4695.0,,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,
410,garage,rlworkgroup/garage,,reinforcement-learning,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000000,2021-10-20 05:09:03.000000,2021-10-20 05:09:03.000000,236,205.0,797.0,1334.0,1217.0,A toolkit for reproducible reinforcement learning research.,78.0,24,True,2021-03-23 22:18:36.000000,2021.3.0,21.0,garage,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000000,0.0,1545.0,1545.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
411,bt,pmorissette/bt,,financial-data,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000000,2021-05-15 18:58:08.000000,2021-05-15 18:58:08.000000,290,45.0,221.0,1215.0,438.0,bt - flexible backtesting for Python.,24.0,24,True,2021-04-21 02:52:26.000000,0.2.9,25.0,bt,,,,,119.0,79.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000000,40.0,10212.0,10212.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
412,metric-learn,scikit-learn-contrib/metric-learn,,others,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000000,2021-11-17 17:22:37.000000,2021-11-17 13:54:36.000000,216,52.0,117.0,1182.0,280.0,Metric learning algorithms in Python.,21.0,24,True,2020-07-02 12:59:23.000000,0.6.2,10.0,metric-learn,,,,['sklearn'],188.0,170.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000000,18.0,6659.0,6659.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
413,pycm,sepandhaghighi/pycm,,others,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000000,2021-11-15 13:02:00.000000,2021-10-27 05:51:03.000000,102,14.0,161.0,1180.0,2773.0,Multi-class confusion matrix library in Python.,16.0,24,True,2021-10-27 06:03:28.000000,3.3,37.0,pycm,,,,,130.0,120.0,https://pypi.org/project/pycm,2021-10-27 06:04:03.000000,10.0,36490.0,36490.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
414,pandasql,yhat/pandasql,,data-containers,https://github.com/yhat/pandasql,https://github.com/yhat/pandasql,MIT,2013-02-18 01:53:56.000000,2020-08-14 13:00:13.000000,2017-02-01 15:40:30.000000,147,44.0,23.0,1053.0,127.0,sqldf for pandas.,15.0,24,False,2016-04-20 21:52:36.000000,0.7.3,31.0,pandasql,,,,['pandas'],1086.0,988.0,https://pypi.org/project/pandasql,2016-04-20 21:52:36.000000,98.0,912812.0,912812.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
415,ffn,pmorissette/ffn,,financial-data,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000000,2021-05-15 18:59:42.000000,2021-04-24 00:58:10.000000,200,16.0,80.0,1007.0,351.0,ffn - a financial function library for Python.,26.0,24,True,2021-04-21 02:47:21.000000,0.3.6,27.0,ffn,,,,,197.0,155.0,https://pypi.org/project/ffn,2021-04-21 02:47:21.000000,42.0,34907.0,34907.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
416,openTSNE,pavlin-policar/openTSNE,,data-viz,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000000,2021-11-13 15:59:24.399000,2021-10-25 08:00:42.000000,99,2.0,95.0,912.0,578.0,"Extensible, parallel implementations of t-SNE.",10.0,24,True,2021-10-25 08:35:29.000000,0.6.1,22.0,opentsne,conda-forge/opentsne,,,,266.0,262.0,https://pypi.org/project/opentsne,2021-10-25 08:35:29.000000,4.0,36227.0,39775.0,https://anaconda.org/conda-forge/opentsne,2021-11-13 15:59:24.399000,124200.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
417,Neural Structured Learning,tensorflow/neural-structured-learning,,tensorflow-utils,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000000,2021-11-12 16:48:40.000000,2021-11-12 16:48:24.000000,157,3.0,57.0,883.0,491.0,Training neural models with structured signals.,30.0,24,True,2020-08-18 00:35:35.000000,1.3.1,7.0,neural-structured-learning,,,,['tensorflow'],131.0,131.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000000,0.0,10465.0,10465.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
