,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
464,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-03-22 06:59:09.000000,2024-03-22 06:59:08,4339.0,16.0,570.0,41.0,1000.0,222.0,691.0,3138.0,"A unified, comprehensive and efficient recommendation library.",71.0,26,True,2023-11-04 11:23:19.000,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,2023-10-31 12:52:34.000,2.0,2697.0,2811.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4597.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
465,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2024-03-19 19:20:10.000000,2024-03-18 19:51:35,2374.0,14.0,687.0,162.0,61.0,7.0,727.0,3051.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,30.0,26,True,2024-03-19 19:20:10.000,1.6.1,21.0,,bioconda/deepvariant,,,['tensorflow'],,,,,,,913.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,62999.0,,,,,3.0,4710.0,,,,,,,,,,,,,,,,,,
466,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2023-12-19 18:37:18.000000,2023-12-19 18:37:18,17589.0,,1050.0,217.0,3649.0,429.0,1111.0,2999.0,Unified and efficient Machine Learning.,248.0,26,True,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,1624.0,https://anaconda.org/conda-forge/shogun,2023-06-16 13:22:38.816,129260.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1505.0,3.0,,,,,,,,,,shogun,,,,,,,,,
467,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838000,2020-01-22 07:39:36,1198.0,,329.0,67.0,167.0,164.0,113.0,2720.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,26,False,2022-05-11 09:37:12.000,0.13.0,30.0,eli5,conda-forge/eli5,,,,91.0,,https://pypi.org/project/eli5,2022-05-11 09:37:12.000,91.0,375614.0,377422.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,148315.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
468,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,216.0,66.0,42.0,16.0,24.0,2670.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,26,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,937.0,932.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,5.0,67933.0,68203.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,14360.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
469,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2024-03-14 19:50:06.000000,2024-03-14 19:50:06,769.0,1.0,666.0,178.0,75.0,23.0,565.0,2652.0,Python sync/async framework for Interactive Brokers API.,36.0,26,True,2023-07-02 12:44:10.283,0.9.86,111.0,ib_insync,conda-forge/ib-insync,,,,28.0,,https://pypi.org/project/ib_insync,2022-11-21 09:32:01.715,28.0,32517.0,33208.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,38711.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
470,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2024-02-10 12:55:47.000000,2023-07-23 14:42:27,191.0,,454.0,38.0,239.0,52.0,280.0,2460.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,26,True,2023-07-23 13:34:05.000,4.1.0,19.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],11.0,,https://pypi.org/project/pytorch-tabnet,2023-07-23 13:26:57.000,11.0,41093.0,41324.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-12-20 04:10:30.919,6252.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
471,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364.0,,708.0,167.0,94.0,134.0,358.0,2454.0,An Algorithmic Trading Library for Crypto-Assets in Python.,151.0,26,False,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,27.0,25.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,207.0,207.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
472,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2024-03-28 15:58:44.000000,2023-06-01 12:18:23,739.0,,313.0,43.0,44.0,98.0,56.0,2125.0,A modular active learning framework for Python.,20.0,26,True,2024-03-28 15:58:44.000,0.62.8,792.0,modAL,,,,['sklearn'],15.0,,https://pypi.org/project/modAL,2024-03-28 15:58:44.000,15.0,233177.0,233177.0,,,,,,,,3.0,31.0,,,,,,,,,,,,,,,,,,
473,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2024-02-16 02:07:00.000000,2024-02-16 02:06:53,862.0,6.0,446.0,60.0,325.0,113.0,92.0,1860.0,Library for training machine learning models with privacy for training data.,58.0,26,True,2024-02-14 19:18:00.000,0.9.0,31.0,tensorflow-privacy,,,,['tensorflow'],15.0,,https://pypi.org/project/tensorflow-privacy,2024-02-14 19:08:50.000,15.0,18146.0,18148.0,,,,,,,,2.0,149.0,,,,,,,,,,,,,,,,,,
474,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2024-03-28 05:25:13.000000,2024-03-23 06:06:34,910.0,37.0,135.0,34.0,439.0,51.0,353.0,1794.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,20.0,26,True,2024-03-23 06:08:15.000,1.1.4.7,34.0,orbit-ml,,,,,51.0,50.0,https://pypi.org/project/orbit-ml,2024-03-23 06:08:58.000,1.0,21903.0,21903.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
475,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2024-03-28 05:25:13.000000,2024-03-23 06:06:34,910.0,37.0,135.0,34.0,439.0,51.0,353.0,1794.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,20.0,26,True,2024-03-23 06:08:15.000,1.1.4.7,34.0,orbit-ml,conda-forge/orbit-ml,,,,51.0,50.0,https://pypi.org/project/orbit-ml,2024-03-23 06:08:58.000,1.0,21903.0,22107.0,https://anaconda.org/conda-forge/orbit-ml,2024-03-27 06:09:21.379,5325.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
476,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,,275.0,41.0,495.0,172.0,151.0,1738.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,26,True,2022-12-16 20:54:02.878,0.12.1,86.0,petastorm,,,,,161.0,153.0,https://pypi.org/project/petastorm,2023-02-03 00:33:00.499,8.0,38812.0,38818.0,,,,,,,,3.0,457.0,,,,,,,,,,,,,,,,,,
477,FARM,deepset-ai/FARM,nlp,,https://github.com/deepset-ai/FARM,https://github.com/deepset-ai/FARM,Apache-2.0,2019-07-17 14:51:12.000,2023-12-20 21:18:02.000000,2022-08-31 09:45:24,594.0,,245.0,53.0,446.0,6.0,402.0,1718.0,Fast & easy transfer learning for NLP. Harvesting language models for the industry. Focus on Question Answering.,37.0,26,False,2023-03-07 23:47:39.075,0.7.1,25.0,farm,conda-forge/farm,,,['pytorch'],221.0,218.0,https://pypi.org/project/farm,2020-09-14 15:23:01.000,3.0,1607.0,1699.0,https://anaconda.org/conda-forge/farm,2023-06-16 19:25:45.236,3246.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
478,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2023-09-11 22:28:27.000000,2023-06-20 13:16:50,391.0,,157.0,26.0,81.0,44.0,34.0,1680.0,A Python package for time series classification.,14.0,26,True,2023-06-18 12:36:11.801,0.13.0,19.0,pyts,conda-forge/pyts,,,,590.0,571.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,19.0,114020.0,114802.0,https://anaconda.org/conda-forge/pyts,2023-06-18 16:28:23.633,22691.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
479,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2024-03-28 15:26:10.000000,2024-03-28 01:52:33,866.0,93.0,255.0,47.0,700.0,55.0,64.0,1612.0,A lightweight library for PyTorch training tools and utilities.,121.0,26,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,,['pytorch'],38.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,38.0,6338.0,6338.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
480,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-02-16 22:07:03.646000,2024-02-14 15:12:14,193.0,2.0,194.0,32.0,19.0,4.0,84.0,1606.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",15.0,26,True,2024-02-14 15:14:08.000,0.1.806,83.0,autoviz,conda-forge/autoviz,,,,653.0,646.0,https://pypi.org/project/autoviz,2024-02-14 15:14:08.000,7.0,37649.0,39163.0,https://anaconda.org/conda-forge/autoviz,2024-02-16 22:07:03.646,46947.0,,,,,3.0,,,-2.0,,,,,,,,,,,,,,,,
481,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,309.0,27.0,379.0,89.0,155.0,1557.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,True,2023-09-26 07:49:38.000,2.2.6,21.0,pgl,,,,['paddle'],56.0,54.0,https://pypi.org/project/pgl,2023-09-26 07:49:38.000,2.0,1770.0,1770.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
482,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2024-03-15 12:44:27.000000,2024-02-01 16:55:49,1031.0,2.0,172.0,18.0,66.0,31.0,335.0,1455.0,PyTorch Extension Library of Optimized Scatter Operations.,29.0,26,True,2023-10-06 08:49:07.000,2.1.2,32.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],84.0,,https://pypi.org/project/torch-scatter,2023-10-06 08:49:07.000,84.0,42101.0,47580.0,https://anaconda.org/conda-forge/pytorch_scatter,2024-01-12 22:30:52.418,246573.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
483,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2024-02-14 20:47:03.000000,2023-06-07 07:35:59,3033.0,,119.0,37.0,336.0,11.0,187.0,1423.0,Multi-class confusion matrix library in Python.,17.0,26,True,2023-06-07 14:06:28.000,4.0,44.0,pycm,,,,,305.0,287.0,https://pypi.org/project/pycm,2023-06-07 14:08:01.991,18.0,58191.0,58191.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
484,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-10-09 07:21:10.000000,2023-09-29 00:13:39,295.0,,221.0,47.0,184.0,43.0,120.0,1372.0,Metric learning algorithms in Python.,22.0,26,True,2023-09-29 00:16:16.000,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],361.0,361.0,https://pypi.org/project/metric-learn,,,16175.0,16429.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,11188.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
485,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-10-05 01:24:33.000000,2023-10-05 01:24:32,851.0,,265.0,76.0,481.0,41.0,198.0,1305.0,Underthesea - Vietnamese NLP Toolkit.,18.0,26,False,2023-09-22 23:57:31.000,6.8.0,125.0,underthesea,,,,,971.0,944.0,https://pypi.org/project/underthesea,2023-09-22 23:50:49.000,27.0,12346.0,12419.0,,,,,,,,3.0,6025.0,,,,,,,,,,,,,,,,,,
486,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2023-11-28 23:16:10.000000,2023-09-10 06:51:22,1752.0,,192.0,43.0,257.0,66.0,212.0,1230.0,Python audio and music signal processing library.,20.0,26,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,442.0,409.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,33.0,2619.0,2619.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
487,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2023-10-25 17:26:07.000000,2021-10-21 17:45:17,202.0,,173.0,26.0,36.0,1.0,116.0,1230.0,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1586.0,1553.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,33.0,41969.0,41969.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
488,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2023-06-16 13:22:22.238000,2022-12-22 14:52:10,805.0,,143.0,35.0,214.0,109.0,152.0,1218.0,Real-time stream processing for python.,48.0,26,False,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,495.0,454.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,41.0,23852.0,34216.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,808434.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
489,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-11-24 11:08:54.000000,2023-11-24 11:08:47,208.0,,83.0,33.0,109.0,7.0,18.0,1172.0,A library of reinforcement learning building blocks in JAX.,21.0,26,True,2023-06-29 15:05:00.621,0.1.6,10.0,rlax,,,,['jax'],225.0,214.0,https://pypi.org/project/rlax,2023-01-09 22:29:35.947,11.0,1530085.0,1530085.0,,,,,,,,3.0,,,,google-deepmind/rlax,,,,,,,,,,,,,,,
490,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-24 07:58:55.401000,2023-11-09 17:20:43,139.0,,109.0,21.0,103.0,37.0,74.0,1086.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,26,True,2023-11-09 17:23:02.000,1.5.1,23.0,submitit,conda-forge/submitit,,,,2365.0,2345.0,https://pypi.org/project/submitit,2023-11-09 17:23:02.000,20.0,296990.0,297795.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,34638.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
491,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-03-28 01:36:38.000000,2024-03-28 01:36:37,2184.0,213.0,85.0,18.0,811.0,78.0,207.0,1062.0,"MetricFlow allows you to define, build, and maintain metrics in code.",44.0,26,False,2024-03-02 00:18:17.000,0.205.0,82.0,metricflow,,,,,24.0,21.0,https://pypi.org/project/metricflow,2024-03-19 23:32:58.000,3.0,23446.0,23446.0,,,,,,,,3.0,,,,dbt-labs/metricflow,,,,,,,,,,,,,,,
492,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-03-19 20:08:08.000000,2024-02-29 15:08:13,800.0,5.0,114.0,30.0,405.0,68.0,315.0,1002.0,BAyesian Model-Building Interface (Bambi) in Python.,36.0,26,True,2023-10-25 02:06:14.000,0.13.0,28.0,bambi,conda-forge/bambi,,,,120.0,111.0,https://pypi.org/project/bambi,2023-10-25 02:06:14.000,9.0,27541.0,28289.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,29203.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
493,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-02-29 13:41:12.000000,2024-02-29 13:41:11,1144.0,2.0,236.0,61.0,246.0,22.0,366.0,957.0,Search and download Copernicus Sentinel satellite images.,44.0,26,False,2023-03-10 17:53:00.587,1.2.1,41.0,sentinelsat,conda-forge/sentinelsat,,,,581.0,541.0,https://pypi.org/project/sentinelsat,2017-03-06 02:33:09.000,40.0,26845.0,27540.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,28447.0,,,,,3.0,263.0,,,,,,,,,,,,,,,,,,
494,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2024-03-27 16:30:50.000000,2024-02-14 13:54:40,2672.0,11.0,102.0,10.0,526.0,33.0,93.0,856.0,Time series forecasting with scikit-learn models.,10.0,26,True,2023-11-16 21:42:02.000,0.11.0,25.0,skforecast,,,,['sklearn'],256.0,248.0,https://pypi.org/project/skforecast,2023-11-16 21:34:56.000,8.0,49194.0,49194.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
495,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-03-28 12:27:05.000000,2024-03-28 09:56:05,579.0,24.0,155.0,32.0,187.0,8.0,98.0,571.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,30.0,26,True,2023-06-20 08:57:52.000,0.5,11.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],342.0,321.0,https://pypi.org/project/pyriemann,2022-07-17 13:53:18.565,21.0,40231.0,40477.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,5174.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
496,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2024-03-09 00:32:37.185000,2024-03-08 20:01:01,3751.0,43.0,69.0,47.0,355.0,21.0,395.0,552.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,26,False,2024-03-08 20:13:23.000,5.0.1,71.0,skll,conda-forge/skll,,,['sklearn'],59.0,41.0,https://pypi.org/project/skll,2024-03-08 20:01:40.000,18.0,467.0,945.0,https://anaconda.org/conda-forge/skll,2024-03-09 00:32:37.185,13387.0,,,,,3.0,13.0,,,,,,,,,,,,,,,,,,
497,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,BSD-1-Clause,2015-04-17 19:34:47.000,2024-01-03 13:23:50.000000,2022-01-15 18:08:37,1718.0,,65.0,16.0,13.0,35.0,7.0,520.0,Pure-Python full-text search library.,42.0,26,False,2016-04-04 01:19:40.000,2.7.4,141.0,whoosh,conda-forge/whoosh,,,,3707.0,,https://pypi.org/project/whoosh,2016-04-04 01:19:40.000,3707.0,451564.0,458430.0,https://anaconda.org/conda-forge/whoosh,2023-09-23 13:28:08.196,233468.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
498,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2023-09-25 19:44:09.000000,2019-12-05 08:17:22,46.0,,214.0,22.0,17.0,46.0,23.0,422.0,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],7749.0,7465.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,284.0,220776.0,221624.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2023-06-16 19:18:37.991,39899.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
499,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2024-02-19 07:00:31.744000,2024-02-18 18:51:38,532.0,11.0,39.0,5.0,15.0,6.0,48.0,319.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,14.0,26,True,2024-02-18 18:57:32.000,0.9.0,25.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],671.0,639.0,https://pypi.org/project/scikit-posthocs,2024-02-18 18:57:32.000,32.0,94809.0,117169.0,https://anaconda.org/conda-forge/scikit-posthocs,2024-02-19 07:00:31.744,916787.0,,,,,3.0,42.0,,,,,,,,,,,,,,,,,,
500,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2024-02-01 02:29:47.000000,2024-02-01 02:29:37,1618.0,1.0,808.0,147.0,1563.0,114.0,125.0,7931.0,Trax Deep Learning with Clear Code and Speed.,79.0,25,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,143.0,142.0,https://pypi.org/project/trax,2021-10-26 20:29:00.538,1.0,3773.0,3773.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
501,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2023-10-03 15:31:03.000000,2022-09-22 23:59:07,1084.0,,979.0,182.0,327.0,334.0,292.0,5774.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,125.0,122.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,454.0,503.0,,,,,,,,2.0,3727.0,,,,,,,,,,,,,,,,,,
502,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-03-28 11:18:45.000000,2024-03-27 15:03:13,3505.0,110.0,599.0,93.0,3862.0,204.0,1363.0,4866.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,90.0,25,True,2024-03-25 18:23:41.000,1.36.0,76.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
503,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-02-17 08:10:07.000000,2023-11-19 13:26:15,334.0,,946.0,46.0,33.0,65.0,112.0,4843.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",20.0,25,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,,['sklearn'],194.0,185.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,9.0,3693.0,3693.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
504,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,658.0,159.0,130.0,83.0,101.0,4612.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],768.0,762.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,483.0,483.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
505,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2024-01-13 08:14:49.000000,2022-07-29 10:37:24,205.0,,1003.0,93.0,63.0,253.0,269.0,4582.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,28.0,26516.0,26516.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
