,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
478,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-11-24 11:08:54.000000,2023-11-24 11:08:47,208.0,,83.0,34.0,109.0,7.0,18.0,1155.0,A library of reinforcement learning building blocks in JAX.,21.0,26,True,2023-06-29 15:05:00.621,0.1.6,10.0,rlax,,,,['jax'],219.0,208.0,https://pypi.org/project/rlax,2023-01-09 22:29:35.947,11.0,1632379.0,1632379.0,,,,,,,,2.0,,,,google-deepmind/rlax,,,,,,,,,,,,,,,
479,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-24 07:58:55.401000,2023-11-09 17:20:43,139.0,,108.0,21.0,103.0,37.0,73.0,1059.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,26,True,2023-11-09 17:23:02.000,1.5.1,23.0,submitit,conda-forge/submitit,,,,2219.0,2199.0,https://pypi.org/project/submitit,2023-11-09 17:23:02.000,20.0,271337.0,272146.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,34015.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
480,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2024-02-29 06:08:56.000000,2024-02-26 19:04:51,1914.0,74.0,364.0,54.0,486.0,156.0,250.0,1045.0,Machine learning on FPGAs using HLS.,59.0,26,True,2023-12-19 21:00:58.000,0.8.1,16.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,2023-12-19 21:00:58.000,,1207.0,1383.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,7249.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
481,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-02-28 20:46:04.000000,2024-02-28 19:15:38,2115.0,227.0,85.0,18.0,776.0,77.0,195.0,1045.0,"MetricFlow allows you to define, build, and maintain metrics in code.",44.0,26,False,2024-01-13 02:11:53.000,0.204.0,79.0,metricflow,,,,,22.0,19.0,https://pypi.org/project/metricflow,2024-02-22 22:43:20.000,3.0,33448.0,33448.0,,,,,,,,3.0,,,,dbt-labs/metricflow,,,,,,,,,,,,,,,
482,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-02-29 04:28:06.000000,2024-02-21 18:16:56,799.0,7.0,114.0,30.0,405.0,68.0,313.0,986.0,BAyesian Model-Building Interface (Bambi) in Python.,36.0,26,True,2023-10-25 02:06:14.000,0.13.0,28.0,bambi,conda-forge/bambi,,,,116.0,107.0,https://pypi.org/project/bambi,2023-10-25 02:06:14.000,9.0,28046.0,28807.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,28945.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
483,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-02-29 13:41:12.000000,2024-02-29 13:41:11,1144.0,2.0,236.0,61.0,246.0,22.0,365.0,951.0,Search and download Copernicus Sentinel satellite images.,44.0,26,False,2023-03-10 17:53:00.587,1.2.1,41.0,sentinelsat,conda-forge/sentinelsat,,,,575.0,535.0,https://pypi.org/project/sentinelsat,2017-03-06 02:33:09.000,40.0,21835.0,22542.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,28221.0,,,,,3.0,262.0,,,,,,,,,,,,,,,,,,
484,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2024-01-05 08:05:26.000000,2024-01-05 08:05:26,564.0,8.0,94.0,16.0,193.0,99.0,135.0,644.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",33.0,26,True,2023-02-15 15:39:02.000,0.12.1,15.0,soundfile,anaconda/pysoundfile,,,,312.0,,https://pypi.org/project/soundfile,2023-02-15 15:39:00.786,312.0,2132123.0,2132267.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,17367.0,,,,,,,,,,,,,,,,,,
485,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-02-29 13:28:25.000000,2024-02-23 12:24:21,571.0,21.0,155.0,31.0,182.0,8.0,98.0,564.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,30.0,26,True,2023-06-20 08:57:52.000,0.5,11.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],330.0,310.0,https://pypi.org/project/pyriemann,2022-07-17 13:53:18.565,20.0,29178.0,29432.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,5096.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
486,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,,2017-09-15 13:02:42.000,2024-02-28 15:31:33.000000,2024-02-28 15:30:07,322.0,82.0,86.0,19.0,111.0,27.0,76.0,556.0,pyspark methods to enhance developer productivity.,27.0,26,False,2024-02-10 15:53:33.000,0.10.2,4.0,quinn,,,,['spark'],75.0,75.0,https://pypi.org/project/quinn,,,754607.0,754607.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,
487,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-02-25 21:38:42.000000,2023-08-23 17:20:54,1241.0,,152.0,20.0,703.0,26.0,208.0,475.0,A package built to support working with spatial data using open source python.,44.0,26,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,308.0,291.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,17.0,5215.0,6454.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,71880.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
488,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2023-09-25 19:44:09.000000,2019-12-05 08:17:22,46.0,,214.0,22.0,17.0,46.0,23.0,422.0,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],7678.0,7394.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,284.0,169705.0,170570.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2023-06-16 19:18:37.991,39807.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
489,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2024-02-19 07:00:31.744000,2024-02-18 18:51:38,532.0,12.0,39.0,5.0,15.0,6.0,48.0,319.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,14.0,26,True,2024-02-18 18:57:32.000,0.9.0,25.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],649.0,617.0,https://pypi.org/project/scikit-posthocs,2024-02-18 18:57:32.000,32.0,98501.0,121308.0,https://anaconda.org/conda-forge/scikit-posthocs,2024-02-19 07:00:31.744,912292.0,,,,,3.0,39.0,,,,,,,,,,,,,,,,,,
490,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2024-02-01 02:29:47.000000,2024-02-01 02:29:37,1618.0,1.0,808.0,148.0,1563.0,114.0,125.0,7899.0,Trax Deep Learning with Clear Code and Speed.,79.0,25,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,139.0,138.0,https://pypi.org/project/trax,2021-10-26 20:29:00.538,1.0,3080.0,3080.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
491,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2023-10-03 15:31:03.000000,2022-09-22 23:59:07,1084.0,,979.0,182.0,327.0,334.0,292.0,5768.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,124.0,121.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,409.0,458.0,,,,,,,,3.0,3721.0,,,,,,,,,,,,,,,,,,
492,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2023-10-16 20:29:38.000000,2023-03-29 07:02:37,553.0,,867.0,124.0,63.0,136.0,74.0,5003.0,Image augmentation library in Python for machine learning.,23.0,25,True,2023-03-29 07:06:01.465,0.2.12,24.0,Augmentor,,,,,744.0,715.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,29.0,7124.0,7124.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
493,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-12-19 09:38:24.000000,2023-04-28 16:55:30,521.0,,433.0,61.0,90.0,48.0,88.0,4888.0,Finding duplicate images made easy!.,15.0,25,True,2023-04-28 17:29:01.612,0.3.2,12.0,imagededup,,,,['tensorflow'],93.0,88.0,https://pypi.org/project/imagededup,2023-04-28 17:29:01.612,5.0,18365.0,18365.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
494,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2024-01-27 02:58:09.000000,2024-01-27 02:54:23,215.0,2.0,293.0,68.0,179.0,22.0,54.0,4877.0,"A data augmentations library for audio, image, text, and video.",33.0,25,True,2023-12-05 20:52:12.000,1.0.1,18.0,augly,,,,,106.0,102.0,https://pypi.org/project/augly,2023-12-05 20:52:12.000,4.0,2168.0,2168.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
495,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-02-29 13:38:22.000000,2024-02-29 08:55:42,3459.0,90.0,597.0,94.0,3809.0,206.0,1355.0,4811.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,88.0,25,True,2024-02-27 17:33:20.000,1.35.0,75.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
496,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,658.0,159.0,130.0,83.0,101.0,4603.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],765.0,759.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,563.0,563.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
497,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2024-01-13 08:14:49.000000,2022-07-29 10:37:24,205.0,,998.0,93.0,63.0,253.0,269.0,4559.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,28.0,17246.0,17246.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
498,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,925.0,219.0,408.0,115.0,402.0,3847.0,Lightweight library to build and train neural networks in Theano.,72.0,25,False,2015-08-13 21:00:09.000,0.1,1.0,lasagne,,,,,1033.0,1033.0,https://pypi.org/project/lasagne,,,1832.0,1832.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
499,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000,2024-02-20 18:33:36.000000,2024-02-20 18:24:36,174.0,3.0,445.0,90.0,78.0,65.0,137.0,3338.0,Generate embeddings from large-scale graph-structured data.,32.0,25,True,2019-10-14 16:45:11.000,1.0.0,4.0,torchbiggraph,,,,['pytorch'],3.0,,https://pypi.org/project/torchbiggraph,2019-10-14 16:44:41.000,3.0,324090.0,324093.0,,,,,,,,2.0,176.0,,,,,,,,,,,,,,,,,,
500,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-02-27 09:14:15.000000,2024-02-27 09:14:15,4329.0,6.0,562.0,41.0,997.0,214.0,679.0,3093.0,"A unified, comprehensive and efficient recommendation library.",70.0,25,True,2023-11-04 11:23:19.000,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,2023-10-31 12:52:34.000,2.0,2265.0,2380.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4499.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
501,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2024-01-20 00:01:11.000000,2024-01-20 00:01:11,1576.0,4.0,246.0,36.0,2015.0,3.0,648.0,2918.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,35.0,25,True,2023-12-05 02:33:36.000,1.1.3,26.0,towhee,,,,,,,https://pypi.org/project/towhee,2023-12-04 07:25:10.000,,4730.0,4831.0,,,,,,,,3.0,2630.0,,,,,,,,,,,,,,,,,,
502,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,468.0,98.0,49.0,59.0,253.0,2787.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,707.0,683.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,24.0,2798.0,3122.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,15061.0,,,,,3.0,922.0,,,,,,,,,,,,,,,,,,
503,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2024-02-21 08:50:08.000000,2023-06-30 21:16:10,470.0,,322.0,66.0,316.0,45.0,124.0,2724.0,DDSP: Differentiable Digital Signal Processing.,32.0,25,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,,['tensorflow'],51.0,50.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,2332.0,2665.0,https://anaconda.org/conda-forge/ddsp,2023-06-16 19:19:34.916,14689.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
504,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,219.0,50.0,481.0,45.0,70.0,2689.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,206.0,203.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,20905.0,20906.0,,,,,,,,3.0,66.0,,,,,,,,,,,,,,,,,,
505,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2024-01-02 10:00:14.000000,2023-11-02 03:13:52,1297.0,,314.0,93.0,2157.0,195.0,982.0,2669.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",53.0,25,True,2023-01-10 09:30:53.000,0.10.0,100.0,pymars,,,,,,,https://pypi.org/project/pymars,,,35118.0,35118.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
506,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,216.0,66.0,42.0,17.0,23.0,2666.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,906.0,901.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,5.0,57520.0,57795.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,14319.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
507,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2024-01-10 07:43:27.000000,2023-07-19 07:40:10,212.0,,135.0,29.0,200.0,18.0,73.0,2660.0,HiPlot makes understanding high dimensional data easy.,9.0,25,True,2022-05-31 09:00:35.000,0.1.33,113.0,hiplot,conda-forge/hiplot,,,,391.0,376.0,https://pypi.org/project/hiplot,2022-07-05 08:51:12.000,15.0,16805.0,20467.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,175804.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
508,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2024-01-22 06:09:24.000000,2023-07-01 21:40:58,1936.0,,331.0,40.0,86.0,28.0,157.0,2407.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,28.0,25,True,2022-09-04 16:37:07.000,0.54.0,46.0,torch-geometric-temporal,,,,['pytorch'],3.0,,https://pypi.org/project/torch-geometric-temporal,2022-09-04 16:10:00.738,3.0,1988.0,1988.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
509,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2024-02-10 10:19:11.000000,2024-02-10 10:17:50,226.0,9.0,240.0,47.0,92.0,18.0,115.0,2100.0,A Python library that helps data scientists to infer causation rather than observing correlation.,40.0,25,True,2023-06-22 13:11:59.629,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",111.0,108.0,https://pypi.org/project/causalnex,2023-06-22 13:11:59.629,3.0,2739.0,2739.0,,,,,,,,3.0,,,,mckinsey/causalnex,,,,,,,,,,,,,,,
510,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,84.0,41.0,47.0,12.0,75.0,2073.0,The friendly PIL fork.,385.0,25,False,,,47.0,pillow-simd,,,,,56.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,56.0,40294.0,40294.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
511,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2024-01-09 01:46:07.000000,2023-09-26 17:27:56,255.0,,199.0,29.0,65.0,35.0,83.0,1970.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,15.0,25,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],319.0,312.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,7.0,7044.0,7228.0,https://anaconda.org/conda-forge/checklist,2023-06-16 19:24:18.549,6821.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
512,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2023-08-06 22:24:12.000000,2022-02-12 02:32:06,1636.0,,160.0,61.0,66.0,65.0,129.0,1794.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,381.0,371.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,10.0,567.0,567.0,,,,,,,,3.0,30.0,,,,,,,,,,,,,,,,,,
513,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,299.0,58.0,1313.0,233.0,810.0,1791.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],102.0,100.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,612.0,612.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
514,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,264.0,50.0,87.0,23.0,188.0,1491.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,25,True,2022-05-03 10:56:08.000,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],510.0,510.0,https://pypi.org/project/gplearn,,,5227.0,5375.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6549.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
515,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,406.0,91.0,165.0,103.0,224.0,1356.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,61.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],43.0,42.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,1.0,164.0,164.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
516,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2024-01-05 18:00:58.000000,2024-01-05 18:00:58,67.0,1.0,288.0,55.0,63.0,12.0,109.0,1213.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,25,True,2023-07-30 07:07:37.000,0.6.2,24.0,stockstats,,,,,1029.0,998.0,https://pypi.org/project/stockstats,2023-07-30 07:07:37.000,31.0,11160.0,11160.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
517,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2024-02-29 14:23:35.000000,2024-02-29 09:34:24,1547.0,140.0,69.0,13.0,417.0,34.0,478.0,1019.0,"dstack is an open-source engine for running GPU workloads. It simplifies development, training, and deployment of gen..",20.0,25,True,2024-02-26 15:35:12.000,0.16.0,177.0,dstack,,,,,14.0,14.0,https://pypi.org/project/dstack,2024-02-26 14:35:40.000,,2637.0,2637.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
518,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,,191.0,49.0,61.0,1.0,68.0,974.0,Training neural models with structured signals.,38.0,25,True,2022-07-29 21:05:16.715,1.4.0,8.0,neural-structured-learning,,,,['tensorflow'],426.0,423.0,https://pypi.org/project/neural-structured-learning,2022-07-29 21:05:16.715,3.0,15070.0,15070.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
519,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2024-02-29 13:08:13.000000,2024-02-13 12:59:29,2071.0,1.0,215.0,42.0,586.0,85.0,431.0,971.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,25,False,2023-08-01 13:38:54.000,2.0.2,47.0,smac,conda-forge/smac,,,,49.0,,https://pypi.org/project/smac,2023-08-01 13:30:07.000,49.0,55384.0,55912.0,https://anaconda.org/conda-forge/smac,2023-08-11 21:35:06.370,18496.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
520,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,255.0,42.0,72.0,103.0,188.0,914.0,Gaussian Process Optimization using GPy.,50.0,25,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,528.0,490.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,38.0,4896.0,4896.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
