,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url,new_addition
379,Snips NLU,snipsco/snips-nlu,,nlp,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000000,2021-05-03 12:18:32.000000,2021-05-03 12:18:31.000000,467,51.0,196.0,3486,2154.0,Snips Python library to extract meaning from text.,22.0,24,True,2020-01-15 10:13:17.000000,0.20.2,58.0,snips-nlu,,,,,16.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000000,16.0,4284.0,4284.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
380,TensorTrade,tensortrade-org/tensortrade,,financial-data,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000000,2021-05-12 14:47:26.000000,2021-05-12 14:47:07.000000,740,18.0,150.0,3201,895.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",52.0,24,True,2021-05-10 18:04:30.000000,1.0.3,27.0,tensortrade,,,,,18.0,17.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000000,1.0,1460.0,1460.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,
381,einops,arogozhnikov/einops,,ml-frameworks,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000000,2021-05-12 20:21:31.000000,2021-05-03 07:14:25.000000,104,22.0,46.0,3004,308.0,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",12.0,24,True,2020-09-08 08:33:29.000000,0.3,3.0,einops,conda-forge/einops,,,,531.0,521.0,https://pypi.org/project/einops,2020-09-08 08:21:26.000000,10.0,90505.0,90746.0,https://anaconda.org/conda-forge/einops,2020-10-15 20:10:19.681000,4839.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
382,Chartify,spotify/chartify,,data-viz,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000000,2021-03-20 11:20:12.000000,2021-02-05 18:49:02.000000,255,40.0,30.0,2909,195.0,Python library that makes it easy for data scientists to create charts.,21.0,24,True,2020-11-02 22:14:08.000000,3.0.3,16.0,chartify,conda-forge/chartify,,,,58.0,53.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000000,5.0,2511.0,2966.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628000,13675.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
383,DoWhy,Microsoft/dowhy,,interpretability,https://github.com/microsoft/dowhy,https://github.com/microsoft/dowhy,MIT,2018-05-31 13:07:04.000000,2021-05-12 21:43:01.000000,2021-05-07 12:37:39.000000,426,31.0,92.0,2899,445.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,42.0,24,True,2021-03-03 03:44:46.000000,0.6,6.0,dowhy,conda-forge/dowhy,,,,39.0,39.0,https://pypi.org/project/dowhy,2021-03-03 03:45:16.000000,0.0,25053.0,25212.0,https://anaconda.org/conda-forge/dowhy,2021-04-28 19:20:04.698000,1899.0,,,,,2.0,23.0,,,,,,,,,,,,,,,,,,,,,,
384,xLearn,aksnzhy/xlearn,,ml-frameworks,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000000,2021-01-28 14:17:44.000000,2020-03-03 10:12:35.000000,515,190.0,107.0,2880,1340.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,24,False,2019-04-25 02:10:05.000000,0.4.4,15.0,xlearn,,,,,61.0,59.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000000,2.0,5080.0,5146.0,,,,,,,,3.0,2526.0,,,,,,,,,,,,,,,,,,,,,,
385,keras-vis,raghakot/keras-vis,,interpretability,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000000,2020-04-20 01:03:13.000000,2020-04-20 01:03:12.000000,595,114.0,99.0,2821,195.0,Neural network visualization toolkit for keras.,10.0,24,False,2017-07-06 04:55:04.000000,0.4.1,11.0,keras-vis,,,,['tensorflow'],1030.0,974.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000000,56.0,3128.0,3128.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
386,Gradio,gradio-app/gradio,,others,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000000,2021-05-12 22:24:43.000000,2021-05-09 09:16:49.000000,159,8.0,98.0,2544,1008.0,"Wrap UIs around any model, share with anyone.",18.0,24,True,2021-04-30 04:25:16.000000,1.7.7,97.0,gradio,,,,,135.0,133.0,https://pypi.org/project/gradio,2021-04-30 04:25:16.000000,2.0,5715.0,5715.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
387,D-Tale,man-group/dtale,,data-viz,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000000,2021-05-12 17:21:44.000000,2021-05-12 17:21:36.000000,175,21.0,311.0,2345,409.0,Visualizer for pandas data structures.,15.0,24,True,2021-05-05 23:14:20.000000,1.45.0,118.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",146.0,146.0,https://pypi.org/project/dtale,2021-05-05 23:11:33.000000,0.0,12139.0,15811.0,https://anaconda.org/conda-forge/dtale,2021-05-05 23:37:47.684000,55085.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
388,Arctic,man-group/arctic,,data-containers,https://github.com/man-group/arctic,https://github.com/man-group/arctic,LGPL-2.1,2015-05-29 13:37:30.000000,2021-04-16 20:56:46.000000,2021-04-16 01:50:53.000000,462,86.0,438.0,2279,1077.0,Arctic is a high performance datastore for numeric data.,71.0,24,True,2020-12-01 23:17:26.000000,1.79.4,83.0,arctic,conda-forge/arctic,,,,159.0,117.0,https://pypi.org/project/arctic,2020-12-01 23:16:12.000000,42.0,3844.0,4408.0,https://anaconda.org/conda-forge/arctic,2019-12-16 08:57:24.231000,13532.0,,,,,3.0,121.0,,,,,,,,,,,,,,,,,,,,,,
389,Core ML Tools,apple/coremltools,,model-serialisation,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000000,2021-05-10 23:28:31.000000,2021-05-06 20:03:09.000000,365,359.0,352.0,2219,,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",113.0,24,True,2021-02-05 02:07:15.000000,4.1,28.0,coremltools,,,,,783.0,517.0,https://pypi.org/project/coremltools,2021-02-05 01:28:44.000000,266.0,56845.0,56903.0,,,,,,,,2.0,2582.0,,,,,,,,-3.0,,,,,,,,,,,,,,
390,Alphalens,quantopian/alphalens,,financial-data,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000000,2020-09-05 16:48:14.000000,2020-04-27 18:40:41.000000,716,38.0,145.0,1901,522.0,Performance analysis of predictive (alpha) stock factors.,25.0,24,False,2020-04-30 15:42:52.000000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,415.0,387.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000000,28.0,2994.0,3287.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922000,11461.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
391,python_speech_features,jameslyons/python_speech_features,,audio,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000000,2020-12-31 13:27:02.000000,2020-12-31 13:27:01.000000,550,23.0,49.0,1897,120.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,18.0,24,True,2020-01-14 14:12:10.000000,0.6.1,6.0,python_speech_features,,,,,300.0,,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000000,300.0,109249.0,109249.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
392,DDSP,magenta/ddsp,,audio,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000000,2021-05-08 00:01:19.000000,2021-05-08 00:01:11.000000,179,15.0,96.0,1844,371.0,DDSP: Differentiable Digital Signal Processing.,25.0,24,True,2021-04-19 04:30:53.000000,1.3.0,31.0,ddsp,,,,['tensorflow'],11.0,11.0,https://pypi.org/project/ddsp,2021-04-08 23:34:17.000000,,1755.0,1755.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
393,Essentia,MTG/essentia,,audio,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000000,2021-05-12 21:34:35.000000,2021-04-28 13:53:01.000000,409,307.0,574.0,1815,2815.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",71.0,24,False,2015-03-31 16:33:30.000000,2.0,9.0,essentia,,,,,193.0,183.0,https://pypi.org/project/essentia,2021-01-13 00:12:18.000000,10.0,4161.0,4161.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
394,Spektral,danielegrattarola/spektral,,graph,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000000,2021-05-13 07:39:26.000000,2021-03-24 08:34:28.000000,220,22.0,124.0,1729,945.0,Graph Neural Networks with Keras and Tensorflow 2.,16.0,24,True,2021-03-20 11:39:58.000000,1.0.6,29.0,spektral,,,,"['tensorflow""']",51.0,51.0,https://pypi.org/project/spektral,2021-03-20 11:39:58.000000,0.0,3219.0,3219.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
395,dtreeviz,parrt/dtreeviz,,interpretability,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000000,2021-04-05 19:35:08.000000,2021-04-05 19:30:34.000000,203,17.0,77.0,1511,363.0,A python library for decision tree visualization and model interpretation.,16.0,24,True,2021-03-16 21:49:18.000000,1.2,23.0,dtreeviz,,,,,147.0,143.0,https://pypi.org/project/dtreeviz,2021-04-05 19:35:08.000000,4.0,30966.0,30966.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
396,mtcnn,ipazc/mtcnn,,image,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000000,2021-02-03 15:49:06.000000,2021-01-13 23:50:58.000000,386,55.0,36.0,1503,55.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",14.0,24,True,2019-11-14 17:37:05.000000,0.1.0,10.0,mtcnn,,,,['tensorflow'],1123.0,1081.0,https://pypi.org/project/mtcnn,2019-11-14 17:37:05.000000,42.0,21725.0,21725.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
397,sklearn-contrib-lightning,scikit-learn-contrib/lightning,,sklearn-utils,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000000,2021-05-12 21:25:35.000000,2021-05-10 14:41:29.000000,192,47.0,38.0,1447,713.0,"Large-scale linear classification, regression and ranking in Python.",17.0,24,True,2020-12-16 17:26:49.000000,0.6.0,8.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],92.0,82.0,https://pypi.org/project/sklearn-contrib-lightning,2020-12-16 17:26:49.000000,10.0,472.0,2916.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2020-12-20 22:58:20.890000,141755.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
398,bonobo,python-bonobo/bonobo,,data-pipelines,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000000,2021-05-06 21:29:33.000000,2021-03-10 15:44:00.000000,118,67.0,108.0,1426,978.0,Extract Transform Load for Python 3.5+.,37.0,24,True,2019-05-16 13:19:48.000000,0.6.4,38.0,bonobo,,,http://docs.bonobo-project.org/en/master/,,166.0,114.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000000,52.0,8307.0,8307.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
399,IB-insync,erdewit/ib_insync,,financial-data,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000000,2021-04-30 14:38:49.000000,2021-04-28 10:35:48.000000,421,5.0,306.0,1402,583.0,Python sync/async framework for Interactive Brokers API.,28.0,24,True,2021-04-26 18:22:55.000000,0.9.66,91.0,ib_insync,conda-forge/ib-insync,,,,12.0,,https://pypi.org/project/ib_insync,2021-04-26 18:22:55.000000,12.0,5962.0,6393.0,https://anaconda.org/conda-forge/ib-insync,2021-02-25 02:28:19.625000,9492.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
400,TNT,pytorch/tnt,,ml-experiments,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000000,2021-01-22 09:14:29.000000,2021-01-05 19:36:17.000000,189,30.0,34.0,1320,156.0,"Simple tools for logging and visualizing, loading and training.",35.0,24,True,2019-11-15 12:57:59.000000,0.0.5.1,3.0,torchnet,,,,['pytorch'],624.0,574.0,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000000,50.0,13775.0,13775.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
401,fklearn,nubank/fklearn,,ml-frameworks,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000000,2021-04-28 13:19:12.000000,2021-04-28 13:19:08.000000,149,19.0,20.0,1315,118.0,fklearn: Functional Machine Learning.,37.0,24,True,2021-02-09 17:12:04.000000,1.22.0,20.0,fklearn,,,,,10.0,10.0,https://pypi.org/project/fklearn,2021-02-09 17:12:04.000000,,10788.0,10788.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
402,modAL,modAL-python/modAL,,others,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000000,2021-05-04 09:23:00.000000,2021-01-07 09:40:40.000000,193,54.0,50.0,1231,648.0,A modular active learning framework for Python.,14.0,24,True,2021-01-07 09:47:49.000000,0.4.1,12.0,modAL,,,,['sklearn'],80.0,72.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000000,8.0,3286.0,3286.0,,,,,,,,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,
403,sense2vec,explosion/sense2vec,,nlp,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000000,2021-04-19 07:05:28.000000,2021-04-18 01:50:23.000000,209,16.0,83.0,1227,452.0,Contextually-keyed word vectors.,15.0,24,True,2021-04-19 07:05:28.000000,3.0.0,22.0,sense2vec,conda-forge/sense2vec,,,,78.0,66.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000000,12.0,5562.0,6901.0,https://anaconda.org/conda-forge/sense2vec,2020-03-16 22:19:07.337000,18413.0,,,,,3.0,15508.0,,,,,,,,,,,,,,,,,,,,,,
404,garage,rlworkgroup/garage,,reinforcement-learning,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000000,2021-05-11 23:50:36.000000,2021-05-09 17:57:29.000000,218,205.0,787.0,1156,1210.0,A toolkit for reproducible reinforcement learning research.,75.0,24,True,2021-03-23 22:18:36.000000,2021.3.0,21.0,garage,,,,['tensorflow'],19.0,19.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000000,0.0,416.0,416.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
405,spacy-transformers,explosion/spacy-transformers,,nlp,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000000,2021-05-07 13:00:37.000000,2021-04-20 18:58:58.000000,110,48.0,,949,1328.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",15.0,24,True,2021-04-21 07:12:29.000000,1.0.2,44.0,spacy-transformers,,,,['spacy'],146.0,140.0,https://pypi.org/project/spacy-transformers,2021-02-02 09:54:58.000000,6.0,34300.0,34300.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
406,PennyLane,PennyLaneAI/PennyLane,,others,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000000,2021-05-13 15:10:55.000000,2021-05-13 14:54:14.000000,249,102.0,283.0,854,1909.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,46.0,24,True,2021-05-03 08:34:16.000000,0.15.1,22.0,pennylane,,,,,20.0,,https://pypi.org/project/pennylane,2021-05-03 08:31:01.000000,20.0,5638.0,5639.0,,,,,,,,2.0,56.0,,,,,,,,,,,,,,,,,,,,,,
407,PySAL,pysal/pysal,,geospatial-data,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000000,2021-02-08 21:30:44.240000,2021-02-01 00:35:48.000000,241,58.0,584.0,845,4119.0,PySAL: Python Spatial Analysis Library Meta-Package.,71.0,24,True,2021-02-02 02:59:42.000000,2.4.0,25.0,pysal,conda-forge/pysal,,,,36.0,,https://pypi.org/project/pysal,2021-02-02 02:59:42.000000,36.0,14060.0,21140.0,https://anaconda.org/conda-forge/pysal,2021-02-08 21:30:44.240000,410681.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
408,pyclustering,annoviko/pyclustering,,others,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000000,2021-02-12 23:22:26.000000,2021-02-12 19:04:59.000000,194,52.0,584.0,829,2079.0,"pyclustring is a Python, C++ data mining library.",26.0,24,True,2020-11-25 22:33:07.000000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,232.0,196.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000000,36.0,35617.0,36842.0,https://anaconda.org/conda-forge/pyclustering,2021-01-25 21:14:55.053000,20741.0,,,,,2.0,327.0,,,,,,,,-2.0,,,,,,,,,,,,,,
409,pyopencl,inducer/pyopencl,,others,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000000,2021-05-03 16:02:46.000000,2021-05-03 16:02:45.000000,216,59.0,218.0,806,,"OpenCL integration for Python, plus shiny features.",86.0,24,True,2021-04-03 02:30:03.000000,2021.1.5,61.0,pyopencl,conda-forge/pyopencl,,,,750.0,512.0,https://pypi.org/project/pyopencl,2021-04-05 18:20:12.000000,238.0,18979.0,26291.0,https://anaconda.org/conda-forge/pyopencl,2021-04-05 21:08:34.776000,402174.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
410,openTSNE,pavlin-policar/openTSNE,,data-viz,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000000,2021-04-26 06:15:03.161000,2021-04-25 19:05:09.000000,84,8.0,81.0,798,548.0,"Extensible, parallel implementations of t-SNE.",10.0,24,True,2021-04-25 19:32:11.000000,0.6.0,21.0,opentsne,conda-forge/opentsne,,,,216.0,212.0,https://pypi.org/project/opentsne,2021-04-25 19:24:59.000000,4.0,18270.0,21561.0,https://anaconda.org/conda-forge/opentsne,2021-04-26 06:15:03.161000,95461.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
411,empyrical,quantopian/empyrical,,financial-data,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39.000000,251,27.0,26.0,779,167.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,24,True,2020-10-13 21:29:19.000000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,828.0,606.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000000,222.0,59453.0,59740.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625000,11212.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
412,PySwarms,ljvmiranda921/pyswarms,,others,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000000,2021-04-02 00:26:48.000000,2021-04-02 00:26:45.000000,237,23.0,156.0,775,408.0,A research toolkit for particle swarm optimization in Python.,43.0,24,True,2021-01-03 21:34:15.000000,1.3.0,20.0,pyswarms,,,,,111.0,111.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000000,0.0,5083.0,5083.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
413,GPyOpt,SheffieldML/GPyOpt,,hyperopt,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04.000000,221,100.0,186.0,730,514.0,Gaussian Process Optimization using GPy.,49.0,24,True,2020-03-19 21:21:18.000000,1.2.6,11.0,gpyopt,,,,,228.0,192.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000000,36.0,12000.0,12000.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
414,Hail,hail-is/hail,,medical-data,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000000,2021-05-13 15:09:26.000000,2021-05-13 15:08:52.000000,185,323.0,1947.0,720,7617.0,Scalable genomic data analysis.,73.0,24,True,2021-05-06 18:04:49.000000,0.2.67,87.0,hail,,,,['spark'],38.0,38.0,https://pypi.org/project/hail,2021-05-06 18:04:49.000000,0.0,5677.0,5677.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
415,mahotas,luispedro/mahotas,,image,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000000,2021-01-22 05:47:20.379000,2021-01-13 11:55:02.000000,132,16.0,57.0,686,1276.0,Computer Vision in Python.,30.0,24,True,2020-08-16 17:22:48.000000,1.4.11,57.0,mahotas,conda-forge/mahotas,,,,820.0,630.0,https://pypi.org/project/mahotas,2020-08-16 17:22:48.000000,190.0,47133.0,51605.0,https://anaconda.org/conda-forge/mahotas,2021-01-22 05:47:20.379000,277267.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
416,SALib,SALib/SALib,,probabilistics,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000000,2021-05-08 21:58:25.000000,2021-05-03 14:01:35.000000,147,39.0,191.0,461,952.0,"Sensitivity Analysis Library in Python (Numpy). Contains Sobol, Morris, Fractional Factorial and FAST methods.",26.0,24,True,2021-04-21 13:22:20.000000,1.3.13,31.0,salib,conda-forge/salib,,,,44.0,,https://pypi.org/project/salib,2021-04-21 13:31:22.000000,44.0,20693.0,21862.0,https://anaconda.org/conda-forge/salib,2020-10-24 17:04:41.614000,63129.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
417,TensorFlow I/O,tensorflow/io,,tensorflow-utils,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000000,2021-05-13 13:14:37.000000,2021-05-13 03:35:38.000000,161,132.0,285.0,451,1428.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",73.0,24,True,2021-04-16 17:14:10.000000,0.17.1,22.0,tensorflow-io,,,,['tensorflow'],0.0,,https://pypi.org/project/tensorflow-io,2020-12-15 00:42:35.000000,0.0,168027.0,168027.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
418,findspark,minrk/findspark,,others,https://github.com/minrk/findspark,https://github.com/minrk/findspark,BSD-3-Clause,2015-06-12 21:34:06.000000,2020-06-08 09:32:35.000000,2020-06-08 09:31:58.000000,68,11.0,8.0,396,67.0,Find pyspark to make it importable.,14.0,24,True,2020-06-08 09:32:23.000000,1.4.2,12.0,findspark,conda-forge/findspark,,,['spark'],1900.0,1698.0,https://pypi.org/project/findspark,2020-06-08 09:32:23.000000,202.0,1118864.0,1128055.0,https://anaconda.org/conda-forge/findspark,2018-07-06 12:57:33.438000,542324.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
419,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,,sklearn-utils,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000000,2020-12-30 08:00:27.000000,2019-12-05 08:17:22.000000,155,33.0,22.0,369,46.0,scikit-learn inspired API for CRFsuite.,6.0,24,False,2017-06-22 18:49:27.000000,0.3.6,9.0,sklearn-crfsuite,,,,['sklearn'],3108.0,2712.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000000,396.0,104829.0,104829.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
420,Cornac,PreferredAI/cornac,,recommender-systems,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000000,2021-04-28 21:57:17.000000,2021-04-24 08:28:45.000000,65,3.0,43.0,339,1174.0,A Comparative Framework for Multimodal Recommender Systems.,11.0,24,True,2021-03-30 03:20:12.000000,1.12.0,37.0,cornac,conda-forge/cornac,,,,46.0,44.0,https://pypi.org/project/cornac,2021-03-30 03:23:59.000000,2.0,2465.0,8184.0,https://anaconda.org/conda-forge/cornac,2021-03-30 16:45:43.648000,137269.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
421,pyvips,libvips/pyvips,,image,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000000,2021-03-19 19:33:38.000000,2021-02-24 09:49:23.000000,26,75.0,145.0,318,392.0,python binding for libvips using cffi.,10.0,24,True,2020-12-18 11:44:57.000000,2.1.14,20.0,pyvips,conda-forge/pyvips,,,,204.0,182.0,https://pypi.org/project/pyvips,2020-12-18 11:44:57.000000,22.0,10599.0,11012.0,https://anaconda.org/conda-forge/pyvips,2020-10-14 10:02:33.542000,8688.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
422,ml-metadata,google/ml-metadata,,ml-experiments,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000000,2021-05-11 16:41:47.000000,2021-05-07 17:20:48.000000,66,18.0,45.0,315,502.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,12.0,24,True,2021-04-20 01:16:08.000000,0.30.0,26.0,ml-metadata,,,,,111.0,111.0,https://pypi.org/project/ml-metadata,2021-04-20 01:16:08.000000,0.0,378543.0,378591.0,,,,,,,,3.0,1270.0,,,,,,,,,,,,,,,,,,,,,,
