,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
453,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2023-07-26 22:41:29.989000,2023-06-09 22:11:37,1299.0,,149.0,50.0,56.0,21.0,65.0,814.0,Computer Vision in Python.,34.0,27,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,,1305.0,1177.0,https://pypi.org/project/mahotas,2022-06-28 08:11:26.000,128.0,14141.0,23418.0,https://anaconda.org/conda-forge/mahotas,2023-07-26 22:41:29.989,389660.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
454,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2023-12-14 13:26:04.000000,2023-12-07 00:00:23,831.0,29.0,123.0,30.0,85.0,28.0,75.0,570.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,19.0,27,True,2023-08-10 00:37:12.000,1.14.0,42.0,ml-metadata,,,,,392.0,369.0,https://pypi.org/project/ml-metadata,2023-08-10 00:37:12.000,23.0,66600.0,66637.0,,,,,,,,3.0,2119.0,,,,,,,,,,,,,,,,,,
455,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-10-14 18:53:31.974373,2023-10-12 07:20:40,1894.0,1.0,875.0,219.0,453.0,50.0,264.0,14485.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,26,True,2021-06-06 17:14:16.000,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,,,45837.0,46242.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,14.0,21471.0,3.0,,,,,,,,,,,,,,,,,,,
456,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2023-12-07 17:31:04.000000,2023-11-15 06:26:56,1617.0,3.0,808.0,147.0,1561.0,114.0,125.0,7827.0,Trax Deep Learning with Clear Code and Speed.,79.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,133.0,132.0,https://pypi.org/project/trax,2021-10-26 20:29:00.538,1.0,4353.0,4353.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
457,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2023-12-07 23:56:31.187000,,,,725.0,,,529.0,,7378.0,NumPy & SciPy for GPU.,299.0,26,True,2023-12-07 05:15:09.000,12.3.0,138.0,cupy,conda-forge/cupy,cupy/cupy,,,205.0,,https://pypi.org/project/cupy,2023-12-07 05:15:09.000,205.0,23546.0,99238.0,https://anaconda.org/conda-forge/cupy,2023-12-07 23:56:31.187,3225309.0,https://hub.docker.com/r/cupy/cupy,2023-12-07 08:04:13.783114,11.0,58274.0,2.0,,,,,,,,,,,,,,,,,,,
458,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2023-10-03 15:31:03.000000,2022-09-22 23:59:07,1084.0,,979.0,183.0,327.0,334.0,292.0,5760.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,26,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,119.0,116.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,362.0,412.0,,,,,,,,2.0,3712.0,,,,,,,,,,,,,,,,,,
459,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,584.0,140.0,31.0,58.0,53.0,5482.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1437.0,1437.0,https://pypi.org/project/flashtext,,,1073543.0,1073985.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18123.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
460,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2023-12-05 20:52:12.000000,2023-11-08 00:58:38,213.0,4.0,293.0,65.0,179.0,22.0,54.0,4846.0,"A data augmentations library for audio, image, text, and video.",34.0,26,True,2023-12-05 20:52:12.000,1.0.1,18.0,augly,,,,,98.0,94.0,https://pypi.org/project/augly,2023-12-05 20:52:12.000,4.0,1715.0,1715.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
461,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2023-11-05 23:29:16.000000,2023-10-05 16:17:35,6152.0,1.0,511.0,154.0,1902.0,295.0,1326.0,4296.0,ArrayFire: a general purpose GPU library.,88.0,26,True,2023-08-29 19:49:26.000,3.9.0,34.0,arrayfire,,,,,7.0,,https://pypi.org/project/arrayfire,2022-02-22 21:42:15.000,7.0,891.0,939.0,,,,,,,,2.0,4949.0,,,,,,,,,,,,,,,,,,
462,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2023-12-11 06:21:04.000000,2023-05-06 14:09:10,264.0,,410.0,41.0,51.0,72.0,174.0,3954.0,An Open-Source Framework for Prompt-Learning.,22.0,26,True,2022-04-20 04:58:40.000,1.0.0,4.0,openprompt,,,,,93.0,93.0,https://pypi.org/project/openprompt,,,1700.0,1700.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
463,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-11-02 03:20:32.000000,2023-11-02 03:20:28,249.0,2.0,799.0,52.0,50.0,61.0,106.0,3892.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,26,True,2023-04-07 19:27:35.000,2.5.3,32.0,facenet-pytorch,,,,['pytorch'],1444.0,1425.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,19.0,33099.0,48173.0,,,,,,,,3.0,738654.0,,,,,,,,,,,,,,,,,,
464,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2023-08-14 20:14:15.000000,2023-08-14 20:14:08,2108.0,,538.0,146.0,237.0,34.0,631.0,3263.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,84.0,26,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,,,['tensorflow'],433.0,431.0,https://pypi.org/project/tensorforce,2021-08-30 20:13:45.000,2.0,668.0,668.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
465,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2023-12-03 23:24:41.000000,2023-12-03 23:06:04,449.0,4.0,267.0,46.0,441.0,57.0,246.0,3254.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,39.0,26,True,2023-07-12 16:55:59.000,0.4.9,22.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,3.0,,https://pypi.org/project/hummingbird-ml,2020-06-10 22:08:15.000,3.0,10411.0,11543.0,https://anaconda.org/conda-forge/hummingbird-ml,2023-07-12 18:59:37.482,37120.0,,,,,2.0,358.0,,,,,,,,,,,,,,,,,,
466,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,988.0,168.0,214.0,42.0,146.0,2924.0,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,666.0,666.0,https://pypi.org/project/alphalens,,,2917.0,3204.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,20117.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
467,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-11-17 18:46:16.000000,2022-09-28 17:12:28,249.0,,264.0,27.0,316.0,73.0,37.0,2315.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,False,2022-09-28 08:51:19.531,0.2.12,12.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],753.0,752.0,https://pypi.org/project/lazypredict,2022-09-28 08:51:19.531,1.0,19623.0,19718.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2678.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
468,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2023-06-01 22:20:25.000000,2023-06-01 22:10:29,1131.0,,330.0,44.0,57.0,65.0,201.0,2306.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,26,True,2023-06-01 22:20:25.000,1.3,4.0,spektral,,,,['tensorflow'],251.0,251.0,https://pypi.org/project/spektral,,,7259.0,7259.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
469,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000000,2023-10-23 17:59:40,755.0,2.0,299.0,29.0,695.0,49.0,149.0,2283.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,26,True,2022-07-02 17:57:17.000,0.2.3,5.0,promptsource,,,,,72.0,71.0,https://pypi.org/project/promptsource,2022-04-18 22:31:03.000,1.0,9431.0,9431.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
470,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2023-12-13 20:32:11.000000,2023-12-13 20:22:10,77.0,25.0,291.0,29.0,272.0,45.0,298.0,2193.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,5.0,26,True,2023-11-24 10:10:50.000,0.1.0,15.0,adapter-transformers,,,,['huggingface'],10.0,10.0,https://pypi.org/project/adapter-transformers,,,29063.0,29063.0,,,,,,,,3.0,,adapter-hub/adapters,,,,,,,,,,,,,,,,,
471,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2023-12-13 23:41:22.000000,2023-06-01 12:18:23,739.0,,355.0,42.0,43.0,96.0,56.0,2069.0,A modular active learning framework for Python.,20.0,26,True,2023-12-13 23:41:22.000,0.56.4311,444.0,modAL,,,,['sklearn'],26.0,23.0,https://pypi.org/project/modAL,2023-12-13 23:41:22.000,3.0,132552.0,132552.0,,,,,,,,3.0,29.0,,,,,,,,,,,,,,,,,,
472,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2023-06-16 19:23:39.686000,2021-07-16 09:03:20,66.0,,463.0,39.0,42.0,64.0,58.0,2046.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1876.0,1862.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,14.0,62958.0,67563.0,https://anaconda.org/anaconda/efficientnet,2023-06-16 19:23:39.686,471.0,,,,,3.0,252650.0,,,,,,,,,,,,,,,,,,
473,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,1.0,275.0,41.0,495.0,172.0,151.0,1699.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,26,True,2022-12-16 20:54:02.878,0.12.1,86.0,petastorm,,,,,151.0,143.0,https://pypi.org/project/petastorm,2023-02-03 00:33:00.499,8.0,30749.0,30755.0,,,,,,,,3.0,433.0,,,,,,,,,,,,,,,,,,
474,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2023-09-11 22:28:27.000000,2023-06-20 13:16:50,391.0,,156.0,25.0,81.0,42.0,34.0,1618.0,A Python package for time series classification.,14.0,26,True,2023-06-18 12:36:11.801,0.13.0,19.0,pyts,conda-forge/pyts,,,,530.0,511.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,19.0,102917.0,103760.0,https://anaconda.org/conda-forge/pyts,2023-06-18 16:28:23.633,21934.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
475,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2023-12-14 08:26:22.000000,2023-12-14 08:21:57,765.0,106.0,251.0,47.0,588.0,35.0,61.0,1580.0,A lightweight library for PyTorch training tools and utilities.,108.0,26,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,,['pytorch'],38.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,38.0,6692.0,6692.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
476,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2023-11-17 19:39:54.000000,2023-11-17 19:39:45,658.0,1.0,245.0,50.0,312.0,95.0,16.0,1487.0,Mesh TensorFlow: Model Parallelism Made Easier.,50.0,26,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],903.0,873.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,30.0,28287.0,28287.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
477,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,254.0,49.0,87.0,22.0,188.0,1447.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,26,True,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],492.0,477.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,15.0,6230.0,6381.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6373.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
478,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2023-11-29 23:18:39.816000,2023-10-05 18:36:18,1029.0,1.0,165.0,18.0,62.0,24.0,319.0,1389.0,PyTorch Extension Library of Optimized Scatter Operations.,28.0,26,True,2023-10-06 08:49:07.000,2.1.2,32.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],81.0,,https://pypi.org/project/torch-scatter,2023-10-06 08:49:07.000,81.0,42332.0,47875.0,https://anaconda.org/conda-forge/pytorch_scatter,2023-11-29 23:18:39.816,232831.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
479,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2023-06-16 13:22:22.238000,2022-12-22 14:52:10,805.0,,143.0,35.0,214.0,109.0,152.0,1200.0,Real-time stream processing for python.,48.0,26,True,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,475.0,435.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,40.0,22226.0,32110.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,741336.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
480,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2023-09-25 14:05:54.000000,2023-07-30 07:05:58,66.0,,287.0,57.0,62.0,12.0,108.0,1192.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,9.0,26,True,2023-07-30 07:07:37.000,0.6.2,24.0,stockstats,,,,,993.0,964.0,https://pypi.org/project/stockstats,2023-07-30 07:07:37.000,29.0,9703.0,9703.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
481,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-11-08 21:55:22.000000,2023-11-08 21:55:22,1142.0,2.0,236.0,62.0,245.0,22.0,346.0,940.0,Search and download Copernicus Sentinel satellite images.,43.0,26,False,2023-03-10 17:53:00.587,1.2.1,41.0,sentinelsat,conda-forge/sentinelsat,,,,556.0,516.0,https://pypi.org/project/sentinelsat,2017-03-06 02:33:09.000,40.0,18162.0,18887.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,27438.0,,,,,3.0,262.0,,,,,,,,,,,,,,,,,,
482,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2023-12-08 19:11:32.078000,2023-12-02 20:15:20,764.0,10.0,55.0,13.0,121.0,39.0,108.0,866.0,Visualize large time series data with plotly.py.,11.0,26,True,2023-07-13 11:26:44.000,0.9.1,20.0,plotly-resampler,conda-forge/plotly-resampler,,,,751.0,751.0,https://pypi.org/project/plotly-resampler,,,372400.0,373800.0,https://anaconda.org/conda-forge/plotly-resampler,2023-12-08 19:11:32.078,32210.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
483,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-12-09 22:13:34.000000,2023-08-23 17:20:54,1241.0,,150.0,19.0,691.0,25.0,208.0,469.0,A package built to support working with spatial data using open source python.,44.0,26,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,283.0,266.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,17.0,5731.0,6994.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,70781.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
484,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2023-09-25 19:44:09.000000,2019-12-05 08:17:22,46.0,,210.0,22.0,17.0,45.0,23.0,423.0,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],7517.0,7236.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,281.0,280746.0,281646.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2023-06-16 19:18:37.991,39635.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
485,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,824.0,169.0,1588.0,145.0,74.0,6362.0,A natural language modeling framework based on PyTorch.,234.0,25,False,2020-06-08 23:30:58.000,0.3.3,13.0,pytext-nlp,,,,['pytorch'],22.0,21.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000,1.0,185.0,190.0,,,,,,,,3.0,349.0,,,,,,,,,,,,,,,,,,
486,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2023-12-14 12:44:47.000000,2023-11-28 06:24:26,11571.0,27.0,1521.0,142.0,3443.0,791.0,1037.0,5326.0,An Industrial Grade Federated Learning Framework.,94.0,25,True,2023-11-17 15:24:31.000,1.11.4,47.0,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
487,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-10-26 08:08:10.000000,2023-04-28 16:55:30,521.0,,426.0,60.0,89.0,29.0,88.0,4780.0,Finding duplicate images made easy!.,15.0,25,True,2023-04-28 17:26:08.000,0.3.2,8.0,imagededup,,,,['tensorflow'],73.0,73.0,https://pypi.org/project/imagededup,,,13205.0,13205.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
488,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-12-14 12:53:04.000000,2023-12-14 09:55:03,3391.0,141.0,599.0,93.0,3741.0,291.0,1248.0,4729.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,88.0,25,True,2023-11-29 17:06:56.000,1.32.0,72.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
489,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,658.0,159.0,130.0,83.0,101.0,4584.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],760.0,754.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,681.0,681.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
490,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2023-06-16 19:25:40.006000,2022-08-23 22:54:23,1046.0,,954.0,238.0,214.0,45.0,200.0,4312.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,False,2021-05-10 18:04:30.000,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,50.0,50.0,https://pypi.org/project/tensortrade,,,511.0,611.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3216.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
491,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-11-13 07:16:00.000000,2023-03-05 22:07:59,1158.0,,1370.0,351.0,59.0,51.0,,4207.0,Python Algorithmic Trading Library.,11.0,25,True,,,8.0,pyalgotrade,,,,,199.0,178.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,710.0,710.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
492,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-10-12 09:43:46.000000,2023-10-12 08:57:51,209.0,1.0,304.0,85.0,92.0,43.0,32.0,3419.0,Python library that makes it easy for data scientists to create charts.,25.0,25,True,2023-10-12 09:01:22.000,4.0.5,25.0,chartify,conda-forge/chartify,,,,73.0,73.0,https://pypi.org/project/chartify,,,3976.0,4454.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,29183.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
493,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2023-08-28 05:14:10.000000,2022-06-05 10:44:18,1342.0,,528.0,110.0,73.0,193.0,115.0,3075.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,136.0,124.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,2868.0,2932.0,,,,,,,,3.0,4449.0,,,,,,,,,,,,,,,,,,
494,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2023-10-30 16:50:13.000000,2023-10-30 16:34:46,179.0,2.0,363.0,163.0,82.0,87.0,99.0,3060.0,A deep learning library for video understanding research.,55.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,,['pytorch'],7.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,7.0,105147.0,105147.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
495,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,679.0,72.0,25.0,117.0,101.0,2973.0,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 05:11:22.255,0.4.1,11.0,keras-vis,,,,['tensorflow'],2885.0,2856.0,https://pypi.org/project/keras-vis,2017-07-06 05:11:22.255,29.0,1287.0,1287.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
