,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
416,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964.0,282.0,226.0,12.0,356.0,3876.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,False,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,583004.0,583428.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,25043.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
417,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2024-11-03 09:56:28.000000,2024-11-03 05:49:47,1675.0,19.0,678.0,43.0,29.0,7.0,566.0,3542.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,31.0,27,True,2023-09-21 04:12:03.000,2.2.7,111.0,deepke,,,,['pytorch'],24.0,24.0,https://pypi.org/project/deepke,2023-09-21 04:12:03.000,,5050.0,5050.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
418,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2024-10-16 14:48:03.000000,2024-10-16 14:45:12,235.0,26.0,323.0,89.0,102.0,51.0,32.0,3530.0,Python library that makes it easy for data scientists to create charts.,27.0,27,True,2024-10-16 14:48:03.000,5.0.1,27.0,chartify,conda-forge/chartify,,,,89.0,80.0,https://pypi.org/project/chartify,2024-10-16 14:48:03.000,9.0,4025.0,4493.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,33697.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
419,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2024-10-18 19:28:12.000000,2024-10-18 19:27:15,995.0,2.0,589.0,95.0,339.0,21.0,761.0,3372.0,"Fast, flexible and easy to use probabilistic modelling in Python.",75.0,27,True,2024-10-18 19:28:12.000,1.1.1,77.0,pomegranate,conda-forge/pomegranate,,,,59.0,,https://pypi.org/project/pomegranate,2024-10-18 19:28:12.000,59.0,22604.0,25920.0,https://anaconda.org/conda-forge/pomegranate,2023-12-10 17:04:41.093,179064.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
420,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2024-02-12 06:44:22.000000,2020-04-27 18:40:41,522.0,,1139.0,168.0,215.0,49.0,146.0,3358.0,Performance analysis of predictive (alpha) stock factors.,26.0,27,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,720.0,715.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,5.0,3049.0,3325.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,22365.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
421,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2024-08-03 07:04:44.000000,2024-01-02 20:16:48,4161.0,,373.0,84.0,66.0,156.0,189.0,3309.0,a library for audio and music analysis.,25.0,27,False,2019-02-27 09:00:43.000,0.4.9,10.0,aubio,conda-forge/aubio,,,,504.0,487.0,https://pypi.org/project/aubio,2019-02-08 11:21:02.000,17.0,8281.0,16228.0,https://anaconda.org/conda-forge/aubio,2023-06-16 13:24:40.255,731140.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
422,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2024-07-31 20:26:54.000000,2024-07-31 20:26:47,2116.0,,532.0,141.0,240.0,42.0,635.0,3295.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,85.0,27,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,,,['tensorflow'],460.0,456.0,https://pypi.org/project/tensorforce,2021-08-30 20:13:45.000,4.0,1253.0,1253.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
423,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2024-07-25 18:53:58.000000,2024-07-25 18:53:58,2707.0,,382.0,38.0,522.0,60.0,217.0,2957.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",66.0,27,True,2024-03-11 02:20:29.000,0.3.10,47.0,textattack,conda-forge/textattack,,,,323.0,312.0,https://pypi.org/project/textattack,2024-03-11 02:20:29.000,11.0,6093.0,6268.0,https://anaconda.org/conda-forge/textattack,2023-06-16 19:22:50.186,8774.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
424,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2024-08-29 16:58:41.000000,2024-08-29 16:58:41,621.0,2.0,334.0,46.0,121.0,72.0,137.0,2957.0,A python library for decision tree visualization and model interpretation.,27.0,27,True,2023-07-13 17:23:01.507,2.2.2,41.0,dtreeviz,conda-forge/dtreeviz,,,,1388.0,1335.0,https://pypi.org/project/dtreeviz,2022-07-07 17:18:00.886,53.0,111895.0,113718.0,https://anaconda.org/conda-forge/dtreeviz,2023-07-13 20:18:43.899,87523.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
425,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2024-03-14 19:50:06.000000,2024-03-14 19:50:06,769.0,,759.0,183.0,75.0,21.0,565.0,2832.0,Python sync/async framework for Interactive Brokers API.,36.0,27,True,2023-07-02 12:44:10.283,0.9.86,111.0,ib_insync,conda-forge/ib-insync,,,,44.0,,https://pypi.org/project/ib_insync,2022-11-21 09:32:01.715,44.0,47924.0,48684.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,48691.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
426,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2024-04-03 16:17:05.000000,2024-03-04 15:46:26,1711.0,,425.0,46.0,366.0,27.0,350.0,2764.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",35.0,27,True,2024-03-04 20:59:17.000,3.3.4,71.0,foolbox,conda-forge/foolbox,,,,655.0,641.0,https://pypi.org/project/foolbox,2024-03-04 20:59:17.000,14.0,6504.0,6798.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,15338.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
427,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2024-05-17 16:33:06.000000,2023-12-03 09:09:14,2415.0,,256.0,27.0,1132.0,77.0,224.0,2632.0,Database system for AI-powered apps.,73.0,27,True,2023-11-19 16:35:30.000,0.3.9,45.0,evadb,,,,['pytorch'],149.0,149.0,https://pypi.org/project/evadb,2023-11-19 16:35:24.000,,3175.0,18033.0,,,,,,,,3.0,416024.0,,georgia-tech-db/evadb,,,,,,,,,,,,,,,,,,
428,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-11-02 18:36:22.000000,2024-11-02 18:34:20,146.0,10.0,342.0,30.0,335.0,44.0,344.0,2566.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,13.0,27,True,2024-11-02 18:47:18.000,1.0.1,22.0,adapter-transformers,,,,['huggingface'],130.0,118.0,https://pypi.org/project/adapter-transformers,2024-07-07 11:49:43.000,12.0,41182.0,41182.0,,,,,,,,3.0,,,adapter-hub/adapters,,,,,,,,,,,,,,,,,,
429,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364.0,,719.0,167.0,94.0,136.0,358.0,2491.0,An Algorithmic Trading Library for Crypto-Assets in Python.,152.0,27,False,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,29.0,27.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,2379.0,2379.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
430,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,255.0,87.0,124.0,33.0,230.0,2215.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 23:06:15.139,0.13.0,32.0,textacy,conda-forge/textacy,,,,1949.0,1883.0,https://pypi.org/project/textacy,2023-04-02 23:06:15.139,66.0,27806.0,29668.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,167636.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
431,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,317.0,63.0,38.0,97.0,160.0,2177.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,27,False,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],387.0,381.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,6.0,14112.0,14112.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
432,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2024-10-07 11:50:22.000000,2024-09-23 17:14:22,14660.0,13.0,86.0,42.0,59.0,13.0,78.0,2176.0,The friendly PIL fork.,435.0,27,False,,,72.0,pillow-simd,,,,,65.0,,https://pypi.org/project/pillow-simd,2024-09-23 18:27:59.000,65.0,36540.0,36540.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
433,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000000,2023-10-08 14:28:43,1157.0,,213.0,36.0,1081.0,25.0,496.0,1743.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,False,2023-06-30 13:37:19.283,0.8.2,40.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],307.0,302.0,https://pypi.org/project/lightning-flash,2022-05-11 18:17:54.000,5.0,3577.0,4173.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,23257.0,,,,,2.0,,,Lightning-Universe/lightning-flash,,,,,,,,,,,,,,,,,,
434,FARM,deepset-ai/FARM,nlp,,https://github.com/deepset-ai/FARM,https://github.com/deepset-ai/FARM,Apache-2.0,2019-07-17 14:51:12.000,2023-12-20 21:18:02.000000,2022-08-31 09:45:24,594.0,,245.0,53.0,446.0,6.0,402.0,1739.0,Fast & easy transfer learning for NLP. Harvesting language models for the industry. Focus on Question Answering.,37.0,27,False,2023-03-07 23:47:39.075,0.7.1,25.0,farm,conda-forge/farm,,,['pytorch'],232.0,229.0,https://pypi.org/project/farm,2020-09-14 15:23:01.000,3.0,48790.0,48884.0,https://anaconda.org/conda-forge/farm,2023-06-16 19:25:45.236,4049.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
435,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-11-07 02:36:47.000000,2024-10-30 22:30:58,6636.0,90.0,302.0,45.0,2965.0,180.0,1578.0,1732.0,cuGraph - RAPIDS Graph Analytics Library.,117.0,27,True,2024-10-09 20:36:36.000,24.10.00,40.0,cugraph,conda-forge/libcugraph,,,,4.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,4.0,287.0,858.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,24559.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
436,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,312.0,73.0,742.0,58.0,168.0,1480.0,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:40.000,0.13.1,25.0,chainercv,,,,,412.0,410.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,2.0,2510.0,2510.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
437,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2024-11-06 15:43:29.000000,2024-11-06 15:43:27,1077.0,18.0,122.0,24.0,116.0,36.0,57.0,1395.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",24.0,27,True,2024-10-15 14:24:34.000,2.0.0,50.0,imodels,,,,,118.0,109.0,https://pypi.org/project/imodels,2024-10-15 14:23:49.000,9.0,29167.0,29167.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
438,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2024-07-26 06:19:42.000000,2020-10-14 13:22:39,167.0,,402.0,72.0,89.0,36.0,26.0,1306.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,23.0,27,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1532.0,1476.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,56.0,23371.0,23743.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,30204.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
439,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2024-08-06 17:18:34.000000,2023-06-06 09:46:40,415.0,,330.0,39.0,302.0,31.0,200.0,1281.0,A research toolkit for particle swarm optimization in Python.,45.0,27,False,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,472.0,450.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,22.0,30778.0,30778.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
440,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2024-11-07 10:14:20.000000,2024-10-31 10:17:38,538.0,7.0,116.0,25.0,392.0,36.0,286.0,1271.0,Extra blocks for scikit-learn pipelines.,67.0,27,True,2024-11-04 07:29:13.000,0.9.2,53.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],177.0,164.0,https://pypi.org/project/scikit-lego,2024-10-31 10:17:18.000,13.0,28666.0,29736.0,https://anaconda.org/conda-forge/scikit-lego,2024-07-10 21:13:14.463,57785.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
441,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2023-10-25 17:26:07.000000,2021-10-21 17:45:17,202.0,,176.0,25.0,36.0,1.0,116.0,1251.0,Multivariate imputation and matrix completion algorithms implemented in Python.,11.0,27,False,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1712.0,1691.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,21.0,86793.0,86793.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
442,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2024-06-18 04:54:15.000000,2022-12-22 14:52:10,805.0,,147.0,34.0,215.0,118.0,152.0,1240.0,Real-time stream processing for python.,48.0,27,False,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,557.0,500.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,57.0,59012.0,72105.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,1126068.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
443,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2024-02-25 11:40:08.000000,2024-02-08 16:58:25,2080.0,,250.0,41.0,39.0,76.0,591.0,1170.0,"pyclustering is a Python, C++ data mining library.",26.0,27,True,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,784.0,752.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,32.0,25873.0,27672.0,https://anaconda.org/conda-forge/pyclustering,2023-11-16 19:00:50.847,93251.0,,,,,3.0,609.0,,,,,,,,,,,,,,,,,,,,
444,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-10-02 09:22:49.000000,2024-02-29 13:41:11,1144.0,,244.0,61.0,249.0,5.0,367.0,985.0,Search and download Copernicus Sentinel satellite images.,44.0,27,False,2023-03-10 17:53:00.587,1.2.1,41.0,sentinelsat,conda-forge/sentinelsat,,,,627.0,593.0,https://pypi.org/project/sentinelsat,2017-03-06 02:33:09.000,34.0,25674.0,26354.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,33207.0,,,,,3.0,318.0,,,,,,,,,,,,,,,,,,,,
445,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,174.0,33.0,86.0,88.0,123.0,921.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,False,2018-12-10 16:24:47.000,0.2.0,7.0,scikit-multilearn,,,,['sklearn'],1830.0,1805.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,25.0,62192.0,62192.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
446,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2024-08-18 16:23:07.000000,2024-05-12 22:59:32,3715.0,,329.0,65.0,690.0,36.0,533.0,838.0,The Classical Language Toolkit.,121.0,27,True,2024-05-13 16:48:36.000,1.2.6,217.0,cltk,,,,,292.0,277.0,https://pypi.org/project/cltk,2024-05-12 23:09:13.000,15.0,15281.0,15281.0,,,,,,,,3.0,101.0,,,,,,,,-2.0,,,,,,,,,,,,
447,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2024-11-01 19:41:14.000000,2024-11-01 19:41:12,976.0,10.0,170.0,48.0,89.0,37.0,144.0,764.0,Library for exploring and validating machine learning data.,27.0,27,True,2024-10-15 19:51:40.000,1.16.1,48.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",31.0,,https://pypi.org/project/tensorflow-data-validation,2024-10-15 20:20:03.000,31.0,169609.0,169620.0,,,,,,,,3.0,883.0,,,,,,,,,,,,,,,,,,,,
448,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2024-10-29 13:01:54.000000,2024-10-29 13:01:54,487.0,10.0,49.0,9.0,66.0,192.0,255.0,646.0,python binding for libvips using cffi.,16.0,27,True,2024-04-28 11:19:58.000,2.2.3,26.0,pyvips,conda-forge/pyvips,,,,901.0,824.0,https://pypi.org/project/pyvips,2024-04-28 11:19:58.000,77.0,59779.0,62611.0,https://anaconda.org/conda-forge/pyvips,2024-09-06 03:01:34.001,138772.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
449,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-10-22 11:59:56.000000,2024-10-22 11:59:56,632.0,10.0,164.0,31.0,225.0,5.0,103.0,637.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,35.0,27,True,2024-10-03 19:57:53.000,0.7,13.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],432.0,404.0,https://pypi.org/project/pyriemann,2024-10-03 19:58:27.000,28.0,37634.0,37928.0,https://anaconda.org/conda-forge/pyriemann,2024-10-04 03:48:24.751,8535.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
450,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2024-06-18 11:08:22.000000,2019-12-05 08:17:22,46.0,,217.0,22.0,17.0,46.0,23.0,426.0,scikit-learn inspired API for CRFsuite.,6.0,27,False,2024-06-18 11:08:22.000,0.5.0,11.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],8091.0,7952.0,https://pypi.org/project/sklearn-crfsuite,2024-06-18 11:08:22.000,139.0,248561.0,249304.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2023-06-16 19:18:37.991,40919.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
451,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,,2010-05-02 10:00:33.000,2024-10-06 20:12:28.000000,2024-10-06 19:51:01,6795.0,77.0,145.0,35.0,412.0,37.0,140.0,383.0,Neuroimaging in Python FMRI analysis package.,71.0,27,False,2024-10-06 19:42:32.000,0.6.1,9.0,nipy,conda-forge/nipy,,,,261.0,237.0,https://pypi.org/project/nipy,2024-10-06 19:42:32.000,24.0,5790.0,37873.0,https://anaconda.org/conda-forge/nipy,2024-07-28 17:27:34.085,128332.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
452,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1211.0,186.0,213.0,31.0,534.0,9378.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56.000,0.0.9,1.0,,,,,,21.0,21.0,,,,,300.0,,,,,,,,3.0,13807.0,,,,,,,,,,,,,,,,,,,,
453,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2024-09-10 20:43:39.000000,2024-09-10 20:43:30,1626.0,6.0,814.0,141.0,1571.0,122.0,125.0,8093.0,Trax Deep Learning with Clear Code and Speed.,80.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,185.0,184.0,https://pypi.org/project/trax,2021-10-26 20:29:00.538,1.0,6004.0,6004.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
454,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2024-08-30 14:19:26.000000,2024-08-30 14:19:23,221.0,1.0,1338.0,172.0,46.0,80.0,241.0,7079.0,2D and 3D Face alignment library build using pytorch.,26.0,26,True,2023-08-17 14:43:11.000,1.4.1,14.0,face-alignment,,,,['pytorch'],31.0,21.0,https://pypi.org/project/face-alignment,2023-08-17 14:43:11.000,10.0,55089.0,55089.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
455,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2024-07-03 08:05:36.000000,2020-05-03 07:13:22,108.0,,599.0,142.0,31.0,69.0,55.0,5596.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,18.0,flashtext,conda-forge/flashtext,,,,1875.0,1819.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,56.0,1550032.0,1550415.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,19958.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
456,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2024-03-21 14:27:34.000000,2023-03-29 07:02:37,553.0,,867.0,123.0,64.0,136.0,74.0,5071.0,Image augmentation library in Python for machine learning.,23.0,26,False,2023-03-29 07:06:01.465,0.2.12,24.0,Augmentor,,,,,849.0,837.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,12.0,14828.0,14828.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
