,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
522,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2022-04-02 05:34:39.000000,2022-02-23 08:02:30,505,3.0,67,16.0,170.0,66.0,101.0,444,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",24.0,25,True,2019-12-04 10:03:39.000,0.10.3post1,9.0,soundfile,anaconda/pysoundfile,,,,539.0,,https://pypi.org/project/soundfile,2019-11-27 12:16:19.000,539.0,1129632.0,1129663.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,3084.0,,,,,,,,,,,,,,,,,,,
523,findspark,minrk/findspark,others,,https://github.com/minrk/findspark,https://github.com/minrk/findspark,BSD-3-Clause,2015-06-12 21:34:06.000,2022-02-11 17:17:32.393000,2022-02-11 07:59:35,77,6.0,67,8.0,17.0,12.0,11.0,434,Find pyspark to make it importable.,15.0,25,True,2022-02-11 08:02:06.000,2.0.1,14.0,findspark,conda-forge/findspark,,,['spark'],2508.0,2372.0,https://pypi.org/project/findspark,2022-02-11 08:02:06.000,136.0,2172862.0,2181787.0,https://anaconda.org/conda-forge/findspark,2022-02-11 17:17:32.393,624767.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
524,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-04-11 13:53:03.000000,2021-12-20 23:24:01,1186,,129,21.0,542.0,18.0,207.0,349,A package built to support working with spatial data using open source python.,40.0,25,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,143.0,136.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,5803.0,6971.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,42057.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
525,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-04-01 02:48:22.000000,2022-04-01 02:46:38,574,30.0,59,30.0,319.0,12.0,82.0,330,IPython/Jupyter notebook module for Vega and Vega-Lite.,11.0,25,True,2022-02-10 02:01:39.000,3.6.0,39.0,vega,conda-forge/vega,,,['jupyter'],84.0,,https://pypi.org/project/vega,2022-02-10 02:01:39.000,84.0,7349.0,14140.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,475413.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
526,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2021-12-17 04:03:09.000000,2020-07-14 02:41:10,174,,715,140.0,41.0,123.0,90.0,4672,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1002.0,987.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,504.0,517.0,,,,,,,,3.0,663.0,,,,,,,,,,,,,,,,,,,
527,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2022-02-27 06:34:42.000000,2022-02-11 11:53:32,3328,3.0,788,231.0,105.0,44.0,613.0,4600,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,63.0,24,True,2022-01-13 09:55:14.000,1.1.1,12.0,,,,,,,,,,,,31.0,,,,,,,,3.0,1404.0,,,,,,,,,,,,,,,,,,,
528,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-01-04 21:11:23.000000,2020-04-17 09:51:20,204,,891,96.0,56.0,215.0,256.0,3792,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,24,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,49316.0,49316.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
529,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2022-04-14 11:07:54.000000,2022-04-14 10:37:33,2448,146.0,475,83.0,2690.0,163.0,964.0,3791,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,71.0,24,True,2022-03-24 12:07:20.000,1.12.0,51.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
530,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810,,908,177.0,385.0,32.0,429.0,3627,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,True,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,,['tensorflow'],10.0,10.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,116.0,116.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
531,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-01-31 12:20:49.000000,2021-02-05 18:49:02,195,,280,84.0,65.0,41.0,31.0,3126,Python library that makes it easy for data scientists to create charts.,21.0,24,False,2020-11-02 22:14:08.000,3.0.3,16.0,chartify,conda-forge/chartify,,,,67.0,62.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000,5.0,1950.0,2400.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,18484.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
532,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2022-04-04 20:19:08.000000,2022-04-04 20:19:03,753,6.0,338,89.0,525.0,131.0,90.0,2604,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,36.0,24,True,2021-12-03 22:33:39.000,2021.12.3,25.0,tensorflow-graphics,,,,['tensorflow'],4.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000,4.0,3601.0,3601.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
533,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-03-07 13:08:05.000000,2022-01-28 17:30:19,1842,2.0,601,159.0,52.0,3.0,478.0,2475,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,21.0,24,True,2021-12-10 07:12:31.000,1.3.0,17.0,,bioconda/deepvariant,,,['tensorflow'],,,,,,,848.0,https://anaconda.org/bioconda/deepvariant,2021-12-16 06:56:52.044,39568.0,,,,,3.0,3844.0,,,,,,,,,,,,,,,,,,,
534,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2022-03-13 06:54:07.000000,2020-03-16 04:26:47,75,,200,57.0,37.0,14.0,23.0,2406,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,24,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,282.0,279.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,3.0,2724.0,3013.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,8679.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
535,Kashgari,BrikerMan/Kashgari,nlp,,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000,2021-07-09 03:57:16.000000,2021-07-09 03:57:16,955,,434,67.0,122.0,39.0,327.0,2290,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,21.0,24,True,2021-07-04 10:44:36.000,2.0.2,24.0,kashgari-tf,,,,['tensorflow'],52.0,50.0,https://pypi.org/project/kashgari-tf,2019-10-18 07:57:55.000,2.0,167.0,167.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
536,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120,,593,87.0,29.0,23.0,51.0,2068,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,161.0,,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,161.0,102957.0,102957.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
537,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-01-22 00:08:57.000000,2021-07-10 15:56:42,447,,247,57.0,55.0,18.0,49.0,2045,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],377.0,360.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,17.0,7842.0,7842.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
538,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118,,225,70.0,20.0,83.0,66.0,1959,Open source time series library for Python.,6.0,24,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,,230.0,214.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,50631.0,50631.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
539,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2022-04-12 10:28:24.000000,2022-04-12 10:28:11,317,11.0,334,41.0,63.0,152.0,94.0,1723,Super easy library for BERT based NLP models.,36.0,24,True,2022-04-12 10:28:24.000,2.0.3,53.0,fast-bert,,,,,2.0,,https://pypi.org/project/fast-bert,2022-04-12 10:28:24.000,2.0,1993.0,1993.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
540,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2021-11-09 17:22:51.512000,2020-08-19 14:58:00,113,,200,40.0,34.0,37.0,21.0,1696,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,24,False,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],315.0,292.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,23.0,11118.0,11442.0,https://anaconda.org/conda-forge/multicore-tsne,2021-11-09 17:22:51.512,13288.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
541,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2022-04-07 20:49:55.000000,2021-01-07 09:40:40,648,,232,41.0,33.0,69.0,54.0,1660,A modular active learning framework for Python.,14.0,24,False,2021-01-07 09:47:49.000,0.4.1,12.0,modAL,,,,['sklearn'],130.0,123.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000,7.0,7925.0,7925.0,,,,,,,,3.0,20.0,,,,,,,,,,,,,,,,,,,
542,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2022-04-14 12:21:45.000000,2022-03-23 16:53:36,173,3.0,332,35.0,178.0,38.0,190.0,1656,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,19.0,24,True,2021-02-02 08:05:11.000,3.1.1,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],7.0,,https://pypi.org/project/pytorch-tabnet,2021-02-02 08:05:11.000,7.0,16964.0,17041.0,https://anaconda.org/conda-forge/pytorch-tabnet,2021-12-30 20:05:02.340,311.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
543,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000,2022-01-30 01:28:10.000000,2022-01-30 01:22:30,743,10.0,198,38.0,110.0,51.0,42.0,1542,"Large-scale linear classification, regression and ranking in Python.",17.0,24,True,2022-01-30 01:10:13.000,0.6.2.post0,12.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],106.0,100.0,https://pypi.org/project/sklearn-contrib-lightning,2022-01-30 00:43:43.000,6.0,2525.0,4903.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2021-11-13 15:37:21.493,162632.0,,,,,3.0,225.0,,,,,,,,,,,,,,,,,,,
544,bonobo,python-bonobo/bonobo,data-pipelines,,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000,2022-04-06 18:44:11.000000,2021-03-10 15:44:00,981,,124,59.0,236.0,95.0,108.0,1505,Extract Transform Load for Python 3.5+.,37.0,24,False,2019-05-16 13:19:48.000,0.6.4,38.0,bonobo,,,http://docs.bonobo-project.org/en/master/,,163.0,130.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000,33.0,6455.0,6455.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
545,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-03-29 10:17:09.000000,2022-03-17 02:45:29,1218,1.0,254,53.0,1306.0,205.0,802.0,1427,A toolkit for reproducible reinforcement learning research.,78.0,24,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],37.0,35.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,376.0,376.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
546,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2022-04-08 18:56:28.000000,2022-03-22 10:32:59,137,4.0,157,87.0,150.0,22.0,22.0,1393,fklearn: Functional Machine Learning.,43.0,24,True,2021-12-30 01:18:22.000,2.0.0,24.0,fklearn,,,,,12.0,12.0,https://pypi.org/project/fklearn,2021-12-30 01:18:22.000,,5560.0,5560.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
547,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284,,390,90.0,165.0,102.0,224.0,1307,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,59.0,24,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],39.0,38.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,1.0,853.0,853.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
548,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2022-03-14 19:18:54.000000,2022-03-14 19:18:49,830,13.0,93,26.0,47.0,6.0,21.0,1225,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,24,True,2022-03-10 21:22:46.000,0.5.0,23.0,pytorch_toolbelt,,,,['pytorch'],6.0,,https://pypi.org/project/pytorch_toolbelt,2022-03-10 21:22:46.000,6.0,8409.0,8409.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
549,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2022-02-15 16:29:36.000000,2021-10-18 05:33:29,148,,194,51.0,77.0,48.0,130.0,1123,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,24,True,2019-06-01 02:04:52.000,0.4.1,6.0,gplearn,conda-forge/gplearn,,,['sklearn'],248.0,238.0,https://pypi.org/project/gplearn,2019-06-01 02:04:52.000,10.0,4875.0,4967.0,https://anaconda.org/conda-forge/gplearn,2020-06-18 15:08:21.371,2037.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
550,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-02-18 23:37:54.000000,2022-02-18 23:37:54,320,3.0,220,50.0,85.0,38.0,26.0,1092,Interpretability and explainability of data and machine learning models.,29.0,24,True,2020-10-28 09:32:21.000,0.2.1,4.0,aix360,,,,,46.0,45.0,https://pypi.org/project/aix360,2020-10-28 09:18:17.000,1.0,1539.0,1539.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
551,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2021-12-31 19:41:11.000000,2021-12-24 18:36:59,781,,133,32.0,210.0,103.0,145.0,1050,Real-time stream processing for python.,45.0,24,True,2021-10-04 14:47:39.000,0.6.3,16.0,streamz,conda-forge/streamz,,,,313.0,284.0,https://pypi.org/project/streamz,2021-10-04 14:47:39.000,29.0,13251.0,18130.0,https://anaconda.org/conda-forge/streamz,2021-10-04 16:06:59.119,268367.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
552,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-04-08 07:17:59.000000,2022-04-08 07:17:13,1201,30.0,75,28.0,59.0,16.0,12.0,1044,Monitor deep learning model training and hardware usage from your mobile phone.,6.0,24,True,2022-04-08 07:17:59.000,0.4.147,123.0,labml,,,,,49.0,43.0,https://pypi.org/project/labml,2022-04-08 07:17:59.000,6.0,3212.0,3212.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
553,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2022-03-25 19:01:53.000000,2022-03-25 19:01:51,616,22.0,130,45.0,149.0,15.0,330.0,1031,moDel Agnostic Language for Exploration and eXplanation.,20.0,24,False,2021-11-08 12:22:11.000,1.4.1,23.0,dalex,conda-forge/dalex,,,,39.0,36.0,https://pypi.org/project/dalex,2021-11-08 12:22:11.000,3.0,11189.0,11393.0,https://anaconda.org/conda-forge/dalex,2021-07-17 15:59:19.192,3065.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
554,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2022-01-07 14:52:00.000000,2022-01-07 14:51:56,41,,256,52.0,34.0,7.0,77.0,981,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,8.0,24,True,2022-01-07 11:43:24.000,0.4.1,16.0,stockstats,,,,,469.0,440.0,https://pypi.org/project/stockstats,2022-01-07 11:43:24.000,29.0,9121.0,9121.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
555,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2022-04-14 14:14:15.000000,2022-04-14 02:27:51,5267,133.0,186,43.0,1425.0,106.0,693.0,975,cuGraph - RAPIDS Graph Analytics Library.,81.0,24,True,2022-04-06 17:09:08.000,22.04.00,18.0,cugraph,conda-forge/libcugraph,,,,1.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,1.0,254.0,796.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,6511.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
556,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2022-04-04 17:59:21.000000,2022-03-25 09:21:45,1004,34.0,106,14.0,36.0,23.0,229.0,950,PyTorch Extension Library of Optimized Scatter Operations.,19.0,24,True,2021-10-22 11:01:13.000,2.0.9,29.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],43.0,,https://pypi.org/project/torch-scatter,2021-10-22 11:01:13.000,43.0,31321.0,34566.0,https://anaconda.org/conda-forge/pytorch_scatter,2022-03-21 15:08:01.652,71408.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
557,whylogs,whylabs/whylogs,data-pipelines,,https://github.com/whylabs/whylogs,https://github.com/whylabs/whylogs,Apache-2.0,2020-08-14 23:25:32.000,2022-04-14 13:59:29.000000,2022-04-11 21:25:00,942,74.0,50,21.0,394.0,67.0,80.0,933,Open standard for end-to-end data and ML monitoring for any scale in any infrastructure.,29.0,24,True,2022-04-12 16:19:19.000,0.7.4,134.0,whylogs,,,,,2.0,,https://pypi.org/project/whylogs,2022-04-12 16:22:17.000,2.0,8790.0,8792.0,,,,,,,,3.0,50.0,,,,,,,,,,,,,,,,,,,
558,scikit-cuda,lebedov/scikit-cuda,gpu-utilities,,https://github.com/lebedov/scikit-cuda,https://github.com/lebedov/scikit-cuda,BSD-3-Clause,2010-09-27 02:02:07.000,2022-03-31 14:08:20.000000,2022-03-31 14:08:20,1034,2.0,171,47.0,111.0,50.0,168.0,883,Python interface to GPU-powered libraries.,46.0,24,True,2019-05-27 00:29:00.000,0.5.3,7.0,scikit-cuda,,,,,218.0,174.0,https://pypi.org/project/scikit-cuda,2019-05-27 00:29:00.000,44.0,632.0,632.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
559,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2022-04-12 16:48:12.000000,2022-04-12 05:34:01,587,80.0,69,23.0,76.0,7.0,21.0,723,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",10.0,24,True,2022-02-19 23:38:02.000,1.2.5,21.0,imodels,,,,,12.0,12.0,https://pypi.org/project/imodels,2022-02-19 23:37:06.000,,2850.0,2850.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
560,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2022-04-13 17:20:49.000000,2022-04-02 20:04:59,669,18.0,85,12.0,46.0,32.0,141.0,617,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,23.0,24,True,2022-03-11 15:20:49.000,0.6.13,25.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],37.0,,https://pypi.org/project/torch-sparse,2022-03-11 15:20:49.000,37.0,27492.0,31206.0,https://anaconda.org/conda-forge/pytorch_sparse,2022-04-06 03:31:02.094,81724.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
561,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2022-03-24 17:54:54.000000,2022-03-24 17:54:49,569,2.0,67,23.0,305.0,55.0,26.0,323,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,24,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,,['tensorflow'],137.0,136.0,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,1.0,211732.0,211732.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
562,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:50.000000,2022-03-13 19:08:59,231,2.0,302,72.0,37.0,87.0,72.0,4151,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,13.0,23,True,2022-03-13 19:09:50.000,0.11.1,67.0,deep-daze,,,,,36.0,36.0,https://pypi.org/project/deep-daze,2022-03-13 19:09:50.000,,2670.0,2670.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
563,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-01-17 20:17:27.000000,2022-01-17 20:15:35,225,1.0,698,128.0,33.0,34.0,133.0,4029,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,23,True,2021-06-02 23:04:51.000,0.2.2,6.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],238.0,232.0,https://pypi.org/project/torchdiffeq,2021-06-02 23:04:51.000,6.0,7603.0,7811.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,4802.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
564,neon,NervanaSystems/neon,ml-frameworks,,https://github.com/NervanaSystems/neon,https://github.com/NervanaSystems/neon,Apache-2.0,2014-10-16 01:00:17.000,2022-03-05 07:01:42.664000,2019-05-22 18:27:54,1118,,832,333.0,89.0,90.0,306.0,3861,Intel Nervana reference deep learning framework committed to best performance on all hardware.,108.0,23,False,2018-01-05 23:25:04.000,2.6.0,32.0,nervananeon,anaconda/neon,,,,1.0,,https://pypi.org/project/nervananeon,2018-01-05 23:25:04.000,1.0,73.0,90.0,https://anaconda.org/anaconda/neon,2022-03-05 07:01:42.664,963.0,,,,,3.0,325.0,,,,,,,,,,,,,,,,,,,
