,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,helm_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
394,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2023-08-01 19:43:38.000000,2023-08-01 19:37:56,696.0,2.0,294,43.0,346.0,68.0,186.0,1463,Training PyTorch models with differential privacy.,73.0,28,True,2023-03-24 16:01:05.890,1.4.0,20.0,opacus,conda-forge/opacus,,,['pytorch'],660.0,643.0,https://pypi.org/project/opacus,2022-05-06 09:43:18.000,17.0,29887.0,30482.0,https://anaconda.org/conda-forge/opacus,2023-06-18 08:40:32.992,11281.0,,,,,2.0,99.0,,,,,,,,,,,,,,,,,,,
395,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2023-06-28 20:49:21.000000,2023-06-21 21:30:40,940.0,9.0,567,108.0,274.0,11.0,299.0,1429,Execute Python code on the fly and display results in Tableau visualizations:.,49.0,28,True,2023-06-28 20:49:21.000,2.9.0,31.0,tabpy,anaconda/tabpy-client,,,,141.0,139.0,https://pypi.org/project/tabpy,2023-01-30 23:34:02.112,2.0,10412.0,10465.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4069.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
396,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2023-08-14 08:44:19.000000,2023-06-04 12:33:17,1222.0,2.0,130,31.0,93.0,35.0,226.0,1397,Statistical package in Python based on Pandas.,42.0,28,False,2023-01-02 16:01:44.953,0.5.3,39.0,pingouin,conda-forge/pingouin,,,,1441.0,1387.0,https://pypi.org/project/pingouin,2023-01-02 16:01:44.953,54.0,74262.0,76109.0,https://anaconda.org/conda-forge/pingouin,2023-06-16 16:12:34.261,103483.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
397,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2023-08-15 11:33:28.000000,2023-08-15 11:33:25,159.0,2.0,163,34.0,70.0,16.0,49.0,1336,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,6.0,28,True,2021-01-05 18:31:38.000,0.2.4,4.0,torchsde,conda-forge/torchsde,,,['pytorch'],1269.0,1269.0,https://pypi.org/project/torchsde,,,1321590.0,1322182.0,https://anaconda.org/conda-forge/torchsde,2023-06-16 19:24:16.458,18364.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
398,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-08-19 14:26:08.000000,2023-08-19 14:26:08,846.0,15.0,260,74.0,474.0,37.0,197.0,1211,Underthesea - Vietnamese NLP Toolkit.,17.0,28,False,2023-07-28 08:49:28.000,6.7.0,124.0,underthesea,,,,,782.0,756.0,https://pypi.org/project/underthesea,2023-07-28 08:49:28.000,26.0,8912.0,8976.0,,,,,,,,2.0,4830.0,,,,,,,,,,,,,,,,,,,
399,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2023-07-30 07:07:37.000000,2023-07-30 07:05:58,66.0,21.0,287,57.0,61.0,11.0,107.0,1163,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,9.0,28,True,2023-07-30 07:07:37.000,0.6.2,24.0,stockstats,,,,,940.0,911.0,https://pypi.org/project/stockstats,2023-07-30 07:07:37.000,29.0,16268.0,16268.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
400,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-06-16 16:07:55.979000,2020-10-14 13:22:39,167.0,,336,71.0,83.0,27.0,26.0,1105,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,28,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1332.0,1189.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,143.0,28090.0,28456.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,24197.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
401,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2023-06-16 16:20:28.705000,2021-02-12 19:04:59,2079.0,,239,40.0,36.0,66.0,590.0,1092,"pyclustering is a Python, C++ data mining library.",26.0,28,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,555.0,524.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,31.0,71398.0,72686.0,https://anaconda.org/conda-forge/pyclustering,2023-06-16 16:20:28.705,56455.0,,,,,2.0,466.0,,,,,,,,,,,,,,,,,,,
402,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-06-16 19:22:55.678000,2023-03-10 19:47:48,1140.0,,236,61.0,244.0,22.0,337.0,912,Search and download Copernicus Sentinel satellite images.,43.0,28,False,2023-03-10 17:53:00.587,1.2.1,41.0,sentinelsat,conda-forge/sentinelsat,,,,507.0,471.0,https://pypi.org/project/sentinelsat,2017-03-06 02:33:09.000,36.0,13152.0,13860.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,23998.0,,,,,3.0,260.0,,,,,,,,,,,,,,,,,,,
403,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-07-06 21:23:13.000000,2023-04-19 21:43:19,547.0,,165,35.0,84.0,88.0,122.0,862,A scikit-learn based module for multi-label et. al. classification.,28.0,28,True,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],1251.0,1227.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,24.0,81520.0,81520.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
404,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2023-08-23 22:13:23.000000,2023-08-23 22:13:22,2872.0,43.0,98,15.0,213.0,9.0,111.0,678,Python bindings for MPI.,25.0,28,True,2022-11-02 14:23:02.643,3.1.4,26.0,mpi4py,conda-forge/mpi4py,,,,689.0,,https://pypi.org/project/mpi4py,2022-11-02 14:23:02.643,689.0,160752.0,186204.0,https://anaconda.org/conda-forge/mpi4py,2023-06-16 13:22:26.826,2079839.0,,,,,3.0,14594.0,,,,,,,,,,,,,,,,,,,
405,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2023-08-16 02:49:41.000000,2023-08-15 19:46:25,451.0,24.0,100,23.0,82.0,16.0,93.0,614,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",26.0,28,True,2023-04-21 11:05:59.132,1.9.0,38.0,tinytag,,,,,941.0,835.0,https://pypi.org/project/tinytag,2022-03-12 17:51:16.000,106.0,18479.0,18479.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
406,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2023-08-10 16:45:56.000000,2023-08-10 16:42:09,774.0,21.0,71,29.0,340.0,110.0,221.0,512,"Simple, concise geographical visualization in Python.",29.0,28,True,2023-07-20 16:57:49.000,1.10.1,51.0,geoviews,conda-forge/geoviews,,,,774.0,740.0,https://pypi.org/project/geoviews,2023-07-20 15:18:17.000,34.0,6963.0,12341.0,https://anaconda.org/conda-forge/geoviews,2023-07-21 08:46:51.180,188236.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
407,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,,2017-10-15 09:56:16.000,2023-08-08 09:17:25.121000,2023-07-24 08:34:41,564.0,3.0,38,14.0,63.0,6.0,25.0,202,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,12.0,28,False,2023-07-21 07:42:13.000,0.7.10,15.0,blis,conda-forge/cython-blis,,,,31769.0,31769.0,https://pypi.org/project/blis,,,4940057.0,4995336.0,https://anaconda.org/conda-forge/cython-blis,2023-08-08 09:17:25.121,1934767.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
408,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-08-11 14:23:28.113587,2022-12-05 17:31:41,1886.0,,847,219.0,451.0,57.0,260.0,13860,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",47.0,27,True,2021-06-06 17:15:00.281,5.14.0,50.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,2021-06-06 17:15:00.281,,30472.0,30878.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-08-11 14:23:28.113587,14.0,19909.0,3.0,,,,,,,,,,,,,,,,,,,,
409,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2023-08-24 14:46:33.000000,2023-08-23 11:28:19,1719.0,261.0,670,91.0,1773.0,138.0,538.0,12441,Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud..,62.0,27,True,2023-08-10 21:59:43.000,1.4.1,53.0,,,,,,,,,,,,28.0,,,,,,,,3.0,804.0,,,,,,,,,,,,,,,,,,,
410,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-02-18 07:58:21.000000,2023-02-18 07:58:21,3353.0,,1642,462.0,698.0,32.0,441.0,7227,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,27,True,2022-02-15 02:05:47.000,2.2.5,83.0,tensorlayer,,,,['tensorflow'],40.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,40.0,1112.0,1131.0,,,,,,,,2.0,1617.0,,,,,,,,,,,,,,,,,,,
411,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1185,155.0,950.0,40.0,781.0,5617,Gluon CV Toolkit.,118.0,27,True,2021-03-09 00:20:06.000,0.10.0,10.0,gluoncv,,,,['mxnet'],10.0,10.0,https://pypi.org/project/gluoncv,,,39091.0,39091.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
412,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-06-16 19:20:49.106000,2020-05-03 07:13:22,108.0,,609,139.0,30.0,66.0,53.0,5435,Extract Keywords from sentence or Replace keywords in sentences.,7.0,27,False,,,18.0,flashtext,conda-forge/flashtext,,,,1342.0,1296.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,46.0,900415.0,900873.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,16962.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
413,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,Apache-2.0,2016-02-10 20:06:05.000,2019-10-22 20:30:48.000000,2018-07-25 01:28:08,1796.0,,780,277.0,437.0,221.0,328.0,4800,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,27,False,2018-01-22 06:03:37.000,1.3.5,28.0,edward,,,,['tensorflow'],337.0,297.0,https://pypi.org/project/edward,2018-01-22 06:03:05.000,40.0,374.0,374.0,,,,,,,,3.0,16.0,,,,,,,,,,,,,,,,,,,
414,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964,283.0,227.0,10.0,355.0,3857,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,352061.0,352504.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,19533.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
415,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-08-10 11:39:31.000000,2022-08-06 21:47:18,182.0,,384,65.0,55.0,86.0,54.0,3856,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,27,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,497.0,493.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,4.0,79513.0,79513.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
416,Acme,deepmind/acme,reinforcement-learning,,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2023-08-21 16:04:48.000000,2023-08-21 16:04:19,1183.0,7.0,396,83.0,52.0,56.0,199.0,3181,A library of reinforcement learning components and agents.,83.0,27,True,2022-02-10 06:52:27.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],165.0,162.0,https://pypi.org/project/dm-acme,2022-02-10 06:52:27.000,3.0,1333.0,1555.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,7351.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
417,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2023-06-16 13:22:38.816000,2020-12-08 16:56:38,17588.0,,1023,218.0,3648.0,418.0,1108.0,2967,Unified and efficient Machine Learning.,248.0,27,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,1761.0,https://anaconda.org/conda-forge/shogun,2023-06-16 13:22:38.816,127847.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1501.0,3.0,,,,,,,,,shogun,,,,,,,,,,,
418,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,1007,167.0,214.0,42.0,146.0,2771,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,659.0,641.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,18.0,2160.0,2453.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,19377.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
419,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-08-22 03:30:25.000000,2023-08-22 03:30:22,3432.0,61.0,327,157.0,1139.0,21.0,58.0,2642,Neural Network Libraries.,72.0,27,True,2023-07-14 02:40:27.000,1.36.0,71.0,nnabla,,,,,,,https://pypi.org/project/nnabla,,,3254.0,3263.0,,,,,,,,3.0,704.0,-3.0,,,,,,,,,,,,,,,,,,
420,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2023-08-14 00:01:16.000000,2023-08-14 00:01:16,1564.0,58.0,227,47.0,2002.0,17.0,620.0,2588,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,33.0,27,True,2023-07-05 07:59:47.000,1.1.1,24.0,towhee,,,,,,,https://pypi.org/project/towhee,2022-07-07 12:28:54.000,,3607.0,3667.0,,,,,,,,3.0,1202.0,,,,,,,,,,,,,,,,,,,
421,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2023-06-16 13:23:09.869000,2023-05-06 19:23:59,384.0,,278,57.0,14.0,20.0,78.0,2124,Beautiful visualizations of how language differs among document types.,14.0,27,True,2023-04-18 01:25:02.819,0.1.19,148.0,scattertext,conda-forge/scattertext,,,,430.0,420.0,https://pypi.org/project/scattertext,2022-03-26 09:23:49.000,10.0,10394.0,11547.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,83058.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
422,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-06-16 19:18:00.316000,2021-07-09 11:06:18,56.0,,482,40.0,23.0,66.0,38.0,2033,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,27,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],3957.0,3906.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,51.0,38766.0,39004.0,https://anaconda.org/conda-forge/mtcnn,2023-06-16 19:18:00.316,10036.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
423,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-07-12 18:18:40.000000,2023-07-12 18:14:01,1515.0,28.0,237,65.0,58.0,31.0,185.0,1978,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,27,True,2023-07-12 18:26:08.000,2.0.1,14.0,ampligraph,,,,['tensorflow'],43.0,43.0,https://pypi.org/project/ampligraph,2021-05-25 16:47:29.000,,502.0,502.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
424,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2023-08-09 09:26:45.000000,2023-07-11 07:11:36,210.0,6.0,222,44.0,82.0,17.0,115.0,1920,A Python library that helps data scientists to infer causation rather than observing correlation.,35.0,27,True,2023-06-22 13:11:59.629,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",101.0,98.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000,3.0,9960.0,9960.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
425,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2023-08-15 19:25:46.000000,2023-08-15 18:42:02,824.0,22.0,429,63.0,279.0,111.0,91.0,1804,Library for training machine learning models with privacy for training data.,55.0,27,True,2023-06-28 20:10:26.996,0.8.10,28.0,tensorflow-privacy,,,,['tensorflow'],14.0,,https://pypi.org/project/tensorflow-privacy,2022-10-19 20:29:02.229,14.0,15907.0,15909.0,,,,,,,,2.0,117.0,,,,,,,,,,,,,,,,,,,
426,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-08-04 02:52:06.000000,2023-08-04 02:52:06,1364.0,4.0,304,28.0,368.0,72.0,119.0,1536,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,27,True,2023-05-18 06:27:52.000,2.2.5,10.0,pgl,,,,['paddle'],45.0,45.0,https://pypi.org/project/pgl,,,1368.0,1368.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
427,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,318,74.0,742.0,54.0,168.0,1477,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:40.000,0.13.1,25.0,chainercv,,,,,390.0,360.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,30.0,2190.0,2190.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
428,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2023-05-16 13:01:43.000000,2023-05-16 13:01:43,657.0,,242,49.0,310.0,95.0,14.0,1453,Mesh TensorFlow: Model Parallelism Made Easier.,50.0,27,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],880.0,847.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,33.0,179349.0,179349.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
429,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2023-07-21 21:17:07.584000,2023-07-04 11:04:34,170.0,12.0,171,30.0,16.0,,75.0,1407,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,27,True,,,34.0,autoviz,conda-forge/autoviz,,,,535.0,535.0,https://pypi.org/project/autoviz,,,320744.0,322432.0,https://anaconda.org/conda-forge/autoviz,2023-07-21 21:17:07.584,40528.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
430,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2023-08-22 14:21:42.000000,2023-08-22 14:21:42,580.0,119.0,302,52.0,113.0,54.0,29.0,1383,Interpretability and explainability of data and machine learning models.,41.0,27,True,2023-07-01 11:47:13.000,0.3.0,3.0,aix360,,,,,79.0,79.0,https://pypi.org/project/aix360,,,701.0,701.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
431,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-08-24 04:57:58.000000,2023-08-24 00:44:24,6049.0,96.0,248,47.0,2293.0,307.0,1277.0,1360,cuGraph - RAPIDS Graph Analytics Library.,102.0,27,True,2023-08-09 21:12:40.000,23.08.00,31.0,cugraph,conda-forge/libcugraph,,,,4.0,2.0,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,2.0,166.0,747.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,16273.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
432,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-06-16 19:18:35.492000,2022-06-21 11:53:05,286.0,,233,50.0,183.0,53.0,119.0,1343,Metric learning algorithms in Python.,22.0,27,False,2020-07-02 13:02:01.780,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],304.0,292.0,https://pypi.org/project/metric-learn,2016-07-14 01:21:21.000,12.0,14780.0,15028.0,https://anaconda.org/conda-forge/metric-learn,2023-06-16 19:18:35.492,10207.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
433,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2023-06-16 19:19:31.487000,2023-06-04 07:48:29,1028.0,3.0,159,18.0,61.0,23.0,306.0,1333,PyTorch Extension Library of Optimized Scatter Operations.,27.0,27,True,2023-03-16 14:37:01.000,2.1.1,31.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],67.0,,https://pypi.org/project/torch-scatter,2022-11-24 15:04:00.671,67.0,41345.0,47047.0,https://anaconda.org/conda-forge/pytorch_scatter,2023-06-16 19:19:31.487,216676.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
434,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2023-06-16 13:22:22.238000,2022-12-22 14:52:10,805.0,,142,37.0,214.0,109.0,152.0,1180,Real-time stream processing for python.,48.0,27,True,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,452.0,415.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,37.0,16057.0,26147.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,716397.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
435,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-06-06 09:46:41.000000,2023-06-06 09:46:40,415.0,2.0,319,40.0,295.0,21.0,200.0,1127,A research toolkit for particle swarm optimization in Python.,45.0,27,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,306.0,292.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,14.0,9507.0,9507.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
