,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
466,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2021-12-13 14:59:32.000000,2021-12-13 12:07:11,235.0,,637,41.0,44.0,60.0,91.0,2971,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,25,True,2021-03-10 01:00:20.000,2.5.2,31.0,facenet-pytorch,,['pytorch'],343500.0,25477.0,831.0,820.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,11.0,14743.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
467,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,632,71.0,25.0,114.0,101.0,2932,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 04:55:04.000,0.4.1,11.0,keras-vis,,['tensorflow'],,2935.0,2001.0,1972.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000,29.0,2935.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
468,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2022-07-12 01:14:39.000000,2022-07-12 01:13:05,158.0,20.0,269,51.0,70.0,64.0,78.0,2527,A deep learning library for video understanding research.,39.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,['pytorch'],,13574.0,5.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,5.0,13574.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
469,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2022-05-26 16:35:40.000000,2020-03-16 04:26:47,75.0,,205,58.0,39.0,15.0,23.0,2457,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,25,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,9732.0,349.0,346.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,3.0,9445.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,9490.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
470,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55,6364.0,,695,166.0,93.0,134.0,358.0,2352,An Algorithmic Trading Library for Crypto-Assets in Python.,148.0,25,True,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,577.0,27.0,25.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,577.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
471,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118.0,,225,71.0,20.0,84.0,66.0,1973,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,138009.0,236.0,220.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,138009.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
472,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2022-03-26 17:35:11.489000,2022-03-26 09:22:25,357.0,,251,52.0,11.0,17.0,73.0,1844,Beautiful visualizations of how language differs among document types.,12.0,25,True,2022-03-26 09:23:49.000,0.1.6,135.0,scattertext,conda-forge/scattertext,,,3887.0,308.0,298.0,https://pypi.org/project/scattertext,2022-03-26 09:23:49.000,10.0,2804.0,https://anaconda.org/conda-forge/scattertext,2022-03-26 17:35:11.489,63947.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
473,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2022-06-04 20:12:40.000000,2022-06-04 20:01:51,2233.0,27.0,203,39.0,19.0,1.0,84.0,1664,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,14.0,25,False,2022-06-04 20:12:40.000,_10300,104.0,karateclub,conda-forge/karateclub,,,3076.0,98.0,96.0,https://pypi.org/project/karateclub,2022-06-04 20:08:27.000,2.0,2643.0,https://anaconda.org/conda-forge/karateclub,2022-01-28 14:45:25.910,10411.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
474,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2022-07-14 14:45:38.000000,2022-07-14 14:45:03,702.0,42.0,353,60.0,131.0,66.0,87.0,1624,Library for training machine learning models with privacy for training data.,47.0,25,True,2022-02-22 20:37:34.000,.0.8.0,18.0,tensorflow-privacy,,['tensorflow'],73.0,28628.0,7.0,,https://pypi.org/project/tensorflow-privacy,2022-02-22 20:33:28.000,7.0,28626.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
475,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-06-02 03:34:14.000000,2022-05-20 06:22:46,1220.0,2.0,262,54.0,1310.0,205.0,805.0,1481,A toolkit for reproducible reinforcement learning research.,78.0,25,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,['tensorflow'],,319.0,48.0,46.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,319.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
476,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,389,90.0,165.0,102.0,224.0,1308,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,59.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,['tensorflow'],,5683.0,39.0,38.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,1.0,5683.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
477,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-06-16 08:52:20.000000,2022-06-16 08:52:20,381.0,1.0,133,22.0,69.0,36.0,26.0,1298,A Python package for time series classification.,11.0,25,True,2021-10-31 13:51:09.000,0.12.0,18.0,pyts,conda-forge/pyts,,,156061.0,234.0,223.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,11.0,155712.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,12237.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
478,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2022-07-11 09:17:38.000000,2022-07-11 09:17:38,638.0,145.0,349,35.0,10.0,2.0,112.0,1223,An Open Toolkit for Knowledge Graph Extraction and Construction.,11.0,25,True,2022-07-08 15:23:00.380,2.0.4,98.0,deepke,,['pytorch'],,1164.0,6.0,6.0,https://pypi.org/project/deepke,2022-07-05 13:58:17.000,,1164.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
479,sklearn-porter,nok/sklearn-porter,model-serialisation,,https://github.com/nok/sklearn-porter,https://github.com/nok/sklearn-porter,BSD-3-Clause,2016-06-22 22:21:34.000,2022-05-22 23:59:55.000000,2022-05-22 23:59:48,1219.0,17.0,159,33.0,21.0,42.0,34.0,1165,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",12.0,25,True,2019-12-18 13:39:19.000,0.7.4,20.0,sklearn-porter,,['sklearn'],,275.0,44.0,43.0,https://pypi.org/project/sklearn-porter,2019-12-18 13:39:19.000,1.0,275.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
480,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:50:40.000000,2021-10-21 17:45:17,202.0,,167,25.0,35.0,2.0,111.0,1085,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,25,True,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,['sklearn'],,15258.0,1236.0,1207.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,29.0,15258.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
481,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2022-06-27 04:57:47.000000,2022-03-10 02:03:55,598.0,,179,58.0,445.0,167.0,251.0,1024,A Framework for Encrypted Machine Learning in TensorFlow.,28.0,25,True,2022-03-07 08:43:08.000,0.7.0,37.0,tf-encrypted,,['tensorflow'],,465.0,70.0,61.0,https://pypi.org/project/tf-encrypted,2022-03-07 08:43:08.000,9.0,465.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
482,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2022-05-27 21:10:04.647000,2022-03-18 13:03:22,603.0,,120,25.0,107.0,4.0,100.0,1017,"Extensible, parallel implementations of t-SNE.",10.0,25,True,2022-03-18 13:55:30.000,0.6.2,23.0,opentsne,conda-forge/opentsne,,,17883.0,373.0,363.0,https://pypi.org/project/opentsne,2022-03-18 13:53:43.000,10.0,14445.0,https://anaconda.org/conda-forge/opentsne,2022-05-27 21:10:04.647,147839.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
483,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2022-06-24 13:33:50.000000,2021-12-28 17:01:09,209.0,,144,21.0,22.0,38.0,69.0,820,"Python factor analysis library (PCA, CA, MCA, MFA, FAMD).",12.0,25,True,2020-10-06 11:26:47.000,0.7.1,41.0,prince,conda-forge/prince-factor-analysis,['sklearn'],,61214.0,228.0,223.0,https://pypi.org/project/prince,2020-10-06 11:26:47.000,5.0,60881.0,https://anaconda.org/conda-forge/prince-factor-analysis,2021-04-30 17:46:15.443,10673.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
484,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2022-07-06 20:00:45.000000,2022-07-05 14:45:54,680.0,30.0,87,29.0,283.0,46.0,216.0,803,BAyesian Model-Building Interface (Bambi) in Python.,26.0,25,True,2022-06-06 17:18:00.000,0.9.0,21.0,bambi,conda-forge/bambi,,,4734.0,35.0,32.0,https://pypi.org/project/bambi,2022-06-06 17:18:00.000,3.0,4446.0,https://anaconda.org/conda-forge/bambi,2022-06-07 14:46:23.212,10114.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
485,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2022-07-06 21:51:18.000000,2022-06-29 15:30:56,3623.0,8.0,307,67.0,649.0,28.0,496.0,728,The Classical Language Toolkit.,115.0,25,True,2022-04-26 06:18:37.000,1.1.1,198.0,cltk,,,25.0,817.0,42.0,,https://pypi.org/project/cltk,2022-06-09 23:23:41.000,42.0,817.0,,,,3.0,,,,,,,,-3.0,,,,,,,,,,,,,,,,
486,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2022-07-12 19:43:20.000000,2022-07-11 15:07:54,15391.0,5.0,316,45.0,1497.0,221.0,2847.0,686,An open-source application for biological image analysis.,129.0,25,True,2021-07-22 19:10:21.000,4.2.1,43.0,cellprofiler,,,2925.0,766.0,8.0,8.0,https://pypi.org/project/cellprofiler,2021-07-22 19:10:21.000,,738.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
487,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2022-07-13 19:42:28.000000,2022-07-12 16:53:21,1297.0,100.0,249,54.0,300.0,160.0,182.0,666,Machine learning on FPGAs using HLS.,43.0,25,True,2021-11-12 12:26:50.000,0.6.0,10.0,hls4ml,conda-forge/hls4ml,"['tensorflow', 'pytorch']",,689.0,7.0,7.0,https://pypi.org/project/hls4ml,2021-11-12 12:26:50.000,,539.0,https://anaconda.org/conda-forge/hls4ml,2021-11-12 15:38:42.855,3300.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
488,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2022-06-17 13:31:41.000000,2022-06-17 13:31:40,1234.0,2.0,103,24.0,383.0,11.0,88.0,607,A Comparative Framework for Multimodal Recommender Systems.,14.0,25,True,2022-02-19 03:37:13.000,1.14.2,46.0,cornac,conda-forge/cornac,,,106658.0,129.0,114.0,https://pypi.org/project/cornac,2022-02-19 03:50:02.000,15.0,100602.0,https://anaconda.org/conda-forge/cornac,2022-02-19 07:51:09.542,230150.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
489,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2022-07-04 08:11:03.000000,2022-02-23 08:02:30,505.0,,71,16.0,172.0,68.0,102.0,458,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",24.0,25,True,2019-12-04 10:03:39.000,0.10.3post1,11.0,soundfile,anaconda/pysoundfile,,3504.0,990372.0,539.0,,https://pypi.org/project/soundfile,2019-11-27 12:16:19.000,539.0,990338.0,https://anaconda.org/anaconda/pysoundfile,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
490,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2022-06-12 09:56:26.000000,2022-06-12 09:54:25,434.0,7.0,39,7.0,43.0,109.0,181.0,414,python binding for libvips using cffi.,13.0,25,True,2022-06-12 09:54:07.000,2.2.1,24.0,pyvips,conda-forge/pyvips,,,19996.0,378.0,338.0,https://pypi.org/project/pyvips,2022-06-12 09:54:07.000,40.0,19323.0,https://anaconda.org/conda-forge/pyvips,2022-04-18 19:06:05.882,23587.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
491,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-07-01 04:37:23.000000,2022-07-01 04:35:49,592.0,18.0,59,31.0,337.0,13.0,82.0,330,IPython/Jupyter notebook module for Vega and Vega-Lite.,11.0,25,True,2022-02-10 02:01:39.000,3.6.0,39.0,vega,conda-forge/vega,['jupyter'],,12458.0,84.0,,https://pypi.org/project/vega,2022-02-10 02:01:39.000,84.0,5719.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,492001.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
492,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2022-07-14 09:32:07.000000,2022-04-15 10:35:39,10410.0,,1295,138.0,2797.0,444.0,832.0,4365,An Industrial Grade Federated Learning Framework.,74.0,24,True,2022-04-18 14:23:38.000,1.8.0,34.0,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,,,,,3.0,,,,,,,,-2.0,,,,,,,,,,,,,,,,
493,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-04-22 15:22:18.000000,2022-04-22 15:21:09,226.0,1.0,730,127.0,33.0,40.0,135.0,4147,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,24,True,2022-04-22 15:21:47.000,0.2.3,7.0,torchdiffeq,conda-forge/torchdiffeq,['pytorch'],,7159.0,298.0,278.0,https://pypi.org/project/torchdiffeq,2022-04-22 15:21:47.000,20.0,6930.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,5957.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
494,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2022-07-14 14:58:12.000000,2022-07-14 13:51:25,2599.0,151.0,502,82.0,2866.0,202.0,1014.0,3933,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,76.0,24,True,2022-06-22 14:31:03.000,1.15.0,54.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
495,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810.0,,908,178.0,385.0,32.0,429.0,3677,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,False,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,['tensorflow'],,100.0,11.0,11.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,100.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
496,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2021-08-25 09:25:32.000000,2021-08-25 09:25:32,838.0,,690,67.0,246.0,111.0,815.0,3580,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",112.0,24,True,2021-04-06 12:37:09.000,2.10.2,31.0,stable-baselines,,,,7575.0,34.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:37:09.000,34.0,7575.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
497,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24,440.0,,522,172.0,49.0,64.0,48.0,3410,Fast and flexible AutoML with learning guarantees.,27.0,24,True,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,['tensorflow'],,536.0,46.0,44.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000,2.0,536.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
498,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2022-07-13 13:08:08.000000,2022-02-10 08:43:04,2099.0,,525,147.0,232.0,22.0,626.0,3149,Tensorforce: a TensorFlow library for applied reinforcement learning.,82.0,24,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,['tensorflow'],,1618.0,,,https://pypi.org/project/tensorforce,2021-08-30 20:13:45.000,,1618.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
499,analytics-zoo,intel-analytics/analytics-zoo,distributed-ml,,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000,2022-07-07 07:51:54.000000,2022-06-01 01:54:06,3427.0,1.0,713,104.0,3834.0,560.0,846.0,2518,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",105.0,24,True,2022-01-25 00:20:26.000,0.11.2,378.0,analytics-zoo,,['spark'],,6547.0,4.0,3.0,https://pypi.org/project/analytics-zoo,2022-07-07 07:51:54.000,1.0,6547.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
500,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2022-07-05 08:51:12.000000,2022-07-05 08:38:04,195.0,4.0,118,29.0,172.0,13.0,68.0,2321,HiPlot makes understanding high dimensional data easy.,8.0,24,True,2022-05-31 09:00:35.000,0.1.33,109.0,hiplot,conda-forge/hiplot,,,26388.0,17.0,5.0,https://pypi.org/project/hiplot,2022-07-05 08:51:12.000,12.0,23174.0,https://anaconda.org/conda-forge/hiplot,2022-05-31 21:21:53.546,93222.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
501,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,593,87.0,29.0,23.0,51.0,2108,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,114026.0,161.0,,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,161.0,114026.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
502,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-01-22 00:08:57.000000,2021-07-10 15:56:42,447.0,,249,56.0,55.0,18.0,49.0,2091,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,['pytorch'],,5012.0,422.0,405.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,17.0,5012.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
503,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2022-06-23 08:04:00.000000,2021-05-25 16:49:48,947.0,,208,62.0,58.0,24.0,182.0,1788,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,19.0,24,False,2021-05-25 16:57:42.000,1.4.0,12.0,ampligraph,,['tensorflow'],,1215.0,22.0,22.0,https://pypi.org/project/ampligraph,2021-05-25 16:47:29.000,,1215.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
504,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2022-07-14 05:39:47.000000,2022-06-27 10:04:15,178.0,5.0,357,36.0,191.0,44.0,212.0,1769,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,19.0,24,True,2021-02-02 08:05:11.000,3.1.1,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,['pytorch'],,17461.0,9.0,,https://pypi.org/project/pytorch-tabnet,2021-02-02 08:05:11.000,9.0,17299.0,https://anaconda.org/conda-forge/pytorch-tabnet,2021-12-30 20:05:02.340,1135.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
505,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2022-04-07 20:49:55.000000,2021-01-07 09:40:40,648.0,,244,41.0,33.0,75.0,54.0,1755,A modular active learning framework for Python.,14.0,24,False,2021-01-07 09:47:49.000,0.4.1,12.0,modAL,,['sklearn'],20.0,9862.0,142.0,134.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000,8.0,9862.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
506,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2022-04-29 15:26:19.000000,2020-08-19 14:58:00,113.0,,200,40.0,35.0,37.0,21.0,1728,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,24,False,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,['pytorch'],,9160.0,333.0,310.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,23.0,8788.0,https://anaconda.org/conda-forge/multicore-tsne,2021-11-09 17:22:51.512,16381.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
507,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2022-07-07 19:26:32.000000,2021-09-28 21:55:38,247.0,,161,28.0,43.0,12.0,81.0,1684,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,12.0,24,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,['jupyter'],,7289.0,148.0,145.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,3.0,7102.0,https://anaconda.org/conda-forge/checklist,2021-07-15 13:35:51.684,3379.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
508,FinTA,peerchemist/finta,financial-data,,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000,2022-05-05 20:54:50.000000,2021-10-19 18:06:53,392.0,,528,77.0,47.0,20.0,63.0,1667,Common financial technical indicators implemented in Pandas.,27.0,24,False,2021-04-03 08:51:49.000,1.3,19.0,finta,,,,7105.0,238.0,232.0,https://pypi.org/project/finta,2020-10-21 11:39:44.000,6.0,7105.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
