,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
390,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2022-01-04 14:23:20.000000,2021-06-14 05:10:42,518,,641,172.0,76.0,14.0,249.0,3647,A python wrapper for Alpha Vantage API for financial data.,39.0,27,True,2020-12-21 02:37:29.000,2.3.1,28.0,alpha_vantage,conda-forge/alpha_vantage,,,,104.0,,https://pypi.org/project/alpha_vantage,2018-08-26 18:55:11.000,104.0,16015.0,16087.0,https://anaconda.org/conda-forge/alpha_vantage,2021-01-14 18:10:30.064,1154.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
391,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2022-05-19 10:09:06.000000,2022-05-12 21:56:20,1610,80.0,393,56.0,1747.0,64.0,528.0,3488,The Unified Model Serving Framework.,105.0,27,True,2021-07-13 10:52:52.000,0.13.1,61.0,bentoml,,,,,2.0,,https://pypi.org/project/bentoml,2022-04-06 09:40:56.000,2.0,25930.0,25969.0,,,,,,,,2.0,1458.0,,,,,,,,,,,,,,,,,,,,
392,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2022-05-13 11:37:49.000000,2022-02-21 05:08:38,933,2.0,531,102.0,315.0,52.0,610.0,2894,"Fast, flexible and easy to use probabilistic modelling in Python.",65.0,27,True,2021-11-19 21:46:05.000,0.14.7,68.0,pomegranate,conda-forge/pomegranate,,,,732.0,686.0,https://pypi.org/project/pomegranate,2022-02-21 06:50:33.000,46.0,34540.0,37032.0,https://anaconda.org/conda-forge/pomegranate,2021-11-16 01:22:35.020,84743.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
393,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2022-05-19 13:46:44.000000,2021-12-06 11:37:15,1769,,420,80.0,226.0,45.0,150.0,2598,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,54.0,27,True,2020-11-06 15:31:29.000,0.6.0,10.0,fastnlp,,,,,81.0,78.0,https://pypi.org/project/fastnlp,2019-02-04 02:35:37.000,3.0,1392.0,1393.0,,,,,,,,3.0,66.0,,,,,,,,,,,,,,,,,,,,
394,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2022-05-18 02:20:58.000000,2022-05-18 02:12:40,439,17.0,708,58.0,519.0,76.0,291.0,2583,A high-performance distributed training framework for Reinforcement Learning.,30.0,27,True,2022-05-13 04:46:41.000,2.0.4,24.0,parl,,,,['paddle'],91.0,90.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,857.0,857.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
395,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2022-05-09 10:13:38.000000,2021-11-11 16:56:57,430,,234,33.0,391.0,16.0,29.0,2423,torch-optimizer -- collection of optimizers for Pytorch.,25.0,27,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],611.0,588.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,23.0,58592.0,58695.0,https://anaconda.org/conda-forge/torch-optimizer,2021-10-31 17:20:09.384,1350.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
396,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2021-12-05 06:35:06.000000,2020-04-27 18:40:41,522,,885,163.0,213.0,42.0,145.0,2282,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,557.0,540.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,17.0,10024.0,10313.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,14756.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
397,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2022-05-16 08:04:33.000000,2022-02-11 14:44:37,857,,177,51.0,91.0,2.0,213.0,2227,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,9.0,27,True,2022-02-11 16:12:12.000,0.2.5,17.0,vidgear,,,,,204.0,199.0,https://pypi.org/project/vidgear,2022-02-11 16:12:12.000,5.0,3546.0,3561.0,,,,,,,,3.0,586.0,,,,,,,,,,,,,,,,,,,,
398,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2021-11-19 13:23:59.000000,2021-11-19 13:23:56,211,,305,61.0,37.0,93.0,158.0,2125,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,27,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],259.0,235.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,24.0,13790.0,13790.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
399,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2022-05-17 12:20:11.000000,2022-05-17 12:20:11,3127,37.0,455,109.0,304.0,369.0,602.0,2112,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",74.0,27,False,2015-03-31 16:33:30.000,2.0,13.0,essentia,,,,,310.0,296.0,https://pypi.org/project/essentia,2022-03-14 12:38:50.000,14.0,5150.0,5150.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
400,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242,,279,65.0,14.0,26.0,45.0,1957,Stand-alone language identification system.,9.0,27,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,,1156.0,992.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,164.0,348610.0,348610.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
401,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2022-05-08 03:03:27.000000,2022-05-01 05:38:07,3529,97.0,348,38.0,823.0,57.0,340.0,1862,"A unified, comprehensive and efficient recommendation library.",45.0,27,True,2022-02-25 13:56:32.000,1.0.1,7.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2022-02-25 07:32:53.000,,2693.0,2777.0,https://anaconda.org/aibox/recbole,2022-02-25 14:10:37.696,1526.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
402,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2022-05-09 08:36:29.000000,2022-05-09 08:36:24,643,11.0,483,169.0,61.0,7.0,396.0,1803,Python sync/async framework for Interactive Brokers API.,30.0,27,True,2021-11-28 19:34:09.000,0.9.70,95.0,ib_insync,conda-forge/ib-insync,,,,19.0,,https://pypi.org/project/ib_insync,2021-11-28 19:34:09.000,19.0,6235.0,6688.0,https://anaconda.org/conda-forge/ib-insync,2021-11-29 01:17:29.243,15406.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
403,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2022-05-17 14:29:52.000000,2022-05-09 10:35:12,318,18.0,241,29.0,308.0,19.0,127.0,1623,A lightweight vision library for performing large scale object detection/ instance segmentation.,9.0,27,True,2022-05-08 01:14:05.000,0.9.3,75.0,sahi,conda-forge/sahi,,,,59.0,54.0,https://pypi.org/project/sahi,2022-05-08 01:14:32.000,5.0,19370.0,19755.0,https://anaconda.org/conda-forge/sahi,2022-05-08 11:26:27.553,2617.0,,,,,3.0,194.0,,,,,,,,,,,,,,,,,,,,
404,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-05-19 05:54:23.000000,2022-05-12 23:59:17,841,24.0,164,45.0,144.0,88.0,119.0,1603,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",21.0,27,True,2022-05-13 00:01:55.000,0.25.2,140.0,graphistry,,,,['jupyter'],73.0,69.0,https://pypi.org/project/graphistry,2022-05-13 00:01:55.000,4.0,3032.0,3032.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
405,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2022-03-30 23:25:17.000000,2022-03-30 23:22:31,502,1.0,299,104.0,46.0,18.0,138.0,1542,Distributed Deep learning with Keras & Spark.,27.0,27,True,2022-03-30 23:25:17.000,3.1.0,23.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",59.0,56.0,https://pypi.org/project/elephas,2022-03-30 23:25:17.000,3.0,69124.0,69368.0,https://anaconda.org/conda-forge/elephas,2021-06-02 18:33:53.270,8075.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
406,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930,,318,73.0,742.0,54.0,168.0,1473,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02.000,0.13.1,24.0,chainercv,,,,,325.0,294.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,3157.0,3157.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
407,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2022-05-11 10:07:57.000000,2022-05-11 10:07:57,1141,105.0,229,24.0,293.0,48.0,75.0,1284,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,26.0,27,True,2022-04-21 09:53:00.000,2.2.3post0,18.0,pgl,,,,['paddle'],28.0,26.0,https://pypi.org/project/pgl,2022-04-21 08:39:32.000,2.0,7535.0,7535.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
408,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2022-05-19 12:56:43.000000,2022-05-12 11:35:33,701,35.0,300,33.0,702.0,140.0,211.0,1272,A Python package to assess and improve fairness of machine learning models.,67.0,27,True,2021-07-07 08:16:09.000,0.7.0,16.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],9.0,,https://pypi.org/project/fairlearn,2021-07-07 05:54:23.000,9.0,89823.0,90481.0,https://anaconda.org/conda-forge/fairlearn,2021-07-07 15:56:16.605,17787.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
409,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-05-15 21:06:13.000000,2022-05-12 18:44:41,652,5.0,218,41.0,303.0,95.0,14.0,1259,Mesh TensorFlow: Model Parallelism Made Easier.,48.0,27,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],710.0,678.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,32.0,21384.0,21384.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
410,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2022-05-18 20:22:01.000000,2022-04-27 15:01:18,2962,15.0,107,35.0,253.0,11.0,172.0,1240,Multi-class confusion matrix library in Python.,17.0,27,True,2022-04-27 15:18:08.000,3.5,39.0,pycm,,,,,155.0,142.0,https://pypi.org/project/pycm,2022-04-27 15:18:44.000,13.0,35329.0,35329.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
411,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2022-05-14 20:02:46.000000,2022-05-10 09:25:52,1268,37.0,157,14.0,33.0,12.0,164.0,1227,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,14.0,27,True,2022-04-02 19:42:24.000,0.3.8.2,81.0,explainerdashboard,conda-forge/explainerdashboard,,,,109.0,106.0,https://pypi.org/project/explainerdashboard,2022-04-02 19:53:01.000,3.0,39993.0,40908.0,https://anaconda.org/conda-forge/explainerdashboard,2022-02-15 19:55:55.299,15565.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
412,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2022-05-18 16:21:47.000000,2022-05-16 12:23:00,617,27.0,199,41.0,256.0,38.0,141.0,1144,Training PyTorch models with differential privacy.,49.0,27,True,2022-05-06 09:43:18.000,1.1.2,16.0,opacus,conda-forge/opacus,,,['pytorch'],114.0,103.0,https://pypi.org/project/opacus,2022-05-06 09:43:18.000,11.0,5591.0,5752.0,https://anaconda.org/conda-forge/opacus,2022-05-06 12:24:58.491,643.0,,,,,2.0,45.0,,,,,,,,,,,,,,,,,,,,
413,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2022-05-04 17:37:17.000000,2022-05-04 17:37:17,1391,4.0,139,28.0,158.0,,,1112,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",18.0,27,True,2022-03-15 08:06:32.000,1.1.5,59.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],518.0,501.0,https://pypi.org/project/spacy-transformers,2022-03-15 08:05:56.000,17.0,97035.0,97242.0,https://anaconda.org/conda-forge/spacy-transformers,2022-03-15 09:42:03.045,1244.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
414,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2022-05-12 12:04:34.000000,2022-05-12 12:04:34,502,33.0,331,32.0,42.0,10.0,91.0,1066,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,27,False,2022-02-25 07:50:44.000,2.3.0,2.0,minisom,,,,,268.0,263.0,https://pypi.org/project/minisom,2022-02-25 07:34:51.000,5.0,14163.0,14163.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
415,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2022-05-12 01:46:00.000000,2022-01-30 22:27:10,4173,,273,79.0,625.0,11.0,598.0,1020,PySAL: Python Spatial Analysis Library Meta-Package.,75.0,27,True,2022-01-30 19:38:41.000,2.6.0,28.0,pysal,conda-forge/pysal,,,,30.0,,https://pypi.org/project/pysal,2022-01-30 19:38:41.000,30.0,19302.0,25551.0,https://anaconda.org/conda-forge/pysal,2022-01-31 17:47:09.921,437477.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
416,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-04-08 00:39:29.000000,2021-02-12 19:04:59,2079,,223,40.0,34.0,58.0,589.0,956,"pyclustring is a Python, C++ data mining library.",26.0,27,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,342.0,314.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,28.0,50576.0,51826.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,36079.0,,,,,3.0,405.0,,,,,,,,,,,,,,,,,,,,
417,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-01-06 09:30:10.449000,2022-01-05 19:57:41,1116,,204,58.0,238.0,15.0,310.0,754,Search and download Copernicus Sentinel satellite images.,42.0,27,False,2022-01-05 19:58:27.000,1.1.1,40.0,sentinelsat,conda-forge/sentinelsat,,,,338.0,308.0,https://pypi.org/project/sentinelsat,2022-01-05 19:58:27.000,30.0,11965.0,12306.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,6433.0,,,,,3.0,228.0,,,,,,,,,,,,,,,,,,,,
418,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2022-05-18 21:27:30.000000,2022-05-13 17:22:31,4896,204.0,63,14.0,57.0,156.0,200.0,701,"Experiment tracking, ML developer tools.",20.0,27,True,2022-05-11 01:13:36.000,0.8.1,182.0,guildai,,,,,51.0,51.0,https://pypi.org/project/guildai,2022-05-11 01:13:31.000,,2797.0,2798.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
419,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2022-05-18 06:25:37.000000,2022-05-18 06:25:29,2540,78.0,77,12.0,105.0,13.0,64.0,535,Python bindings for MPI.,20.0,27,True,2021-11-25 21:07:13.000,3.1.3,20.0,mpi4py,conda-forge/mpi4py,,,,582.0,,https://pypi.org/project/mpi4py,2021-12-15 13:48:39.969,582.0,169364.0,185401.0,https://anaconda.org/conda-forge/mpi4py,2022-04-04 08:04:09.204,1075955.0,,,,,3.0,4738.0,,,,,,,,,,,,,,,,,,,,
420,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2022-05-18 23:42:24.000000,2022-05-18 14:42:15,3279,100.0,44,13.0,570.0,179.0,160.0,226,Asynchronous Distributed Hyperparameter Optimization.,27.0,27,False,2022-03-07 19:03:38.000,0.2.3,22.0,orion,,,,,70.0,64.0,https://pypi.org/project/orion,2022-03-07 19:03:38.000,6.0,4462.0,4462.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
421,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2022-05-17 05:10:28.000000,2022-04-20 08:17:18,89,4.0,1410,189.0,55.0,63.0,29.0,7121,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,27.0,26,True,2022-01-29 05:49:51.000,1.1.0,7.0,english-words,,,,,6.0,,https://pypi.org/project/english-words,2022-01-29 05:49:51.000,6.0,17624.0,17624.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
422,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2022-05-15 20:00:45.000000,2022-05-15 19:53:03,172,20.0,238,59.0,154.0,13.0,53.0,4454,"A data augmentations library for audio, image, text, and video.",23.0,26,True,2022-03-29 11:42:50.000,1.0.0,17.0,augly,,,,,36.0,33.0,https://pypi.org/project/augly,2022-03-28 13:29:26.000,3.0,1649.0,1649.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
423,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2022-05-19 09:14:53.000000,2022-04-15 10:35:39,10410,277.0,1275,138.0,2750.0,406.0,803.0,4249,An Industrial Grade Federated Learning Framework.,74.0,26,True,2022-04-18 14:23:38.000,1.8.0,34.0,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
424,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2022-05-02 02:24:32.000000,2022-03-02 13:05:43,1042,15.0,875,231.0,211.0,33.0,194.0,3858,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,True,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,36.0,35.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,532.0,612.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,1044.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
425,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2022-05-19 09:26:47.000000,2022-05-19 09:26:46,932,216.0,316,60.0,137.0,28.0,83.0,3408,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",12.0,26,False,2022-04-20 21:15:28.000,2.0.0,17.0,cleanlab,conda-forge/cleanlab,,,,38.0,36.0,https://pypi.org/project/cleanlab,2022-04-20 21:15:28.000,2.0,7692.0,7844.0,https://anaconda.org/conda-forge/cleanlab,2022-04-30 16:01:09.036,3819.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
426,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-05-06 21:01:07.000000,2022-04-05 20:55:12,181,10.0,285,56.0,44.0,43.0,48.0,2978,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,26,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,72.0,70.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,2.0,5391.0,5391.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
427,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588,,1047,216.0,3648.0,437.0,1103.0,2883,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,1940.0,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,111890.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1482.0,3.0,,,,,,,,,,shogun,,,,,,,,,,,
428,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2022-05-18 08:46:03.000000,2022-04-27 16:00:52,373,8.0,221,46.0,347.0,48.0,189.0,2814,Hummingbird compiles trained ML models into tensor computation for faster inference.,29.0,26,True,2022-04-25 22:09:52.000,0.4.4,17.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,30.0,30.0,https://pypi.org/project/hummingbird-ml,2022-04-25 22:07:52.000,,2091.0,2620.0,https://anaconda.org/conda-forge/hummingbird-ml,2022-05-02 19:54:06.683,7314.0,,,,,2.0,171.0,,,,,,,,,,,,,,,,,,,,
429,analytics-zoo,intel-analytics/analytics-zoo,distributed-ml,,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000,2022-05-18 20:13:13.000000,2022-03-29 10:34:59,3426,3.0,713,103.0,3830.0,560.0,845.0,2503,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",105.0,26,True,2022-01-25 00:20:26.000,0.11.2,324.0,analytics-zoo,,,,['spark'],4.0,3.0,https://pypi.org/project/analytics-zoo,2022-05-18 20:13:13.000,1.0,4315.0,4315.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
430,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2021-08-11 23:58:11.000000,2018-08-19 12:37:47,130,,256,65.0,57.0,21.0,39.0,2205,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,26,False,2018-08-19 12:21:01.000,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],2020.0,1980.0,https://pypi.org/project/scikit-plot,2018-08-19 12:18:46.000,40.0,393503.0,395414.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,110866.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
431,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2022-05-16 16:44:26.000000,2022-05-16 16:44:22,457,24.0,245,63.0,298.0,22.0,112.0,2155,DDSP: Differentiable Digital Signal Processing.,31.0,26,True,2022-05-03 21:42:02.000,3.4.1,49.0,ddsp,conda-forge/ddsp,,,['tensorflow'],26.0,25.0,https://pypi.org/project/ddsp,2022-05-10 06:56:11.000,1.0,2817.0,3278.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,10608.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
