,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,gitlab_id,gitlab_url
468,pandasql,yhat/pandasql,,data-containers,https://github.com/yhat/pandasql,https://github.com/yhat/pandasql,MIT,2013-02-18 01:53:56.000000,2020-08-14 13:00:13.000000,2017-02-01 15:40:30.000000,141,44.0,23.0,939,127.0,sqldf for pandas.,15.0,22,False,2016-04-20 21:52:36.000000,0.7.3,31.0,pandasql,,,,['pandas'],685.0,636.0,https://pypi.org/project/pandasql,2016-04-20 21:52:36.000000,49.0,117066.0,117066.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
469,Alibi,SeldonIO/alibi,,interpretability,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000000,2021-02-03 11:11:25.000000,2021-01-22 16:57:32.000000,104,66.0,75.0,877,228.0,Algorithms for monitoring and explaining machine learning models.,11.0,22,True,2020-10-20 14:14:29.000000,0.5.5,15.0,alibi,,,,,69.0,60.0,https://pypi.org/project/alibi,2020-10-20 14:13:40.000000,9.0,1986.0,1986.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
470,keract,philipperemy/keract,,interpretability,https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000000,2021-02-04 06:05:42.000000,2021-01-24 05:36:29.000000,175,1.0,75.0,851,359.0,Activation Maps (Layers Outputs) and Gradients in Keras.,15.0,22,True,2020-12-30 19:38:30.000000,4.3.4,37.0,keract,,,,['tensorflow'],73.0,68.0,https://pypi.org/project/keract,2021-01-22 09:01:30.000000,5.0,852.0,852.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
471,FinTA,peerchemist/finta,,financial-data,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000000,2021-01-28 17:17:10.000000,2021-01-28 17:16:53.000000,291,9.0,59.0,818,368.0,Common financial technical indicators implemented in Pandas.,22.0,22,False,2020-10-21 11:36:19.000000,1.2,19.0,finta,,,,,58.0,54.0,https://pypi.org/project/finta,2020-10-21 11:39:44.000000,4.0,1948.0,1948.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
472,minisom,JustGlowing/minisom,,others,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000000,2021-01-19 16:04:54.000000,2021-01-19 16:04:54.000000,242,8.0,61.0,767,425.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,20.0,22,False,2020-11-03 08:23:06.000000,2.2.7,14.0,minisom,,,,,149.0,145.0,https://pypi.org/project/minisom,2020-06-19 06:29:59.000000,4.0,1964.0,1964.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
473,Explainability 360,Trusted-AI/AIX360,,interpretability,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000000,2020-12-04 16:51:14.000000,2020-12-04 16:49:39.000000,168,26.0,18.0,762,305.0,Interpretability and explainability of data and machine learning models.,27.0,22,True,2020-10-28 09:32:21.000000,0.2.1,4.0,aix360,,,,,14.0,13.0,https://pypi.org/project/aix360,2020-10-28 09:18:17.000000,1.0,484.0,484.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
474,Opacus,pytorch/opacus,,privacy-ml,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000000,2021-02-02 14:17:38.000000,2021-01-27 22:38:55.000000,91,7.0,52.0,731,213.0,Training PyTorch models with differential privacy.,24.0,22,True,2020-12-17 17:30:40.000000,0.11.0,6.0,opacus,,,,['pytorch'],12.0,12.0,https://pypi.org/project/opacus,2020-12-17 17:30:40.000000,,1703.0,1706.0,,,,,,,,2.0,30.0,,,,,,,,,,,,,,,,,,,,,
475,ogb,snap-stanford/ogb,,graph,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000000,2021-02-02 16:45:06.000000,2021-01-23 19:47:19.000000,108,,89.0,729,397.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",12.0,22,True,2020-12-29 18:13:08.000000,1.2.4,10.0,ogb,,,,,47.0,47.0,https://pypi.org/project/ogb,2020-12-29 18:08:55.000000,0.0,1595.0,1595.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
476,AstroML,astroML/astroML,,others,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000000,2021-02-03 07:53:12.000000,2020-09-09 15:52:13.000000,249,48.0,80.0,721,508.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",29.0,22,True,2019-10-02 06:32:58.000000,0.4.1,10.0,astroML,conda-forge/astroml,,,['sklearn'],189.0,160.0,https://pypi.org/project/astroML,2020-03-23 23:20:49.000000,29.0,471.0,983.0,https://anaconda.org/conda-forge/astroml,2020-02-16 04:18:54.678000,21513.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
477,Darts,unit8co/darts,,time-series-data,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000000,2021-02-03 13:17:12.000000,2021-02-03 09:28:07.000000,91,21.0,43.0,714,314.0,A python library for easy manipulation and forecasting of time series.,24.0,22,True,2021-02-03 11:18:37.000000,0.6.1,10.0,u8darts,,unit8/darts,,,12.0,12.0,https://pypi.org/project/u8darts,2021-02-03 11:18:37.000000,,2929.0,2932.0,,,,https://hub.docker.com/r/unit8/darts,2021-02-03 09:39:53.970650,,99.0,3.0,,,,,,,,,,,,,,,,,,,,,,
478,kapre,keunwoochoi/kapre,,audio,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000000,2021-01-18 11:46:52.000000,2020-11-16 17:11:54.000000,129,5.0,80.0,710,188.0,kapre: Keras Audio Preprocessors.,13.0,22,True,2020-09-29 18:49:13.000000,0.3.4,21.0,kapre,,,,['tensorflow'],489.0,478.0,https://pypi.org/project/kapre,2020-09-29 18:49:13.000000,11.0,801.0,801.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,,,
479,GPUtil,anderskm/gputil,,gpu-utilities,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000000,2020-10-01 05:42:49.000000,2019-08-16 09:00:15.000000,76,10.0,14.0,671,140.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,13.0,22,False,2018-12-18 09:12:13.000000,1.4.0,8.0,gputil,,,,,1078.0,976.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000000,102.0,42076.0,42076.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
480,TreeInterpreter,andosa/treeinterpreter,,interpretability,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000000,2021-01-10 20:20:58.000000,2021-01-10 20:14:03.000000,133,25.0,3.0,635,35.0,Package for interpreting scikit-learn's decision tree and random forest predictions.,10.0,22,True,2021-01-10 20:12:39.000000,0.2.3,5.0,treeinterpreter,,,,['sklearn'],136.0,118.0,https://pypi.org/project/treeinterpreter,2021-01-10 20:12:39.000000,18.0,50505.0,50505.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
481,Node2Vec,eliorc/node2vec,,graph,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000000,2021-01-09 08:40:34.000000,2021-01-09 08:39:26.000000,166,,47.0,630,48.0,Implementation of the node2vec algorithm.,7.0,22,True,2021-01-09 08:40:34.000000,0.4.1,13.0,node2vec,conda-forge/node2vec,,,,122.0,112.0,https://pypi.org/project/node2vec,2021-01-09 08:38:24.000000,10.0,3510.0,3979.0,https://anaconda.org/conda-forge/node2vec,2020-04-25 22:41:13.714000,15505.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
482,pingouin,raphaelvallat/pingouin,,probabilistics,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000000,2021-01-19 01:56:22.238000,2021-01-19 00:11:27.000000,51,15.0,109.0,629,1058.0,Statistical package in Python based on Pandas.,15.0,22,False,2021-01-19 00:33:47.000000,0.3.9,31.0,pingouin,conda-forge/pingouin,,,,171.0,161.0,https://pypi.org/project/pingouin,2021-01-19 00:29:57.000000,10.0,10685.0,11861.0,https://anaconda.org/conda-forge/pingouin,2021-01-19 01:56:22.238000,30594.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
483,scikit-multilearn,scikit-multilearn/scikit-multilearn,,sklearn-utils,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000000,2020-06-30 10:19:46.000000,2019-05-21 11:29:06.000000,118,64.0,91.0,626,487.0,A scikit-learn based module for multi-label et. al. classification.,15.0,22,False,2018-12-10 16:24:47.000000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],344.0,341.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000000,3.0,33577.0,33577.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
484,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,,data-viz,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000000,2021-01-27 21:04:48.000000,2021-01-27 20:56:22.000000,77,21.0,53.0,607,262.0,Bokeh Plotting Backend for Pandas and GeoPandas.,11.0,22,True,2021-01-27 21:04:48.000000,0.5.3,14.0,pandas-bokeh,,,,['pandas'],138.0,128.0,https://pypi.org/project/pandas-bokeh,2021-01-27 21:04:48.000000,10.0,4222.0,4222.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
485,Prince,MaxHalford/prince,,others,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000000,2021-01-13 14:32:13.000000,2021-01-11 21:14:58.000000,108,26.0,64.0,563,179.0,"Python factor analysis library (PCA, CA, MCA, MFA, FAMD).",9.0,22,True,2020-10-06 11:26:47.000000,0.7.1,41.0,prince,,,,['sklearn'],104.0,101.0,https://pypi.org/project/prince,2020-10-06 11:26:47.000000,3.0,5615.0,5615.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
486,Guild AI,guildai/guildai,,ml-experiments,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000000,2021-01-30 21:17:12.000000,2021-01-25 16:50:00.000000,42,93.0,147.0,537,4310.0,"Experiment tracking, ML developer tools.",16.0,22,True,2021-01-14 21:03:23.000000,0.7.2,161.0,guildai,,,,,25.0,25.0,https://pypi.org/project/guildai,2021-01-14 21:03:23.000000,,1540.0,1540.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
487,CellProfiler,CellProfiler/CellProfiler,,image,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000000,2021-02-02 17:48:29.000000,2021-01-19 18:12:46.000000,268,165.0,2764.0,536,15285.0,An open-source application for biological image analysis.,119.0,22,True,2020-11-20 23:32:23.000000,4.0.7,40.0,cellprofiler,,,,,3.0,3.0,https://pypi.org/project/cellprofiler,2017-09-04 18:03:36.000000,,93.0,100.0,,,,,,,,3.0,613.0,,,,,,,,,,,,,,,,,,,,,
488,tinytag,devsnd/tinytag,,audio,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000000,2020-11-11 16:20:54.000000,2020-11-11 16:13:44.000000,78,14.0,60.0,434,308.0,"Read music meta data and length of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA and Wave files with python 2 or 3.",18.0,22,True,2020-11-05 12:44:52.000000,1.5.0,33.0,tinytag,,,,,398.0,302.0,https://pypi.org/project/tinytag,2020-11-05 12:44:52.000000,96.0,1810.0,1810.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
489,random-forest-importances,parrt/random-forest-importances,,interpretability,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000000,2021-01-30 21:50:08.000000,2021-01-30 21:50:02.000000,90,4.0,27.0,409,249.0,Code to compute permutation and drop-column importances in Python scikit-learn models.,14.0,22,True,2021-01-28 23:23:17.000000,1.3.7,22.0,rfpimp,,,,['sklearn'],63.0,59.0,https://pypi.org/project/rfpimp,2021-01-28 23:19:33.000000,4.0,5655.0,5655.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
490,scikit-lego,koaning/scikit-lego,,sklearn-utils,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000000,2021-01-14 09:10:30.000000,2021-01-14 09:10:23.000000,66,21.0,182.0,400,370.0,Extra blocks for scikit-learn pipelines.,38.0,22,True,2020-10-25 11:24:35.000000,0.6.2,29.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],15.0,15.0,https://pypi.org/project/scikit-lego,2021-01-04 09:19:31.000000,0.0,1241.0,1733.0,https://anaconda.org/conda-forge/scikit-lego,2020-11-02 09:40:04.581000,7879.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
491,python-ternary,marcharper/python-ternary,,data-viz,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000000,2021-01-05 02:49:30.000000,2021-01-05 02:49:29.000000,110,24.0,77.0,388,378.0,Ternary plotting library for python with matplotlib.,25.0,22,True,2020-05-10 19:01:32.000000,1.0.7,10.0,python-ternary,conda-forge/python-ternary,,,,65.0,55.0,https://pypi.org/project/python-ternary,2020-05-10 19:01:32.000000,10.0,672.0,1499.0,https://anaconda.org/conda-forge/python-ternary,2020-05-10 19:48:41.398000,47982.0,,,,,3.0,14.0,,,,,,,,,,,,,,,,,,,,,
492,Cornac,PreferredAI/cornac,,recommender-systems,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000000,2021-01-29 10:40:32.008000,2021-01-29 07:00:14.000000,55,1.0,30.0,298,1162.0,A Comparative Framework for Multimodal Recommender Systems.,11.0,22,True,2021-01-29 08:08:54.000000,1.11.0,36.0,cornac,conda-forge/cornac,,,,27.0,26.0,https://pypi.org/project/cornac,2021-01-29 08:06:15.000000,1.0,775.0,5580.0,https://anaconda.org/conda-forge/cornac,2021-01-29 10:40:32.008000,100925.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
493,vega,vega/ipyvega,,data-viz,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000000,2021-02-02 18:18:36.000000,2021-02-02 18:18:27.000000,46,8.0,79.0,295,479.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,9.0,22,True,2020-05-15 23:40:02.000000,3.4.0,37.0,vega,conda-forge/vega,,,['jupyter'],148.0,,https://pypi.org/project/vega,2020-05-15 23:40:02.000000,148.0,15847.0,22601.0,https://anaconda.org/conda-forge/vega,2020-12-10 15:03:57.175000,378226.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
494,pyvips,libvips/pyvips,,image,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000000,2020-12-27 23:03:46.000000,2020-12-27 23:01:11.000000,25,71.0,135.0,288,390.0,python binding for libvips using cffi.,10.0,22,True,2020-12-18 11:44:57.000000,2.1.14,20.0,pyvips,conda-forge/pyvips,,,,166.0,144.0,https://pypi.org/project/pyvips,2020-12-18 11:44:57.000000,22.0,2931.0,3282.0,https://anaconda.org/conda-forge/pyvips,2020-10-14 10:02:33.542000,6318.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
495,SUOD,yzhao062/SUOD,,others,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000000,2021-01-19 14:42:08.000000,2021-01-19 14:42:01.000000,27,3.0,2.0,237,134.0,(MLSys' 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,1.0,22,True,2021-01-15 02:12:04.000000,0.0.6,7.0,suod,,,,,253.0,253.0,https://pypi.org/project/suod,2021-01-15 02:12:04.000000,,55824.0,55824.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
496,Orion,Epistimio/orion,,hyperopt,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000000,2021-02-02 20:23:00.000000,2021-02-02 17:16:43.000000,35,20.0,105.0,179,2470.0,Asynchronous Distributed Hyperparameter Optimization.,18.0,22,True,2021-01-19 22:46:16.000000,0.1.12,13.0,orion,,,,,47.0,39.0,https://pypi.org/project/orion,2021-01-19 22:46:16.000000,8.0,1012.0,1012.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
497,pyexcel-xlsx,pyexcel/pyexcel-xlsx,,data-loading,https://github.com/pyexcel/pyexcel-xlsx,https://github.com/pyexcel/pyexcel-xlsx,BSD-3-Clause,2014-12-02 00:03:24.000000,2020-11-28 22:30:58.000000,2020-11-28 22:30:53.000000,16,12.0,20.0,85,267.0,"A wrapper library to read, manipulate and write data in xlsx and xlsm format using openpyxl.",4.0,22,False,2020-10-10 13:13:09.000000,0.6.0,30.0,pyexcel-xlsx,conda-forge/pyexcel-xlsx,,,,1405.0,1095.0,https://pypi.org/project/pyexcel-xlsx,2019-12-28 20:09:57.000000,310.0,28797.0,29170.0,https://anaconda.org/conda-forge/pyexcel-xlsx,2020-10-10 15:53:49.660000,14931.0,,,,,3.0,46.0,,,,,,,,,,,,,,,,,,,,,
498,openpyxl,,,data-loading,,https://openpyxl.readthedocs.io,MIT,2015-11-03 00:22:17.154000,2021-01-16 15:51:35.602000,,0,186.0,1416.0,17,,A Python library to read/write Excel 2010 xlsx/xlsm files.,,22,False,2021-01-14 19:15:29.000000,3.0.6,96.0,openpyxl,openpyxl,openpyxl/openpyxl-ci,https://openpyxl.readthedocs.io/en/stable/,,9770.0,,https://pypi.org/project/openpyxl,2021-01-14 19:00:13.000000,9770.0,4549137.0,4549831.0,https://anaconda.org/anaconda/openpyxl,2021-01-16 15:51:35.602000,42634.0,https://hub.docker.com/r/openpyxl/openpyxl-ci,2018-09-13 18:04:17.646261,,1174.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,https://foss.heptapod.net/api/graphql::openpyxl/openpyxl,https://foss.heptapod.net/openpyxl/openpyxl
499,Recommenders,microsoft/recommenders,,recommender-systems,https://github.com/microsoft/recommenders,https://github.com/microsoft/recommenders,MIT,2018-09-19 10:06:07.000000,2021-02-04 14:07:17.000000,2021-02-04 07:51:56.000000,1575,104.0,435.0,9114,6332.0,Best Practices on Recommendation Systems.,90.0,21,True,2021-02-04 14:08:48.000000,2021.2,7.0,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
500,cortex,cortexlabs/cortex,,model-serialisation,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000000,2021-02-04 14:25:59.000000,2021-02-03 22:48:12.000000,551,190.0,717.0,7296,1849.0,Run inference at scale.,18.0,21,True,2021-02-03 20:46:28.000000,0.28.0,46.0,cortex,,,,,0.0,,https://pypi.org/project/cortex,2021-02-03 20:39:26.000000,0.0,618.0,618.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
501,mace,XiaoMi/mace,,ml-frameworks,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000000,2021-02-02 02:43:03.000000,2021-02-02 02:35:40.000000,756,39.0,583.0,4287,3100.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,54.0,21,True,2021-01-12 02:48:05.000000,1.0.2,9.0,,,,,,,,,,,,43.0,,,,,,,,3.0,1298.0,,,,,,,,,,,,,,,,,,,,,
502,cuDF,rapidsai/cudf,,gpu-utilities,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000000,2021-02-04 14:59:36.000000,2021-02-04 14:59:25.000000,484,597.0,2772.0,3649,,cuDF - GPU DataFrame Library.,199.0,21,True,2020-12-10 17:28:54.000000,0.17.0,5.0,cudf,,,,,4.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000000,4.0,458.0,458.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
503,DeepMatcher,anhaidgroup/deepmatcher,,nlp,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000000,2020-09-27 17:25:56.000000,2020-04-20 02:34:24.000000,1279,47.0,15.0,3417,169.0,Python package for performing Entity and Text Matching using Deep Learning.,7.0,21,True,2019-12-30 19:49:33.000000,0.1.1,9.0,deepmatcher,,,,,10.0,10.0,https://pypi.org/project/deepmatcher,2019-12-30 19:49:33.000000,,192.0,192.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
504,Image Deduplicator,idealo/imagededup,,image,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000000,2020-12-21 13:30:38.000000,2020-11-23 17:40:40.000000,279,17.0,53.0,3368,460.0,Finding duplicate images made easy!.,9.0,21,True,2020-11-23 17:55:24.000000,0.2.4,9.0,imagededup,,,,['tensorflow'],9.0,8.0,https://pypi.org/project/imagededup,2020-11-22 21:09:36.000000,1.0,1059.0,1059.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
505,AdaNet,tensorflow/adanet,,hyperopt,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000000,2020-07-09 21:03:28.000000,2020-07-09 20:51:04.000000,499,64.0,47.0,3230,439.0,Fast and flexible AutoML with learning guarantees.,26.0,21,True,2020-07-09 20:53:28.000000,0.9.0,13.0,adanet,,,,['tensorflow'],36.0,34.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000000,2.0,443.0,443.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
506,TensorTrade,tensortrade-org/tensortrade,,financial-data,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000000,2021-02-04 10:29:47.000000,2021-02-04 10:29:46.000000,629,40.0,121.0,2830,864.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",48.0,21,True,,,25.0,tensortrade,,,,,11.0,10.0,https://pypi.org/project/tensortrade,2020-08-24 18:26:46.000000,1.0,559.0,559.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
507,dpark,douban/dpark,,data-pipelines,https://github.com/douban/dpark,https://github.com/douban/dpark,BSD-3-Clause,2012-04-11 08:35:06.000000,2020-12-25 10:36:06.000000,2020-12-25 10:36:05.000000,554,,60.0,2647,1467.0,"Python clone of Spark, a MapReduce alike framework in Python.",35.0,21,True,2018-07-27 04:11:36.000000,0.5.0,19.0,dpark,,,,['spark'],4.0,3.0,https://pypi.org/project/dpark,2018-07-27 04:11:36.000000,1.0,27.0,27.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
508,NLP Architect,IntelLabs/nlp-architect,,nlp,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000000,2021-02-03 21:37:41.000000,2021-01-14 15:53:57.000000,394,16.0,104.0,2587,949.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,36.0,21,True,2020-11-17 12:32:37.000000,0.5.5.1,13.0,nlp-architect,,,,,7.0,7.0,https://pypi.org/project/nlp-architect,2020-04-12 11:34:38.000000,,224.0,224.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
509,Image Super-Resolution,idealo/image-super-resolution,,image,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000000,2020-11-11 15:09:20.000000,2020-11-11 15:09:19.000000,482,51.0,98.0,2509,138.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,9.0,21,True,2020-01-08 15:37:35.000000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],44.0,40.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000000,4.0,1665.0,1669.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,,125.0,3.0,,,,,,,,,,,,,,,,,,,,,,
510,tensorflow-graphics,tensorflow/graphics,,image,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000000,2021-02-04 12:16:08.000000,2021-02-02 20:47:51.000000,278,94.0,82.0,2392,583.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,33.0,21,True,2020-05-20 19:56:41.000000,2020.5.20,21.0,tensorflow-graphics,,,,['tensorflow'],3.0,,https://pypi.org/project/tensorflow-graphics,2020-05-20 19:56:41.000000,3.0,627.0,627.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
511,Luminoth,tryolabs/luminoth,,image,https://github.com/tryolabs/luminoth,https://github.com/tryolabs/luminoth,BSD-3-Clause,2017-02-16 15:07:46.000000,2020-12-24 21:01:24.000000,2020-01-07 20:53:25.000000,401,50.0,127.0,2339,838.0,Deep Learning toolkit for Computer Vision.,15.0,21,False,2018-10-31 22:19:52.000000,0.2.3,10.0,luminoth,,,,['tensorflow'],28.0,28.0,https://pypi.org/project/luminoth,2018-11-09 21:35:17.000000,,394.0,673.0,,,,,,,,3.0,11181.0,,,,,,,,,,,,,,,,,,,,,
512,Porcupine,Picovoice/Porcupine,,audio,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000000,2021-01-29 19:02:42.000000,2021-01-29 19:02:35.000000,332,8.0,271.0,2316,377.0,On-device wake word detection powered by deep learning.,25.0,21,True,2020-12-02 15:34:40.000000,1.9,13.0,pvporcupine,,,,,4.0,4.0,https://pypi.org/project/pvporcupine,2020-10-02 19:16:49.000000,0.0,443.0,443.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
