,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition
491,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2025-02-02 02:52:17.000000,2025-02-02 02:51:24,72.0,,300.0,54.0,67.0,15.0,113.0,1368.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,26,True,2025-02-02 02:52:17.000,0.6.4,26.0,stockstats,,,,,1253.0,1241.0,https://pypi.org/project/stockstats,2025-02-02 02:52:17.000,12.0,13827.0,13827.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
492,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2025-02-06 20:19:28.000000,2024-07-09 16:09:26,3066.0,,268.0,32.0,38.0,1.0,500.0,1258.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,17.0,26,True,2024-06-19 01:15:40.000,0.41.4,211.0,ktrain,,,,['tensorflow'],577.0,573.0,https://pypi.org/project/ktrain,2024-06-19 01:15:40.000,4.0,7939.0,7939.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
493,quinn,MrPowers/quinn,ml-experiments,,https://github.com/mrpowers-io/quinn,https://github.com/mrpowers-io/quinn,Apache-2.0,2017-09-15 13:02:42.000,2025-03-06 03:34:31.000000,2024-12-06 11:28:50,368.0,,97.0,20.0,149.0,36.0,94.0,669.0,pyspark methods to enhance developer productivity.,31.0,26,True,2025-02-26 10:00:00.000,0.10.3,16.0,quinn,,,,['spark'],100.0,93.0,https://pypi.org/project/quinn,2024-02-13 12:31:37.000,7.0,642651.0,642651.0,,,,,,,,3.0,57.0,,,,,,,mrpowers-io/quinn,,,,,,,,,,,,,
494,pandas-ai,gventuri/pandas-ai,others,,https://github.com/sinaptik-ai/pandas-ai,https://github.com/sinaptik-ai/pandas-ai,,2023-04-22 12:58:01.000,2025-04-14 08:07:44.000000,2025-04-14 08:01:54,1318.0,56.0,1871.0,161.0,678.0,20.0,819.0,20000.0,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs..",105.0,25,False,2025-01-02 18:10:58.000,2.4.2,100.0,pandas-ai,,,,,,,https://pypi.org/project/pandas-ai,,,,,,,,,,,,3.0,,,,,,,,sinaptik-ai/pandas-ai,,,,,,,,,,,,,
495,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,802.0,167.0,1588.0,145.0,74.0,6338.0,A natural language modeling framework based on PyTorch.,234.0,25,False,2020-06-08 23:30:58.000,0.3.3,13.0,pytext-nlp,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000,,460.0,465.0,,,,,,,,3.0,442.0,,,,,,,,,,,,,,,,,,,,
496,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2024-05-29 15:42:28.000000,2022-09-22 23:59:07,1084.0,,965.0,180.0,328.0,337.0,294.0,5811.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,153.0,153.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,,689.0,732.0,,,,,,,,2.0,3885.0,,,,,,,,,,,,,,,,,,,,
497,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2025-04-24 02:53:53.000000,2025-04-24 02:51:21,1108.0,8.0,924.0,110.0,676.0,146.0,543.0,5562.0,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,123.0,25,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,,,['pytorch'],23.0,22.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,762.0,762.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
498,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-06-23 12:28:48.000000,2024-06-23 12:28:48,343.0,,992.0,49.0,34.0,68.0,113.0,5510.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,25,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,,['sklearn'],281.0,266.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,15.0,5836.0,5836.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
499,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2025-05-08 09:35:44.000000,2025-05-08 09:35:43,3881.0,91.0,632.0,91.0,4262.0,252.0,1435.0,5386.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,98.0,25,True,2025-04-29 14:58:10.000,1.49.0,90.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
500,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,656.0,156.0,130.0,85.0,101.0,4693.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],815.0,809.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,887.0,887.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
501,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2023-05-22 16:10:15.000000,2021-05-03 12:18:31,2154.0,,511.0,132.0,649.0,65.0,198.0,3926.0,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,13.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,13.0,1407.0,1407.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
502,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2025-04-22 14:56:57.373000,2024-10-16 14:45:12,235.0,,324.0,88.0,103.0,51.0,32.0,3585.0,Python library that makes it easy for data scientists to create charts.,27.0,25,True,2024-10-16 14:48:03.000,5.0.1,27.0,chartify,conda-forge/chartify,,,,91.0,82.0,https://pypi.org/project/chartify,2024-10-16 14:48:03.000,9.0,1684.0,2160.0,https://anaconda.org/conda-forge/chartify,2025-04-22 14:56:57.373,37197.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
503,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2025-03-10 17:58:00.000000,2025-03-10 17:52:42,755.0,47.0,510.0,212.0,24.0,31.0,4.0,3579.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,19.0,25,True,2025-03-10 17:58:01.000,0.11.19,20.0,finmarketpy,,,,,16.0,16.0,https://pypi.org/project/finmarketpy,2025-03-10 17:57:07.000,,596.0,596.0,,,,,,,,3.0,57.0,,,,,,,,,,,,,,,,,,,,
504,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2025-01-25 03:17:32.000000,2025-01-25 03:08:48,183.0,,412.0,152.0,86.0,105.0,101.0,3429.0,A deep learning library for video understanding research.,58.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,,['pytorch'],24.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,24.0,58749.0,58749.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
505,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2025-05-03 02:59:08.000000,2025-03-26 13:39:31,2997.0,78.0,1252.0,127.0,1192.0,50.0,89.0,3418.0,a distributed deep learning platform.,97.0,25,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,6.0,6.0,,,,,84.0,https://anaconda.org/nusdbsystem/singa,2025-03-25 16:26:36.714,994.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,9036.0,3.0,,,,,,,,,,,,,,,,,,,,,
506,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2025-01-24 08:14:17.000000,2025-01-24 08:14:04,517.0,,820.0,61.0,645.0,129.0,415.0,3361.0,A high-performance distributed training framework for Reinforcement Learning.,46.0,25,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],136.0,135.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,1372.0,1372.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
507,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2023-08-28 05:14:10.000000,2022-06-05 10:44:18,1342.0,,528.0,109.0,73.0,193.0,119.0,3092.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,173.0,161.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,1478.0,1534.0,,,,,,,,3.0,4843.0,,,,,,,,,,,,,,,,,,,,
508,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2025-04-22 14:57:27.526000,2024-09-23 16:30:23,472.0,,343.0,65.0,319.0,50.0,124.0,3020.0,DDSP: Differentiable Digital Signal Processing.,32.0,25,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,,['tensorflow'],65.0,64.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,4341.0,4710.0,https://anaconda.org/conda-forge/ddsp,2025-04-22 14:57:27.526,21818.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
509,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2024-08-03 17:30:36.000000,2022-10-05 16:26:03,376.0,,241.0,48.0,483.0,57.0,70.0,2874.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,331.0,328.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,21185.0,21186.0,,,,,,,,2.0,100.0,,,,,,,,,,,,,,,,,,,,
510,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2025-04-22 14:57:21.906000,2023-07-19 07:40:10,212.0,,146.0,27.0,200.0,20.0,73.0,2792.0,HiPlot makes understanding high dimensional data easy.,9.0,25,False,2022-05-31 09:00:35.000,0.1.33,113.0,hiplot,conda-forge/hiplot,,,,528.0,502.0,https://pypi.org/project/hiplot,2022-07-05 08:51:12.000,26.0,46624.0,50356.0,https://anaconda.org/conda-forge/hiplot,2025-04-22 14:57:21.906,235162.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
511,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2025-05-07 10:02:17.000000,2025-02-03 12:43:27,770.0,,366.0,77.0,581.0,144.0,95.0,2767.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,25,True,2021-12-03 22:33:39.000,2021.12.3,25.0,tensorflow-graphics,,,,['tensorflow'],11.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000,11.0,36144.0,36144.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
512,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,617.0,86.0,29.0,25.0,52.0,2402.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,1027.0,973.0,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,54.0,30317.0,30317.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
513,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2025-04-29 22:00:38.000000,2025-04-29 22:00:33,390.0,1.0,291.0,53.0,14.0,23.0,80.0,2300.0,Beautiful visualizations of how language differs among document types.,14.0,25,True,2024-09-23 05:35:47.000,0.2.2,151.0,scattertext,conda-forge/scattertext,,,,670.0,665.0,https://pypi.org/project/scattertext,2024-09-23 05:35:47.000,5.0,10349.0,11552.0,https://anaconda.org/conda-forge/scattertext,2025-04-22 14:56:39.793,111916.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
514,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2024-10-07 11:50:22.000000,2024-09-23 17:14:22,14660.0,,93.0,39.0,59.0,13.0,79.0,2225.0,The friendly PIL fork.,433.0,25,False,,,72.0,pillow-simd,,,,,65.0,,https://pypi.org/project/pillow-simd,2024-09-23 18:27:59.000,65.0,22372.0,22372.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
515,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2023-07-04 21:11:26.000000,2023-07-04 21:11:26,451.0,,250.0,54.0,56.0,19.0,50.0,2219.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,False,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],802.0,783.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,19.0,9479.0,9479.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
516,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-11-22 16:48:16.000000,2024-02-28 15:45:58,1631.0,,250.0,65.0,63.0,32.0,199.0,2211.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,25,False,2024-02-28 15:44:03.000,2.1.0,15.0,ampligraph,,,,['tensorflow'],69.0,67.0,https://pypi.org/project/ampligraph,2024-02-26 17:12:26.000,2.0,982.0,982.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
517,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,241.0,69.0,21.0,93.0,66.0,2124.0,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,36.0,pyflux,,,,,288.0,284.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,4.0,128081.0,128081.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
518,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2025-04-22 14:57:44.390000,2023-09-26 17:27:56,255.0,,204.0,26.0,65.0,11.0,83.0,2034.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,15.0,25,False,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],386.0,378.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,8.0,1131.0,1310.0,https://anaconda.org/conda-forge/checklist,2025-04-22 14:57:44.390,9334.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
519,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2025-04-22 14:57:33.475000,2024-08-31 13:01:11,360.0,,318.0,1.0,1.0,1.0,,1975.0,Feature engineering package with sklearn like functionality.,49.0,25,True,2025-01-22 15:27:15.000,1.8.3,43.0,feature_engine,conda-forge/feature_engine,,,,176.0,,https://pypi.org/project/feature_engine,2025-01-22 15:27:15.000,176.0,249977.0,251231.0,https://anaconda.org/conda-forge/feature_engine,2025-04-22 14:57:33.475,71513.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
520,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,310.0,55.0,1313.0,235.0,810.0,1971.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],126.0,122.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,4.0,924.0,924.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
521,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2025-04-23 20:16:27.000000,2025-04-23 20:16:22,897.0,5.0,445.0,58.0,371.0,117.0,93.0,1962.0,Library for training machine learning models with privacy for training data.,60.0,25,True,2024-02-14 19:18:00.000,0.9.0,31.0,tensorflow-privacy,,,,['tensorflow'],21.0,,https://pypi.org/project/tensorflow-privacy,2024-02-14 19:08:50.000,21.0,19759.0,19761.0,,,,,,,,2.0,187.0,,,,,,,,,,,,,,,,,,,,
522,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2025-05-02 08:59:30.000000,2025-05-02 08:56:42,1074.0,21.0,282.0,42.0,921.0,85.0,66.0,1693.0,A lightweight library for PyTorch training tools and utilities.,146.0,25,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,,['pytorch'],24.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,24.0,5717.0,5717.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
523,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2024-04-22 10:30:49.000000,2024-04-22 10:30:48,671.0,,269.0,26.0,187.0,12.0,390.0,1635.0,Hyperparameter Experiments with TensorFlow and Keras.,23.0,25,False,2024-04-21 09:02:06.000,1.4,18.0,talos,,,,['tensorflow'],215.0,207.0,https://pypi.org/project/talos,2024-04-21 09:02:29.000,8.0,1375.0,1375.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
524,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2025-04-22 14:57:10.644000,2022-08-31 01:52:51,509.0,,308.0,99.0,49.0,8.0,151.0,1574.0,Distributed Deep learning with Keras & Spark.,27.0,25,False,2024-12-04 03:48:36.000,6.2.1,46.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",,,https://pypi.org/project/elephas,2024-12-04 03:48:36.000,,34778.0,35028.0,https://anaconda.org/conda-forge/elephas,2025-04-22 14:57:10.644,17266.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
525,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2024-06-13 23:15:42.000000,2024-06-13 23:15:42,109.0,,214.0,42.0,12.0,4.0,51.0,1569.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,25,True,2021-07-08 19:05:05.000,1.0.2,10.0,geffnet,,,,['pytorch'],301.0,297.0,https://pypi.org/project/geffnet,2021-07-08 19:05:05.000,4.0,191632.0,191632.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
526,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2025-02-07 15:09:04.000000,2025-02-07 15:09:02,1975.0,,392.0,37.0,2288.0,86.0,235.0,1529.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,43.0,25,True,2024-07-08 18:03:34.000,0.36.0,57.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",6.0,,https://pypi.org/project/raiwidgets,2024-07-08 16:42:42.000,6.0,9091.0,9091.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
527,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2025-03-05 14:46:53.000000,2025-03-05 14:46:53,1083.0,3.0,122.0,22.0,117.0,37.0,58.0,1452.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",25.0,25,True,2024-10-15 14:24:34.000,2.0.0,50.0,imodels,,,,,125.0,116.0,https://pypi.org/project/imodels,2024-10-15 14:23:49.000,9.0,39884.0,39884.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
528,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,402.0,89.0,165.0,103.0,224.0,1378.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,61.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],48.0,48.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,,358.0,358.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
529,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2025-05-08 14:40:07.000000,2025-05-08 14:39:59,214.0,4.0,91.0,32.0,118.0,8.0,19.0,1312.0,A library of reinforcement learning building blocks in JAX.,22.0,25,True,2023-06-29 15:05:00.621,0.1.6,10.0,rlax,,,,['jax'],345.0,334.0,https://pypi.org/project/rlax,2023-01-09 22:29:35.947,11.0,14939.0,14939.0,,,,,,,,3.0,,,,,,,,google-deepmind/rlax,,,,,,,,,,,,,
530,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2025-04-22 14:56:50.341000,2024-08-02 11:14:21,90.0,,247.0,20.0,23.0,5.0,92.0,1270.0,Implementation of the node2vec algorithm.,16.0,25,True,2024-08-02 11:13:59.000,0.5.0,19.0,node2vec,conda-forge/node2vec,,,,929.0,898.0,https://pypi.org/project/node2vec,2024-08-02 11:12:23.000,31.0,25473.0,25888.0,https://anaconda.org/conda-forge/node2vec,2025-04-22 14:56:50.341,34897.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
531,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2024-09-25 05:32:38.000000,2024-09-25 05:32:38,605.0,,214.0,51.0,461.0,145.0,296.0,1223.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,25,True,2023-02-08 02:53:00.720,0.9.1,41.0,tf-encrypted,,,,['tensorflow'],77.0,68.0,https://pypi.org/project/tf-encrypted,2022-11-16 09:12:55.841,9.0,1831.0,1831.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
532,GPUtil,anderskm/gputil,gpu-utilities,,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000,2024-04-13 14:07:28.000000,2019-08-16 09:00:15,140.0,,121.0,11.0,25.0,29.0,16.0,1177.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,14.0,25,False,2018-12-18 09:12:13.000,1.4.0,8.0,gputil,,,,,8576.0,8104.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000,472.0,504442.0,504442.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
533,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2025-04-22 14:57:27.344000,2025-04-10 19:34:53,738.0,3.0,154.0,14.0,113.0,30.0,263.0,1058.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,47.0,25,True,2023-10-06 08:51:55.000,0.6.18,31.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],122.0,,https://pypi.org/project/torch-sparse,2023-10-06 08:51:55.000,122.0,32265.0,45573.0,https://anaconda.org/conda-forge/pytorch_sparse,2025-04-22 14:57:27.344,785216.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
