,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,new_addition,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
406,DDSP,magenta/ddsp,,audio,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000000,2021-01-07 22:27:44.000000,2021-01-06 18:22:18.000000,155.0,13.0,84.0,1691,335.0,DDSP: Differentiable Digital Signal Processing.,22.0,23,True,2020-11-11 21:25:25.000000,0.13.0,25.0,ddsp,,,,['tensorflow'],5.0,5.0,https://pypi.org/project/ddsp,2020-08-21 20:19:47.000000,,1111.0,1111.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
407,GluonTS,awslabs/gluon-ts,,time-series-data,https://github.com/awslabs/gluon-ts,https://github.com/awslabs/gluon-ts,Apache-2.0,2019-05-15 17:17:29.000000,2021-01-07 19:57:48.000000,2021-01-07 12:48:05.000000,353.0,180.0,338.0,1653,629.0,Probabilistic time series modeling in Python.,67.0,23,True,2020-12-08 15:07:54.000000,0.6.4,27.0,gluonts,,,,['mxnet'],,,https://pypi.org/project/gluonts,2020-12-08 15:07:54.000000,,22544.0,22544.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
408,Spektral,danielegrattarola/spektral,,graph,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000000,2021-01-07 18:03:04.000000,2021-01-03 16:01:43.000000,182.0,20.0,91.0,1570,446.0,Graph Neural Networks with Keras and Tensorflow 2.,16.0,23,True,2020-12-10 21:12:38.000000,1.0.4,27.0,spektral,,,,"['tensorflow""']",26.0,26.0,https://pypi.org/project/spektral,2021-01-07 18:03:04.000000,0.0,3583.0,3583.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
409,Pillow-SIMD,uploadcare/pillow-simd,,image,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000000,2020-11-03 07:45:01.000000,2020-06-02 14:50:14.000000,65.0,11.0,52.0,1525,,The friendly PIL fork.,310.0,23,False,2020-01-02 05:19:26.000000,7.0.0,35.0,pillow-simd,,,,,402.0,352.0,https://pypi.org/project/pillow-simd,2020-01-26 14:30:27.000000,50.0,10436.0,10436.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
410,sklearn-contrib-lightning,scikit-learn-contrib/lightning,,others,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000000,2021-01-05 05:54:02.000000,2021-01-04 18:02:23.000000,188.0,49.0,36.0,1419,700.0,"Large-scale linear classification, regression and ranking in Python.",16.0,23,True,2017-11-04 18:03:11.000000,0.5.0,7.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],77.0,72.0,https://pypi.org/project/sklearn-contrib-lightning,2020-12-16 17:25:20.000000,5.0,504.0,2831.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2020-12-20 22:58:20.890000,125693.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
411,bonobo,python-bonobo/bonobo,,data-pipelines,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000000,2021-01-01 05:32:02.000000,2021-01-01 05:32:01.000000,111.0,62.0,106.0,1365,978.0,Extract Transform Load for Python 3.5+.,36.0,23,True,2019-05-16 13:19:48.000000,0.6.4,38.0,bonobo,,,http://docs.bonobo-project.org/en/master/,,129.0,105.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000000,24.0,2444.0,2444.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
412,Pandaral·lel,nalepae/pandarallel,,data-containers,https://github.com/nalepae/pandarallel,https://github.com/nalepae/pandarallel,BSD-3-Clause,2019-03-10 11:58:29.000000,2020-12-16 13:29:31.000000,2020-12-16 13:29:29.000000,92.0,60.0,53.0,1314,110.0,A simple and efficient tool to parallelize Pandas operations on all availableCPUs.,13.0,23,True,2020-08-25 16:33:28.000000,1.5.1,28.0,pandarallel,,,,"['pandas', 'jupyter']",135.0,135.0,https://pypi.org/project/pandarallel,2020-08-25 16:33:28.000000,0.0,41436.0,41436.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
413,MLBox,AxeldeRomblay/MLBox,,hyperopt,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000000,2020-11-24 17:57:08.000000,2020-08-25 09:26:27.000000,239.0,10.0,71.0,1174,1121.0,MLBox is a powerful Automated Machine Learning python library.,9.0,23,False,2020-08-25 09:32:37.000000,0.8.5,21.0,mlbox,,,,,20.0,20.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000000,,3645.0,3645.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
414,TextAttack,QData/TextAttack,,adversarial,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000000,2021-01-06 15:03:17.000000,2020-12-29 15:45:06.000000,124.0,26.0,84.0,1170,1902.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP.",30.0,23,True,2020-12-27 05:23:02.000000,0.2.15,35.0,textattack,,,,,13.0,13.0,https://pypi.org/project/textattack,2020-12-27 05:23:02.000000,0.0,990.0,990.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
415,sense2vec,explosion/sense2vec,,nlp,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000000,2020-12-10 16:03:25.000000,2020-05-29 21:31:20.000000,196.0,15.0,78.0,1142,437.0,Contextually-keyed word vectors.,14.0,23,True,2019-11-22 17:40:43.000000,1.0.2,17.0,sense2vec,conda-forge/sense2vec,,,,54.0,48.0,https://pypi.org/project/sense2vec,2019-11-22 15:49:11.000000,6.0,2523.0,3766.0,https://anaconda.org/conda-forge/sense2vec,2020-03-16 22:19:07.337000,14128.0,,,,,3.0,11888.0,,,,,,,,,,,,,,,,,,,
416,garage,rlworkgroup/garage,,reinforcement-learning,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000000,2021-01-07 08:12:13.000000,2020-12-23 05:19:28.000000,182.0,182.0,766.0,1014,1185.0,A toolkit for reproducible reinforcement learning research.,73.0,23,True,2020-09-17 07:34:11.000000,2020.6.3,21.0,garage,,,,['tensorflow'],13.0,13.0,https://pypi.org/project/garage,2020-10-02 17:16:03.000000,,254.0,254.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
417,modAL,modAL-python/modAL,,others,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000000,2021-01-07 09:54:00.000000,2021-01-07 09:40:40.000000,165.0,41.0,50.0,989,648.0,A modular active learning framework for Python.,14.0,23,True,2021-01-07 09:47:49.000000,0.4.1,12.0,modAL,,,,['sklearn'],52.0,44.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000000,8.0,1319.0,1319.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
418,Optimus,ironmussa/Optimus,,data-pipelines,https://github.com/ironmussa/Optimus,https://github.com/ironmussa/Optimus,Apache-2.0,2017-07-13 02:31:18.000000,2021-01-07 21:28:54.000000,2021-01-07 21:28:46.000000,189.0,139.0,165.0,962,3520.0,"Agile Data Preparation Workflows madeeasy with dask, cudf, dask_cudf and pyspark.",21.0,23,True,2020-07-19 03:05:40.000000,2.2.32,85.0,optimuspyspark,,,,['spark'],11.0,11.0,https://pypi.org/project/optimuspyspark,2019-05-30 02:22:54.000000,,7206.0,7206.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
419,tensorly,tensorly/tensorly,,others,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000000,2021-01-03 14:51:29.000000,2021-01-03 14:51:11.000000,186.0,24.0,94.0,942,865.0,TensorLy: Tensor Learning in Python.,38.0,23,True,2020-12-07 20:30:41.000000,0.5.1,16.0,tensorly,conda-forge/tensorly,,,,20.0,,https://pypi.org/project/tensorly,2020-12-07 20:30:41.000000,20.0,2816.0,6024.0,https://anaconda.org/conda-forge/tensorly,2020-12-07 22:44:30.386000,102663.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
420,ChainerRL,chainer/chainerrl,,reinforcement-learning,https://github.com/chainer/chainerrl,https://github.com/chainer/chainerrl,MIT,2017-01-30 04:58:15.000000,2020-12-09 06:26:53.000000,2020-12-09 06:26:52.000000,205.0,75.0,146.0,922,3458.0,ChainerRL is a deep reinforcement learning library built on top of Chainer.,29.0,23,True,2020-02-14 05:35:56.000000,0.8.0,10.0,chainerrl,,,,,102.0,88.0,https://pypi.org/project/chainerrl,2020-02-14 05:35:56.000000,14.0,854.0,854.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
421,luminol,linkedin/luminol,,time-series-data,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000000,2020-12-27 09:54:35.000000,2018-01-09 07:46:55.000000,176.0,24.0,12.0,861,69.0,Anomaly Detection and Correlation library.,8.0,23,False,2016-01-20 01:01:44.000000,0.3.1,5.0,luminol,,,,,49.0,37.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000000,12.0,158883.0,158883.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
422,keract,philipperemy/keract,,interpretability,https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000000,2020-12-31 16:16:17.000000,2020-12-30 14:25:13.000000,175.0,1.0,74.0,839,350.0,Activation Maps (Layers Outputs) and Gradients in Keras.,15.0,23,True,2020-12-30 19:38:30.000000,4.3.4,36.0,keract,,,,['tensorflow'],69.0,64.0,https://pypi.org/project/keract,2020-12-22 09:35:27.000000,5.0,1382.0,1382.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
423,SciSpacy,allenai/scispacy,,nlp,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000000,2021-01-07 23:42:51.000000,2021-01-05 20:15:58.000000,118.0,17.0,125.0,773,794.0,A full spaCy pipeline and models for scientific/biomedical documents.,14.0,23,True,2020-10-16 17:13:40.000000,0.3.0,9.0,scispacy,,,,,207.0,195.0,https://pypi.org/project/scispacy,2020-10-16 17:13:40.000000,12.0,7871.0,7871.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
424,openTSNE,pavlin-policar/openTSNE,,data-viz,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000000,2020-12-21 23:46:42.871000,2020-12-21 21:11:36.000000,81.0,3.0,68.0,734,506.0,"Extensible, parallel implementations of t-SNE.",10.0,23,True,2020-12-24 11:58:16.000000,0.5.0,18.0,opentsne,conda-forge/opentsne,,,,166.0,162.0,https://pypi.org/project/opentsne,2020-12-21 21:21:52.000000,4.0,9450.0,12320.0,https://anaconda.org/conda-forge/opentsne,2020-12-21 23:46:42.871000,71760.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
425,PySwarms,ljvmiranda921/pyswarms,,others,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000000,2021-01-03 21:34:15.000000,2021-01-03 04:18:07.000000,230.0,13.0,153.0,704,405.0,A research toolkit for particle swarm optimization in Python.,42.0,23,True,2020-11-14 05:18:38.000000,.1.2.0,20.0,pyswarms,,,,,85.0,85.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000000,0.0,5561.0,5561.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
426,Hail,hail-is/hail,,medical-data,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000000,2021-01-08 00:33:43.000000,2021-01-07 23:53:29.000000,180.0,323.0,1934.0,689,7617.0,Scalable genomic data analysis.,68.0,23,True,2020-12-03 19:29:37.000000,0.2.61,81.0,hail,,,,['spark'],27.0,27.0,https://pypi.org/project/hail,2020-12-03 19:29:37.000000,,1036.0,1036.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
427,arch,bashtage/arch,,financial-data,https://github.com/bashtage/arch,https://github.com/bashtage/arch,NCSA,2014-08-29 15:41:28.000000,2021-01-07 12:37:29.000000,2021-01-07 12:33:37.000000,158.0,18.0,122.0,631,744.0,ARCH models in Python.,25.0,23,False,2020-06-24 19:19:12.000000,4.15,26.0,arch,,,,,276.0,234.0,https://pypi.org/project/arch,2020-06-24 19:20:21.000000,42.0,37033.0,37033.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
428,scikit-multilearn,scikit-multilearn/scikit-multilearn,,others,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000000,2020-06-30 10:19:46.000000,2019-05-21 11:29:06.000000,118.0,64.0,91.0,616,487.0,A scikit-learn based module for multi-label et. al. classification.,15.0,23,False,2018-12-10 16:24:47.000000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],317.0,314.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000000,3.0,68836.0,68836.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
429,pyhdb,SAP/pyhdb,,db-clients,https://github.com/SAP/PyHDB,https://github.com/SAP/PyHDB,Apache-2.0,2014-12-12 04:02:40.000000,2020-12-24 19:33:16.000000,2018-05-24 13:45:41.000000,132.0,50.0,51.0,287,155.0,SAP HANA Connector in pure Python.,10.0,23,False,2018-02-16 12:44:36.000000,0.3.4,8.0,pyhdb,,,,,131.0,101.0,https://pypi.org/project/pyhdb,2018-02-16 12:37:13.000000,30.0,70118.0,70118.0,,,,,,,,3.0,59.0,,,,,,,,,,,,,,,,,,,
430,pySBD,nipunsadvilkar/pySBD,,nlp,https://github.com/nipunsadvilkar/pySBD,https://github.com/nipunsadvilkar/pySBD,MIT,2017-06-11 06:15:20.000000,2020-12-01 05:37:27.000000,2020-12-01 05:37:25.000000,25.0,4.0,43.0,249,274.0,pySBD (Python Sentence Boundary Disambiguation) is a rule-based sentence boundary detection that works out-of-the-box.,6.0,23,True,2020-10-08 11:41:09.000000,0.3.3,14.0,pysbd,,,,,96.0,94.0,https://pypi.org/project/pysbd,2020-10-08 11:33:56.000000,2.0,9974.0,9974.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
431,pyexcel-xlsx,pyexcel/pyexcel-xlsx,,data-loading,https://github.com/pyexcel/pyexcel-xlsx,https://github.com/pyexcel/pyexcel-xlsx,BSD-3-Clause,2014-12-02 00:03:24.000000,2020-11-28 22:30:58.000000,2020-11-28 22:30:53.000000,16.0,12.0,20.0,83,267.0,"A wrapper library to read, manipulate and write data in xlsx and xlsm format using openpyxl.",4.0,23,False,2020-10-10 13:13:09.000000,0.6.0,30.0,pyexcel-xlsx,conda-forge/pyexcel-xlsx,,,,1374.0,1064.0,https://pypi.org/project/pyexcel-xlsx,2019-12-28 20:09:57.000000,310.0,36127.0,36503.0,https://anaconda.org/conda-forge/pyexcel-xlsx,2020-10-10 15:53:49.660000,14677.0,,,,,3.0,46.0,,,,,,,,,,,,,,,,,,,
432,Vaex,vaexio/vaex,,data-containers,https://github.com/vaexio/vaex,https://github.com/vaexio/vaex,MIT,2014-09-27 09:44:42.000000,2021-01-07 11:52:54.000000,2020-12-09 10:57:28.000000,426.0,266.0,383.0,5577,2898.0,"Out-of-Core DataFrames for Python, ML, visualize and explore big tabular data at a billion rows per second.",35.0,22,True,2020-05-25 21:35:34.000000,3.0.0,41.0,vaex,conda-forge/vaex,,,,2.0,,https://pypi.org/project/vaex,2020-12-08 16:25:15.000000,2.0,3753.0,5585.0,https://anaconda.org/conda-forge/vaex,2020-06-01 18:35:17.510000,93372.0,,,,,3.0,199.0,,,,,,,,,,,,,,,,,,,
433,mmdnn,Microsoft/MMdnn,,model-serialisation,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000000,2020-10-22 09:57:53.000000,2020-08-14 02:32:30.000000,920.0,307.0,283.0,5156,1083.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,22,True,2020-07-24 06:34:39.000000,0.3.1,12.0,mmdnn,,,,,50.0,47.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000000,3.0,642.0,728.0,,,,,,,,2.0,3271.0,,,,,,,,,,,,,,,,,,,
434,Snips NLU,snipsco/snips-nlu,,nlp,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000000,2020-12-24 12:59:47.000000,2020-02-08 21:49:32.000000,456.0,50.0,196.0,3429,2153.0,Snips Python library to extract meaning from text.,21.0,22,True,2020-01-15 10:13:17.000000,0.20.2,58.0,snips-nlu,,,,,8.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000000,8.0,1001.0,1001.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
435,Image Deduplicator,idealo/imagededup,,image,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000000,2020-12-21 13:30:38.000000,2020-11-23 17:40:40.000000,275.0,17.0,51.0,3325,460.0,Finding duplicate images made easy!.,9.0,22,True,2020-11-23 17:55:24.000000,0.2.4,9.0,imagededup,,,,['tensorflow'],9.0,8.0,https://pypi.org/project/imagededup,2020-11-22 21:09:36.000000,1.0,1698.0,1698.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
436,ArrayFire,arrayfire/arrayfire,,gpu-utilities,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000000,2021-01-05 13:14:18.000000,2020-12-23 05:10:31.000000,449.0,254.0,1194.0,3278,5664.0,ArrayFire: a general purpose GPU library.,80.0,22,True,2020-11-23 16:37:49.000000,3.7.3,29.0,arrayfire,,,,,2.0,,https://pypi.org/project/arrayfire,2018-10-18 14:13:29.000000,2.0,508.0,515.0,,,,,,,,2.0,535.0,,,,,,,,,,,,,,,,,,,
437,TensorWatch,microsoft/tensorwatch,,ml-experiments,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000000,2020-12-28 08:11:02.000000,2020-09-16 04:30:11.000000,307.0,49.0,14.0,2996,108.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",11.0,22,True,2020-03-04 07:26:22.000000,0.9.1,14.0,tensorwatch,,,,,50.0,44.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000000,6.0,7511.0,7511.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
438,analytics-zoo,intel-analytics/analytics-zoo,,distributed-ml,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000000,2021-01-08 02:37:23.000000,2021-01-08 01:45:40.000000,627.0,427.0,475.0,2170,2420.0,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",81.0,22,True,2020-12-17 03:25:36.000000,0.9.0,42.0,analytics-zoo,,,,['spark'],2.0,2.0,https://pypi.org/project/analytics-zoo,2021-01-06 02:27:39.000000,,649.0,649.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
439,Mars,mars-project/mars,,others,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000000,2021-01-08 02:47:56.000000,2021-01-07 08:44:20.000000,239.0,114.0,623.0,1971,680.0,"Mars is a tensor-based unified framework for large-scale data computation which scales Numpy, pandas, Scikit-learn and..",17.0,22,True,2021-01-03 04:54:10.000000,0.6.2,68.0,pymars,,,,,3.0,3.0,https://pypi.org/project/pymars,2020-12-20 16:45:18.000000,,3444.0,3444.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
440,PandasGUI,adamerose/pandasgui,,data-viz,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT,2019-06-12 02:19:42.000000,2021-01-07 22:46:18.000000,2021-01-07 22:44:18.000000,109.0,12.0,51.0,1942,403.0,A GUI for Pandas DataFrames.,6.0,22,True,2020-11-10 17:30:20.000000,0.2.7,37.0,pandasgui,,,,['pandas'],28.0,27.0,https://pypi.org/project/pandasgui,2020-11-10 17:30:20.000000,1.0,1888.0,1888.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
441,pytorch-nlp,PetrochukM/PyTorch-NLP,,nlp,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000000,2020-10-11 02:41:30.000000,2020-10-11 02:41:24.000000,223.0,14.0,49.0,1847,442.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,17.0,22,True,2019-11-04 05:16:00.000000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],184.0,166.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000000,18.0,3119.0,3119.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
442,PyFlux,RJT1990/pyflux,,time-series-data,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13.000000,207.0,79.0,65.0,1843,118.0,Open source time series library for Python.,6.0,22,False,2017-11-21 16:27:06.000000,0.4.16,35.0,pyflux,,,,,179.0,164.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000000,15.0,12627.0,12627.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
443,MONAI,Project-MONAI/MONAI,,medical-data,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000000,2021-01-07 21:46:58.000000,2021-01-07 21:46:57.000000,288.0,82.0,573.0,1689,709.0,AI Toolkit for Healthcare Imaging.,50.0,22,True,2020-12-15 15:21:13.000000,0.4.0,15.0,monai,,,,['pytorch'],,,https://pypi.org/project/monai,2020-12-15 15:16:56.000000,,4107.0,4107.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
444,STUMPY,TDAmeritrade/stumpy,,time-series-data,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000000,2021-01-04 21:23:32.000000,2021-01-04 21:23:21.000000,154.0,27.0,171.0,1632,785.0,"STUMPY is a powerful and scalable Python library for computing a Matrix Profile, which can be used for a variety of..",20.0,22,True,2020-12-31 01:04:19.000000,1.6.1,15.0,stumpy,conda-forge/stumpy,,,,0.0,,https://pypi.org/project/stumpy,2020-12-31 01:04:19.000000,0.0,19018.0,19737.0,https://anaconda.org/conda-forge/stumpy,2020-12-31 01:16:25.635000,14398.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
445,scattertext,JasonKessler/scattertext,,nlp,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000000,2020-12-18 17:48:22.333000,2020-12-18 09:53:12.000000,200.0,18.0,51.0,1476,335.0,Beautiful visualizations of how language differs among document types.,10.0,22,True,2017-03-13 05:31:21.000000,0.0.2.4.4,127.0,scattertext,conda-forge/scattertext,,,,146.0,138.0,https://pypi.org/project/scattertext,2020-12-14 02:45:48.000000,8.0,2992.0,4029.0,https://anaconda.org/conda-forge/scattertext,2020-12-18 17:48:22.333000,42545.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
446,fast-bert,kaushaltrivedi/fast-bert,,nlp,https://github.com/kaushaltrivedi/fast-bert,https://github.com/kaushaltrivedi/fast-bert,Apache-2.0,2019-04-18 22:01:20.000000,2020-12-17 21:05:51.000000,2020-12-17 21:05:43.000000,302.0,137.0,90.0,1474,262.0,Super easy library for BERT based NLP models.,34.0,22,True,2020-12-09 21:27:58.000000,1.9.5,40.0,fast-bert,,,,,2.0,,https://pypi.org/project/fast-bert,2020-12-09 21:27:58.000000,2.0,2027.0,2027.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
447,anaGo,Hironsan/anago,,nlp,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000000,2020-11-13 17:31:18.000000,2019-10-23 03:19:52.000000,348.0,36.0,71.0,1372,296.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,22,False,2018-06-03 13:51:56.000000,1.0.0,14.0,anago,,,,['tensorflow'],25.0,25.0,https://pypi.org/project/anago,2018-07-17 01:59:21.000000,,1508.0,1508.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
448,Talos,autonomio/talos,,hyperopt,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000000,2020-11-21 16:37:14.000000,2020-11-21 16:27:04.000000,221.0,41.0,343.0,1352,538.0,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",19.0,22,True,2020-11-09 16:48:30.000000,1.0,13.0,talos,,,,['tensorflow'],109.0,103.0,https://pypi.org/project/talos,2020-11-09 16:46:45.000000,6.0,958.0,958.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
449,hnswlib,nmslib/hnswlib,,nn-search,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000000,2021-01-07 05:20:54.000000,2020-08-18 21:30:59.000000,230.0,80.0,104.0,1286,195.0,Header-only C++/python library for fast approximate nearest neighbors.,32.0,22,True,2020-07-13 04:50:55.000000,0.4.0,3.0,hnswlib,,,,,2.0,,https://pypi.org/project/hnswlib,2020-07-13 04:50:55.000000,2.0,14818.0,14818.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
450,NiftyNet,NifTK/NiftyNet,,medical-data,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51.000000,374.0,99.0,224.0,1260,2848.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,58.0,22,True,2019-10-09 19:33:30.000000,0.6.0,11.0,niftynet,,,,['tensorflow'],33.0,33.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000000,,216.0,216.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
