,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
344,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2023-05-16 20:30:32.000000,2023-05-12 17:07:09,897.0,85.0,186,23.0,92.0,26.0,168.0,934,Survival analysis built on top of scikit-learn.,17.0,29,False,2023-03-05 13:15:49.628,0.20.0,24.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],264.0,257.0,https://pypi.org/project/scikit-survival,98646.0,100812.0,https://anaconda.org/conda-forge/scikit-survival,2023-04-25 12:34:49.747,38989.0,,,,,2.0,,2022-10-24 18:41:20.000,7.0,,,,,,,,,,,,,,,,,,,
345,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-04-22 10:48:54.000000,2023-03-10 19:47:48,1140.0,16.0,232,59.0,244.0,18.0,331.0,881,Search and download Copernicus Sentinel satellite images.,43.0,29,False,2023-03-10 17:53:00.587,1.2.1,41.0,sentinelsat,conda-forge/sentinelsat,,,,469.0,432.0,https://pypi.org/project/sentinelsat,13904.0,14555.0,https://anaconda.org/conda-forge/sentinelsat,2023-03-12 12:19:24.314,20100.0,,,,,3.0,249.0,2022-01-05 19:58:27.000,37.0,,,,,,,,,,,,,,,,,,,
346,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2023-03-16 19:17:40.741000,2023-02-20 00:24:10,1723.0,7.0,184,40.0,173.0,59.0,173.0,867,A Jupyter - Three.js bridge.,30.0,29,True,2023-02-20 00:24:01.104,2.4.2,46.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],91.0,26.0,https://pypi.org/project/pythreejs,93970.0,104174.0,https://anaconda.org/conda-forge/pythreejs,2023-03-16 19:17:40.741,481557.0,,,,,3.0,,2023-02-20 00:24:01.104,54.0,4.0,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,11.0,4472.0,,,,,,,,,,,,
347,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2023-04-02 20:58:47.000000,2023-03-24 22:04:13,811.0,1.0,240,43.0,501.0,265.0,250.0,850,Scalable Machine Learning with Dask.,77.0,29,True,2023-03-24 22:06:04.422,2023.3.24,35.0,dask-ml,conda-forge/dask-ml,,,,869.0,802.0,https://pypi.org/project/dask-ml,199035.0,209667.0,https://anaconda.org/conda-forge/dask-ml,2023-03-25 00:51:43.883,712394.0,,,,,2.0,,2022-05-27 14:17:46.000,67.0,,,,,,,,,,,,,,,,,,,
348,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2023-05-18 03:27:15.000000,2023-05-17 23:51:23,1579.0,86.0,222,21.0,1784.0,69.0,221.0,800,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,35.0,29,True,2023-04-27 13:14:59.000,0.27.0,45.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",59.0,56.0,https://pypi.org/project/raiwidgets,5425.0,5425.0,,,,,,,,2.0,,2023-01-18 23:21:09.936,3.0,,,,,,,,,,,,,,,,,,,
349,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2023-05-12 09:12:28.000000,2023-05-08 13:52:53,1595.0,8.0,267,42.0,1205.0,253.0,351.0,639,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",100.0,29,True,2023-03-29 02:39:56.000,0.32.0,39.0,tensorflow-io,,,,['tensorflow'],32.0,,https://pypi.org/project/tensorflow-io,2440838.0,2440838.0,,,,,,,,3.0,,2023-01-21 14:20:00.598,32.0,,,,,,,,,,,,,,,,,,,
350,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2023-05-13 09:11:03.000000,2022-11-08 22:11:16,98.0,,1644,197.0,67.0,89.0,33.0,8951,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,30.0,28,True,2023-01-06 00:05:02.564,2.0.0,8.0,english-words,,,,,8.0,,https://pypi.org/project/english-words,324492.0,324492.0,,,,,,,,2.0,,2023-01-06 00:05:02.564,8.0,,,,,,,,,,,,,,,,,,,
351,pysc2,deepmind/pysc2,others,,https://github.com/deepmind/pysc2,https://github.com/deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2023-04-29 14:56:09.000000,2023-04-19 16:47:52,581.0,9.0,1151,354.0,77.0,50.0,230.0,7756,StarCraft II Learning Environment.,39.0,28,True,2022-07-13 12:08:43.000,4.0,8.0,pysc2,,,,,556.0,530.0,https://pypi.org/project/pysc2,3027.0,3465.0,,,,,,,,2.0,30228.0,2022-07-13 12:02:04.256,26.0,,,,,,,,,,,,,,,,,,,
352,NuPIC,numenta/nupic,ml-frameworks,,https://github.com/numenta/nupic,https://github.com/numenta/nupic,AGPL-3.0,2013-04-05 23:14:27.000,2022-12-20 01:05:44.000000,2019-10-23 20:45:07,6625.0,,1553,626.0,2111.0,453.0,1338.0,6321,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",123.0,28,False,2018-06-01 15:12:12.000,1.0.5,47.0,nupic,,,,,117.0,117.0,https://pypi.org/project/nupic,3000.0,3000.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
353,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-05-10 14:56:54.000000,2023-01-27 13:12:44,652.0,,957,147.0,93.0,72.0,303.0,5798,A Python scikit for building and analyzing recommender systems.,45.0,28,True,2022-09-23 17:17:00.724,1.1.3,11.0,scikit-surprise,conda-forge/scikit-surprise,,,,50.0,,https://pypi.org/project/scikit-surprise,104612.0,109443.0,https://anaconda.org/conda-forge/scikit-surprise,2023-03-29 11:29:47.729,309186.0,,,,,2.0,,2022-09-23 17:17:00.724,50.0,,,,,,,,,,,,,,,,,,,
354,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2022-12-15 12:11:23.000000,2019-11-11 22:14:54,308.0,,1323,209.0,157.0,40.0,227.0,5406,Deep Reinforcement Learning for Keras.,41.0,28,False,2018-06-01 07:52:24.000,0.4.2,8.0,keras-rl,,,,['tensorflow'],736.0,681.0,https://pypi.org/project/keras-rl,2256.0,2256.0,,,,,,,,2.0,,2018-06-01 07:52:24.000,55.0,,,,,,,,,,,,,,,,,,,
355,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2022-11-14 14:53:09.000000,2022-09-18 19:55:03,775.0,,1129,213.0,90.0,187.0,120.0,5295,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",27.0,28,True,2022-02-07 22:36:53.000,0.3.14,23.0,pyAudioAnalysis,,,,,370.0,351.0,https://pypi.org/project/pyAudioAnalysis,11099.0,11099.0,,,,,,,,3.0,,2022-02-07 22:36:53.000,19.0,,,,,,,,,,,,,,,,,,,
356,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2023-04-28 21:01:00.000000,2023-04-28 21:00:55,588.0,5.0,679,104.0,575.0,100.0,343.0,5163,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,55.0,28,True,2023-03-30 16:55:07.154,0.9.4,29.0,t5,,,,['tensorflow'],169.0,166.0,https://pypi.org/project/t5,22126.0,22126.0,,,,,,,,2.0,,2021-10-18 13:55:26.000,3.0,,,,,,,,,,,,,,,,,,,
357,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2023-03-30 13:58:07.000000,2023-03-29 07:02:37,553.0,5.0,862,124.0,61.0,135.0,74.0,4909,Image augmentation library in Python for machine learning.,23.0,28,True,2023-03-29 07:06:01.465,0.2.12,24.0,Augmentor,,,,,620.0,591.0,https://pypi.org/project/Augmentor,11392.0,11392.0,,,,,,,,3.0,,2022-04-27 09:29:23.000,29.0,,,,,,,,,,,,,,,,,,,
358,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2023-03-19 17:37:08.000000,2023-03-19 17:37:07,900.0,3.0,541,105.0,613.0,90.0,604.0,3995,Visual analysis and diagnostic tools to facilitate machine learning model selection.,113.0,28,True,2022-08-21 12:49:43.000,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],75.0,,https://pypi.org/project/yellowbrick,510581.0,512430.0,https://anaconda.org/conda-forge/yellowbrick,2022-08-22 23:53:21.096,61041.0,,,,,2.0,,2022-08-21 16:11:55.287,75.0,,,,,,,,,,,,,,,,,,,
359,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2023-05-16 00:13:13.000000,2023-05-15 23:19:23,437.0,10.0,261,48.0,419.0,54.0,234.0,3149,Hummingbird compiles trained ML models into tensor computation for faster inference.,38.0,28,True,2023-02-28 17:31:57.000,0.4.8,21.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,80.0,75.0,https://pypi.org/project/hummingbird-ml,6357.0,7408.0,https://anaconda.org/conda-forge/hummingbird-ml,2023-02-28 20:55:58.392,27189.0,,,,,2.0,240.0,2023-02-28 17:31:30.149,5.0,,,,,,,,,,,,,,,,,,,
360,Acme,deepmind/acme,reinforcement-learning,,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2023-04-26 20:58:48.000000,2023-04-26 20:58:03,1176.0,12.0,396,82.0,50.0,56.0,198.0,3102,A library of reinforcement learning components and agents.,83.0,28,True,2022-02-10 06:52:27.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],142.0,139.0,https://pypi.org/project/dm-acme,2192.0,2403.0,https://anaconda.org/conda-forge/dm-acme,2021-12-09 14:52:24.765,6340.0,,,,,2.0,,2022-02-10 06:52:27.000,3.0,,,,,,,,,,,,,,,,,,,
361,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2023-03-08 02:41:37.000000,2022-12-13 03:52:09,2484.0,,455,83.0,244.0,61.0,154.0,2930,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,62.0,28,True,2020-11-06 15:31:29.000,0.6.0,10.0,fastnlp,,,,,144.0,140.0,https://pypi.org/project/fastnlp,14831.0,14832.0,,,,,,,,2.0,69.0,2019-02-04 02:35:37.000,4.0,,,,,,,,,,,,,,,,,,,
362,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2023-01-23 10:03:07.000000,2021-11-11 16:56:57,430.0,,269,34.0,442.0,28.0,30.0,2757,torch-optimizer -- collection of optimizers for Pytorch.,25.0,28,False,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],937.0,895.0,https://pypi.org/project/torch_optimizer,86820.0,87125.0,https://anaconda.org/conda-forge/torch-optimizer,2021-10-31 17:20:09.384,7628.0,,,,,2.0,,2021-10-31 03:00:19.000,42.0,,,,,,,,,,,,,,,,,,,
363,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-02-03 12:17:07.000000,2021-10-29 06:15:49,2535.0,,403,64.0,929.0,310.0,743.0,2702,StellarGraph - Machine Learning on Graphs.,36.0,28,False,2020-06-30 05:15:21.000,1.2.1,25.0,stellargraph,,,,['tensorflow'],216.0,208.0,https://pypi.org/project/stellargraph,18635.0,18635.0,,,,,,,,2.0,,2020-06-30 05:10:43.000,8.0,,,,,,,,,,,,,,,,,,,
364,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2023-05-17 11:10:14.000000,2023-05-16 12:39:34,1022.0,3.0,339,45.0,58.0,117.0,424.0,2596,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",21.0,28,True,2023-01-02 17:10:49.041,0.11.5,79.0,mljar-supervised,conda-forge/mljar-supervised,,,,76.0,74.0,https://pypi.org/project/mljar-supervised,11004.0,11364.0,https://anaconda.org/conda-forge/mljar-supervised,2022-12-30 21:59:46.130,8292.0,,,,,2.0,,2023-01-02 17:10:49.041,2.0,,,,,,,,,,,,,,,,,,,
365,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2023-03-25 01:35:14.000000,2022-05-25 09:55:55,1696.0,,413,46.0,347.0,32.0,333.0,2485,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,28,True,2022-04-02 15:26:45.000,3.3.3,70.0,foolbox,conda-forge/foolbox,,,,492.0,477.0,https://pypi.org/project/foolbox,2716.0,3024.0,https://anaconda.org/conda-forge/foolbox,2021-04-30 19:06:43.853,10489.0,,,,,2.0,,2022-04-02 15:26:45.000,15.0,,,,,,,,,,,,,,,,,,,
366,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2023-05-17 14:54:01.000000,2023-05-17 14:54:00,3398.0,78.0,495,112.0,324.0,385.0,632.0,2395,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",78.0,28,False,2015-03-31 16:33:30.000,2.0,19.0,essentia,,,,,451.0,435.0,https://pypi.org/project/essentia,4886.0,4886.0,,,,,,,,3.0,,2023-01-11 14:10:02.525,16.0,,,,,,,,,,,,,,,,,,,
367,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2023-05-06 19:23:59.000000,2023-05-06 19:23:59,384.0,13.0,278,56.0,14.0,19.0,78.0,2087,Beautiful visualizations of how language differs among document types.,14.0,28,True,2023-04-18 01:25:02.819,0.1.19,148.0,scattertext,conda-forge/scattertext,,,,394.0,384.0,https://pypi.org/project/scattertext,8205.0,9333.0,https://anaconda.org/conda-forge/scattertext,2022-12-08 14:02:02.569,77858.0,,,,,2.0,,2022-03-26 09:23:49.000,10.0,,,,,,,,,,,,,,,,,,,
368,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-03-09 09:14:59.000000,2023-03-08 18:29:46,1478.0,278.0,233,65.0,58.0,32.0,184.0,1937,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,28,True,2023-03-08 18:54:25.000,2.0.0,13.0,ampligraph,,,,['tensorflow'],35.0,35.0,https://pypi.org/project/ampligraph,936.0,936.0,,,,,,,,2.0,,2021-05-25 16:47:29.000,,,,,,,,,,,,,,,,,,,,
369,anomalib,openvinotoolkit/anomalib,others,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2023-05-18 07:10:30.000000,2023-05-17 08:18:16,426.0,57.0,355,28.0,475.0,55.0,396.0,1907,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",42.0,28,True,2023-05-09 15:43:15.000,0.5.0,22.0,anomalib,,,,,13.0,13.0,https://pypi.org/project/anomalib,3550.0,3570.0,,,,,,,,2.0,351.0,2022-10-28 09:51:28.348,,,,,,,,,,,,,,,,,,,,
370,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2023-05-17 03:52:38.000000,2023-05-17 03:41:25,702.0,14.0,234,31.0,761.0,50.0,195.0,1808,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",33.0,28,True,2022-09-29 11:52:22.795,0.6.0,12.0,python-doctr,,,,"['tensorflow', 'pytorch']",149.0,145.0,https://pypi.org/project/python-doctr,7179.0,56499.0,,,,,,,,3.0,1331641.0,2022-09-29 11:52:22.795,4.0,,,,,,,,,,,,,,,,,,,
371,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-05-17 21:55:49.000000,2023-05-17 21:55:41,1030.0,41.0,205,37.0,946.0,31.0,487.0,1675,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,86.0,28,True,2023-01-05 06:10:26.000,0.8.1.post0,39.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],232.0,227.0,https://pypi.org/project/lightning-flash,2115.0,2700.0,https://anaconda.org/conda-forge/lightning-flash,2022-11-08 12:21:59.568,12304.0,,,,,2.0,,2023-01-05 06:11:45.680,5.0,,,,,,,,,,,Lightning-Universe/lightning-flash,,,,,,,,
372,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2023-04-30 23:32:01.000000,2023-04-30 23:32:00,493.0,2.0,365,81.0,92.0,76.0,249.0,1664,bt - flexible backtesting for Python.,28.0,28,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,,1541.0,1517.0,https://pypi.org/project/bt,8035.0,8609.0,https://anaconda.org/conda-forge/bt,2022-11-12 20:42:40.483,14354.0,,,,,2.0,,2021-04-21 02:52:26.000,24.0,,,,,,,,,,,,,,,,,,,
373,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-05-12 18:37:24.000000,2023-02-03 00:10:35,690.0,,267,43.0,494.0,168.0,149.0,1618,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,48.0,28,True,2022-12-16 20:54:02.878,0.12.1,86.0,petastorm,,,,,127.0,117.0,https://pypi.org/project/petastorm,36030.0,36036.0,,,,,,,,3.0,373.0,2023-02-03 00:33:00.499,10.0,,,,,,,,,,,,,,,,,,,
374,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2023-05-04 15:34:40.000000,2023-05-04 15:34:39,782.0,10.0,341,36.0,786.0,170.0,265.0,1568,A Python package to assess and improve fairness of machine learning models.,75.0,28,True,2022-10-28 22:10:03.000,0.8.0,18.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],19.0,,https://pypi.org/project/fairlearn,129389.0,130059.0,https://anaconda.org/conda-forge/fairlearn,2022-12-02 16:03:10.727,26146.0,,,,,2.0,,2022-10-28 21:54:00.949,19.0,,,,,,,,,,,,,,,,,,,
375,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2023-05-16 01:08:16.000000,2022-12-21 15:54:25,397.0,,259,59.0,83.0,22.0,92.0,1506,ffn - a financial function library for Python.,29.0,28,True,2021-04-21 02:47:21.000,0.3.6,27.0,ffn,conda-forge/ffn,,,,344.0,318.0,https://pypi.org/project/ffn,175258.0,175394.0,https://anaconda.org/conda-forge/ffn,2021-04-22 14:02:56.125,3409.0,,,,,2.0,,2021-04-21 02:47:21.000,26.0,,,,,,,,,,,,,,,,,,,
376,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2023-05-08 22:05:33.000000,2023-05-08 22:05:33,909.0,5.0,550,108.0,271.0,12.0,298.0,1404,Execute Python code on the fly and display results in Tableau visualizations:.,49.0,28,True,2023-05-09 13:44:00.755,2.7.1,29.0,tabpy,anaconda/tabpy-client,,,,127.0,125.0,https://pypi.org/project/tabpy,11796.0,11848.0,https://anaconda.org/anaconda/tabpy-client,2022-05-02 20:36:07.551,3797.0,,,,,2.0,,2023-01-30 23:34:02.112,2.0,,,,,,,,,,,,,,,,,,,
377,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2023-05-11 14:32:21.000000,2023-05-01 16:07:30,3027.0,11.0,117,37.0,312.0,17.0,183.0,1371,Multi-class confusion matrix library in Python.,17.0,28,True,2023-05-01 17:08:31.000,3.9,43.0,pycm,,,,,235.0,219.0,https://pypi.org/project/pycm,36043.0,36043.0,,,,,,,,2.0,,2022-04-27 15:18:44.000,16.0,,,,,,,,,,,,,,,,,,,
378,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2023-05-16 19:45:48.410000,2023-05-16 02:19:29,158.0,5.0,172,32.0,16.0,,69.0,1315,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,28,True,2023-05-16 02:25:00.784,0.1.604,69.0,autoviz,conda-forge/autoviz,,,,439.0,432.0,https://pypi.org/project/autoviz,73615.0,75207.0,https://anaconda.org/conda-forge/autoviz,2023-05-16 19:45:48.410,33452.0,,,,,3.0,,2022-10-03 01:43:19.267,7.0,,,,,,,,,,,,,,,,,,,
379,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-05-09 22:14:01.000000,2023-05-09 22:14:01,343.0,132.0,169,23.0,25.0,1.0,122.0,988,"Multivariate exploratory data analysis in Python: PCA, CA, MCA, MFA, FAMD, GPA.",14.0,28,True,2023-05-02 16:00:01.147,0.10.4,51.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],362.0,353.0,https://pypi.org/project/prince,50689.0,51052.0,https://anaconda.org/conda-forge/prince-factor-analysis,2021-04-30 17:46:15.443,15251.0,,,,,2.0,,2020-10-06 11:26:47.000,9.0,,,,,,,,,,,,,,,,,,,
380,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2023-04-29 05:36:35.000000,2023-04-29 03:11:10,1298.0,4.0,149,49.0,55.0,20.0,63.0,800,Computer Vision in Python.,34.0,28,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,,1155.0,1033.0,https://pypi.org/project/mahotas,10681.0,14966.0,https://anaconda.org/conda-forge/mahotas,2022-11-05 05:53:35.833,368510.0,,,,,3.0,,2022-06-28 08:11:26.000,122.0,,,,,,,,,,,,,,,,,,,
381,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2023-05-03 01:07:43.000000,2023-04-03 15:25:17,15573.0,12.0,355,43.0,1583.0,255.0,2940.0,768,An open-source application for biological image analysis.,134.0,28,True,2022-12-15 14:58:00.393,4.2.5,47.0,cellprofiler,,,,,19.0,18.0,https://pypi.org/project/cellprofiler,722.0,766.0,,,,,,,,3.0,4967.0,2022-12-15 14:58:00.393,1.0,,,,,,,,,,,,,,,,,,,
382,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2023-05-08 21:15:21.000000,2023-04-20 15:11:11,640.0,6.0,94,12.0,89.0,62.0,60.0,754,A Python nearest neighbor descent for approximate nearest neighbors.,24.0,28,True,2023-04-20 15:29:00.655,0.5.10,29.0,pynndescent,conda-forge/pynndescent,,,,3530.0,3483.0,https://pypi.org/project/pynndescent,807831.0,837253.0,https://anaconda.org/conda-forge/pynndescent,2023-04-20 20:30:10.737,1382858.0,,,,,3.0,,2022-10-31 17:20:00.872,47.0,,,,,,,,,,,,,,,,,,,
383,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2023-05-16 16:43:23.000000,2023-05-16 16:43:22,898.0,28.0,145,47.0,79.0,37.0,137.0,717,Library for exploring and validating machine learning data.,25.0,28,True,2023-04-14 17:32:01.445,1.13.0,43.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",710.0,680.0,https://pypi.org/project/tensorflow-data-validation,432327.0,432334.0,,,,,,,,3.0,416.0,2022-12-08 22:44:02.510,30.0,,,,,,,,,,,,,,,,,,,
384,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2023-05-18 14:29:28.000000,2023-05-14 07:22:17,2817.0,79.0,97,15.0,195.0,10.0,106.0,643,Python bindings for MPI.,23.0,28,True,2022-11-02 14:23:02.643,3.1.4,21.0,mpi4py,conda-forge/mpi4py,,,,691.0,,https://pypi.org/project/mpi4py,169781.0,193681.0,https://anaconda.org/conda-forge/mpi4py,2022-11-03 07:59:52.887,1883386.0,,,,,3.0,12190.0,2022-11-02 14:23:02.643,691.0,,,,,,,,,,,,,,,,,,,
