,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
436,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2022-10-08 06:32:32.000000,2020-04-27 18:40:41,522.0,,940,162.0,214.0,42.0,145.0,2511,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,603.0,586.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,17.0,2461.0,2755.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,17359.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
437,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2023-01-02 11:12:25.000000,2022-12-30 13:38:57,1019.0,8.0,314,43.0,54.0,117.0,410.0,2414,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",20.0,26,True,2023-01-02 17:10:49.041,0.11.5,79.0,mljar-supervised,conda-forge/mljar-supervised,,,,65.0,63.0,https://pypi.org/project/mljar-supervised,2022-03-02 09:17:15.000,2.0,4894.0,5221.0,https://anaconda.org/conda-forge/mljar-supervised,2022-12-30 21:59:46.130,6222.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
438,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2022-12-02 18:19:22.000000,2022-10-19 10:24:07,1108.0,,326,45.0,54.0,50.0,193.0,2214,Graph Neural Networks with Keras and Tensorflow 2.,24.0,26,True,2022-07-22 15:16:38.000,1.2,33.0,spektral,,,,['tensorflow'],175.0,172.0,https://pypi.org/project/spektral,2022-04-09 13:00:34.000,3.0,5151.0,5151.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
439,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2022-10-21 20:46:59.000000,2020-09-22 22:35:28,271.0,,315,80.0,51.0,161.0,68.0,2108,Multilingual text (NLP) processing toolkit.,26.0,26,False,2021-12-15 16:11:38.716,15.5.1,9.0,polyglot,,,,,924.0,833.0,https://pypi.org/project/polyglot,2016-07-03 20:05:42.000,91.0,46850.0,46850.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
440,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-12-15 17:13:45.000000,2022-11-04 13:55:21,405.0,2.0,631,86.0,217.0,139.0,85.0,1937,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",63.0,26,True,2022-09-03 03:41:16.000,0.5.0,10.0,aif360,conda-forge/aif360,,,,212.0,202.0,https://pypi.org/project/aif360,2021-03-04 18:11:34.000,10.0,6478.0,6647.0,https://anaconda.org/conda-forge/aif360,2022-09-04 13:59:05.366,4746.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
441,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-08-31 08:37:05.000000,2022-08-31 08:37:05,12564.0,,80,41.0,45.0,14.0,68.0,1919,The friendly PIL fork.,385.0,26,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,44258.0,44258.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
442,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-06-07 08:07:35.000000,2021-07-09 11:06:18,56.0,,480,41.0,22.0,66.0,38.0,1916,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,26,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],3045.0,2996.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,49.0,78774.0,78985.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,7417.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
443,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2023-01-18 08:08:01.000000,2023-01-18 00:01:07,1403.0,106.0,185,43.0,1827.0,11.0,525.0,1763,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,29.0,26,True,2022-12-02 13:36:05.650,0.9.0,19.0,towhee,,,,,,,https://pypi.org/project/towhee,2022-07-07 12:28:54.000,,774.0,856.0,,,,,,,,3.0,1077.0,,,,,,,,,,,,,,,,,,,,
444,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2023-01-19 04:12:26.000000,2023-01-19 04:12:21,892.0,153.0,413,36.0,19.0,2.0,194.0,1583,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,15.0,26,True,2023-01-01 15:37:15.000,2.1.2,102.0,deepke,,,,['pytorch'],11.0,11.0,https://pypi.org/project/deepke,2022-07-05 13:58:17.000,,661.0,661.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
445,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2023-01-10 02:33:07.000000,2022-11-30 18:31:05,843.0,4.0,119,32.0,401.0,55.0,324.0,1579,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-11-30 18:25:07.913,1.1.3,20.0,orbit-ml,,,,,13.0,12.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,96706.0,96706.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
446,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2023-01-12 00:39:43.475000,2022-11-30 18:31:05,843.0,4.0,119,32.0,401.0,55.0,324.0,1579,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-11-30 18:25:07.913,1.1.3,20.0,orbit-ml,conda-forge/orbit-ml,,,,13.0,12.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,96706.0,96892.0,https://anaconda.org/conda-forge/orbit-ml,2023-01-12 00:39:43.475,2238.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
447,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-11-22 01:40:36.000000,2022-11-22 01:40:30,491.0,4.0,343,79.0,89.0,69.0,244.0,1562,bt - flexible backtesting for Python.,27.0,26,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,,187.0,166.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000,21.0,7185.0,7703.0,https://anaconda.org/conda-forge/bt,2022-11-12 20:42:40.483,10878.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
448,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-12-05 09:47:45.000000,2022-12-05 09:47:44,384.0,3.0,146,25.0,72.0,38.0,32.0,1415,A Python package for time series classification.,13.0,26,True,2021-10-31 13:51:09.000,0.12.0,18.0,pyts,conda-forge/pyts,,,,314.0,303.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,11.0,83592.0,83989.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,16292.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
449,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-08-19 13:16:19.000000,2022-06-21 11:53:05,286.0,,222,49.0,183.0,52.0,119.0,1302,Metric learning algorithms in Python.,22.0,26,True,2020-07-02 12:59:23.000,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],264.0,253.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000,11.0,34512.0,34753.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,8205.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
450,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-01-11 15:19:19.000000,2023-01-11 15:19:18,545.0,20.0,82,46.0,410.0,48.0,96.0,1297,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,27.0,26,True,2023-01-07 15:04:26.425,1.1.5,21.0,hivemind,,,,,29.0,27.0,https://pypi.org/project/hivemind,2022-06-20 12:49:42.000,2.0,8430.0,8430.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
451,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-01-19 14:08:46.000000,2023-01-19 08:25:31,5709.0,159.0,220,43.0,1910.0,259.0,988.0,1188,cuGraph - RAPIDS Graph Analytics Library.,92.0,26,True,2022-12-09 18:15:26.000,22.12.00,24.0,cugraph,conda-forge/libcugraph,,,,3.0,2.0,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,1.0,427.0,1008.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,12220.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
452,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2023-01-11 12:43:26.000000,2023-01-11 12:43:26,1022.0,8.0,140,16.0,56.0,21.0,276.0,1183,PyTorch Extension Library of Optimized Scatter Operations.,25.0,26,True,2022-11-24 15:04:00.671,2.1.0,30.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],53.0,,https://pypi.org/project/torch-scatter,2021-10-22 11:01:13.000,53.0,36689.0,41431.0,https://anaconda.org/conda-forge/pytorch_scatter,2023-01-02 21:44:24.351,147013.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
453,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2023-01-15 22:51:40.000000,2023-01-15 22:38:54,658.0,16.0,156,43.0,156.0,21.0,365.0,1159,moDel Agnostic Language for Exploration and eXplanation.,23.0,26,False,2022-09-10 12:32:33.000,python-v1.5.0,24.0,dalex,conda-forge/dalex,,,,83.0,80.0,https://pypi.org/project/dalex,2021-11-08 12:22:11.000,3.0,3566.0,3858.0,https://anaconda.org/conda-forge/dalex,2022-09-10 12:54:29.083,7013.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
454,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2022-12-30 17:11:56.000000,2022-12-30 17:11:25,153.0,2.0,154,30.0,16.0,5.0,59.0,1152,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,26,True,2022-10-03 01:43:19.267,0.1.58,65.0,autoviz,conda-forge/autoviz,,,,335.0,329.0,https://pypi.org/project/autoviz,2022-06-17 13:38:21.000,6.0,28624.0,30079.0,https://anaconda.org/conda-forge/autoviz,2022-10-03 14:11:33.149,24744.0,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,
455,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:50:40.000000,2021-10-21 17:45:17,202.0,,167,24.0,35.0,3.0,111.0,1131,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1311.0,1282.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,29.0,23882.0,23882.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
456,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2022-12-24 01:52:28.000000,2022-12-24 01:52:28,204.0,3.0,296,45.0,41.0,76.0,109.0,1115,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,17.0,26,True,2022-12-24 01:56:46.564,0.9.2,32.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],172.0,170.0,https://pypi.org/project/keras-ocr,2022-05-19 13:11:05.000,2.0,6332.0,21677.0,https://anaconda.org/anaconda/keras-ocr,2022-01-14 10:29:35.968,140.0,,,,,3.0,429534.0,,,,,,,,,,,,,,,,,,,,
457,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2023-01-19 13:24:11.000000,2023-01-15 20:58:06,2768.0,14.0,146,25.0,625.0,76.0,390.0,1106,A Python library for learning and evaluating knowledge graph embeddings.,34.0,26,True,2022-08-04 15:51:28.000,1.9.0,41.0,pykeen,,,,,3.0,,https://pypi.org/project/pykeen,2022-05-24 15:33:45.000,3.0,1988.0,1992.0,,,,,,,,2.0,146.0,,,,,,,,,,,,,,,,,,,,
458,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-01-19 03:41:43.000000,2023-01-19 03:41:41,804.0,32.0,250,72.0,423.0,28.0,175.0,1076,Underthesea - Vietnamese NLP Toolkit.,17.0,26,False,2023-01-19 02:27:58.000,6.0.2,112.0,underthesea,,,,,536.0,512.0,https://pypi.org/project/underthesea,2022-06-28 00:41:15.000,24.0,6311.0,6338.0,,,,,,,,3.0,1877.0,,,,,,,,,,,,,,,,,,,,
459,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167.0,,309,71.0,83.0,27.0,26.0,1021,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1135.0,1001.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,134.0,18594.0,18939.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,20385.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
460,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-01-03 22:02:16.000000,2022-07-03 12:07:58,412.0,,309,35.0,294.0,13.0,198.0,1018,A research toolkit for particle swarm optimization in Python.,44.0,26,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,230.0,219.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,11.0,6402.0,6402.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
461,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-11-06 01:01:06.000000,2022-01-06 15:08:19,1746.0,,163,41.0,253.0,59.0,208.0,1015,Python audio and music signal processing library.,20.0,26,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,278.0,251.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,2665.0,2665.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
462,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-01-13 05:53:58.000000,2023-01-03 16:34:32,734.0,57.0,97,23.0,102.0,20.0,35.0,1006,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",15.0,26,True,2023-01-03 16:35:20.000,1.3.12,36.0,imodels,,,,,35.0,33.0,https://pypi.org/project/imodels,2022-07-03 02:47:15.000,2.0,90784.0,90784.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
463,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2023-01-08 16:24:36.000000,2022-12-30 17:32:21,780.0,22.0,175,23.0,75.0,22.0,162.0,878,Survival analysis built on top of scikit-learn.,14.0,26,False,2022-10-24 17:57:57.000,0.19.0.post1,23.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],203.0,203.0,https://pypi.org/project/scikit-survival,2022-10-24 18:41:20.000,,56638.0,58544.0,https://anaconda.org/conda-forge/scikit-survival,2022-10-24 21:36:08.074,26686.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
464,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2023-01-14 19:42:06.000000,2023-01-14 19:39:12,716.0,26.0,94,29.0,315.0,69.0,254.0,872,BAyesian Model-Building Interface (Bambi) in Python.,27.0,26,True,2022-12-21 12:51:10.967,0.9.3,24.0,bambi,conda-forge/bambi,,,,50.0,47.0,https://pypi.org/project/bambi,2022-06-06 17:18:00.000,3.0,5444.0,5862.0,https://anaconda.org/conda-forge/bambi,2022-12-21 18:05:58.614,17154.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
465,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-12-13 10:34:08.000000,2022-11-03 07:55:31,1124.0,1.0,227,59.0,243.0,13.0,328.0,838,Search and download Copernicus Sentinel satellite images.,42.0,26,False,2022-01-05 19:58:27.000,1.1.1,40.0,sentinelsat,conda-forge/sentinelsat,,,,412.0,381.0,https://pypi.org/project/sentinelsat,2022-01-05 19:58:27.000,31.0,10120.0,10690.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,15323.0,,,,,3.0,238.0,,,,,,,,,,,,,,,,,,,,
466,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2023-01-11 12:43:47.000000,2023-01-11 12:43:47,711.0,11.0,123,15.0,83.0,33.0,194.0,764,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,37.0,26,True,2022-12-22 14:51:27.000,0.6.16,28.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],47.0,,https://pypi.org/project/torch-sparse,2022-06-30 14:09:32.000,47.0,22915.0,28140.0,https://anaconda.org/conda-forge/pytorch_sparse,2022-08-23 21:17:59.077,161983.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
467,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-01-18 19:55:40.000000,2021-12-20 23:24:01,1186.0,,141,22.0,607.0,21.0,207.0,418,A package built to support working with spatial data using open source python.,43.0,26,False,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,195.0,188.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,4126.0,5398.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,57251.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
468,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2022-06-30 18:26:21.000000,2019-12-05 08:17:22,46.0,,204,22.0,16.0,45.0,23.0,418,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],4610.0,4339.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,271.0,181627.0,182624.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,32910.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
469,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000,2023-01-19 05:29:49.000000,2023-01-19 02:11:51,1259.0,85.0,865,172.0,317.0,22.0,114.0,9843,You like pytorch? You like micrograd? You love tinygrad!.,72.0,25,True,2022-11-08 16:49:28.000,0.4.0,1.0,,,,,['pytorch'],6.0,6.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
470,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2022-10-31 23:06:56.000000,2022-09-23 17:44:48,2325.0,,596,149.0,1350.0,113.0,984.0,7876,Production infrastructure for machine learning at scale.,24.0,25,True,2022-09-23 18:01:31.000,0.42.1,63.0,cortex,,,,,1.0,,https://pypi.org/project/cortex,2022-01-10 17:37:01.000,1.0,1231.0,1231.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
471,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2022-12-19 21:59:09.000000,2022-12-19 21:59:03,1612.0,2.0,758,146.0,1550.0,102.0,124.0,7306,Trax Deep Learning with Clear Code and Speed.,78.0,25,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,94.0,94.0,https://pypi.org/project/trax,2021-10-26 20:27:35.000,,5473.0,5473.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
472,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2023-01-19 09:05:39.518088,,,,653,,,477.0,,6615,NumPy & SciPy for GPU.,257.0,25,True,2023-01-19 07:50:52.374,11.5.0,128.0,cupy,conda-forge/cupy,cupy/cupy,,,165.0,,https://pypi.org/project/cupy,2022-06-30 05:15:19.000,165.0,13392.0,72707.0,https://anaconda.org/conda-forge/cupy,2022-12-09 05:33:36.626,2283879.0,https://hub.docker.com/r/cupy/cupy,2023-01-19 09:05:39.518088,8.0,55856.0,3.0,,-13.0,,,,,,,,,,,,,,,,,,,
473,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2022-09-22 23:59:19.000000,2022-09-22 23:59:07,1084.0,,974,185.0,325.0,334.0,289.0,5666,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,True,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,104.0,101.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,507.0,565.0,,,,,,,,2.0,3612.0,,,,,,,,,,,,,,,,,,,,
474,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2023-01-19 11:43:39.000000,2023-01-19 11:40:45,1072.0,12.0,881,118.0,655.0,238.0,434.0,5118,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,109.0,25,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,,,['pytorch'],15.0,14.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,220.0,220.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
475,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749,138.0,43.0,141.0,98.0,4841,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,25,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1063.0,1048.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,3360.0,3373.0,,,,,,,,3.0,786.0,,,,,,,,,,,,,,,,,,,,
476,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-01-16 17:21:57.000000,2023-01-10 17:33:25,514.0,33.0,398,62.0,84.0,48.0,79.0,4346,Finding duplicate images made easy!.,13.0,25,True,2023-01-16 17:21:57.000,0.3.1,11.0,imagededup,,,,['tensorflow'],35.0,31.0,https://pypi.org/project/imagededup,2020-11-22 21:09:36.000,4.0,1912.0,1912.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
477,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-01-19 14:36:37.000000,2023-01-19 13:58:22,2949.0,137.0,535,86.0,3260.0,232.0,1105.0,4199,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,81.0,25,True,2023-01-19 14:43:18.000,1.22.0,62.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
