,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,dnf_id,yay_id,snap_id,new_addition
412,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157.0,,154,35.0,66.0,16.0,46.0,1262,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,27,False,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,,,['pytorch'],783.0,775.0,https://pypi.org/project/torchsde,1620276.0,1620858.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,16887.0,,,,,2.0,,2021-07-20 07:09:56.000,8.0,,,,,,,,,,,,,,,,,,
413,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2023-05-30 18:43:18.000000,2023-05-30 18:43:17,1328.0,34.0,246,74.0,101.0,20.0,51.0,1204,Model analysis tools for TensorFlow.,54.0,27,True,2023-04-14 19:45:09.000,0.44.0,55.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,215220.0,215220.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
414,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-05-26 06:04:34.000000,2023-05-26 06:04:28,671.0,24.0,138,24.0,120.0,1.0,122.0,1193,"Extensible, parallel implementations of t-SNE.",11.0,27,True,2023-05-24 13:51:37.000,1.0.0,20.0,opentsne,conda-forge/opentsne,,,,581.0,581.0,https://pypi.org/project/opentsne,21141.0,24944.0,https://anaconda.org/conda-forge/opentsne,2023-05-24 22:12:49.444,205393.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
415,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2023-05-19 20:46:53.000000,2021-02-12 19:04:59,2079.0,,238,40.0,36.0,65.0,590.0,1075,"pyclustering is a Python, C++ data mining library.",26.0,27,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,520.0,488.0,https://pypi.org/project/pyclustering,48523.0,49801.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,53490.0,,,,,3.0,446.0,2020-11-25 22:41:20.000,32.0,,,,,,,,,,,,,,,,,,
416,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-04-07 02:34:02.000000,2020-10-14 13:22:39,167.0,,336,71.0,83.0,27.0,26.0,1059,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,27,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1283.0,1141.0,https://pypi.org/project/empyrical,25448.0,25800.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,22579.0,,,,,3.0,,2020-10-13 21:29:19.000,142.0,,,,,,,,,,,,,,,,,,
417,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-05-31 16:13:20.000000,2023-05-31 16:13:16,357.0,33.0,170,23.0,27.0,1.0,124.0,994,"Multivariate exploratory data analysis in Python: PCA, CA, MCA, MFA, FAMD, GPA.",15.0,27,True,2023-05-31 10:03:00.862,0.10.5,52.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],377.0,367.0,https://pypi.org/project/prince,50525.0,50884.0,https://anaconda.org/conda-forge/prince-factor-analysis,2021-04-30 17:46:15.443,15473.0,,,,,3.0,,2020-10-06 11:26:47.000,10.0,,,,,,,,,,,,,,,,,,
418,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2023-05-31 23:55:17.000000,2023-05-31 23:51:31,742.0,17.0,104,30.0,343.0,72.0,267.0,905,BAyesian Model-Building Interface (Bambi) in Python.,32.0,27,True,2023-05-25 01:54:00.411,0.11.0,26.0,bambi,conda-forge/bambi,,,,74.0,69.0,https://pypi.org/project/bambi,13563.0,14035.0,https://anaconda.org/conda-forge/bambi,2023-05-25 14:14:52.703,21742.0,,,,,3.0,,2022-12-21 12:51:10.967,5.0,,,,,,,,,,,,,,,,,,
419,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2023-05-31 17:34:11.000000,2023-05-31 17:34:11,3225.0,131.0,45,137.0,406.0,95.0,280.0,875,An open-source plotting library for statistical data.,19.0,27,True,2023-05-09 17:00:48.000,3.2.0,61.0,lets-plot,,,,,34.0,33.0,https://pypi.org/project/lets-plot,11232.0,11242.0,,,,,,,,3.0,462.0,2022-12-15 12:42:00.536,1.0,,,,,,,,,,,,,,,,,,
420,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-05-29 13:18:07.000000,2023-05-29 13:17:52,5661.0,134.0,73,13.0,74.0,204.0,218.0,797,"Experiment tracking, ML developer tools.",26.0,27,True,2023-02-25 17:16:57.621,0.9.0,186.0,guildai,,,,,77.0,77.0,https://pypi.org/project/guildai,3249.0,3249.0,,,,,,,,3.0,11.0,2022-10-18 18:47:15.057,,,,,,,,,,,,,,,,,,,
421,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2023-05-08 21:15:21.000000,2023-04-20 15:11:11,640.0,2.0,94,12.0,89.0,62.0,60.0,760,A Python nearest neighbor descent for approximate nearest neighbors.,24.0,27,True,2023-04-20 15:29:00.655,0.5.10,29.0,pynndescent,conda-forge/pynndescent,,,,3669.0,3620.0,https://pypi.org/project/pynndescent,815743.0,845332.0,https://anaconda.org/conda-forge/pynndescent,2023-04-20 20:30:10.737,1420317.0,,,,,3.0,,2022-10-31 17:20:00.872,49.0,,,,,,,,,,,,,,,,,,
422,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2023-05-13 16:14:11.874000,2023-05-13 06:37:52,1255.0,19.0,116,26.0,390.0,13.0,109.0,715,A Comparative Framework for Multimodal Recommender Systems.,16.0,27,True,2023-05-13 06:40:19.000,1.15.4,51.0,cornac,conda-forge/cornac,,,,178.0,162.0,https://pypi.org/project/cornac,55537.0,61617.0,https://anaconda.org/conda-forge/cornac,2023-05-13 16:14:11.874,297939.0,,,,,2.0,,2022-02-19 03:50:02.000,16.0,,,,,,,,,,,,,,,,,,
423,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117.0,,4254,1265.0,557.0,752.0,2541.0,17382,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",273.0,26,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,,,https://pypi.org/project/cntk,564.0,722.0,,,,,,,,3.0,14108.0,,,,,,,,,,,,,,,,,,,,
424,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2023-06-01 14:04:46.000000,2023-05-31 08:02:10,1459.0,296.0,517,89.0,1432.0,91.0,443.0,10719,Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud..,50.0,26,True,2023-05-25 20:09:47.000,1.2.2,48.0,,,,,,,,,,4.0,,,,,,,,3.0,119.0,,,,,,,,,,,,,,,,,,,,
425,pandas-profiling,ydataai/pandas-profiling,data-viz,,,https://github.com/ydataai/pandas-profiling,MIT,2016-08-29 23:29:52.374,2023-01-31 11:20:01.127000,,,,1481,,,,,10631,"Deprecated pandas-profiling package, use ydata-profiling instead.",110.0,26,True,2023-01-31 11:20:01.127,3.6.6,40.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",737.0,546.0,https://pypi.org/project/pandas-profiling,968283.0,972792.0,https://anaconda.org/conda-forge/pandas-profiling,2023-01-25 18:19:12.193,369743.0,,,,,3.0,,2023-01-31 11:20:01.127,191.0,13.0,,,,,,,,,,,,,,,,,
426,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-04-07 22:57:12.000000,2023-03-20 20:52:01,320.0,1.0,1362,442.0,46.0,94.0,86.0,10124,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2022-09-21 20:20:42.649,4.0.6,44.0,dopamine-rl,,,,['tensorflow'],39.0,,https://pypi.org/project/dopamine-rl,46084.0,46084.0,,,,,,,,3.0,,2022-09-21 20:20:42.649,39.0,,,,,,,,,,,,,,,,,,
427,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-05-29 16:07:27.000000,2023-05-05 09:32:16,747.0,316.0,638,98.0,148.0,89.0,103.0,8156,The next-generation platform to monitor and optimize your AI costs in one place.,39.0,26,True,2023-03-21 15:50:00.812,0.9.1,25.0,nebullvm,,,,,1.0,,https://pypi.org/project/nebullvm,440.0,440.0,,,,,,,,2.0,,2023-01-23 23:03:00.588,1.0,,,,,,,,,,,nebuly-ai/nebuly,,,,,,,
428,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2023-05-29 21:12:02.000000,2023-03-29 01:15:47,1614.0,1.0,776,144.0,1553.0,106.0,125.0,7553,Trax Deep Learning with Clear Code and Speed.,78.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,113.0,112.0,https://pypi.org/project/trax,10186.0,10186.0,,,,,,,,3.0,,2021-10-26 20:27:35.000,1.0,,,,,,,,,,,,,,,,,,
429,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2023-04-15 09:14:42.000000,2023-04-15 09:14:33,211.0,5.0,1258,171.0,43.0,64.0,230.0,6298,2D and 3D Face alignment library build using pytorch.,25.0,26,True,2021-04-28 22:15:40.000,1.3.4,10.0,face-alignment,,,,['pytorch'],,,https://pypi.org/project/face-alignment,54707.0,54707.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
430,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108.0,,602,139.0,30.0,65.0,52.0,5398,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,18.0,flashtext,conda-forge/flashtext,,,,1258.0,1211.0,https://pypi.org/project/flashtext,832398.0,832826.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,14997.0,,,,,3.0,,2018-02-16 05:24:17.000,47.0,,,,,,,,,,,,,,,,,,
431,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2023-05-22 17:50:43.000000,2023-05-22 17:50:38,590.0,6.0,683,105.0,577.0,57.0,343.0,5217,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,56.0,26,True,2020-04-03 19:06:25.000,0.4.0,1.0,t5,,,,['tensorflow'],171.0,171.0,https://pypi.org/project/t5,21377.0,21377.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
432,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2023-06-01 07:47:39.000000,2023-05-31 15:55:56,11498.0,164.0,1480,141.0,3135.0,727.0,972.0,5036,An Industrial Grade Federated Learning Framework.,92.0,26,True,2023-05-31 15:57:00.000,1.11.2,44.0,ETAF,,,,,,,https://pypi.org/project/ETAF,,,,,,,,,,2.0,,2020-05-06 09:35:40.000,,,,,,,,,,,,,,,,,,,
433,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2023-03-19 17:37:08.000000,2023-03-19 17:37:07,900.0,2.0,541,105.0,613.0,90.0,604.0,4005,Visual analysis and diagnostic tools to facilitate machine learning model selection.,113.0,26,True,2022-08-21 12:49:43.000,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],77.0,,https://pypi.org/project/yellowbrick,508798.0,510620.0,https://anaconda.org/conda-forge/yellowbrick,2022-08-22 23:53:21.096,61956.0,,,,,2.0,,2022-08-21 16:11:55.287,77.0,,,,,,,,,,,,,,,,,,
434,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-05-16 07:53:13.000000,2023-04-27 20:08:56,632.0,1.0,964,283.0,226.0,10.0,355.0,3850,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,301943.0,302369.0,https://anaconda.org/conda-forge/tensorflowonspark,2022-08-21 17:05:30.737,17910.0,,,,,3.0,,2022-04-21 20:05:56.000,5.0,,,,,,,,,,,,,,,,,,
435,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-03-17 03:25:57.000000,2022-08-06 21:47:18,182.0,,359,63.0,51.0,75.0,54.0,3682,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,26,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,318.0,312.0,https://pypi.org/project/layoutparser,66917.0,66917.0,,,,,,,,3.0,,2022-04-06 04:38:09.000,6.0,,,,,,,,,,,,,,,,,,
436,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2023-05-31 10:01:38.000000,2023-05-06 14:09:10,264.0,14.0,357,36.0,49.0,59.0,170.0,3347,An Open-Source Framework for Prompt-Learning.,20.0,26,True,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,55.0,53.0,https://pypi.org/project/openprompt,3137.0,3137.0,,,,,,,,3.0,,2022-07-06 14:27:42.000,2.0,,,,,,,,,,,,,,,,,,
437,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-05-18 04:24:55.000000,2023-04-21 09:54:21,207.0,7.0,296,87.0,88.0,43.0,31.0,3341,Python library that makes it easy for data scientists to create charts.,25.0,26,True,2023-04-21 09:55:18.000,4.0.3,23.0,chartify,conda-forge/chartify,,,,71.0,71.0,https://pypi.org/project/chartify,3767.0,4246.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,26378.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
438,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1050,218.0,3648.0,429.0,1108.0,2948,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,1776.0,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,125395.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1501.0,3.0,,,,,,,,,,shogun,,,,,,,,,,,
439,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2023-01-26 05:17:02.000000,2023-01-26 03:44:01,995.0,,221,61.0,102.0,4.0,250.0,2801,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,13.0,26,True,2023-01-26 04:30:59.000,idgear-0.3.0,19.0,vidgear,,,,,400.0,400.0,https://pypi.org/project/vidgear,8474.0,8489.0,,,,,,,,3.0,806.0,,,,,,,,,,,,,,,,,,,,
440,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-04-13 18:40:07.000000,2021-06-22 10:51:48,116.0,,463,98.0,49.0,54.0,253.0,2692,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,26,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,656.0,633.0,https://pypi.org/project/neuralcoref,3551.0,3913.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,14157.0,,,,,3.0,689.0,2019-04-08 09:56:00.000,23.0,,,,,,,,,,,,,,,,,,
441,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2022-05-14 05:59:23.776000,2020-01-22 07:39:36,1198.0,,329,68.0,167.0,164.0,112.0,2667,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,26,False,2022-05-11 09:37:12.000,0.13.0,30.0,eli5,conda-forge/eli5,,,,90.0,,https://pypi.org/project/eli5,378486.0,380368.0,https://anaconda.org/conda-forge/eli5,2022-05-14 05:59:23.776,137428.0,,,,,2.0,,2022-05-11 09:37:12.000,90.0,,,,,,,,,,,,,,,,,,
442,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2023-05-25 00:42:51.000000,2023-05-25 00:42:46,469.0,6.0,297,64.0,314.0,39.0,119.0,2521,DDSP: Differentiable Digital Signal Processing.,32.0,26,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,,['tensorflow'],41.0,40.0,https://pypi.org/project/ddsp,35338.0,35719.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,13735.0,,,,,3.0,,2022-10-04 01:08:40.505,1.0,,,,,,,,,,,,,,,,,,
443,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364.0,,705,166.0,94.0,134.0,358.0,2421,An Algorithmic Trading Library for Crypto-Assets in Python.,151.0,26,False,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,27.0,25.0,https://pypi.org/project/enigma-catalyst,169.0,169.0,,,,,,,,3.0,,2018-11-11 16:46:28.000,2.0,,,,,,,,,,,,,,,,,,
444,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-05-31 16:23:24.000000,2022-11-04 13:55:21,405.0,,662,89.0,226.0,139.0,87.0,2041,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",63.0,26,True,2022-09-03 03:41:16.000,0.5.0,10.0,aif360,conda-forge/aif360,,,,259.0,259.0,https://pypi.org/project/aif360,5924.0,6105.0,https://anaconda.org/conda-forge/aif360,2022-09-04 13:59:05.366,5987.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
445,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-05-17 02:33:41.000000,2022-07-27 21:58:40,452.0,,336,61.0,138.0,24.0,72.0,2002,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,18.0,26,True,2022-07-27 22:05:13.454,3.2.4,20.0,pytextrank,,,,,423.0,407.0,https://pypi.org/project/pytextrank,44894.0,44894.0,,,,,,,,3.0,,2022-07-27 22:05:13.454,16.0,,,,,,,,,,,,,,,,,,
446,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-04-13 16:29:12.000000,2021-07-09 11:06:18,56.0,,480,41.0,23.0,66.0,38.0,1995,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,26,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],3630.0,3579.0,https://pypi.org/project/mtcnn,42916.0,43143.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,9092.0,,,,,3.0,,2021-07-09 11:16:39.000,51.0,,,,,,,,,,,,,,,,,,
447,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-03-14 11:40:28.000000,2022-08-31 08:37:05,12564.0,,84,42.0,46.0,11.0,74.0,1975,The friendly PIL fork.,385.0,26,False,,,47.0,pillow-simd,,,,,56.0,,https://pypi.org/project/pillow-simd,63098.0,63098.0,,,,,,,,3.0,,2022-01-04 16:11:51.000,56.0,,,,,,,,,,,,,,,,,,
448,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-03-09 09:14:59.000000,2023-03-08 18:29:46,1478.0,118.0,233,65.0,58.0,32.0,184.0,1944,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,26,True,2023-03-08 18:54:25.000,2.0.0,13.0,ampligraph,,,,['tensorflow'],37.0,37.0,https://pypi.org/project/ampligraph,882.0,882.0,,,,,,,,2.0,,2021-05-25 16:47:29.000,,,,,,,,,,,,,,,,,,,
449,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,287,56.0,1313.0,229.0,810.0,1692,A toolkit for reproducible reinforcement learning research.,79.0,26,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],86.0,84.0,https://pypi.org/project/garage,903.0,903.0,,,,,,,,3.0,,2021-03-23 22:18:36.000,2.0,,,,,,,,,,,,,,,,,,
450,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2023-06-01 11:23:56.000000,2023-06-01 11:18:37,524.0,70.0,229,49.0,342.0,6.0,61.0,1534,A lightweight library for PyTorch training tools and utilities.,87.0,26,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,,['pytorch'],38.0,,https://pypi.org/project/torchnet,7161.0,7161.0,,,,,,,,3.0,,2018-07-29 23:16:03.000,38.0,,,,,,,,,,,,,,,,,,
451,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2023-04-20 14:53:46.000000,2023-04-20 14:53:46,460.0,4.0,238,50.0,48.0,20.0,91.0,1510,Contextually-keyed word vectors.,19.0,26,True,2023-04-17 14:14:02.218,2.0.2,24.0,sense2vec,conda-forge/sense2vec,,,,277.0,264.0,https://pypi.org/project/sense2vec,5251.0,6843.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:20:19.752,32841.0,,,,,3.0,53554.0,2022-12-08 12:22:00.117,13.0,,,,,,,,,,,,,,,,,,
452,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2023-05-31 23:31:19.000000,2023-05-31 23:27:04,1003.0,53.0,148,20.0,316.0,60.0,207.0,1447,Scalable and user friendly neural forecasting algorithms.,25.0,26,True,2023-04-22 19:31:00.908,1.5.0,15.0,neuralforecast,conda-forge/neuralforecast,,,,22.0,19.0,https://pypi.org/project/neuralforecast,5733.0,6192.0,https://anaconda.org/conda-forge/neuralforecast,2023-04-22 21:14:22.331,6886.0,,,,,3.0,,2022-12-15 17:44:32.048,3.0,,,,,,,,,,,,,,,,,,
453,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2023-06-01 11:30:45.000000,2023-06-01 06:45:08,1131.0,95.0,257,27.0,1102.0,117.0,73.0,1444,Pytorch domain library for recommendation systems.,155.0,26,True,2023-03-15 20:48:02.000,0.4.0,77.0,torchrec-nightly-cpu,,,,,,,https://pypi.org/project/torchrec-nightly-cpu,342.0,342.0,,,,,,,,3.0,,2022-05-12 18:55:21.000,,,,,,,,,,,,,,,,,,,
454,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2023-05-16 13:01:43.000000,2023-05-16 13:01:43,657.0,1.0,236,48.0,310.0,95.0,14.0,1422,Mesh TensorFlow: Model Parallelism Made Easier.,50.0,26,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],856.0,823.0,https://pypi.org/project/mesh-tensorflow,31103.0,31103.0,,,,,,,,3.0,,2022-05-15 21:06:13.000,33.0,,,,,,,,,,,,,,,,,,
