,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
474,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2023-05-08 21:37:06.000000,2023-05-08 16:18:21,133.0,23.0,65,22.0,47.0,30.0,30.0,455,pyspark methods to enhance developer productivity.,16.0,26,True,2023-02-17 21:55:30.000,0.10.0,13.0,quinn,,,,['spark'],63.0,57.0,https://pypi.org/project/quinn,875675.0,875675.0,,,,,,,,3.0,5.0,2023-02-17 21:54:00.812,6.0,,,,,,,,,,,,,,,,,,
475,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-05-04 10:22:28.000000,2021-12-20 23:24:01,1186.0,,148,21.0,641.0,23.0,207.0,437,A package built to support working with spatial data using open source python.,43.0,26,False,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,236.0,219.0,https://pypi.org/project/earthpy,6790.0,8062.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,62339.0,,,,,3.0,,2021-10-01 22:51:04.000,17.0,,,,,,,,,,,,,,,,,,
476,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2022-06-30 18:26:21.000000,2019-12-05 08:17:22,46.0,,209,23.0,16.0,45.0,23.0,420,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],7034.0,6753.0,https://pypi.org/project/sklearn-crfsuite,249614.0,250639.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,37955.0,,,,,2.0,,2017-06-22 18:49:27.000,281.0,,,,,,,,,,,,,,,,,,
477,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2023-05-03 06:31:14.000000,2022-12-22 21:34:29,574.0,,76,28.0,313.0,60.0,27.0,351,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,26,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,,['tensorflow'],255.0,248.0,https://pypi.org/project/tensorflow-cloud,70013.0,70013.0,,,,,,,,3.0,,2021-06-17 01:15:10.000,7.0,,,,,,,,,,,,,,,,,,
478,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2023-05-11 10:05:43.000000,2023-04-19 19:02:53,4019.0,27.0,48,15.0,695.0,215.0,198.0,261,Asynchronous Distributed Hyperparameter Optimization.,31.0,26,False,2023-03-02 22:26:01.035,0.2.7,26.0,orion,,,,,97.0,89.0,https://pypi.org/project/orion,2485.0,2485.0,,,,,,,,2.0,,2022-08-22 17:10:40.826,8.0,,,,,,,,,,,,,,,,,,
479,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2023-04-28 09:54:50.121000,2023-04-23 19:36:56,216.0,1.0,47,14.0,193.0,9.0,180.0,260,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",12.0,26,False,2023-04-23 19:42:01.507,3.7.0,69.0,pystan,conda-forge/pystan,,,,258.0,,https://pypi.org/project/pystan,2094551.0,2124901.0,https://anaconda.org/conda-forge/pystan,2023-04-28 09:54:50.121,2245973.0,,,,,3.0,,2022-11-26 14:15:01.276,258.0,,,,,,,,,,,,,,,,,,
480,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-04-15 09:46:41.000000,2023-02-15 20:15:59,196.0,15.0,467,77.0,36.0,51.0,26.0,9765,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,25,False,2023-02-15 20:19:00.626,1.0.0,12.0,prettymaps,conda-forge/prettymaps,,,,27.0,27.0,https://pypi.org/project/prettymaps,3113.0,3207.0,https://anaconda.org/conda-forge/prettymaps,2023-02-18 18:16:34.802,1518.0,,,,,3.0,,2021-10-19 13:33:43.000,,,,,,,,,,,,,,,,,,,
481,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2023-05-11 14:06:07.000000,2023-05-06 17:40:50,1344.0,183.0,439,82.0,1342.0,78.0,415.0,9326,Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud..,45.0,25,True,2023-05-06 19:30:46.000,1.1.3,45.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
482,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-05-05 09:32:16.000000,2023-05-05 09:32:16,747.0,393.0,629,98.0,147.0,86.0,103.0,8083,The next-generation platform to monitor and optimize your AI costs in one place.,39.0,25,True,2023-03-21 15:50:00.812,0.9.1,25.0,nebullvm,,,,,1.0,,https://pypi.org/project/nebullvm,451.0,451.0,,,,,,,,2.0,,2023-01-23 23:03:00.588,1.0,,,,,,,,,,,nebuly-ai/nebuly,,,,,,,
483,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2022-09-22 23:59:19.000000,2022-09-22 23:59:07,1084.0,,979,185.0,325.0,334.0,291.0,5725,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,True,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,110.0,107.0,https://pypi.org/project/mmdnn,380.0,435.0,,,,,,,,2.0,3637.0,2020-07-24 06:34:39.000,3.0,,,,,,,,,,,,,,,,,,
484,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108.0,,581,139.0,30.0,55.0,52.0,5391,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,,1172.0,1172.0,https://pypi.org/project/flashtext,828977.0,829411.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,14767.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
485,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2023-03-30 13:58:07.000000,2023-03-29 07:02:37,553.0,5.0,840,124.0,61.0,119.0,74.0,4906,Image augmentation library in Python for machine learning.,23.0,25,True,,,,Augmentor,,,,,584.0,584.0,https://pypi.org/project/Augmentor,11977.0,11977.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
486,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,612,162.0,130.0,74.0,101.0,4544,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],720.0,714.0,https://pypi.org/project/lucid,1079.0,1079.0,,,,,,,,3.0,,2021-03-19 16:01:00.000,6.0,,,,,,,,,,,,,,,,,,
487,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-05-10 20:53:31.000000,2023-05-10 15:12:26,3109.0,112.0,566,88.0,3429.0,262.0,1186.0,4391,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,82.0,25,True,2023-04-24 12:27:39.000,1.25.0,65.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
488,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2023-05-08 22:33:33.000000,2022-07-29 10:37:24,205.0,,971,96.0,61.0,243.0,265.0,4313,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,True,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,22509.0,22509.0,,,,,,,,3.0,,2020-01-10 11:36:02.000,28.0,,,,,,,,,,,,,,,,,,
489,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2023-01-11 07:30:37.000000,2022-08-23 22:54:23,1046.0,,982,240.0,214.0,51.0,197.0,4171,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,True,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,45.0,44.0,https://pypi.org/project/tensortrade,407.0,508.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,2534.0,,,,,3.0,,2021-05-10 18:00:35.000,1.0,,,,,,,,,,,,,,,,,,
490,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-04-28 04:08:34.000000,2023-03-05 22:07:59,1158.0,2.0,1346,351.0,56.0,52.0,84.0,4003,Python Algorithmic Trading Library.,11.0,25,True,,,8.0,pyalgotrade,,,,,175.0,154.0,https://pypi.org/project/pyalgotrade,1173.0,1173.0,,,,,,,,3.0,,2018-08-21 01:48:25.000,21.0,,,,,,,,,,,,,,,,,,
491,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2022-10-26 06:08:44.000000,2021-05-10 18:34:53,57.0,,404,39.0,54.0,97.0,43.0,3811,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,25,False,,,,torchsummary,,,,['pytorch'],9116.0,9116.0,https://pypi.org/project/torchsummary,154776.0,154776.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
492,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-08-23 09:45:09.000000,2022-06-05 10:44:18,1342.0,,513,108.0,71.0,184.0,115.0,3046,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,True,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,118.0,118.0,https://pypi.org/project/xlearn,3432.0,3494.0,,,,,,,,3.0,3871.0,,,,,,,,,,,,,,,,,,,,
493,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,669,72.0,25.0,117.0,101.0,2956,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 04:55:04.000,0.4.1,11.0,keras-vis,,,,['tensorflow'],2726.0,2697.0,https://pypi.org/project/keras-vis,3252.0,3252.0,,,,,,,,3.0,,2017-07-06 04:55:04.000,29.0,,,,,,,,,,,,,,,,,,
494,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2023-05-08 02:46:41.000000,2023-05-05 16:36:30,174.0,3.0,337,169.0,76.0,81.0,99.0,2862,A deep learning library for video understanding research.,52.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,,['pytorch'],7.0,,https://pypi.org/project/pytorchvideo,21174.0,21174.0,,,,,,,,3.0,,2022-01-20 00:16:35.000,7.0,,,,,,,,,,,,,,,,,,
495,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-03-19 16:23:14.000000,2020-03-16 04:26:47,75.0,,215,63.0,41.0,16.0,23.0,2603,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,607.0,602.0,https://pypi.org/project/knockknock,31554.0,31844.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,12474.0,,,,,3.0,,2020-03-16 14:30:23.000,5.0,,,,,,,,,,,,,,,,,,
496,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-03-18 16:45:36.000000,2022-10-05 16:26:03,376.0,,202,47.0,480.0,30.0,70.0,2515,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,True,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,124.0,121.0,https://pypi.org/project/m2cgen,11957.0,11957.0,,,,,,,,2.0,47.0,2022-04-26 01:24:34.000,3.0,,,,,,,,,,,,,,,,,,
497,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364.0,,707,165.0,94.0,134.0,358.0,2419,An Algorithmic Trading Library for Crypto-Assets in Python.,149.0,25,False,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,27.0,25.0,https://pypi.org/project/enigma-catalyst,129.0,129.0,,,,,,,,3.0,,2018-11-11 16:46:28.000,2.0,,,,,,,,,,,,,,,,,,
498,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-07-16 23:44:23.000000,2021-07-10 15:56:42,447.0,,253,56.0,56.0,19.0,50.0,2169,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,False,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],544.0,525.0,https://pypi.org/project/pytorch-nlp,10644.0,10644.0,,,,,,,,3.0,,2019-11-04 04:35:18.000,19.0,,,,,,,,,,,,,,,,,,
499,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2023-05-11 12:46:06.000000,2023-05-11 09:03:18,1479.0,63.0,195,46.0,1915.0,5.0,592.0,2150,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,29.0,25,True,,,11.0,towhee,,,,,,,https://pypi.org/project/towhee,1938.0,2001.0,,,,,,,,3.0,1087.0,,,,,,,,,,,,,,,,,,,,
500,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2023-03-29 19:08:14.000000,2021-01-07 09:40:40,648.0,,287,42.0,36.0,78.0,54.0,1951,A modular active learning framework for Python.,14.0,25,False,2021-01-07 09:47:49.000,0.4.1,12.0,modAL,,,,['sklearn'],209.0,199.0,https://pypi.org/project/modAL,5848.0,5848.0,,,,,,,,3.0,22.0,2021-01-07 09:47:49.000,10.0,,,,,,,,,,,,,,,,,,
501,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2023-03-26 20:34:16.000000,2023-03-26 20:34:16,2287.0,10.0,229,40.0,33.0,4.0,104.0,1890,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,17.0,25,False,2022-12-04 19:04:05.000,_10304,107.0,karateclub,conda-forge/karateclub,,,,157.0,153.0,https://pypi.org/project/karateclub,4358.0,4878.0,https://anaconda.org/conda-forge/karateclub,2022-01-28 14:45:25.910,17705.0,,,,,2.0,,2022-10-22 16:17:27.886,4.0,,,,,,,,,,,,,,,,,,
502,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636.0,,160,60.0,65.0,65.0,129.0,1774,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,286.0,276.0,https://pypi.org/project/hypertools,835.0,835.0,,,,,,,,3.0,27.0,2022-02-12 02:43:24.000,10.0,,,,,,,,,,,,,,,,,,
503,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-05-01 16:13:30.000000,2023-04-26 11:40:38,555.0,8.0,97,48.0,420.0,51.0,100.0,1492,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,28.0,25,True,2023-05-01 16:13:30.000,1.1.8,25.0,hivemind,,,,,61.0,56.0,https://pypi.org/project/hivemind,2483.0,2483.0,,,,,,,,3.0,,2023-01-07 15:04:26.425,5.0,,,,,,,,,,,,,,,,,,
504,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2023-04-12 12:55:38.000000,2023-04-11 16:36:03,155.0,5.0,162,96.0,180.0,36.0,24.0,1441,fklearn: Functional Machine Learning.,53.0,25,True,2023-04-12 12:58:04.596,2.3.1,29.0,fklearn,,,,,13.0,13.0,https://pypi.org/project/fklearn,3432.0,3432.0,,,,,,,,3.0,,2022-09-06 18:54:27.214,,,,,,,,,,,,,,,,,,,
505,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2023-05-11 11:30:54.000000,2023-05-09 08:55:07,1105.0,90.0,254,27.0,1072.0,107.0,73.0,1418,Pytorch domain library for recommendation systems.,154.0,25,True,2023-03-15 20:48:02.000,0.4.0,77.0,torchrec-nightly-cpu,,,,,,,https://pypi.org/project/torchrec-nightly-cpu,97.0,97.0,,,,,,,,3.0,,2022-05-12 18:55:21.000,,,,,,,,,,,,,,,,,,,
506,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2023-05-10 16:34:16.000000,2023-05-09 15:52:34,983.0,40.0,142,20.0,297.0,62.0,178.0,1399,Scalable and user friendly neural forecasting algorithms.,24.0,25,True,2023-04-22 19:31:00.908,1.5.0,15.0,neuralforecast,conda-forge/neuralforecast,,,,19.0,16.0,https://pypi.org/project/neuralforecast,4212.0,4663.0,https://anaconda.org/conda-forge/neuralforecast,2023-04-22 21:14:22.331,6322.0,,,,,3.0,,2022-12-15 17:44:32.048,3.0,,,,,,,,,,,,,,,,,,
507,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2022-08-04 10:28:06.000000,2022-08-04 10:15:01,159.0,,237,48.0,84.0,21.0,187.0,1325,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,25,True,2022-05-03 10:56:08.000,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],375.0,375.0,https://pypi.org/project/gplearn,5466.0,5611.0,https://anaconda.org/conda-forge/gplearn,2022-05-04 12:26:24.517,5076.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
508,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2023-03-28 09:37:28.258000,2022-12-07 10:32:49,237.0,,249,1.0,1.0,1.0,,1312,Feature engineering package with sklearn like functionality.,38.0,25,True,2023-03-27 17:15:13.530,1.6.0,36.0,feature_engine,conda-forge/feature_engine,,,,68.0,,https://pypi.org/project/feature_engine,159307.0,160263.0,https://anaconda.org/conda-forge/feature_engine,2023-03-28 09:37:28.258,31557.0,,,,,3.0,,2022-11-22 11:29:10.203,68.0,,,,,,,,,,,,,,,,,,
509,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,141,29.0,63.0,6.0,70.0,1239,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,False,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],1044.0,1031.0,https://pypi.org/project/livelossplot,14756.0,14756.0,,,,,,,,3.0,,2022-04-04 16:14:08.000,13.0,,,,,,,,,,,,,,,,,,
510,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2023-03-22 21:30:28.000000,2023-03-22 21:16:11,666.0,5.0,155,46.0,161.0,18.0,373.0,1200,moDel Agnostic Language for Exploration and eXplanation.,24.0,25,False,2022-09-10 12:32:33.000,python-v1.5.0,6.0,dalex,conda-forge/dalex,,,,104.0,104.0,https://pypi.org/project/dalex,15904.0,16205.0,https://anaconda.org/conda-forge/dalex,2022-09-10 12:54:29.083,8451.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
511,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-11-06 01:01:06.000000,2022-01-06 15:08:19,1746.0,,169,43.0,253.0,59.0,211.0,1079,Python audio and music signal processing library.,20.0,25,False,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,377.0,346.0,https://pypi.org/project/madmom,3515.0,3515.0,,,,,,,,3.0,,2018-11-14 14:56:22.000,31.0,,,,,,,,,,,,,,,,,,
512,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/deepmind/rlax,https://github.com/deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-05-09 13:13:37.000000,2023-05-09 13:13:30,199.0,6.0,73,32.0,99.0,15.0,18.0,1016,A library of reinforcement learning building blocks in JAX.,21.0,25,True,2023-01-09 22:29:35.947,0.1.5,9.0,rlax,,,,['jax'],133.0,128.0,https://pypi.org/project/rlax,167180.0,167180.0,,,,,,,,3.0,,2023-01-09 22:29:35.947,5.0,,,,,,,,,,,,,,,,,,
513,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2023-03-04 09:51:38.000000,2023-03-04 09:51:32,452.0,5.0,99,21.0,296.0,26.0,238.0,1003,Extra blocks for scikit-learn pipelines.,57.0,25,True,2022-11-02 11:39:40.000,0.6.14,40.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],97.0,90.0,https://pypi.org/project/scikit-lego,23540.0,24404.0,https://anaconda.org/conda-forge/scikit-lego,2022-11-03 07:39:39.512,37171.0,,,,,3.0,,2022-11-02 11:38:02.263,7.0,,,,,,,,,,,,,,,,,,
514,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,248,42.0,72.0,103.0,188.0,877,Gaussian Process Optimization using GPy.,49.0,25,True,2020-03-19 21:21:18.000,1.2.6,1.0,gpyopt,,,,,425.0,425.0,https://pypi.org/project/gpyopt,9795.0,9795.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
515,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-03-16 19:17:40.741000,2023-02-20 00:24:10,1723.0,8.0,176,40.0,173.0,57.0,173.0,866,A Jupyter - Three.js bridge.,30.0,25,False,2022-08-31 09:02:38.000,2.4.1,18.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],25.0,25.0,https://pypi.org/project/pythreejs,99011.0,109430.0,https://anaconda.org/conda-forge/pythreejs,2023-03-16 19:17:40.741,480070.0,,,,,3.0,,,,-4.0,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,,,4704.0,,,,,,,,,,,
516,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2023-05-09 23:12:52.000000,2023-03-06 07:52:05,311.0,11.0,107,26.0,33.0,32.0,69.0,842,Bokeh Plotting Backend for Pandas and GeoPandas.,15.0,25,True,2021-04-11 17:42:31.000,0.5.5,5.0,pandas-bokeh,,,,['pandas'],455.0,455.0,https://pypi.org/project/pandas-bokeh,24724.0,24724.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
517,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2023-05-11 01:34:44.000000,2023-05-11 01:32:04,1598.0,105.0,318,55.0,382.0,125.0,231.0,822,Machine learning on FPGAs using HLS.,52.0,25,True,2023-04-26 17:11:00.520,0.7.0,12.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,711.0,890.0,https://anaconda.org/conda-forge/hls4ml,2021-11-12 15:38:42.855,5740.0,,,,,2.0,,2021-11-12 12:26:50.000,,,,,,,,,,,,,,,,,,,
