,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
476,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,283.0,52.0,88.0,24.0,191.0,1637.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,26,False,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],697.0,678.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,19.0,55308.0,55462.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,8323.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
477,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,310.0,28.0,381.0,56.0,155.0,1575.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,False,2023-09-26 07:49:38.000,2.2.6,21.0,pgl,,,,['paddle'],64.0,63.0,https://pypi.org/project/pgl,2023-09-26 07:49:38.000,1.0,2454.0,2454.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
478,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2024-11-21 20:06:59.000000,2024-11-21 19:30:50,1226.0,16.0,122.0,29.0,73.0,4.0,29.0,1523.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,8.0,26,True,2024-11-21 20:06:59.000,0.8.0,30.0,pytorch_toolbelt,,,,['pytorch'],12.0,,https://pypi.org/project/pytorch_toolbelt,2024-11-21 20:06:59.000,12.0,8527.0,8528.0,,,,,,,,2.0,,126.0,,,,,,,,,,,,,,,,,,
479,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2024-11-26 20:53:03.000000,2024-08-07 01:34:48,1970.0,,364.0,33.0,2283.0,86.0,234.0,1420.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,43.0,26,True,2024-07-08 18:03:34.000,0.36.0,57.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",6.0,,https://pypi.org/project/raiwidgets,2024-07-08 16:42:42.000,6.0,8069.0,8069.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
480,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2024-11-22 14:04:30.000000,2024-11-22 14:04:30,811.0,1.0,148.0,35.0,215.0,120.0,152.0,1247.0,Real-time stream processing for python.,49.0,26,True,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,566.0,509.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,57.0,22188.0,37295.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,1314330.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
481,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2024-08-23 02:08:55.000000,2024-07-09 16:09:26,3066.0,,268.0,35.0,38.0,1.0,497.0,1239.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,17.0,26,True,2024-06-19 01:15:40.000,0.41.4,211.0,ktrain,,,,['tensorflow'],565.0,561.0,https://pypi.org/project/ktrain,2024-06-19 01:15:40.000,4.0,7478.0,7478.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
482,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2024-12-19 14:35:00.000000,2024-07-24 14:36:04,2074.0,,225.0,42.0,616.0,109.0,461.0,1094.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,42.0,26,False,2024-07-24 14:42:30.000,2.2.0,49.0,smac,conda-forge/smac,,,,40.0,,https://pypi.org/project/smac,2024-07-24 14:42:30.000,40.0,57827.0,58420.0,https://anaconda.org/conda-forge/smac,2024-05-16 20:20:11.437,26699.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
483,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2024-12-15 20:03:00.000000,2024-12-15 20:03:00,796.0,5.0,69.0,17.0,133.0,56.0,117.0,1053.0,Visualize large time series data with plotly.py.,14.0,26,True,2024-03-27 07:58:10.000,0.10.0,62.0,plotly-resampler,conda-forge/plotly-resampler,,,,1622.0,1598.0,https://pypi.org/project/plotly-resampler,2024-03-27 07:54:02.000,24.0,483608.0,485917.0,https://anaconda.org/conda-forge/plotly-resampler,2024-12-05 23:08:14.776,80817.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
484,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,261.0,44.0,72.0,104.0,188.0,932.0,Gaussian Process Optimization using GPy.,50.0,26,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,583.0,546.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,37.0,34584.0,34584.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
485,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2024-12-18 17:29:32.000000,2024-12-18 17:28:39,1370.0,2.0,144.0,26.0,488.0,24.0,139.0,897.0,A Comparative Framework for Multimodal Recommender Systems.,22.0,26,True,2024-12-18 17:29:32.000,2.3.0,59.0,cornac,conda-forge/cornac,,,,270.0,252.0,https://pypi.org/project/cornac,2024-08-15 06:52:10.000,18.0,41656.0,53322.0,https://anaconda.org/conda-forge/cornac,2024-09-13 18:17:19.820,629998.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
486,pySBD,nipunsadvilkar/pySBD,nlp,,https://github.com/nipunsadvilkar/pySBD,https://github.com/nipunsadvilkar/pySBD,MIT,2017-06-11 06:15:20.000,2024-08-20 16:20:38.000000,2021-02-11 16:40:18,279.0,,83.0,12.0,50.0,22.0,53.0,821.0,pySBD (Python Sentence Boundary Disambiguation) is a rule-based sentence boundary detection that works out-of-the-box.,6.0,26,False,2021-02-11 16:42:37.000,0.3.4,15.0,pysbd,conda-forge/pysbd,,,,5005.0,4928.0,https://pypi.org/project/pysbd,2021-02-11 16:36:33.000,77.0,1143586.0,1143786.0,https://anaconda.org/conda-forge/pysbd,2023-06-16 19:27:37.870,7637.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
487,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2024-11-20 13:14:37.000000,2024-11-20 13:14:36,977.0,9.0,174.0,49.0,89.0,39.0,144.0,765.0,Library for exploring and validating machine learning data.,27.0,26,True,2024-10-15 19:51:40.000,1.16.1,48.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",31.0,,https://pypi.org/project/tensorflow-data-validation,2024-10-15 20:20:03.000,31.0,154922.0,154934.0,,,,,,,,3.0,,917.0,,,,,,,,,,,,,,,,,,
488,quinn,MrPowers/quinn,ml-experiments,,https://github.com/mrpowers-io/quinn,https://github.com/mrpowers-io/quinn,Apache-2.0,2017-09-15 13:02:42.000,2024-12-06 11:29:54.000000,2024-12-06 11:28:50,368.0,12.0,98.0,20.0,147.0,36.0,94.0,653.0,pyspark methods to enhance developer productivity.,31.0,26,True,2024-02-13 12:31:37.000,0.10.3,16.0,quinn,,,,['spark'],96.0,89.0,https://pypi.org/project/quinn,2024-02-13 12:31:37.000,7.0,695645.0,695645.0,,,,,,,,3.0,,52.0,mrpowers-io/quinn,,,,,,,,,,,,,,,,,
489,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-06-05 18:36:28.000000,2023-08-23 17:20:54,1241.0,,160.0,18.0,717.0,42.0,208.0,512.0,A package built to support working with spatial data using open source python.,44.0,26,False,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,403.0,386.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,17.0,11147.0,12407.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,85707.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
490,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2024-06-18 11:08:22.000000,2019-12-05 08:17:22,46.0,,215.0,22.0,17.0,46.0,23.0,426.0,scikit-learn inspired API for CRFsuite.,6.0,26,False,2024-06-18 11:08:22.000,0.5.0,11.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],8189.0,8050.0,https://pypi.org/project/sklearn-crfsuite,2024-06-18 11:08:22.000,139.0,315193.0,315926.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2023-06-16 19:18:37.991,41101.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
491,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2024-12-18 20:52:13.081000,2024-12-18 12:56:13,545.0,8.0,40.0,5.0,16.0,3.0,60.0,354.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,15.0,26,True,2024-12-18 12:59:40.000,0.11.2,30.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],990.0,927.0,https://pypi.org/project/scikit-posthocs,2024-12-18 12:59:40.000,63.0,110055.0,129847.0,https://anaconda.org/conda-forge/scikit-posthocs,2024-12-18 20:52:13.081,989646.0,,,,,3.0,,66.0,,,,,,,,,,,,,,,,,,
492,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,802.0,169.0,1588.0,145.0,74.0,6338.0,A natural language modeling framework based on PyTorch.,234.0,25,False,2020-06-08 23:30:58.000,0.3.3,13.0,pytext-nlp,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000,,223.0,229.0,,,,,,,,3.0,,432.0,,,,,,,,,,,,,,,,,,
493,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2024-05-29 15:42:28.000000,2022-09-22 23:59:07,1084.0,,965.0,181.0,328.0,337.0,294.0,5804.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,140.0,140.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,,654.0,699.0,,,,,,,,2.0,,3853.0,,,,,,,,,,,,,,,,,,
494,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-06-23 12:28:48.000000,2024-06-23 12:28:48,343.0,,990.0,47.0,34.0,67.0,113.0,5328.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,25,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,,['sklearn'],253.0,238.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,15.0,4949.0,4949.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
495,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-12-19 11:43:40.000000,2024-12-19 11:43:39,3757.0,80.0,621.0,92.0,4126.0,245.0,1422.0,5202.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,94.0,25,True,2024-11-28 18:09:35.000,1.44.0,85.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
496,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2024-11-21 01:10:14.000000,2024-11-21 01:04:51,225.0,3.0,301.0,80.0,180.0,24.0,54.0,4977.0,"A data augmentations library for audio, image, text, and video.",38.0,25,True,2023-12-05 20:52:12.000,1.0.1,18.0,augly,,,,,162.0,158.0,https://pypi.org/project/augly,2023-12-05 20:52:12.000,4.0,2974.0,2974.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
497,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,658.0,158.0,130.0,83.0,101.0,4677.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],804.0,798.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,603.0,603.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
498,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2024-07-16 03:48:08.000000,2023-05-06 14:09:10,264.0,,451.0,44.0,56.0,95.0,175.0,4401.0,An Open-Source Framework for Prompt-Learning.,24.0,25,False,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,162.0,159.0,https://pypi.org/project/openprompt,2022-07-06 14:27:42.000,3.0,5917.0,5917.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
499,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2023-05-22 16:10:15.000000,2021-05-03 12:18:31,2154.0,,511.0,134.0,649.0,65.0,198.0,3900.0,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,13.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,13.0,1804.0,1804.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
500,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-11-15 21:52:34.000000,2024-10-24 16:27:28,480.0,4.0,279.0,51.0,477.0,69.0,261.0,3369.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,25,True,2024-10-25 17:04:56.000,0.4.12,25.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,7.0,,https://pypi.org/project/hummingbird-ml,2024-10-25 17:04:56.000,7.0,7585.0,7598.0,https://anaconda.org/conda-forge/hummingbird-ml,,,,,,,2.0,,767.0,,,,,,,,,,,,,,,,,,
501,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2024-11-26 11:14:41.000000,2024-11-26 10:38:20,182.0,1.0,412.0,157.0,85.0,105.0,101.0,3354.0,A deep learning library for video understanding research.,57.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,,['pytorch'],24.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,24.0,30836.0,30836.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
502,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2024-07-30 10:50:08.000000,2024-07-09 09:34:16,515.0,,813.0,63.0,642.0,133.0,404.0,3300.0,A high-performance distributed training framework for Reinforcement Learning.,45.0,25,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],132.0,131.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,1350.0,1350.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
503,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,661.0,70.0,25.0,117.0,101.0,2985.0,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 05:11:22.255,0.4.1,11.0,keras-vis,,,,['tensorflow'],2999.0,2998.0,https://pypi.org/project/keras-vis,2017-07-06 05:11:22.255,1.0,1162.0,1162.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
504,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,478.0,97.0,49.0,65.0,254.0,2860.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,759.0,738.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,21.0,2516.0,2871.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,19914.0,,,,,3.0,,1137.0,,,,,,,,,,,,,,,,,,
505,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2024-08-03 17:30:36.000000,2022-10-05 16:26:03,376.0,,241.0,50.0,482.0,57.0,70.0,2828.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,286.0,283.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,28050.0,28051.0,,,,,,,,2.0,,90.0,,,,,,,,,,,,,,,,,,
506,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,226.0,64.0,42.0,18.0,24.0,2797.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,1233.0,1228.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,5.0,45022.0,45293.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,16845.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
507,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2024-12-18 09:05:53.000000,2024-08-01 02:26:24,769.0,,366.0,79.0,559.0,144.0,95.0,2756.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,25,True,2021-12-03 22:33:39.000,2021.12.3,25.0,tensorflow-graphics,,,,['tensorflow'],11.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000,11.0,18133.0,18133.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
508,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2024-10-14 19:46:14.000000,2024-10-14 19:46:14,1949.0,6.0,374.0,39.0,96.0,41.0,158.0,2701.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,34.0,25,True,2022-09-04 16:37:07.000,0.54.0,46.0,torch-geometric-temporal,,,,['pytorch'],7.0,,https://pypi.org/project/torch-geometric-temporal,2022-09-04 16:10:00.738,7.0,2998.0,2998.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
509,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2024-12-01 16:24:05.000000,2024-11-29 04:22:46,558.0,12.0,227.0,40.0,137.0,63.0,127.0,2367.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,31.0,25,True,2023-12-27 00:46:01.000,2023.12.27,773.0,kubric-nightly,,,,,7.0,7.0,https://pypi.org/project/kubric-nightly,2023-12-27 00:46:01.000,,10756.0,10756.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
510,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2024-09-23 05:35:47.000000,2024-09-23 05:24:01,389.0,1.0,291.0,55.0,14.0,22.0,80.0,2264.0,Beautiful visualizations of how language differs among document types.,14.0,25,True,2024-09-23 05:35:47.000,0.2.2,151.0,scattertext,conda-forge/scattertext,,,,649.0,644.0,https://pypi.org/project/scattertext,2024-09-23 05:35:47.000,5.0,11798.0,12974.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,103539.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
511,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2024-10-07 11:50:22.000000,2024-09-23 17:14:22,14660.0,1.0,86.0,41.0,59.0,13.0,78.0,2187.0,The friendly PIL fork.,434.0,25,False,,,72.0,pillow-simd,,,,,65.0,,https://pypi.org/project/pillow-simd,2024-09-23 18:27:59.000,65.0,25562.0,25562.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
512,FinTA,peerchemist/finta,financial-data,,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000,2022-07-24 08:40:51.000000,2022-07-24 08:40:51,394.0,,685.0,86.0,48.0,24.0,64.0,2140.0,Common financial technical indicators implemented in Pandas.,28.0,25,False,2021-04-03 08:51:49.000,1.3,19.0,finta,,,,,573.0,561.0,https://pypi.org/project/finta,2020-10-21 11:39:44.000,12.0,157761.0,157761.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
513,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,240.0,70.0,21.0,93.0,66.0,2114.0,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,36.0,pyflux,,,,,283.0,279.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,4.0,93944.0,93944.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
514,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2024-12-14 15:17:29.000000,2024-11-05 08:39:28,583.0,5.0,168.0,56.0,475.0,81.0,104.0,2080.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,33.0,25,True,2023-08-31 20:07:52.000,1.1.10,27.0,hivemind,,,,,123.0,113.0,https://pypi.org/project/hivemind,2023-08-31 20:07:10.000,10.0,1119.0,1119.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
515,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2024-11-25 23:58:14.000000,2024-11-25 23:57:34,891.0,3.0,444.0,60.0,362.0,117.0,93.0,1947.0,Library for training machine learning models with privacy for training data.,59.0,25,True,2024-02-14 19:18:00.000,0.9.0,31.0,tensorflow-privacy,,,,['tensorflow'],21.0,,https://pypi.org/project/tensorflow-privacy,2024-02-14 19:08:50.000,21.0,20253.0,20255.0,,,,,,,,3.0,,183.0,,,,,,,,,,,,,,,,,,
516,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2024-11-03 09:08:45.000000,2024-08-31 13:01:11,360.0,,312.0,1.0,1.0,1.0,,1923.0,Feature engineering package with sklearn like functionality.,49.0,25,True,2024-11-03 09:08:45.000,1.8.2,42.0,feature_engine,conda-forge/feature_engine,,,,166.0,,https://pypi.org/project/feature_engine,2024-11-03 09:08:45.000,166.0,241101.0,242290.0,https://anaconda.org/conda-forge/feature_engine,2024-09-01 13:51:20.563,61836.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
517,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,310.0,56.0,1313.0,235.0,810.0,1894.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],121.0,117.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,4.0,970.0,970.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
