,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,snap_id,dnf_id,yay_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
397,TF Ranking,tensorflow/ranking,,recommender-systems,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000000,2021-11-22 21:37:02.000000,2021-11-22 21:36:59.000000,408,44.0,231.0,2362.0,442.0,Learning to Rank in TensorFlow.,25.0,24,True,2021-11-16 23:49:54.000000,0.5.0,19.0,tensorflow_ranking,,,,['tensorflow'],2.0,,https://pypi.org/project/tensorflow_ranking,2021-11-16 01:31:58.000000,2.0,84821.0,84821.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
398,TorchServe,pytorch/serve,,model-serialisation,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000000,2021-12-16 06:42:01.000000,2021-12-15 06:35:49.000000,419,116.0,635.0,2315.0,2451.0,Model Serving on PyTorch.,94.0,24,True,2021-11-19 20:57:33.000000,0.5.0,11.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],0.0,,https://pypi.org/project/torchserve,2021-11-19 20:57:33.000000,0.0,13571.0,51053.0,https://anaconda.org/pytorch/torchserve,2021-11-19 20:52:30.682000,16819.0,https://hub.docker.com/r/pytorch/torchserve,2021-11-22 21:46:40.121540,9.0,951760.0,2.0,,725.0,,,,,,,,,,,,,,,,,,,
399,vidgear,abhiTronix/vidgear,,image,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000000,2021-12-13 02:51:59.000000,2021-12-05 10:14:09.000000,154,2.0,190.0,2042.0,826.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,9.0,24,True,2021-12-05 13:04:13.000000,0.2.4,16.0,vidgear,,,,,158.0,156.0,https://pypi.org/project/vidgear,2021-12-05 13:04:13.000000,2.0,3523.0,3538.0,,,,,,,,3.0,,505.0,,,,,,,,,,,,,,,,,,,
400,accelerate,huggingface/accelerate,,pytorch-utils,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000000,2021-12-15 16:15:21.000000,2021-12-15 16:15:19.000000,114,48.0,88.0,2035.0,,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",29.0,24,True,2021-09-27 15:05:40.000000,0.5.1,8.0,accelerate,,,,['pytorch'],242.0,242.0,https://pypi.org/project/accelerate,2021-09-27 15:04:05.000000,0.0,55666.0,55666.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
401,Essentia,MTG/essentia,,audio,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000000,2021-12-16 11:34:45.000000,2021-12-16 11:34:16.000000,430,347.0,596.0,1982.0,2946.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",73.0,24,False,2015-03-31 16:33:30.000000,2.0,10.0,essentia,,,,,266.0,256.0,https://pypi.org/project/essentia,2021-11-04 15:23:58.000000,10.0,2266.0,2266.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
402,Spektral,danielegrattarola/spektral,,graph,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000000,2021-12-15 18:13:55.000000,2021-10-26 09:35:54.000000,258,37.0,159.0,1942.0,1033.0,Graph Neural Networks with Keras and Tensorflow 2.,19.0,24,True,2021-08-23 13:15:21.000000,1.0.8,31.0,spektral,,,,"['tensorflow""']",87.0,87.0,https://pypi.org/project/spektral,2021-08-23 13:15:21.000000,0.0,4395.0,4395.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
403,efficientnet,qubvel/efficientnet,,tensorflow-utils,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000000,2021-08-16 07:14:52.000000,2021-07-16 09:03:20.000000,433,59.0,56.0,1918.0,66.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,24,True,2020-09-15 16:26:00.000000,1.1.1,9.0,efficientnet,,,,['tensorflow'],837.0,833.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000000,4.0,87361.0,93734.0,,,,,,,,3.0,,197576.0,,,,,,,,,,,,,,,,,,,
404,textacy,chartbeat-labs/textacy,,nlp,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,Apache-2.0,2016-02-03 16:52:45.000000,2021-12-06 15:00:07.000000,2021-12-06 14:45:21.000000,232,26.0,219.0,1845.0,,"NLP, before and after spaCy.",31.0,24,True,2021-12-06 15:00:07.000000,0.12.0,31.0,textacy,conda-forge/textacy,,,,154.0,,https://pypi.org/project/textacy,2021-12-06 15:00:07.000000,154.0,35711.0,37558.0,https://anaconda.org/conda-forge/textacy,2021-04-13 18:57:20.207000,101633.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
405,PyTextRank,DerwenAI/pytextrank,,nlp,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000000,2021-10-10 01:12:32.000000,2021-10-10 01:07:35.000000,320,22.0,57.0,1673.0,,Python implementation of TextRank for phrase extraction and summarization of text documents.,17.0,24,True,2021-10-10 01:12:11.000000,3.2.2,18.0,pytextrank,,,,,230.0,218.0,https://pypi.org/project/pytextrank,2021-10-10 01:12:11.000000,12.0,17529.0,17529.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
406,Fairness 360,Trusted-AI/AIF360,,interpretability,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000000,2021-12-13 16:55:02.000000,2021-11-18 15:43:53.000000,497,54.0,59.0,1592.0,342.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",46.0,24,True,2021-03-04 18:11:34.000000,0.4.0,9.0,aif360,,,,,134.0,130.0,https://pypi.org/project/aif360,2021-03-04 18:11:34.000000,4.0,7259.0,7259.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
407,pytorch-forecasting,jdb78/pytorch-forecasting,,time-series-data,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000000,2021-12-16 13:21:19.000000,2021-12-16 10:05:03.000000,226,138.0,229.0,1572.0,1104.0,Time series forecasting with PyTorch.,27.0,24,True,2021-11-29 19:55:05.000000,0.9.2,29.0,pytorch-forecasting,,,,,0.0,,https://pypi.org/project/pytorch-forecasting,2021-11-29 19:55:05.000000,0.0,17582.0,17582.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
408,Torchmeta,tristandeleu/pytorch-meta,,pytorch-utils,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000000,2021-12-07 20:25:01.000000,2021-09-20 16:03:46.000000,184,32.0,88.0,1507.0,382.0,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,24,True,2021-09-20 16:06:33.000000,1.8.0,28.0,torchmeta,,,,['pytorch'],78.0,78.0,https://pypi.org/project/torchmeta,2021-09-20 16:06:33.000000,,1424.0,1424.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
409,CausalNex,quantumblacklabs/causalnex,,interpretability,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000000,2021-11-11 15:15:32.000000,2021-11-11 15:06:17.000000,149,13.0,87.0,1389.0,155.0,A Python library that helps data scientists to infer causation rather than observing correlation.,22.0,24,True,2021-11-11 15:15:32.000000,0.11.0,16.0,causalnex,,,,"['pytorch', 'sklearn']",33.0,33.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000000,0.0,4352.0,4352.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
410,bt,pmorissette/bt,,financial-data,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000000,2021-05-15 18:58:08.000000,2021-05-15 18:58:08.000000,291,46.0,221.0,1243.0,438.0,bt - flexible backtesting for Python.,24.0,24,True,2021-04-21 02:52:26.000000,0.2.9,25.0,bt,,,,,128.0,88.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000000,40.0,10238.0,10238.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
411,pycm,sepandhaghighi/pycm,,others,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000000,2021-12-16 08:59:18.000000,2021-10-27 05:51:03.000000,102,17.0,161.0,1189.0,2773.0,Multi-class confusion matrix library in Python.,16.0,24,True,2021-10-27 06:03:28.000000,3.3,37.0,pycm,,,,,131.0,121.0,https://pypi.org/project/pycm,2021-10-27 06:04:03.000000,10.0,39260.0,39260.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
412,pandasql,yhat/pandasql,,data-containers,https://github.com/yhat/pandasql,https://github.com/yhat/pandasql,MIT,2013-02-18 01:53:56.000000,2020-08-14 13:00:13.000000,2017-02-01 15:40:30.000000,148,44.0,23.0,1060.0,127.0,sqldf for pandas.,15.0,24,False,2016-04-20 21:52:36.000000,0.7.3,31.0,pandasql,,,,['pandas'],1124.0,1026.0,https://pypi.org/project/pandasql,2016-04-20 21:52:36.000000,98.0,1111862.0,1111862.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
413,ffn,pmorissette/ffn,,financial-data,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000000,2021-05-15 18:59:42.000000,2021-04-24 00:58:10.000000,200,16.0,80.0,1018.0,351.0,ffn - a financial function library for Python.,26.0,24,True,2021-04-21 02:47:21.000000,0.3.6,27.0,ffn,,,,,202.0,160.0,https://pypi.org/project/ffn,2021-04-21 02:47:21.000000,42.0,41707.0,41707.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
414,openTSNE,pavlin-policar/openTSNE,,data-viz,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000000,2021-11-13 15:59:24.399000,2021-10-25 08:00:42.000000,99,3.0,95.0,930.0,578.0,"Extensible, parallel implementations of t-SNE.",10.0,24,True,2021-10-25 08:35:29.000000,0.6.1,22.0,opentsne,conda-forge/opentsne,,,,273.0,269.0,https://pypi.org/project/opentsne,2021-10-25 08:35:29.000000,4.0,28290.0,31818.0,https://anaconda.org/conda-forge/opentsne,2021-11-13 15:59:24.399000,127027.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
415,Neural Structured Learning,tensorflow/neural-structured-learning,,tensorflow-utils,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000000,2021-12-16 08:25:17.000000,2021-12-06 22:50:05.000000,162,3.0,57.0,888.0,493.0,Training neural models with structured signals.,30.0,24,True,2020-08-18 00:35:35.000000,1.3.1,7.0,neural-structured-learning,,,,['tensorflow'],152.0,152.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000000,0.0,10345.0,10345.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
416,PySwarms,ljvmiranda921/pyswarms,,others,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000000,2021-12-03 19:52:38.000000,2021-06-23 11:19:05.000000,280,16.0,181.0,866.0,409.0,A research toolkit for particle swarm optimization in Python.,43.0,24,True,2021-01-03 21:34:15.000000,1.3.0,20.0,pyswarms,,,,,147.0,147.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000000,0.0,38587.0,38587.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
417,FiftyOne,voxel51/fiftyone,,data-viz,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000000,2021-12-15 22:01:52.000000,2021-11-30 16:18:01.000000,98,187.0,420.0,861.0,5467.0,"Visualize, create, and debug image and video datasets and model predictions.",20.0,24,True,2021-11-24 17:48:22.000000,0.14.2,65.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",64.0,64.0,https://pypi.org/project/fiftyone,2021-11-24 17:48:22.000000,0.0,18293.0,18293.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
418,pyopencl,inducer/pyopencl,,others,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000000,2021-12-13 20:35:04.000000,2021-12-13 20:35:03.000000,216,69.0,233.0,858.0,,"OpenCL integration for Python, plus shiny features.",90.0,24,True,2021-12-05 22:06:06.000000,2021.2.10,72.0,pyopencl,conda-forge/pyopencl,,,,831.0,593.0,https://pypi.org/project/pyopencl,2021-12-05 22:06:06.000000,238.0,15598.0,24334.0,https://anaconda.org/conda-forge/pyopencl,2021-12-06 03:04:41.546000,541642.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
419,arch,bashtage/arch,,financial-data,https://github.com/bashtage/arch,https://github.com/bashtage/arch,NCSA,2014-08-29 15:41:28.000000,2021-11-19 16:04:07.000000,2021-11-19 15:39:38.000000,194,15.0,149.0,840.0,,ARCH models in Python.,30.0,24,False,2021-11-19 16:00:03.000000,5.1.0,35.0,arch,,,,,465.0,423.0,https://pypi.org/project/arch,2021-11-19 16:00:03.000000,42.0,183249.0,183249.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
420,Madmom,CPJKU/madmom,,audio,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000000,2021-12-16 01:15:52.000000,2021-08-23 17:19:35.000000,146,54.0,187.0,835.0,1728.0,Python audio and music signal processing library.,20.0,24,True,2018-11-14 14:57:41.000000,0.16.1,11.0,madmom,,,,,202.0,168.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000000,34.0,10955.0,10955.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
421,kapre,keunwoochoi/kapre,,audio,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000000,2021-12-14 18:04:32.000000,2021-11-14 01:15:18.000000,138,11.0,82.0,794.0,193.0,kapre: Keras Audio Preprocessors.,13.0,24,True,2021-11-14 01:13:37.000000,0.3.6,22.0,kapre,,,,['tensorflow'],1268.0,1246.0,https://pypi.org/project/kapre,2021-11-14 01:13:37.000000,22.0,1796.0,1796.0,,,,,,,,3.0,,19.0,,,,,,,,,,,,,,,,,,,
422,GPyOpt,SheffieldML/GPyOpt,,hyperopt,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04.000000,236,99.0,186.0,782.0,514.0,Gaussian Process Optimization using GPy.,49.0,24,False,2020-03-19 21:21:18.000000,1.2.6,11.0,gpyopt,,,,,270.0,234.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000000,36.0,18098.0,18098.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
423,iterative-stratification,trent-b/iterative-stratification,,sklearn-utils,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000000,2021-11-11 01:20:14.000000,2021-11-11 01:20:14.000000,56,4.0,15.0,613.0,55.0,scikit-learn cross validators for iterative stratification of multilabel data.,6.0,24,True,2021-10-03 18:49:49.000000,0.1.7,6.0,iterative-stratification,,,,['sklearn'],192.0,178.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000000,14.0,136554.0,136554.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
424,TensorFlow I/O,tensorflow/io,,tensorflow-utils,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000000,2021-12-15 23:04:19.000000,2021-12-15 20:19:44.000000,208,158.0,326.0,522.0,1529.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",83.0,24,True,2021-12-15 23:04:19.000000,0.23.1,30.0,tensorflow-io,,,,['tensorflow'],0.0,,https://pypi.org/project/tensorflow-io,2021-12-15 23:01:12.000000,0.0,159568.0,159568.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
425,tinytag,devsnd/tinytag,,audio,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000000,2021-12-15 14:07:05.000000,2021-12-15 10:10:52.000000,87,12.0,75.0,495.0,339.0,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",20.0,24,True,2021-12-14 11:17:28.000000,1.7.0,35.0,tinytag,,,,,543.0,447.0,https://pypi.org/project/tinytag,2021-12-14 11:17:28.000000,96.0,10958.0,10958.0,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,
426,Cornac,PreferredAI/cornac,,recommender-systems,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000000,2021-11-22 07:20:04.000000,2021-09-30 10:13:24.000000,81,2.0,73.0,486.0,1230.0,A Comparative Framework for Multimodal Recommender Systems.,13.0,24,True,2021-09-26 07:01:44.000000,1.14.1,45.0,cornac,conda-forge/cornac,,,,70.0,68.0,https://pypi.org/project/cornac,2021-09-26 07:12:34.000000,2.0,7227.0,13437.0,https://anaconda.org/conda-forge/cornac,2021-11-15 19:24:15.089000,192533.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
427,pyvips,libvips/pyvips,,image,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000000,2021-12-15 10:07:01.000000,2021-12-15 10:05:34.000000,32,93.0,163.0,374.0,411.0,python binding for libvips using cffi.,12.0,24,True,2021-11-20 11:46:55.000000,2.1.16,22.0,pyvips,conda-forge/pyvips,,,,274.0,252.0,https://pypi.org/project/pyvips,2021-11-20 11:46:55.000000,22.0,16346.0,16837.0,https://anaconda.org/conda-forge/pyvips,2021-11-22 15:51:16.569000,13759.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
428,Orion,Epistimio/orion,,hyperopt,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000000,2021-12-15 21:26:22.000000,2021-12-01 17:47:52.000000,44,65.0,143.0,208.0,3037.0,Asynchronous Distributed Hyperparameter Optimization.,24.0,24,False,2021-11-26 18:02:35.000000,0.2.1,20.0,orion,,,,,55.0,47.0,https://pypi.org/project/orion,2021-11-26 18:02:35.000000,8.0,4360.0,4360.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
429,py3nvml,fbcotter/py3nvml,,gpu-utilities,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000000,2021-11-22 14:30:25.000000,2021-09-06 14:45:26.000000,31,3.0,10.0,200.0,83.0,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,8.0,24,False,2021-11-22 14:30:25.000000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,377.0,357.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000000,20.0,75907.0,76940.0,https://anaconda.org/conda-forge/py3nvml,2021-11-19 20:12:42.962000,23778.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
430,DeepSpeech,mozilla/DeepSpeech,,audio,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000000,2021-07-30 19:01:32.000000,,3312,119.0,,18334.0,,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",142.0,23,True,2020-12-10 17:22:09.000000,0.9.3,100.0,deepspeech,,,,['tensorflow'],58.0,,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000000,58.0,7705.0,7705.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
431,cortex,cortexlabs/cortex,,model-serialisation,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000000,2021-12-16 03:42:42.000000,2021-12-14 22:43:29.000000,583,106.0,972.0,7622.0,2294.0,Production infrastructure for machine learning at scale.,23.0,23,True,2021-12-08 02:15:29.000000,0.41.0,61.0,cortex,,,,,0.0,,https://pypi.org/project/cortex,2021-12-08 01:09:48.000000,0.0,1193.0,1193.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
432,Apex,NVIDIA/apex,,gpu-utilities,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000000,2021-12-16 09:43:38.000000,2021-12-16 06:21:57.000000,863,530.0,392.0,5952.0,906.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,88.0,23,True,,,1.0,,conda-forge/nvidia-apex,,,['pytorch'],826.0,826.0,,,,,2724.0,https://anaconda.org/conda-forge/nvidia-apex,2021-04-22 16:13:47.237000,70840.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
433,english-words,dwyl/english-words,,nlp,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000000,2021-11-10 15:08:38.000000,2021-10-20 08:05:51.000000,1214,45.0,26.0,5829.0,85.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,26.0,23,True,2021-08-02 04:02:28.000000,1.0.4,5.0,english-words,,,,,4.0,,https://pypi.org/project/english-words,2021-08-02 04:02:28.000000,4.0,6036.0,6036.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
434,mmdnn,Microsoft/MMdnn,,model-serialisation,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30.000000,964,327.0,288.0,5471.0,1083.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,23,False,2020-07-24 06:34:39.000000,0.3.1,12.0,mmdnn,,,,,70.0,67.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000000,3.0,1091.0,1161.0,,,,,,,,2.0,,3474.0,,,,,,,,,,,,,,,,,,,
435,textgenrnn,minimaxir/textgenrnn,,nlp,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000000,2021-06-18 06:05:47.000000,2020-07-14 02:41:10.000000,706,117.0,86.0,4583.0,174.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,23,False,2020-02-03 01:07:00.000000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],976.0,948.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000000,28.0,854.0,868.0,,,,,,,,3.0,,622.0,,,,,,,,,,,,,,,,,,,
436,Lucid,tensorflow/lucid,,interpretability,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000000,2021-07-02 01:49:08.000000,2021-03-19 15:48:33.000000,592,70.0,100.0,4343.0,667.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,23,True,2021-03-19 16:01:00.000000,0.3.10,17.0,lucid,,,,['tensorflow'],598.0,592.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000000,6.0,1043.0,1043.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
437,torchdiffeq,rtqichen/torchdiffeq,,pytorch-utils,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000000,2021-09-22 21:49:42.000000,2021-09-22 21:49:42.000000,662,28.0,129.0,3822.0,224.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,23,True,2021-06-02 23:04:51.000000,0.2.2,6.0,torchdiffeq,,,,['pytorch'],179.0,179.0,https://pypi.org/project/torchdiffeq,2021-06-02 23:04:51.000000,0.0,8169.0,8169.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
438,segmentation_models,qubvel/segmentation_models,,image,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000000,2021-12-06 07:58:05.000000,2020-04-17 09:51:20.000000,836,199.0,253.0,3572.0,204.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,23,False,2020-01-10 11:36:02.000000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000000,24.0,56851.0,56851.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
439,PyAlgoTrade,gbeced/pyalgotrade,,financial-data,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000000,2021-11-28 22:07:38.000000,2018-08-21 02:42:52.000000,1216,45.0,84.0,3562.0,1156.0,Python Algorithmic Trading Library.,11.0,23,False,,,8.0,pyalgotrade,,,,,119.0,98.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000000,21.0,980.0,980.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
440,speechbrain,speechbrain/speechbrain,,audio,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000000,2021-12-16 14:03:34.000000,2021-12-16 14:03:34.000000,597,110.0,429.0,3443.0,,A PyTorch-based Speech Toolkit.,143.0,23,True,2021-09-11 22:34:16.000000,0.5.10,9.0,speechbrain,,,,['pytorch'],98.0,98.0,https://pypi.org/project/speechbrain,2021-09-11 22:35:26.000000,0.0,6333.0,6333.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
441,yellowbrick,DistrictDataLabs/yellowbrick,,interpretability,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000000,2021-12-10 22:07:08.000000,2021-11-10 14:17:20.000000,490,95.0,547.0,3437.0,,Visual analysis and diagnostic tools to facilitate machine learning model selection.,102.0,23,True,2021-02-13 20:31:18.000000,1.3.post1,22.0,yellowbrick,,,,['sklearn'],62.0,,https://pypi.org/project/yellowbrick,2021-02-13 20:42:26.000000,62.0,328851.0,328851.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
