,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
507,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2022-06-02 08:16:32.000000,2022-02-23 08:02:30,505,,69,17.0,170.0,66.0,101.0,450,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",24.0,25,True,2019-12-04 10:03:39.000,0.10.3post1,11.0,soundfile,anaconda/pysoundfile,,,,539.0,,https://pypi.org/project/soundfile,2019-11-27 12:16:19.000,539.0,1088813.0,1088845.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,3264.0,,,,,,,,,,,,,,,,,,,
508,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-06-01 01:16:07.000000,2022-06-01 01:16:06,582,15.0,59,31.0,327.0,12.0,82.0,330,IPython/Jupyter notebook module for Vega and Vega-Lite.,11.0,25,True,2022-02-10 02:01:39.000,3.6.0,39.0,vega,conda-forge/vega,,,['jupyter'],84.0,,https://pypi.org/project/vega,2022-02-10 02:01:39.000,84.0,5702.0,12398.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,482139.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
509,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2022-02-15 22:25:08.000000,2022-02-15 22:25:08,197,,39,11.0,178.0,12.0,160.0,188,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",10.0,25,False,2021-10-06 01:05:34.000,3.3.0,66.0,pystan,conda-forge/pystan,,,,247.0,,https://pypi.org/project/pystan,2022-02-15 20:52:07.000,247.0,2835157.0,2859082.0,https://anaconda.org/conda-forge/pystan,2022-02-03 10:06:49.622,1507312.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
510,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2022-05-27 15:07:43.000000,2022-02-11 11:53:32,3328,,804,230.0,108.0,52.0,616.0,4617,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,63.0,24,True,2022-01-13 09:55:14.000,1.1.1,12.0,,,,,,,,,,,,30.0,,,,,,,,3.0,1408.0,,,,,,,,,,,,,,,,,,,
511,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2022-06-02 11:56:17.000000,2022-06-02 11:04:39,2532,154.0,502,82.0,2784.0,202.0,991.0,3875,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,74.0,24,True,2022-05-30 20:49:21.000,1.14.0,53.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
512,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810,,908,178.0,385.0,32.0,429.0,3660,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,True,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,,['tensorflow'],10.0,10.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,94.0,94.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
513,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24,440,,521,172.0,49.0,64.0,48.0,3406,Fast and flexible AutoML with learning guarantees.,27.0,24,True,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,,,['tensorflow'],45.0,43.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000,2.0,510.0,510.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
514,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2022-05-31 10:54:46.000000,2022-05-31 10:20:22,889,44.0,425,160.0,32.0,22.0,23.0,3091,High-performance TensorFlow library for quantitative finance.,39.0,24,True,,,29.0,tf-quant-finance,,,,['tensorflow'],2.0,,https://pypi.org/project/tf-quant-finance,2022-05-31 10:54:46.000,2.0,1499.0,1499.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
515,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2022-05-26 16:35:40.000000,2020-03-16 04:26:47,75,,202,58.0,39.0,15.0,23.0,2432,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,24,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,316.0,313.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,3.0,2542.0,2821.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,8953.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
516,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2022-06-01 18:12:53.000000,2022-05-31 09:02:47,193,5.0,119,29.0,171.0,12.0,66.0,2302,HiPlot makes understanding high dimensional data easy.,8.0,24,True,2022-05-31 09:00:35.000,0.1.33,107.0,hiplot,conda-forge/hiplot,,,,15.0,4.0,https://pypi.org/project/hiplot,2022-05-31 09:16:01.000,11.0,16391.0,19453.0,https://anaconda.org/conda-forge/hiplot,2022-05-31 21:21:53.546,85756.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
517,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120,,594,87.0,29.0,23.0,51.0,2094,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,161.0,,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,161.0,90291.0,90291.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
518,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-01-22 00:08:57.000000,2021-07-10 15:56:42,447,,250,57.0,55.0,18.0,49.0,2071,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],402.0,385.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,17.0,6284.0,6284.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
519,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2022-03-26 17:35:11.489000,2022-03-26 09:22:25,357,1.0,251,54.0,11.0,17.0,70.0,1821,Beautiful visualizations of how language differs among document types.,12.0,24,True,2022-03-26 09:23:49.000,0.1.6,135.0,scattertext,conda-forge/scattertext,,,,291.0,281.0,https://pypi.org/project/scattertext,2022-03-26 09:23:49.000,10.0,3914.0,4975.0,https://anaconda.org/conda-forge/scattertext,2022-03-26 17:35:11.489,61545.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
520,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2022-04-30 21:09:56.000000,2021-05-25 16:49:48,947,,205,62.0,58.0,21.0,182.0,1760,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,19.0,24,False,2021-05-25 16:57:42.000,1.4.0,12.0,ampligraph,,,,['tensorflow'],20.0,20.0,https://pypi.org/project/ampligraph,2021-05-25 16:47:29.000,,1444.0,1444.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
521,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2022-04-12 10:28:24.000000,2022-04-12 10:28:11,317,11.0,334,40.0,63.0,152.0,94.0,1741,Super easy library for BERT based NLP models.,36.0,24,True,2022-04-12 10:28:24.000,2.0.3,53.0,fast-bert,,,,,2.0,,https://pypi.org/project/fast-bert,2022-04-12 10:28:24.000,2.0,1782.0,1782.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
522,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2022-04-07 20:49:55.000000,2021-01-07 09:40:40,648,,239,41.0,33.0,75.0,54.0,1719,A modular active learning framework for Python.,14.0,24,False,2021-01-07 09:47:49.000,0.4.1,12.0,modAL,,,,['sklearn'],137.0,129.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000,8.0,7414.0,7414.0,,,,,,,,3.0,20.0,,,,,,,,,,,,,,,,,,,
523,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2022-06-01 12:49:13.000000,2022-03-23 16:53:36,173,3.0,345,36.0,181.0,38.0,200.0,1717,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,19.0,24,True,2021-02-02 08:05:11.000,3.1.1,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],7.0,,https://pypi.org/project/pytorch-tabnet,2021-02-02 08:05:11.000,7.0,18257.0,18345.0,https://anaconda.org/conda-forge/pytorch-tabnet,2021-12-30 20:05:02.340,531.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
524,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2022-04-29 15:26:19.000000,2020-08-19 14:58:00,113,,200,40.0,35.0,37.0,21.0,1716,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,24,False,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],325.0,302.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,23.0,7738.0,8082.0,https://anaconda.org/conda-forge/multicore-tsne,2021-11-09 17:22:51.512,14798.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
525,FinTA,peerchemist/finta,financial-data,,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000,2022-05-05 20:54:50.000000,2021-10-19 18:06:53,392,,506,77.0,47.0,19.0,63.0,1581,Common financial technical indicators implemented in Pandas.,27.0,24,False,2021-04-03 08:51:49.000,1.3,19.0,finta,,,,,206.0,200.0,https://pypi.org/project/finta,2020-10-21 11:39:44.000,6.0,7764.0,7764.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
526,bonobo,python-bonobo/bonobo,data-pipelines,,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000,2022-04-06 18:44:11.000000,2021-03-10 15:44:00,981,,126,59.0,236.0,95.0,108.0,1511,Extract Transform Load for Python 3.5+.,37.0,24,False,2019-05-16 13:19:48.000,0.6.4,38.0,bonobo,,,http://docs.bonobo-project.org/en/master/,,168.0,135.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000,33.0,6829.0,6829.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
527,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2022-05-22 18:23:04.000000,2022-05-10 08:50:36,836,12.0,96,27.0,48.0,6.0,22.0,1240,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,24,True,2022-03-10 21:22:46.000,0.5.0,23.0,pytorch_toolbelt,,,,['pytorch'],6.0,,https://pypi.org/project/pytorch_toolbelt,2022-03-10 21:22:46.000,6.0,8762.0,8762.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
528,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-06-02 10:44:27.000000,2022-06-02 10:44:22,1224,30.0,78,27.0,68.0,14.0,12.0,1090,Monitor deep learning model training and hardware usage from your mobile phone.,7.0,24,True,2022-05-12 05:31:51.000,0.4.150,126.0,labml,,,,,55.0,49.0,https://pypi.org/project/labml,2022-05-12 05:31:51.000,6.0,3899.0,3899.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
529,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2021-12-31 19:41:11.000000,2021-12-24 18:36:59,781,,133,32.0,210.0,103.0,145.0,1062,Real-time stream processing for python.,45.0,24,True,2021-10-04 14:47:39.000,0.6.3,16.0,streamz,conda-forge/streamz,,,,324.0,295.0,https://pypi.org/project/streamz,2021-10-04 14:47:39.000,29.0,14183.0,19567.0,https://anaconda.org/conda-forge/streamz,2021-10-04 16:06:59.119,306927.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
530,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2022-06-01 09:54:05.000000,2022-06-01 09:54:02,628,27.0,137,45.0,151.0,18.0,343.0,1050,moDel Agnostic Language for Exploration and eXplanation.,20.0,24,False,2021-11-08 12:22:11.000,1.4.1,23.0,dalex,conda-forge/dalex,,,,47.0,44.0,https://pypi.org/project/dalex,2021-11-08 12:22:11.000,3.0,8981.0,9180.0,https://anaconda.org/conda-forge/dalex,2021-07-17 15:59:19.192,3386.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
531,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2022-06-02 00:53:18.000000,2022-06-01 20:54:05,5327,126.0,196,44.0,1498.0,87.0,743.0,1016,cuGraph - RAPIDS Graph Analytics Library.,85.0,24,True,2022-04-06 17:09:08.000,22.04.00,18.0,cugraph,conda-forge/libcugraph,,,,1.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,1.0,177.0,682.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,7072.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
532,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2022-03-10 02:03:55.000000,2022-03-10 02:03:55,598,3.0,177,58.0,444.0,169.0,246.0,1013,A Framework for Encrypted Machine Learning in TensorFlow.,28.0,24,True,2022-03-07 08:43:08.000,0.7.0,37.0,tf-encrypted,,,,['tensorflow'],70.0,61.0,https://pypi.org/project/tf-encrypted,2022-03-07 08:43:08.000,9.0,684.0,684.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
533,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2022-01-07 14:52:00.000000,2022-01-07 14:51:56,41,,260,53.0,34.0,8.0,77.0,996,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,8.0,24,True,2022-01-07 11:43:24.000,0.4.1,16.0,stockstats,,,,,499.0,470.0,https://pypi.org/project/stockstats,2022-01-07 11:43:24.000,29.0,8314.0,8314.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
534,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2022-05-31 12:51:15.000000,2022-05-31 12:50:38,1005,34.0,115,14.0,39.0,23.0,239.0,991,PyTorch Extension Library of Optimized Scatter Operations.,20.0,24,True,2021-10-22 11:01:13.000,2.0.9,29.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],43.0,,https://pypi.org/project/torch-scatter,2021-10-22 11:01:13.000,43.0,28879.0,32160.0,https://anaconda.org/conda-forge/pytorch_scatter,2022-03-21 15:08:01.652,78749.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
535,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2022-05-28 23:36:31.000000,2022-05-17 09:59:11,566,7.0,281,93.0,115.0,62.0,90.0,828,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,24,True,2022-01-25 21:56:31.000,1.0.2,13.0,astroML,conda-forge/astroml,,,['sklearn'],33.0,,https://pypi.org/project/astroML,2022-03-01 20:02:01.000,33.0,1471.0,1969.0,https://anaconda.org/conda-forge/astroml,2022-03-02 04:14:21.434,28920.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
536,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2022-06-02 02:26:52.000000,2022-05-28 04:38:50,631,74.0,74,24.0,84.0,9.0,24.0,770,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",11.0,24,True,2022-05-22 00:01:51.000,1.2.7,23.0,imodels,,,,,17.0,17.0,https://pypi.org/project/imodels,2022-05-22 00:01:51.000,,3159.0,3159.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
537,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,1380,,146,26.0,154.0,67.0,136.0,738,Google maps for Jupyter notebooks.,16.0,24,False,2019-07-21 08:49:48.715,0.9.0,95.0,gmaps,conda-forge/gmaps,,,['jupyter'],45.0,1.0,https://pypi.org/project/gmaps,2021-12-15 15:42:57.506,44.0,11097.0,17112.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,259757.0,,,,,3.0,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,,1757.0,,,,,,,,,,,,
538,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2022-03-11 23:25:33.000000,2019-09-02 19:02:38,1145,,153,33.0,23.0,32.0,234.0,711,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,7.0,24,False,2019-04-04 19:44:59.000,0.8.2,34.0,neupy,,,,,146.0,134.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000,12.0,2886.0,2886.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
539,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2022-04-28 15:21:36.099000,2022-04-28 01:06:33,132,6.0,105,28.0,16.0,4.0,50.0,705,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",12.0,24,True,2022-04-28 01:11:35.000,0.1.39,51.0,autoviz,conda-forge/autoviz,,,,196.0,190.0,https://pypi.org/project/autoviz,2022-04-28 01:11:35.000,6.0,54815.0,55312.0,https://anaconda.org/conda-forge/autoviz,2022-04-28 15:21:36.099,4974.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
540,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2022-06-02 06:55:39.000000,2022-04-29 08:21:54,1218,7.0,107,21.0,562.0,49.0,500.0,697,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",39.0,24,True,2022-02-10 15:54:11.000,0.12.0,41.0,icevision,,,,,5.0,,https://pypi.org/project/icevision,2022-02-10 15:54:11.000,5.0,3909.0,3909.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
541,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2022-05-18 20:08:03.000000,2022-03-15 15:01:24,15386,1.0,310,45.0,1494.0,214.0,2845.0,674,An open-source application for biological image analysis.,128.0,24,True,2021-07-22 19:01:42.000,4.2.1,43.0,cellprofiler,,,,,8.0,8.0,https://pypi.org/project/cellprofiler,2017-09-04 18:03:36.000,,718.0,745.0,,,,,,,,3.0,2733.0,,,,,,,,,,,,,,,,,,,
542,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2022-05-11 01:39:39.000000,2022-05-11 01:39:39,1729,55.0,53,19.0,211.0,80.0,243.0,520,The worlds cleanest AutoML framework - Do hyperparameter tuning with the right pipeline abstractions to write clean..,7.0,24,True,2022-04-15 23:19:03.000,0.7.0,23.0,neuraxle,,,,,33.0,32.0,https://pypi.org/project/neuraxle,2022-04-15 21:08:21.000,1.0,381.0,381.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
543,BioPandas,rasbt/biopandas,others,,https://github.com/rasbt/biopandas,https://github.com/rasbt/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2022-05-13 17:21:19.313000,2022-05-13 14:29:53,234,67.0,98,14.0,57.0,17.0,26.0,469,Working with molecular structures in pandas DataFrames.,10.0,24,True,2022-05-13 14:32:21.000,0.4.1,17.0,biopandas,conda-forge/biopandas,,,['pandas'],118.0,104.0,https://pypi.org/project/biopandas,2022-05-13 14:32:21.000,14.0,4198.0,5821.0,https://anaconda.org/conda-forge/biopandas,2022-05-13 17:21:19.313,107153.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
544,findspark,minrk/findspark,others,,https://github.com/minrk/findspark,https://github.com/minrk/findspark,BSD-3-Clause,2015-06-12 21:34:06.000,2022-02-11 17:17:32.393000,2022-02-11 07:59:35,77,,67,8.0,17.0,12.0,11.0,440,Find pyspark to make it importable.,15.0,24,True,2022-02-11 08:02:06.000,2.0.1,14.0,findspark,conda-forge/findspark,,,['spark'],2628.0,2492.0,https://pypi.org/project/findspark,2022-02-11 08:02:06.000,136.0,2346177.0,2355172.0,https://anaconda.org/conda-forge/findspark,2022-02-11 17:17:32.393,647693.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
545,neon,NervanaSystems/neon,ml-frameworks,,https://github.com/NervanaSystems/neon,https://github.com/NervanaSystems/neon,Apache-2.0,2014-10-16 01:00:17.000,2022-05-02 20:25:45.287000,2019-05-22 18:27:54,1118,,832,334.0,89.0,90.0,306.0,3859,Intel Nervana reference deep learning framework committed to best performance on all hardware.,108.0,23,False,2018-01-05 23:25:04.000,2.6.0,32.0,nervananeon,anaconda/neon,,,,1.0,,https://pypi.org/project/nervananeon,2018-01-05 23:25:04.000,1.0,47.0,66.0,https://anaconda.org/anaconda/neon,2022-05-02 20:25:45.287,1160.0,,,,,3.0,335.0,,,,,,,,,,,,,,,,,,,
546,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2022-01-23 11:27:35.000000,2021-06-02 09:45:13,150,,623,99.0,32.0,89.0,109.0,3620,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,23,True,2020-01-08 15:37:35.000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],89.0,84.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000,5.0,4535.0,4539.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,,208.0,3.0,,,,,,,,,,,,,,,,,,,,
547,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2022-06-02 09:33:13.000000,2022-05-24 22:59:59,1128,65.0,673,134.0,975.0,248.0,331.0,3310,Simple and Distributed Machine Learning.,92.0,23,True,2022-01-12 22:42:34.000,0.9.5,23.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000,,2.0,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
548,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,MIT,2019-04-13 20:00:52.000,2022-05-22 02:02:04.000000,2022-05-22 02:02:04,149,4.0,595,76.0,52.0,151.0,95.0,2936,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,21.0,23,True,2021-10-18 02:38:39.000,0.8.1,18.0,gpt-2-simple,,,,['tensorflow'],5.0,,https://pypi.org/project/gpt-2-simple,2021-10-18 01:47:20.000,5.0,5446.0,5454.0,,,,,,,,3.0,305.0,,,,,,,,,,,,,,,,,,,
549,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2022-06-01 21:45:30.000000,2022-06-01 21:43:52,386,36.0,271,53.0,405.0,48.0,98.0,2646,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",32.0,23,True,2021-11-02 17:21:02.000,0.1.6,6.0,vissl,,,,['pytorch'],8.0,7.0,https://pypi.org/project/vissl,2021-11-02 15:36:07.000,1.0,756.0,756.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
