,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
341,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2024-05-14 18:30:13.000000,2023-02-26 20:07:33,189.0,,510.0,76.0,38.0,12.0,121.0,3828.0,Missing data visualization module for Python.,18.0,29,False,2023-02-26 20:11:59.371,0.5.2,26.0,missingno,conda-forge/missingno,,,,16474.0,16360.0,https://pypi.org/project/missingno,2023-02-26 20:11:59.371,114.0,248979.0,417094.0,https://anaconda.org/conda-forge/missingno,2024-03-02 01:06:27.711,336230.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
342,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2024-05-02 05:07:00.000000,2024-04-18 17:19:51,1212.0,31.0,471.0,63.0,733.0,7.0,532.0,3528.0,On-device wake word detection powered by deep learning.,37.0,29,True,2024-01-30 21:38:49.000,3.0.2,34.0,pvporcupine,,,,,43.0,28.0,https://pypi.org/project/pvporcupine,2024-01-30 21:38:49.000,15.0,7949.0,7949.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
343,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2024-05-16 18:13:04.000000,2024-05-16 18:13:03,456.0,2.0,524.0,113.0,93.0,21.0,101.0,3439.0,Module for automatic summarization of text documents and HTML pages.,32.0,29,True,2022-10-23 16:42:18.783,0.11.0,16.0,sumy,conda-forge/sumy,,,,2796.0,2769.0,https://pypi.org/project/sumy,2022-10-23 16:42:18.783,27.0,512722.0,512952.0,https://anaconda.org/conda-forge/sumy,2023-06-16 19:26:28.563,8063.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
344,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,AGPL-3.0,2021-10-11 14:48:38.000,2024-05-21 23:00:48.000000,2024-02-22 12:17:17,1487.0,,246.0,19.0,1746.0,287.0,726.0,3432.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,53.0,29,False,2024-01-31 13:08:55.000,0.18.1,60.0,deepchecks,,,,,385.0,378.0,https://pypi.org/project/deepchecks,2024-01-31 13:08:49.000,7.0,75161.0,75188.0,,,,,,,,2.0,837.0,,,,,,,,,,,,,,,,,,,
345,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2024-03-20 16:17:12.000000,2022-04-29 04:19:24,1698.0,,384.0,45.0,1085.0,2.0,353.0,3237.0,Accelerated deep learning R&D.,104.0,29,False,2022-04-29 04:45:11.000,22.04,108.0,catalyst,,,,['pytorch'],1160.0,1130.0,https://pypi.org/project/catalyst,2022-04-29 04:46:04.000,30.0,12687.0,12687.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
346,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2024-05-30 05:55:15.000000,2024-05-22 15:39:19,861.0,45.0,366.0,41.0,938.0,33.0,312.0,3181.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",46.0,29,True,2024-03-04 14:51:09.000,0.8.1,15.0,python-doctr,,,,"['tensorflow', 'pytorch']",3.0,,https://pypi.org/project/python-doctr,2024-03-04 14:51:09.000,3.0,30610.0,106971.0,,,,,,,,2.0,2978092.0,,,,,,,,,,,,,,,,,,,
347,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452.0,,674.0,110.0,72.0,100.0,123.0,2984.0,Productivity Tools for Plotly + Pandas.,38.0,29,False,2020-03-01 17:42:01.000,0.17.3,28.0,cufflinks,,,,['pandas'],10940.0,10836.0,https://pypi.org/project/cufflinks,2020-03-01 17:42:01.000,104.0,63366.0,63366.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
348,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2024-03-22 11:10:03.000000,2023-06-20 03:14:12,435.0,,294.0,33.0,476.0,53.0,30.0,2965.0,torch-optimizer -- collection of optimizers for Pytorch.,26.0,29,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],1265.0,1181.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,84.0,125046.0,125320.0,https://anaconda.org/conda-forge/torch-optimizer,2023-06-16 19:25:40.043,10167.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
349,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2024-05-24 02:52:36.000000,2024-05-22 12:58:11,1169.0,19.0,388.0,49.0,75.0,149.0,479.0,2951.0,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",26.0,29,True,2024-05-22 13:25:36.000,1.1.7,91.0,mljar-supervised,conda-forge/mljar-supervised,,,,115.0,112.0,https://pypi.org/project/mljar-supervised,2024-05-22 12:58:42.000,3.0,2894.0,3321.0,https://anaconda.org/conda-forge/mljar-supervised,2024-05-22 19:47:51.730,14964.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
350,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2024-04-10 12:25:23.000000,2021-10-29 06:15:49,2535.0,,424.0,63.0,933.0,325.0,745.0,2906.0,StellarGraph - Machine Learning on Graphs.,37.0,29,False,2021-02-22 06:35:38.731,1.2.1,25.0,stellargraph,,,,['tensorflow'],271.0,260.0,https://pypi.org/project/stellargraph,2021-02-22 06:35:38.731,11.0,8357.0,8357.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
351,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2024-05-29 02:51:02.000000,2024-05-29 02:40:34,3539.0,19.0,334.0,153.0,1177.0,35.0,60.0,2697.0,Neural Network Libraries.,76.0,29,True,2024-05-29 05:14:17.000,1.39.0,79.0,nnabla,,,,,44.0,,https://pypi.org/project/nnabla,2024-05-29 02:51:02.000,44.0,3788.0,3799.0,,,,,,,,3.0,918.0,,,,,,,,,,,,,,,,,,,
352,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2023-10-06 04:01:21.000000,2022-12-25 20:52:27,843.0,,519.0,95.0,1045.0,260.0,297.0,2552.0,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",86.0,29,False,2020-08-13 19:17:42.000,0.10.0,26.0,gluonnlp,,,,['mxnet'],1566.0,1544.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000,22.0,77305.0,77305.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
353,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2024-03-18 12:42:13.000000,2018-08-19 12:37:47,130.0,,279.0,65.0,60.0,29.0,39.0,2405.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,29,False,2018-08-19 12:25:39.290,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],5031.0,4947.0,https://pypi.org/project/scikit-plot,2018-08-19 12:25:39.290,84.0,471663.0,473788.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,174256.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
354,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000000,2024-01-21 16:46:47,1134.0,,336.0,44.0,57.0,68.0,207.0,2348.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,29,True,2024-01-21 16:17:36.000,1.3.1,35.0,spektral,,,,['tensorflow'],302.0,295.0,https://pypi.org/project/spektral,2024-01-21 16:17:36.000,7.0,9244.0,9244.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
355,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Intel,2019-02-26 10:10:56.000,2024-05-23 00:34:40.000000,2024-05-21 08:57:13,663.0,11.0,247.0,52.0,652.0,146.0,225.0,2313.0,Algorithms for explaining machine learning models.,22.0,29,False,2024-04-18 15:30:25.000,0.9.6,34.0,alibi,,,,,628.0,603.0,https://pypi.org/project/alibi,2024-04-18 15:29:10.000,25.0,16115.0,16115.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
356,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Intel,2019-10-07 13:29:13.000,2024-05-21 10:49:30.000000,2024-05-21 10:49:30,727.0,11.0,216.0,37.0,537.0,141.0,235.0,2111.0,"Algorithms for outlier, adversarial and drift detection.",23.0,29,False,2024-04-17 16:12:46.000,0.12.0,38.0,alibi-detect,,,,,447.0,440.0,https://pypi.org/project/alibi-detect,2024-04-17 16:12:46.000,7.0,35927.0,35927.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
357,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2024-05-30 10:42:05.000000,2024-05-22 08:40:13,851.0,6.0,392.0,37.0,879.0,170.0,294.0,1823.0,A Python package to assess and improve fairness of machine learning models.,82.0,29,True,2023-12-19 14:14:09.000,0.10.0,20.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],53.0,3.0,https://pypi.org/project/fairlearn,2023-12-19 02:11:12.000,50.0,250798.0,251572.0,https://anaconda.org/conda-forge/fairlearn,2023-12-20 11:56:56.090,32542.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
358,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2024-05-30 00:05:47.000000,2024-05-19 14:52:17,713.0,2.0,318.0,43.0,367.0,81.0,215.0,1626.0,Training PyTorch models with differential privacy.,79.0,29,True,2024-02-11 17:28:30.000,1.4.1,21.0,opacus,conda-forge/opacus,,,['pytorch'],831.0,799.0,https://pypi.org/project/opacus,2024-02-11 17:28:30.000,32.0,134016.0,134525.0,https://anaconda.org/conda-forge/opacus,2024-02-11 19:23:25.249,14211.0,,,,,2.0,109.0,,,,,,,,,,,,,,,,,,,
359,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2024-05-25 02:57:17.000000,2023-09-26 23:11:11,163.0,,187.0,34.0,73.0,23.0,52.0,1497.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,8.0,29,True,2023-09-26 22:07:23.000,0.2.6,5.0,torchsde,conda-forge/torchsde,,,['pytorch'],3117.0,3087.0,https://pypi.org/project/torchsde,2023-09-26 21:52:19.000,30.0,1346135.0,1346672.0,https://anaconda.org/conda-forge/torchsde,2023-06-16 19:24:16.458,21501.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
360,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-04-25 08:57:36.000000,2024-04-25 00:46:12,1435.0,14.0,271.0,73.0,105.0,33.0,55.0,1243.0,Model analysis tools for TensorFlow.,57.0,29,True,2024-04-25 08:57:36.000,0.46.0,57.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",25.0,2.0,https://pypi.org/project/tensorflow-model-analysis,2024-04-25 08:57:36.000,23.0,78172.0,78172.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
361,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2024-05-03 21:03:08.000000,2024-01-17 21:03:09,532.0,,411.0,51.0,40.0,16.0,139.0,1225.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,29,True,2022-09-06 19:52:23.000,0.12.2,17.0,kmodes,conda-forge/kmodes,,,,2662.0,2624.0,https://pypi.org/project/kmodes,2022-09-06 19:38:02.764,38.0,315548.0,316427.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,43113.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
362,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2024-04-01 17:38:38.000000,2024-03-25 14:43:57,494.0,1.0,120.0,32.0,128.0,27.0,74.0,892.0,Python bindings and utilities for GeoJSON.,56.0,29,True,2023-11-05 21:06:50.000,3.1.0,31.0,geojson,conda-forge/geojson,,,,17960.0,17306.0,https://pypi.org/project/geojson,2023-11-05 21:06:50.000,654.0,1711993.0,1765731.0,https://anaconda.org/conda-forge/geojson,2023-11-06 11:21:40.354,806070.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
363,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2024-05-15 15:22:35.000000,2024-05-15 15:22:35,674.0,8.0,104.0,14.0,97.0,71.0,65.0,852.0,A Python nearest neighbor descent for approximate nearest neighbors.,29.0,29,True,2024-03-29 20:37:40.000,0.5.12,31.0,pynndescent,conda-forge/pynndescent,,,,6661.0,6522.0,https://pypi.org/project/pynndescent,2024-03-29 20:37:40.000,139.0,1460583.0,1500935.0,https://anaconda.org/conda-forge/pynndescent,2024-03-29 21:39:55.734,1856207.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
364,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2024-05-22 06:32:24.000000,2024-05-22 06:30:31,1311.0,9.0,149.0,50.0,57.0,20.0,69.0,831.0,Computer Vision in Python.,35.0,29,True,2024-04-17 11:27:48.000,1.4.15,61.0,mahotas,conda-forge/mahotas,,,,1327.0,1267.0,https://pypi.org/project/mahotas,2024-04-17 11:27:48.000,60.0,14854.0,23657.0,https://anaconda.org/conda-forge/mahotas,2024-05-18 06:10:05.533,413771.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
365,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2024-05-07 15:53:15.000000,2024-05-01 16:34:13,823.0,14.0,75.0,26.0,385.0,109.0,233.0,571.0,"Simple, concise geographical visualization in Python.",32.0,29,True,2024-04-05 15:56:28.000,1.12.0,63.0,geoviews,conda-forge/geoviews,,,,1055.0,999.0,https://pypi.org/project/geoviews,2024-04-05 10:57:38.000,56.0,13278.0,18346.0,https://anaconda.org/conda-forge/geoviews,2024-04-05 16:04:19.139,223017.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
366,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-05-18 15:32:00.000000,2024-04-12 14:18:33,232.0,5.0,58.0,13.0,206.0,13.0,187.0,320.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,29,True,2024-04-12 14:20:43.000,3.9.1,72.0,pystan,conda-forge/pystan,,,,9984.0,9827.0,https://pypi.org/project/pystan,2024-04-12 14:20:43.000,157.0,1949084.0,1982008.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2831543.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
367,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-05-06 20:38:27.000000,2024-05-06 20:36:49,342.0,9.0,1365.0,428.0,50.0,102.0,87.0,10395.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,28,True,2024-05-06 20:38:27.000,4.0.9,47.0,dopamine-rl,,,,['tensorflow'],31.0,21.0,https://pypi.org/project/dopamine-rl,2024-05-06 20:38:27.000,10.0,31633.0,31633.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
368,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2024-04-05 19:03:17.000000,2022-11-08 22:11:16,98.0,,1772.0,205.0,73.0,109.0,36.0,10155.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,30.0,28,False,2023-05-24 15:11:00.531,2.0.1,9.0,english-words,,,,,15.0,2.0,https://pypi.org/project/english-words,2023-05-24 15:11:00.531,13.0,61947.0,61947.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
369,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2024-05-02 01:34:04.000000,2023-04-19 16:47:52,581.0,,1146.0,350.0,80.0,49.0,231.0,7934.0,StarCraft II Learning Environment.,39.0,28,False,2022-07-13 12:08:43.000,4.0,8.0,pysc2,,,,,782.0,756.0,https://pypi.org/project/pysc2,2022-07-13 12:02:04.256,26.0,2289.0,2676.0,,,,,,,,2.0,31350.0,,google-deepmind/pysc2,,,,,,,,,,,,,,,,,
370,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:58:01.158000,2023-05-24 15:56:22,277.0,,909.0,267.0,98.0,82.0,81.0,7331.0,Visualizations for machine learning datasets.,31.0,28,True,2023-05-24 15:58:01.158,1.1.1,9.0,facets-overview,,,,['jupyter'],248.0,240.0,https://pypi.org/project/facets-overview,2023-05-24 15:58:01.158,8.0,186315.0,186315.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
371,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2023-10-24 07:07:43.000000,2023-08-16 23:55:56,220.0,,1330.0,175.0,46.0,78.0,238.0,6844.0,2D and 3D Face alignment library build using pytorch.,26.0,28,True,2023-08-17 14:43:11.000,1.4.1,14.0,face-alignment,,,,['pytorch'],30.0,21.0,https://pypi.org/project/face-alignment,2023-08-17 14:43:11.000,9.0,73842.0,73842.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
372,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2023-09-17 12:33:41.000000,2019-11-11 22:14:54,308.0,,1368.0,204.0,158.0,44.0,227.0,5496.0,Deep Reinforcement Learning for Keras.,41.0,28,False,2018-06-01 07:52:24.000,0.4.2,8.0,keras-rl,,,,['tensorflow'],770.0,764.0,https://pypi.org/project/keras-rl,2018-06-01 07:52:24.000,6.0,1564.0,1564.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
373,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,Apache-2.0,2016-02-10 20:06:05.000,2024-03-18 16:23:03.000000,2018-07-25 01:28:08,1796.0,,780.0,273.0,438.0,221.0,329.0,4823.0,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,28,False,2018-01-22 06:03:37.000,1.3.5,28.0,edward,,,,['tensorflow'],319.0,317.0,https://pypi.org/project/edward,2018-01-22 06:03:05.000,2.0,451.0,451.0,,,,,,,,3.0,22.0,,,,,,,,,,,,,,,,,,,
374,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2024-03-07 14:59:40.000000,2022-08-06 21:47:18,182.0,,436.0,71.0,61.0,101.0,56.0,4552.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,28,False,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,1869.0,1862.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,7.0,278103.0,278103.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
375,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2024-03-16 11:54:12.000000,2022-04-01 13:57:36,131.0,,988.0,146.0,31.0,51.0,77.0,4275.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,28,False,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,8590.0,8503.0,https://pypi.org/project/vadersentiment,2020-05-22 15:07:00.000,87.0,213282.0,213652.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,14066.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
376,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2024-05-28 14:01:22.000000,2024-04-05 14:20:01,251.0,2.0,917.0,52.0,55.0,69.0,106.0,4230.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,17.0,28,True,2024-04-29 17:50:14.000,2.6.0,33.0,facenet-pytorch,,,,['pytorch'],1862.0,1832.0,https://pypi.org/project/facenet-pytorch,2024-04-29 17:50:14.000,30.0,62531.0,81097.0,,,,,,,,3.0,1002599.0,,,,,,,,,,,,,,,,,,,
377,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2024-04-13 16:57:34.000000,2024-03-19 16:05:30,525.0,2.0,725.0,176.0,82.0,8.0,280.0,4177.0,A python wrapper for Alpha Vantage API for financial data.,43.0,28,True,2020-12-21 02:37:29.000,2.3.1,34.0,alpha_vantage,conda-forge/alpha_vantage,,,,602.0,569.0,https://pypi.org/project/alpha_vantage,2020-12-21 02:36:15.000,33.0,31770.0,31938.0,https://anaconda.org/conda-forge/alpha_vantage,2023-06-16 19:24:19.804,6739.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
378,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2024-03-02 15:10:25.000000,2021-05-10 18:34:53,57.0,,412.0,37.0,56.0,137.0,43.0,3975.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,28,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],14353.0,14233.0,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000,120.0,234214.0,234214.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
379,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,971.0,217.0,408.0,140.0,402.0,3848.0,Lightweight library to build and train neural networks in Theano.,72.0,28,False,2015-08-13 21:00:09.000,0.1,2.0,lasagne,,,,,1057.0,1045.0,https://pypi.org/project/lasagne,2015-08-13 21:10:53.000,12.0,2303.0,2303.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
380,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2024-05-21 06:21:14.000000,2024-03-15 19:57:42,1777.0,12.0,584.0,39.0,831.0,481.0,283.0,3669.0,Time series forecasting with PyTorch.,44.0,28,True,2023-04-10 19:57:38.490,1.0.0,34.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,16.0,,https://pypi.org/project/pytorch-forecasting,2020-07-26 21:35:43.000,16.0,51717.0,53017.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,57208.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
381,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2024-05-20 11:58:19.000000,2024-05-20 11:57:13,1201.0,6.0,413.0,82.0,54.0,62.0,202.0,3401.0,A library of reinforcement learning components and agents.,85.0,28,True,2022-02-10 06:52:27.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],204.0,201.0,https://pypi.org/project/dm-acme,2022-02-10 06:52:27.000,3.0,1520.0,1725.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,8640.0,,,,,2.0,,,google-deepmind/acme,,,,,,,,,,,,,,,,,
382,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2023-06-05 03:00:37.000000,2022-12-13 03:52:09,2484.0,,455.0,82.0,245.0,61.0,155.0,3036.0,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,61.0,28,False,2022-10-31 14:47:34.183,1.0.1,24.0,fastnlp,,,,,187.0,185.0,https://pypi.org/project/fastnlp,2022-10-31 14:47:34.183,2.0,60944.0,60945.0,,,,,,,,2.0,77.0,,,,,,,,,,,,,,,,,,,
