,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
429,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2024-01-05 13:23:40.000000,2024-01-05 13:23:24,534.0,19.0,393.0,32.0,48.0,10.0,120.0,1335.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,28.0,27,False,2023-03-02 15:10:38.000,2.3.1,3.0,minisom,,,,,510.0,510.0,https://pypi.org/project/minisom,,,22567.0,22567.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
430,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-11-29 23:41:32.898000,2023-11-29 13:48:39,684.0,4.0,149.0,24.0,124.0,2.0,128.0,1311.0,"Extensible, parallel implementations of t-SNE.",11.0,27,True,2023-11-29 14:50:50.000,1.0.1,21.0,opentsne,conda-forge/opentsne,,,,709.0,709.0,https://pypi.org/project/opentsne,,,20785.0,26445.0,https://anaconda.org/conda-forge/opentsne,2023-11-29 23:41:32.898,232100.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
431,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-10-05 01:24:33.000000,2023-10-05 01:24:32,851.0,,262.0,75.0,481.0,38.0,198.0,1288.0,Underthesea - Vietnamese NLP Toolkit.,18.0,27,False,2023-09-22 23:57:31.000,6.8.0,125.0,underthesea,,,,,920.0,893.0,https://pypi.org/project/underthesea,2023-09-22 23:50:49.000,27.0,10053.0,10123.0,,,,,,,,2.0,5646.0,,,,,,,,,,,,,,,,,,,
432,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-12-30 18:26:25.000000,2023-12-30 17:46:40,1015.0,10.0,107.0,26.0,114.0,27.0,52.0,1237.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",22.0,27,True,2023-10-05 02:21:28.000,1.4.1,44.0,imodels,,,,,63.0,59.0,https://pypi.org/project/imodels,2023-10-05 02:20:48.000,4.0,23152.0,23152.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
433,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-12-11 14:44:53.000000,2023-12-11 14:44:44,4204.0,4.0,285.0,84.0,640.0,16.0,607.0,1234.0,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,27,True,2023-08-01 02:38:24.000,23.07,34.0,pysal,conda-forge/pysal,,,,38.0,,https://pypi.org/project/pysal,2023-08-01 02:39:38.000,38.0,16770.0,29360.0,https://anaconda.org/conda-forge/pysal,2023-10-04 23:43:19.864,528800.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
434,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2023-11-28 23:16:10.000000,2023-09-10 06:51:22,1752.0,,188.0,42.0,257.0,59.0,212.0,1198.0,Python audio and music signal processing library.,20.0,27,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,422.0,389.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,33.0,2281.0,2281.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
435,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2024-01-08 09:55:48.000000,2024-01-08 09:55:26,1042.0,30.0,206.0,24.0,124.0,23.0,186.0,1024.0,Survival analysis built on top of scikit-learn.,18.0,27,False,2023-12-30 23:36:40.000,0.22.2,28.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],419.0,405.0,https://pypi.org/project/scikit-survival,2023-12-30 23:36:40.000,14.0,38035.0,40719.0,https://anaconda.org/conda-forge/scikit-survival,2023-12-31 00:55:10.043,69790.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
436,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-01-08 08:18:46.000000,2024-01-08 08:17:25,796.0,19.0,114.0,29.0,399.0,68.0,306.0,974.0,BAyesian Model-Building Interface (Bambi) in Python.,36.0,27,True,2023-10-25 02:06:14.000,0.13.0,28.0,bambi,conda-forge/bambi,,,,110.0,101.0,https://pypi.org/project/bambi,2023-10-25 02:06:14.000,9.0,13460.0,14225.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,28341.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
437,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2024-01-10 09:27:27.000000,2023-08-01 13:02:51,2070.0,,214.0,42.0,583.0,83.0,431.0,946.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,27,False,2023-08-01 13:38:54.000,2.0.2,47.0,smac,conda-forge/smac,,,,48.0,,https://pypi.org/project/smac,2023-08-01 13:30:07.000,48.0,57677.0,58210.0,https://anaconda.org/conda-forge/smac,2023-08-11 21:35:06.370,18123.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
438,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2023-12-21 00:15:39.000000,2023-12-10 17:08:00,241.0,38.0,79.0,21.0,83.0,35.0,55.0,543.0,pyspark methods to enhance developer productivity.,24.0,27,True,2023-02-17 21:55:30.000,0.10.0,13.0,quinn,,,,['spark'],80.0,74.0,https://pypi.org/project/quinn,2023-02-17 21:54:00.812,6.0,848728.0,848728.0,,,,,,,,3.0,9.0,,,,,,,,,,,,,,,,,,,
439,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2023-12-07 17:31:04.000000,2023-11-15 06:26:56,1617.0,3.0,808.0,148.0,1561.0,114.0,125.0,7857.0,Trax Deep Learning with Clear Code and Speed.,79.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,134.0,133.0,https://pypi.org/project/trax,2021-10-26 20:29:00.538,1.0,2800.0,2800.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
440,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,609.0,140.0,31.0,66.0,54.0,5497.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,18.0,flashtext,conda-forge/flashtext,,,,1517.0,1469.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,48.0,1010603.0,1011036.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18194.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
441,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2023-12-05 20:52:12.000000,2023-11-08 00:58:38,213.0,4.0,293.0,67.0,179.0,22.0,54.0,4855.0,"A data augmentations library for audio, image, text, and video.",34.0,26,True,2023-12-05 20:52:12.000,1.0.1,18.0,augly,,,,,100.0,96.0,https://pypi.org/project/augly,2023-12-05 20:52:12.000,4.0,1451.0,1451.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
442,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-01-10 22:04:02.000000,2023-10-05 16:17:35,6152.0,,513.0,154.0,1903.0,299.0,1327.0,4318.0,ArrayFire: a general purpose GPU library.,88.0,26,True,2023-08-29 19:49:26.000,3.9.0,34.0,arrayfire,,,,,,,https://pypi.org/project/arrayfire,,,721.0,770.0,,,,,,,,2.0,5127.0,,,,,,,,,,,,,,,,,,,
443,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2023-07-29 21:28:21.000000,2023-07-05 18:14:28,901.0,,548.0,103.0,617.0,89.0,606.0,4142.0,Visual analysis and diagnostic tools to facilitate machine learning model selection.,113.0,26,True,2022-08-21 12:49:43.000,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],86.0,,https://pypi.org/project/yellowbrick,2022-08-21 16:11:55.287,86.0,383535.0,385324.0,https://anaconda.org/conda-forge/yellowbrick,2023-06-16 19:21:13.554,73378.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
444,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-11-02 03:20:32.000000,2023-11-02 03:20:28,249.0,1.0,803.0,52.0,50.0,62.0,106.0,3943.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,26,True,2023-04-07 19:27:35.000,2.5.3,32.0,facenet-pytorch,,,,['pytorch'],1501.0,1482.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,19.0,33646.0,48717.0,,,,,,,,3.0,753557.0,,,,,,,,,,,,,,,,,,,
445,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-10-28 04:01:29.000000,2023-09-01 03:04:11,1137.0,,710.0,62.0,1011.0,159.0,737.0,3889.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",90.0,26,True,2023-07-04 07:12:41.567,1.0.1,20.0,mmocr,,,,['pytorch'],109.0,107.0,https://pypi.org/project/mmocr,2022-05-05 14:21:18.000,2.0,4193.0,4193.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
446,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2024-01-10 12:41:25.000000,2023-10-12 08:57:51,209.0,,309.0,85.0,93.0,48.0,32.0,3436.0,Python library that makes it easy for data scientists to create charts.,25.0,26,True,2023-10-12 09:02:25.000,4.0.5,25.0,chartify,conda-forge/chartify,,,,83.0,73.0,https://pypi.org/project/chartify,2023-10-12 09:02:25.000,10.0,3208.0,3680.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,29321.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
447,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-01-10 20:23:09.000000,2023-11-08 16:40:21,1347.0,5.0,336.0,71.0,1247.0,91.0,77.0,3270.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,34.0,26,True,2023-11-08 16:44:23.000,1.0.2,11.0,lit-nlp,conda-forge/lit-nlp,,,,26.0,25.0,https://pypi.org/project/lit-nlp,2023-11-08 16:44:23.000,1.0,2411.0,4071.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,66402.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
448,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2023-08-14 20:14:15.000000,2023-08-14 20:14:08,2108.0,,538.0,145.0,237.0,35.0,631.0,3269.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,84.0,26,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,,,['tensorflow'],434.0,432.0,https://pypi.org/project/tensorforce,2021-08-30 20:13:45.000,2.0,610.0,610.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
449,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-12-18 12:05:47.000000,2023-11-25 05:36:27,4323.0,37.0,555.0,40.0,994.0,193.0,668.0,3019.0,"A unified, comprehensive and efficient recommendation library.",70.0,26,True,2023-11-04 11:23:19.000,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,2023-10-31 12:52:34.000,2.0,1849.0,1963.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4367.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
450,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-12-09 00:22:24.000000,2023-12-09 00:22:24,2360.0,35.0,680.0,165.0,60.0,7.0,697.0,2998.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,28.0,26,True,2023-10-23 21:02:38.000,1.6.0,20.0,,bioconda/deepvariant,,,['tensorflow'],,,,,,,904.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,60532.0,,,,,3.0,4696.0,,,,,,,,,,,,,,,,,,,
451,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2023-12-19 18:37:18.000000,2023-12-19 18:37:18,17589.0,1.0,1050.0,218.0,3649.0,429.0,1111.0,2983.0,Unified and efficient Machine Learning.,248.0,26,True,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,1658.0,https://anaconda.org/conda-forge/shogun,2023-06-16 13:22:38.816,128653.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1502.0,3.0,,,,,,,,,,shogun,,,,,,,,,,
452,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,1007.0,167.0,214.0,42.0,146.0,2946.0,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,687.0,669.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,18.0,2098.0,2382.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,20214.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
453,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,216.0,48.0,481.0,45.0,70.0,2676.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,26,False,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,199.0,196.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,14604.0,14605.0,,,,,,,,2.0,61.0,,,,,,,,,,,,,,,,,,,
454,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,217.0,66.0,42.0,17.0,23.0,2657.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,26,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,867.0,862.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,5.0,86702.0,86980.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,14202.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
455,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-11-17 18:46:16.000000,2022-09-28 17:12:28,249.0,,271.0,27.0,316.0,74.0,37.0,2346.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,False,2022-09-28 08:51:19.531,0.2.12,12.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],783.0,782.0,https://pypi.org/project/lazypredict,2022-09-28 08:51:19.531,1.0,16103.0,16196.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2709.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
456,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2023-06-01 22:20:25.000000,2023-06-01 22:10:29,1131.0,,335.0,44.0,57.0,65.0,201.0,2313.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,26,True,2023-06-01 22:20:25.000,1.3,34.0,spektral,,,,['tensorflow'],263.0,257.0,https://pypi.org/project/spektral,2023-06-01 22:17:00.684,6.0,6492.0,6492.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
457,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-01-09 21:08:19.000000,2024-01-09 20:57:18,83.0,29.0,310.0,28.0,278.0,42.0,308.0,2249.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,6.0,26,True,2024-01-09 21:16:07.000,0.1.1,19.0,adapter-transformers,,,,['huggingface'],20.0,13.0,https://pypi.org/project/adapter-transformers,2023-12-16 14:14:02.000,7.0,16352.0,16352.0,,,,,,,,3.0,,,,adapter-hub/adapters,,,,,,,,,,,,,,,,
458,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-12-11 01:22:43.000000,2023-11-21 19:33:43,419.0,3.0,780.0,93.0,265.0,146.0,93.0,2231.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",70.0,26,True,2022-09-03 03:41:16.000,0.5.0,10.0,aif360,conda-forge/aif360,,,,352.0,352.0,https://pypi.org/project/aif360,,,5466.0,5661.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7807.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
459,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-12-11 14:10:11.000000,2023-12-11 01:57:13,644.0,9.0,236.0,66.0,31.0,60.0,92.0,2165.0,Fast and Easy Infinite Neural Networks in Python.,29.0,26,True,2023-12-11 14:10:12.000,0.6.5,31.0,neural-tangents,,,,,92.0,91.0,https://pypi.org/project/neural-tangents,2023-12-11 14:00:20.000,1.0,1205.0,1213.0,,,,,,,,3.0,353.0,,,,,,,,,,,,,,,,,,,
460,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2024-01-10 20:38:05.000000,2023-06-01 12:18:23,739.0,,357.0,43.0,43.0,96.0,56.0,2085.0,A modular active learning framework for Python.,20.0,26,True,2024-01-10 20:38:05.000,0.56.4506,486.0,modAL,,,,['sklearn'],35.0,27.0,https://pypi.org/project/modAL,2024-01-10 20:38:05.000,8.0,124354.0,124354.0,,,,,,,,3.0,29.0,,,,,,,,,,,,,,,,,,,
461,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-09-09 21:39:29.000000,2021-07-09 11:06:18,56.0,,488.0,41.0,24.0,66.0,38.0,2079.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,26,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],4569.0,4518.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,51.0,46155.0,46388.0,https://anaconda.org/conda-forge/mtcnn,2023-06-16 19:18:00.316,10965.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
462,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2023-06-16 19:23:39.686000,2021-07-16 09:03:20,66.0,,463.0,39.0,42.0,64.0,58.0,2047.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1913.0,1899.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,14.0,55580.0,60116.0,https://anaconda.org/anaconda/efficientnet,2023-06-16 19:23:39.686,471.0,,,,,3.0,253349.0,,,,,,,,,,,,,,,,,,,
463,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-01-11 02:54:28.000000,2024-01-10 14:03:56,1666.0,183.0,118.0,29.0,122.0,18.0,20.0,1744.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2023-09-10 04:20:57.000,0.4.168,144.0,labml,,,,,126.0,120.0,https://pypi.org/project/labml,2023-09-10 04:20:57.000,6.0,2002.0,2002.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
464,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,1.0,275.0,41.0,495.0,172.0,151.0,1710.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,26,True,2022-12-16 20:54:02.878,0.12.1,86.0,petastorm,,,,,152.0,144.0,https://pypi.org/project/petastorm,2023-02-03 00:33:00.499,8.0,23915.0,23921.0,,,,,,,,3.0,433.0,,,,,,,,,,,,,,,,,,,
465,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2023-09-11 22:28:27.000000,2023-06-20 13:16:50,391.0,,156.0,25.0,81.0,42.0,34.0,1634.0,A Python package for time series classification.,14.0,26,True,2023-06-18 12:36:11.801,0.13.0,19.0,pyts,conda-forge/pyts,,,,538.0,519.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,19.0,102207.0,103025.0,https://anaconda.org/conda-forge/pyts,2023-06-18 16:28:23.633,22100.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
466,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2023-11-17 19:39:54.000000,2023-11-17 19:39:45,658.0,1.0,259.0,50.0,312.0,99.0,17.0,1495.0,Mesh TensorFlow: Model Parallelism Made Easier.,50.0,26,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],912.0,882.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,30.0,21591.0,21591.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
467,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-01-11 03:38:34.000000,2024-01-10 21:51:13,6231.0,97.0,262.0,47.0,2493.0,246.0,1346.0,1485.0,cuGraph - RAPIDS Graph Analytics Library.,107.0,26,True,2023-12-06 19:21:19.000,23.12.00,33.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,,,159.0,695.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17703.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
468,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,260.0,49.0,87.0,22.0,188.0,1469.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,26,True,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],506.0,490.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,16.0,5521.0,5670.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6421.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
469,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2023-10-25 17:26:07.000000,2021-10-21 17:45:17,202.0,,173.0,26.0,36.0,1.0,116.0,1210.0,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1540.0,1507.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,33.0,24027.0,24027.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
470,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2023-06-16 13:22:22.238000,2022-12-22 14:52:10,805.0,,143.0,35.0,214.0,109.0,152.0,1208.0,Real-time stream processing for python.,48.0,26,False,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,479.0,439.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,40.0,18066.0,27998.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,754863.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
