,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
436,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2024-06-18 04:54:15.000000,2022-12-22 14:52:10,805.0,,148.0,34.0,215.0,118.0,152.0,1239.0,Real-time stream processing for python.,48.0,27,False,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,130218.0,551.0,494.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,57.0,117923.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,1045145.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
437,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2024-02-25 11:40:08.000000,2024-02-08 16:58:25,2080.0,,250.0,41.0,39.0,76.0,591.0,1166.0,"pyclustering is a Python, C++ data mining library.",26.0,27,True,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,600.0,29556.0,774.0,742.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,32.0,27787.0,https://anaconda.org/conda-forge/pyclustering,2023-11-16 19:00:50.847,89928.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
438,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2024-09-10 20:53:34.000000,2024-09-10 20:53:34,939.0,3.0,211.0,58.0,103.0,45.0,174.0,984.0,Input pipeline framework.,29.0,27,True,2024-04-24 22:55:08.000,1.15.0,57.0,tensorflow-transform,,,['tensorflow'],,506609.0,18.0,,https://pypi.org/project/tensorflow-transform,2024-04-24 22:55:08.000,18.0,506609.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
439,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-10-02 09:22:49.000000,2024-02-29 13:41:11,1144.0,,236.0,61.0,249.0,22.0,367.0,979.0,Search and download Copernicus Sentinel satellite images.,44.0,27,False,2023-03-10 17:53:00.587,1.2.1,41.0,sentinelsat,conda-forge/sentinelsat,,,313.0,30381.0,622.0,588.0,https://pypi.org/project/sentinelsat,2017-03-06 02:33:09.000,34.0,29700.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,32564.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
440,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2024-07-21 18:27:09.000000,2024-07-20 22:10:37,819.0,1.0,255.0,40.0,513.0,280.0,257.0,897.0,Scalable Machine Learning with Dask.,80.0,27,True,2024-04-02 02:33:18.000,2024.4.4,37.0,dask-ml,conda-forge/dask-ml,,,,136037.0,1207.0,1114.0,https://pypi.org/project/dask-ml,2024-04-02 02:33:18.000,93.0,119138.0,https://anaconda.org/conda-forge/dask-ml,2024-06-17 15:22:39.176,895667.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
441,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2024-09-14 05:03:32.000000,2024-09-14 05:03:32,1368.0,6.0,139.0,25.0,487.0,17.0,140.0,868.0,A Comparative Framework for Multimodal Recommender Systems.,22.0,27,True,2024-08-15 06:25:57.000,2.2.2,59.0,cornac,conda-forge/cornac,,,,58902.0,256.0,238.0,https://pypi.org/project/cornac,2024-08-15 06:52:10.000,18.0,47729.0,https://anaconda.org/conda-forge/cornac,2024-09-13 18:17:19.820,581021.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
442,pySBD,nipunsadvilkar/pySBD,nlp,,https://github.com/nipunsadvilkar/pySBD,https://github.com/nipunsadvilkar/pySBD,MIT,2017-06-11 06:15:20.000,2024-08-20 16:20:38.000000,2021-02-11 16:40:18,279.0,,81.0,12.0,50.0,22.0,53.0,788.0,pySBD (Python Sentence Boundary Disambiguation) is a rule-based sentence boundary detection that works out-of-the-box.,7.0,27,False,2021-02-11 16:42:37.000,0.3.4,15.0,pysbd,conda-forge/pysbd,,,,899636.0,4006.0,3929.0,https://pypi.org/project/pysbd,2021-02-11 16:36:33.000,77.0,899446.0,https://anaconda.org/conda-forge/pysbd,2023-06-16 19:27:37.870,6865.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
443,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-10-05 19:22:51.000000,2024-10-05 19:22:51,630.0,11.0,164.0,31.0,223.0,5.0,103.0,632.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,35.0,27,True,2024-10-03 19:57:53.000,0.7,13.0,pyriemann,conda-forge/pyriemann,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],,37818.0,424.0,396.0,https://pypi.org/project/pyriemann,2024-10-03 19:58:27.000,28.0,37528.0,https://anaconda.org/conda-forge/pyriemann,2024-10-04 03:48:24.751,8120.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
444,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2024-06-18 11:08:22.000000,2019-12-05 08:17:22,46.0,,217.0,22.0,17.0,46.0,23.0,426.0,scikit-learn inspired API for CRFsuite.,6.0,27,False,2024-06-18 11:08:22.000,0.5.0,11.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,['sklearn'],,243392.0,8045.0,7906.0,https://pypi.org/project/sklearn-crfsuite,2024-06-18 11:08:22.000,139.0,242637.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2023-06-16 19:18:37.991,40795.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
445,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,,2010-05-02 10:00:33.000,2024-10-06 20:12:28.000000,2024-10-06 19:51:01,6795.0,79.0,145.0,36.0,412.0,37.0,140.0,383.0,Neuroimaging in Python FMRI analysis package.,71.0,27,False,2024-10-06 19:42:32.000,0.6.1,9.0,nipy,conda-forge/nipy,,,,47068.0,259.0,235.0,https://pypi.org/project/nipy,2024-10-06 19:42:32.000,24.0,5297.0,https://anaconda.org/conda-forge/nipy,2024-07-28 17:27:34.085,125315.0,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,
446,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1203.0,184.0,213.0,30.0,534.0,9279.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56.000,0.0.9,1.0,,,,,13367.0,297.0,21.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
447,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2024-09-10 20:43:39.000000,2024-09-10 20:43:30,1626.0,7.0,814.0,141.0,1571.0,122.0,125.0,8072.0,Trax Deep Learning with Clear Code and Speed.,80.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,5967.0,179.0,178.0,https://pypi.org/project/trax,2021-10-26 20:29:00.538,1.0,5967.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
448,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2024-08-21 07:30:27.000000,2024-08-21 07:30:27,13839.0,31.0,1545.0,136.0,3616.0,61.0,1976.0,5676.0,An Industrial Grade Federated Learning Framework.,101.0,26,True,2024-07-31 11:47:02.000,2.2.0,51.0,ETAF,,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
449,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2024-07-03 08:05:36.000000,2020-05-03 07:13:22,108.0,,599.0,142.0,31.0,69.0,55.0,5584.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,18.0,flashtext,conda-forge/flashtext,,,,1692464.0,1853.0,1797.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,56.0,1692077.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,19785.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
450,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2024-03-21 14:27:34.000000,2023-03-29 07:02:37,553.0,,867.0,123.0,64.0,136.0,74.0,5061.0,Image augmentation library in Python for machine learning.,23.0,26,False,2023-03-29 07:06:01.465,0.2.12,24.0,Augmentor,,,,,12966.0,838.0,826.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,12.0,12966.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
451,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-06-09 21:29:46.000000,2024-06-09 21:29:43,1062.0,,982.0,243.0,217.0,51.0,203.0,4525.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,True,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,1387.0,63.0,62.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,1292.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,4013.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
452,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2024-08-02 16:23:45.000000,2021-06-02 17:38:16,1810.0,,917.0,176.0,386.0,33.0,430.0,3836.0,"Facilitating the design, comparison and sharing of deep text matching models.",37.0,26,False,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,['tensorflow'],,153.0,18.0,18.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,153.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
453,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2024-07-31 20:26:54.000000,2024-07-31 20:26:47,2116.0,2.0,532.0,141.0,240.0,42.0,635.0,3298.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,85.0,26,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,,['tensorflow'],,1220.0,459.0,455.0,https://pypi.org/project/tensorforce,2021-08-30 20:13:45.000,4.0,1220.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
454,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2023-12-19 18:37:18.000000,2023-12-19 18:37:18,17589.0,,1050.0,215.0,3649.0,429.0,1111.0,3031.0,Unified and efficient Machine Learning.,248.0,26,True,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,,,,1689.0,,,,,,,https://anaconda.org/conda-forge/shogun,2023-06-16 13:22:38.816,146241.0,3.0,shogun/shogun,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1516.0,,,,,,,,,shogun,,,,,,,,,,
455,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2024-03-22 11:10:03.000000,2023-06-20 03:14:12,435.0,,295.0,33.0,476.0,54.0,30.0,3022.0,torch-optimizer -- collection of optimizers for Pytorch.,26.0,26,False,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,,['pytorch'],,162029.0,86.0,,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,86.0,161753.0,https://anaconda.org/conda-forge/torch-optimizer,2023-06-16 19:25:40.043,11617.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
456,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2024-07-25 18:53:58.000000,2024-07-25 18:53:58,2707.0,2.0,381.0,38.0,522.0,59.0,217.0,2925.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",66.0,26,True,2024-03-11 02:20:29.000,0.3.10,47.0,textattack,conda-forge/textattack,,,,5222.0,313.0,302.0,https://pypi.org/project/textattack,2024-03-11 02:20:29.000,11.0,5048.0,https://anaconda.org/conda-forge/textattack,2023-06-16 19:22:50.186,8544.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
457,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2024-06-02 15:40:01.000000,2024-06-02 15:40:01,251.0,,330.0,30.0,322.0,82.0,39.0,2874.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,18.0,26,True,2022-09-28 08:51:19.531,0.2.12,12.0,lazypredict,conda-forge/lazypredict,,['sklearn'],,17713.0,1106.0,1105.0,https://pypi.org/project/lazypredict,2022-09-28 08:51:19.531,1.0,17620.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,3565.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
458,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2024-08-03 17:30:36.000000,2022-10-05 16:26:03,376.0,,233.0,50.0,482.0,45.0,70.0,2807.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,26,False,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,84.0,31165.0,265.0,262.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,31164.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
459,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,223.0,64.0,42.0,17.0,24.0,2781.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,26,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,70510.0,1143.0,1138.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,5.0,70241.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,16166.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
460,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838000,2020-01-22 07:39:36,1198.0,,329.0,68.0,167.0,164.0,113.0,2756.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,26,False,2022-05-11 09:37:12.000,0.13.0,30.0,eli5,conda-forge/eli5,,,,177613.0,61.0,,https://pypi.org/project/eli5,2022-05-11 09:37:12.000,61.0,175765.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,164494.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
461,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2024-03-18 21:00:38.000000,2024-03-18 20:31:55,556.0,,473.0,97.0,43.0,89.0,240.0,2736.0,Learning to Rank in TensorFlow.,36.0,26,True,2024-03-18 21:00:38.000,0.5.5,23.0,tensorflow_ranking,,,['tensorflow'],,106094.0,15.0,,https://pypi.org/project/tensorflow_ranking,2024-03-18 21:00:38.000,15.0,106094.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
462,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2024-10-09 14:10:58.000000,2023-07-23 14:42:27,191.0,,483.0,38.0,250.0,52.0,289.0,2612.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,26,False,2023-07-23 13:34:05.000,4.1.0,19.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,['pytorch'],,42110.0,11.0,,https://pypi.org/project/pytorch-tabnet,2023-07-23 13:26:57.000,11.0,41869.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-12-20 04:10:30.919,8219.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
463,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-07-05 14:45:32.000000,2024-07-05 14:45:32,437.0,,829.0,90.0,287.0,200.0,103.0,2425.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,26,True,2024-04-08 20:03:12.000,0.6.1,12.0,aif360,conda-forge/aif360,,,,35813.0,526.0,494.0,https://pypi.org/project/aif360,2024-04-08 20:03:12.000,32.0,35510.0,https://anaconda.org/conda-forge/aif360,2024-04-09 06:44:48.814,14867.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
464,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Intel,2019-02-26 10:10:56.000,2024-07-12 00:39:50.000000,2024-05-21 08:57:13,663.0,,249.0,56.0,659.0,147.0,225.0,2392.0,Algorithms for explaining machine learning models.,22.0,26,False,2024-04-18 15:30:25.000,0.9.6,34.0,alibi,,,,,19437.0,686.0,661.0,https://pypi.org/project/alibi,2024-04-18 15:29:10.000,25.0,19437.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
465,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2023-11-10 03:06:08.000000,2020-09-22 22:35:28,271.0,,337.0,77.0,55.0,169.0,68.0,2309.0,Multilingual text (NLP) processing toolkit.,26.0,26,False,2021-12-15 16:11:38.716,15.5.1,9.0,polyglot,,,,,43273.0,1420.0,1371.0,https://pypi.org/project/polyglot,2021-12-15 16:11:38.716,49.0,43273.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
466,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2024-09-23 05:35:47.000000,2024-09-23 05:24:01,389.0,1.0,289.0,55.0,14.0,22.0,80.0,2236.0,Beautiful visualizations of how language differs among document types.,14.0,26,True,2024-09-23 05:35:47.000,0.2.2,151.0,scattertext,conda-forge/scattertext,,,,20403.0,638.0,633.0,https://pypi.org/project/scattertext,2024-09-23 05:35:47.000,5.0,19255.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,98741.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
467,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-04-25 09:54:03.000000,2024-02-28 15:45:58,1631.0,,251.0,66.0,63.0,41.0,198.0,2143.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,26,True,2024-02-28 15:44:03.000,2.1.0,15.0,ampligraph,,,['tensorflow'],,1462.0,58.0,56.0,https://pypi.org/project/ampligraph,2024-02-26 17:12:26.000,2.0,1462.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
468,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2024-07-16 08:39:07.000000,2024-05-21 15:42:46,481.0,,336.0,64.0,160.0,13.0,92.0,2133.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,26,True,2024-02-21 23:17:37.000,3.3.0,22.0,pytextrank,,,,,70461.0,745.0,726.0,https://pypi.org/project/pytextrank,2024-02-21 23:17:37.000,19.0,70461.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
469,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2024-04-08 21:03:52.579000,2021-07-16 09:03:20,66.0,,463.0,38.0,43.0,64.0,58.0,2066.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,['tensorflow'],260376.0,119478.0,2307.0,2293.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,14.0,115462.0,https://anaconda.org/anaconda/efficientnet,2024-04-08 21:03:52.579,525.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
470,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2024-09-20 02:51:44.000000,2024-09-20 02:51:40,888.0,16.0,444.0,60.0,357.0,117.0,92.0,1928.0,Library for training machine learning models with privacy for training data.,59.0,26,True,2024-02-14 19:18:00.000,0.9.0,31.0,tensorflow-privacy,,,['tensorflow'],173.0,25254.0,21.0,,https://pypi.org/project/tensorflow-privacy,2024-02-14 19:08:50.000,21.0,25252.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
471,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,310.0,56.0,1313.0,234.0,810.0,1868.0,A toolkit for reproducible reinforcement learning research.,79.0,26,False,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,['tensorflow'],,1211.0,119.0,115.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,4.0,1211.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
472,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2024-09-04 08:38:12.000000,2024-08-31 13:01:11,360.0,19.0,307.0,1.0,1.0,1.0,,1843.0,Feature engineering package with sklearn like functionality.,49.0,26,True,2024-08-31 13:22:28.000,1.8.1,41.0,feature_engine,conda-forge/feature_engine,,,,178329.0,159.0,,https://pypi.org/project/feature_engine,2024-08-31 13:22:28.000,159.0,177174.0,https://anaconda.org/conda-forge/feature_engine,2024-09-01 13:51:20.563,57775.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
473,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2024-03-19 21:59:57.000000,2024-03-19 21:59:57,1652.0,,160.0,60.0,68.0,67.0,130.0,1820.0,A Python toolbox for gaining geometric insights into high-dimensional data.,22.0,26,True,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,49.0,1597.0,485.0,483.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,2.0,1597.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
474,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2024-06-21 10:56:28.000000,2024-06-03 08:29:10,3912.0,,288.0,29.0,578.0,92.0,722.0,1760.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,80.0,26,True,2024-02-27 17:02:40.000,0.5.0,8.0,avalanche-lib,,,,35.0,2168.0,109.0,106.0,https://pypi.org/project/avalanche-lib,2024-02-27 16:52:08.000,3.0,2168.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
475,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2023-09-11 22:28:27.000000,2023-06-20 13:16:50,391.0,,161.0,25.0,81.0,46.0,35.0,1759.0,A Python package for time series classification.,14.0,26,False,2023-06-18 12:36:11.801,0.13.0,19.0,pyts,conda-forge/pyts,,,,171620.0,743.0,698.0,https://pypi.org/project/pyts,2023-06-18 12:36:11.801,45.0,170866.0,https://anaconda.org/conda-forge/pyts,2023-06-18 16:28:23.633,27153.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
476,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-06-10 12:09:16.000000,2024-06-10 12:07:33,223.0,,196.0,32.0,20.0,3.0,91.0,1716.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",17.0,26,True,2024-06-10 12:09:16.000,0.1.905,90.0,autoviz,conda-forge/autoviz,,,,47030.0,775.0,764.0,https://pypi.org/project/autoviz,2024-06-10 12:09:16.000,11.0,45326.0,https://anaconda.org/conda-forge/autoviz,2024-04-26 17:50:17.078,64776.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
