,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,bitbucket_id
436,zenml,maiot-io/zenml,,data-pipelines,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46.000000,2022-01-13 15:39:55.000000,2022-01-13 13:55:10.000000,4053.0,1766.0,93,29.0,237.0,9.0,47.0,1583.0,ZenML : MLOps framework to create reproducible pipelines.,23.0,26,True,2022-01-13 14:04:38.000000,0.5.7,44.0,zenml,,,,,,,https://pypi.org/project/zenml,2022-01-13 14:04:38.000000,,566.0,566.0,,,,,,,,3.0,,,,,,,,,,zenml-io/zenml,,,,,,,,,,,
437,TensorFlow Privacy,tensorflow/privacy,,privacy-ml,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000000,2022-01-10 17:58:40.000000,2022-01-10 17:58:39.000000,566.0,18.0,331,62.0,43.0,62.0,86.0,1536.0,Library for training machine learning models with privacy for training data.,43.0,26,True,2021-09-01 02:54:34.000000,0.7.3,17.0,tensorflow-privacy,,,,['tensorflow'],6.0,,https://pypi.org/project/tensorflow-privacy,2021-09-01 02:54:34.000000,6.0,21769.0,21771.0,,,,,,,,3.0,59.0,,,,,,,,,,,,,,,,,,,,
438,lightly,lightly-ai/lightly,,image,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000000,2022-01-12 17:02:31.000000,2022-01-06 12:38:49.000000,592.0,74.0,93,24.0,364.0,63.0,233.0,1395.0,A python library for self-supervised learning on images.,14.0,26,True,2022-01-04 15:25:45.000000,1.2.2,38.0,lightly,,,,['pytorch'],27.0,26.0,https://pypi.org/project/lightly,2022-01-04 15:27:58.000000,1.0,1850.0,1850.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
439,Mesh,tensorflow/mesh,,distributed-ml,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000000,2021-11-09 23:55:29.000000,2021-10-18 19:57:56.000000,643.0,1.0,198,40.0,293.0,88.0,14.0,1174.0,Mesh TensorFlow: Model Parallelism Made Easier.,44.0,26,True,2021-03-24 19:03:46.000000,0.1.19,25.0,mesh-tensorflow,,,,['tensorflow'],651.0,619.0,https://pypi.org/project/mesh-tensorflow,2021-03-24 19:03:46.000000,32.0,159439.0,159439.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
440,SciSpacy,allenai/scispacy,,nlp,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000000,2022-01-11 22:00:30.000000,2021-07-15 18:43:58.000000,947.0,,145,54.0,178.0,36.0,197.0,1075.0,A full spaCy pipeline and models for scientific/biomedical documents.,21.0,26,True,2021-02-12 22:56:06.000000,0.4.0,10.0,scispacy,,,,,387.0,376.0,https://pypi.org/project/scispacy,2021-02-12 22:56:06.000000,11.0,19244.0,19244.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
441,openTSNE,pavlin-policar/openTSNE,,data-viz,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000000,2021-11-13 15:59:24.399000,2021-10-25 08:00:42.000000,578.0,21.0,99,25.0,104.0,4.0,95.0,942.0,"Extensible, parallel implementations of t-SNE.",10.0,26,True,2021-10-25 08:35:29.000000,0.6.1,22.0,opentsne,conda-forge/opentsne,,,,282.0,274.0,https://pypi.org/project/opentsne,2021-10-25 08:35:29.000000,8.0,15006.0,18483.0,https://anaconda.org/conda-forge/opentsne,2021-11-13 15:59:24.399000,128658.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
442,bcolz,Blosc/bcolz,,data-containers,https://github.com/Blosc/bcolz,https://github.com/Blosc/bcolz,BSD-3-Clause,2010-08-18 15:27:02.000000,2021-09-07 20:42:40.000000,2020-09-10 12:12:45.000000,1280.0,,134,60.0,176.0,133.0,122.0,938.0,A columnar data container that can be compressed.,33.0,26,False,2018-04-13 07:44:26.000000,1.2.1,23.0,bcolz,conda-forge/bcolz,,,,2192.0,1689.0,https://pypi.org/project/bcolz,2018-04-13 07:44:26.000000,503.0,13453.0,18232.0,https://anaconda.org/conda-forge/bcolz,2019-11-05 21:09:48.045000,281965.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
443,stockstats,jealous/stockstats,,financial-data,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000000,2022-01-07 14:52:00.000000,2022-01-07 14:51:56.000000,41.0,15.0,249,49.0,34.0,3.0,76.0,932.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,8.0,26,True,2022-01-07 11:43:24.000000,0.4.1,16.0,stockstats,,,,,410.0,381.0,https://pypi.org/project/stockstats,2022-01-07 11:43:24.000000,29.0,10743.0,10743.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
444,Neural Structured Learning,tensorflow/neural-structured-learning,,tensorflow-utils,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000000,2022-01-04 19:45:49.000000,2022-01-04 19:45:45.000000,496.0,10.0,163,43.0,49.0,3.0,57.0,892.0,Training neural models with structured signals.,31.0,26,True,2020-08-18 00:35:35.000000,1.3.1,7.0,neural-structured-learning,,,,['tensorflow'],162.0,160.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000000,2.0,9558.0,9558.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
445,empyrical,quantopian/empyrical,,financial-data,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39.000000,167.0,,276,70.0,83.0,27.0,26.0,883.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:29:19.000000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,911.0,777.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000000,134.0,19870.0,20179.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625000,14557.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
446,PySwarms,ljvmiranda921/pyswarms,,others,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000000,2021-12-03 19:52:38.000000,2021-06-23 11:19:05.000000,409.0,,284,32.0,290.0,16.0,181.0,873.0,A research toolkit for particle swarm optimization in Python.,43.0,26,True,2021-01-03 21:34:15.000000,1.3.0,20.0,pyswarms,,,,,155.0,149.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000000,6.0,29575.0,29575.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
447,ploomber,ploomber/ploomber,,data-pipelines,https://github.com/ploomber/ploomber,https://github.com/ploomber/ploomber,Apache-2.0,2020-01-20 20:13:06.000000,2022-01-13 01:13:51.000000,2022-01-12 04:48:03.000000,2285.0,189.0,66,16.0,45.0,92.0,339.0,870.0,"Write maintainable, production-ready pipelines using Jupyter or your favorite text editor. Develop locally, deploy to..",25.0,26,True,2022-01-08 04:38:55.000000,0.14.4,67.0,ploomber,,,,,30.0,26.0,https://pypi.org/project/ploomber,2022-01-08 04:38:55.000000,4.0,4274.0,4274.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
448,GPyOpt,SheffieldML/GPyOpt,,hyperopt,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04.000000,514.0,,239,42.0,72.0,99.0,186.0,788.0,Gaussian Process Optimization using GPy.,49.0,26,False,2020-03-19 21:21:18.000000,1.2.6,11.0,gpyopt,,,,,270.0,238.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000000,32.0,11862.0,11862.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
449,pythreejs,jupyter-widgets/pythreejs,,data-viz,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000000,2021-12-06 21:48:19.000000,2021-12-06 21:48:19.000000,1667.0,6.0,162,40.0,161.0,67.0,144.0,782.0,A Jupyter - Three.js bridge.,29.0,26,True,2021-02-26 14:01:21.000000,2.3.0,43.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],60.0,19.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000000,34.0,28221.0,38020.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,359902.0,,,,,3.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062000,7.0,4507.0,,,,,,,,,,,,,
450,lets-plot,JetBrains/lets-plot,,data-viz,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000000,2022-01-12 21:00:35.000000,2022-01-12 21:00:32.000000,2325.0,131.0,32,140.0,268.0,74.0,157.0,711.0,An open-source plotting library for statistical data.,16.0,26,True,2021-12-10 17:04:12.000000,2.2.1,45.0,lets-plot,,,,,13.0,12.0,https://pypi.org/project/lets-plot,2021-12-10 16:26:26.000000,1.0,1529.0,1535.0,,,,,,,,3.0,170.0,,,,,,,,,,,,,,,,,,,,
451,SMAC3,automl/SMAC3,,hyperopt,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-3-Clause,2016-08-17 10:58:05.000000,2022-01-13 10:51:55.000000,2021-11-05 09:44:04.000000,2048.0,2.0,170,41.0,454.0,68.0,287.0,648.0,Sequential Model-based Algorithm Configuration.,38.0,26,True,2021-10-21 07:38:01.000000,1.1.0,34.0,smac,,,,,32.0,,https://pypi.org/project/smac,2021-11-05 10:44:49.000000,32.0,17642.0,17642.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
452,GeoViews,holoviz/geoviews,,geospatial-data,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000000,2022-01-13 13:20:50.024000,2021-12-25 17:12:31.000000,676.0,12.0,69,27.0,257.0,105.0,191.0,391.0,"Simple, concise geographical visualization in Python.",25.0,26,True,2021-12-25 18:09:47.000000,1.9.3,32.0,geoviews,conda-forge/geoviews,,,,25.0,,https://pypi.org/project/geoviews,2021-12-25 17:22:46.000000,25.0,8850.0,10809.0,https://anaconda.org/conda-forge/geoviews,2022-01-13 13:20:50.024000,90133.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
453,pyvips,libvips/pyvips,,image,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000000,2021-12-30 09:47:00.631000,2021-12-15 10:05:34.000000,411.0,11.0,33,8.0,34.0,100.0,163.0,379.0,python binding for libvips using cffi.,12.0,26,True,2021-11-20 11:46:55.000000,2.1.16,22.0,pyvips,conda-forge/pyvips,,,,286.0,258.0,https://pypi.org/project/pyvips,2021-11-20 11:46:55.000000,28.0,12597.0,13086.0,https://anaconda.org/conda-forge/pyvips,2021-12-30 09:47:00.631000,14184.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
454,EarthPy,earthlab/earthpy,,geospatial-data,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000000,2021-12-29 07:01:15.000000,2021-12-20 23:24:01.000000,1186.0,3.0,123,21.0,526.0,16.0,207.0,315.0,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:51:04.000000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,125.0,118.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000000,7.0,5660.0,6876.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510000,40158.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
455,StaticFrame,InvestmentSystems/static-frame,,data-containers,https://github.com/InvestmentSystems/static-frame,https://github.com/InvestmentSystems/static-frame,MIT,2018-01-03 15:07:52.000000,2022-01-13 01:47:00.000000,2022-01-13 01:46:56.000000,3428.0,383.0,23,11.0,56.0,40.0,325.0,258.0,Immutable and grow-only Pandas-like DataFrames with a more explicit and consistent interface.,16.0,26,False,2021-12-20 19:41:09.000000,0.8.33,132.0,static-frame,conda-forge/static-frame,,,,12.0,10.0,https://pypi.org/project/static-frame,2021-12-20 19:39:53.000000,2.0,987.0,4753.0,https://anaconda.org/conda-forge/static-frame,2021-12-20 22:01:27.147000,131816.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
456,Orion,Epistimio/orion,,hyperopt,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000000,2022-01-12 18:54:42.000000,2022-01-12 13:37:45.000000,3050.0,72.0,44,12.0,507.0,105.0,145.0,215.0,Asynchronous Distributed Hyperparameter Optimization.,24.0,26,False,2021-11-26 18:02:35.000000,0.2.1,20.0,orion,,,,,55.0,49.0,https://pypi.org/project/orion,2021-11-26 18:02:35.000000,6.0,2510.0,2510.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
457,snownlp,isnowfy/snownlp,,chinese-nlp,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03.000000,57.0,,1298,352.0,14.0,39.0,65.0,5678.0,Python library for processing Chinese text.,8.0,25,False,2015-09-27 16:35:23.000000,0.12.3,17.0,snownlp,,,,,816.0,777.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000000,39.0,6682.0,6682.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
458,mmdnn,Microsoft/MMdnn,,model-serialisation,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30.000000,1083.0,,964,185.0,323.0,327.0,289.0,5483.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,25,False,2020-07-24 06:34:39.000000,0.3.1,12.0,mmdnn,,,,,71.0,68.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000000,3.0,790.0,859.0,,,,,,,,3.0,3477.0,,,,,,,,,,,,,,,,,,,,
459,flashtext,vi3k6i5/flashtext,,nlp,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22.000000,108.0,,556,141.0,30.0,54.0,51.0,5028.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,18.0,flashtext,,,,,692.0,661.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000000,31.0,477577.0,477577.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
460,textgenrnn,minimaxir/textgenrnn,,nlp,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000000,2021-12-17 04:03:09.000000,2020-07-14 02:41:10.000000,174.0,,708,142.0,41.0,117.0,88.0,4603.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,25,False,2020-02-03 01:07:00.000000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],971.0,956.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000000,15.0,550.0,563.0,,,,,,,,3.0,627.0,,,,,,,,,,,,,,,,,,,,
461,mace,XiaoMi/mace,,ml-frameworks,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000000,2022-01-13 09:55:14.000000,2022-01-13 09:11:57.000000,3324.0,37.0,776,229.0,103.0,41.0,612.0,4551.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,63.0,25,True,2022-01-13 09:55:14.000000,1.1.1,12.0,,,,,,,,,,,,34.0,,,,,,,,3.0,1399.0,,,,,,,,,,,,,,,,,,,,
462,Lucid,tensorflow/lucid,,interpretability,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000000,2021-07-02 01:49:08.000000,2021-03-19 15:48:33.000000,667.0,,592,160.0,127.0,70.0,100.0,4356.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,True,2021-03-19 16:01:00.000000,0.3.10,17.0,lucid,,,,['tensorflow'],604.0,598.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000000,6.0,929.0,929.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
463,torchdiffeq,rtqichen/torchdiffeq,,pytorch-utils,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000000,2021-09-22 21:49:42.000000,2021-09-22 21:49:42.000000,224.0,,670,123.0,33.0,28.0,130.0,3873.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,25,True,2021-06-02 23:04:51.000000,0.2.2,6.0,torchdiffeq,,,,['pytorch'],191.0,185.0,https://pypi.org/project/torchdiffeq,2021-06-02 23:04:51.000000,6.0,33465.0,33465.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
464,segmentation_models,qubvel/segmentation_models,,image,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000000,2022-01-04 21:11:23.000000,2020-04-17 09:51:20.000000,204.0,,848,94.0,56.0,202.0,254.0,3629.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,False,2020-01-10 11:36:02.000000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000000,24.0,45884.0,45884.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
465,PyAlgoTrade,gbeced/pyalgotrade,,financial-data,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000000,2021-11-28 22:07:38.000000,2018-08-21 02:42:52.000000,1156.0,,1216,351.0,50.0,45.0,84.0,3586.0,Python Algorithmic Trading Library.,11.0,25,False,,,8.0,pyalgotrade,,,,,121.0,100.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000000,21.0,737.0,737.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
466,Stable Baselines,hill-a/stable-baselines,,reinforcement-learning,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000000,2021-08-25 09:25:32.000000,2021-08-25 09:25:32.000000,838.0,,658,65.0,246.0,128.0,799.0,3408.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",112.0,25,True,2021-04-06 12:37:09.000000,2.10.2,31.0,stable-baselines,,,,,34.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:37:09.000000,34.0,9117.0,9117.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
467,River,online-ml/river,,others,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000000,2022-01-05 22:22:10.000000,2022-01-05 22:18:56.000000,3232.0,40.0,322,78.0,273.0,6.0,329.0,3023.0,Online machine learning in Python.,70.0,25,True,2021-12-01 16:11:26.000000,0.9.0,1.0,,,,,,66.0,66.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
468,xLearn,aksnzhy/xlearn,,ml-frameworks,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000000,2021-01-28 14:17:44.000000,2020-03-03 10:12:35.000000,1340.0,,528,108.0,70.0,193.0,110.0,2972.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,False,2019-04-25 02:10:05.000000,0.4.4,15.0,xlearn,,,,,86.0,74.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000000,12.0,1968.0,2034.0,,,,,,,,3.0,3063.0,,,,,,,,,,,,,,,,,,,,
469,keras-vis,raghakot/keras-vis,,interpretability,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000000,2020-04-20 01:03:13.000000,2020-04-20 01:03:12.000000,195.0,,615,71.0,24.0,114.0,101.0,2907.0,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 04:55:04.000000,0.4.1,11.0,keras-vis,,,,['tensorflow'],1585.0,1556.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000000,29.0,3114.0,3114.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
470,facenet-pytorch,timesler/facenet-pytorch,,image,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000000,2021-12-13 14:59:32.000000,2021-12-13 12:07:11.000000,235.0,1.0,555,38.0,44.0,55.0,89.0,2622.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,25,True,2021-03-10 01:00:20.000000,2.5.2,31.0,facenet-pytorch,,,,['pytorch'],605.0,598.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000000,7.0,12176.0,19143.0,,,,,,,,3.0,181143.0,,,,,,,,,,,,,,,,,,,,
471,tensorflow-graphics,tensorflow/graphics,,image,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000000,2022-01-10 17:15:58.000000,2022-01-06 22:47:06.000000,747.0,18.0,335,89.0,519.0,129.0,89.0,2581.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,34.0,25,True,2021-12-03 22:33:39.000000,2021.12.3,25.0,tensorflow-graphics,,,,['tensorflow'],4.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000000,4.0,2557.0,2557.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
472,PandasGUI,adamerose/pandasgui,,data-viz,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT-0,2019-06-12 02:19:42.000000,2022-01-12 14:48:21.000000,2022-01-12 14:48:21.000000,711.0,5.0,157,49.0,28.0,33.0,113.0,2519.0,A GUI for Pandas DataFrames.,11.0,25,False,2021-08-14 09:14:51.000000,0.2.13,43.0,pandasgui,,,,['pandas'],129.0,124.0,https://pypi.org/project/pandasgui,2021-08-14 09:14:51.000000,5.0,8165.0,8165.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
473,pytorchvideo,facebookresearch/pytorchvideo,,image,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000000,2022-01-13 04:03:20.000000,2022-01-11 15:01:51.000000,115.0,16.0,212,46.0,57.0,58.0,74.0,2216.0,A deep learning library for video understanding research.,24.0,25,True,2021-09-14 00:17:10.000000,0.1.3,8.0,pytorchvideo,,,,['pytorch'],3.0,,https://pypi.org/project/pytorchvideo,2021-09-14 00:17:10.000000,3.0,11231.0,11231.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
474,Spektral,danielegrattarola/spektral,,graph,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000000,2021-12-15 18:13:55.000000,2021-10-26 09:35:54.000000,1033.0,1.0,260,47.0,46.0,37.0,162.0,1962.0,Graph Neural Networks with Keras and Tensorflow 2.,19.0,25,True,2021-08-23 13:15:21.000000,1.0.8,31.0,spektral,,,,"['tensorflow""']",93.0,91.0,https://pypi.org/project/spektral,2021-08-23 13:15:21.000000,2.0,3640.0,3640.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
475,HyperTools,ContextLab/hypertools,,data-viz,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000000,2021-07-19 16:15:16.000000,2021-07-19 16:15:16.000000,1599.0,,155,58.0,62.0,67.0,122.0,1682.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,True,2021-06-15 19:22:37.000000,0.7.0,20.0,hypertools,,,,,170.0,161.0,https://pypi.org/project/hypertools,2021-06-15 19:22:37.000000,9.0,1262.0,1262.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,,
476,Neural Tangents,google/neural-tangents,,ml-frameworks,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000000,2021-12-14 11:50:25.000000,2021-12-14 11:50:25.000000,435.0,10.0,186,60.0,23.0,31.0,71.0,1670.0,Fast and Easy Infinite Neural Networks in Python.,21.0,25,True,2021-11-17 06:35:11.000000,0.3.9,23.0,neural-tangents,,,,,28.0,27.0,https://pypi.org/project/neural-tangents,2021-11-17 06:30:38.000000,1.0,430.0,439.0,,,,,,,,3.0,186.0,,,,,,,,,,,,,,,,,,,,
477,Haiku,deepmind/dm-haiku,,ml-frameworks,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000000,2022-01-13 11:31:34.000000,2022-01-12 18:29:41.000000,665.0,47.0,123,35.0,173.0,33.0,96.0,1654.0,JAX-based neural network library.,56.0,25,True,2021-11-01 13:18:04.000000,0.0.5,7.0,,,,,,290.0,290.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
478,RecBole,RUCAIBox/RecBole,,recommender-systems,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000000,2022-01-10 01:44:44.000000,2022-01-10 01:44:43.000000,3390.0,38.0,271,32.0,789.0,57.0,226.0,1562.0,"A unified, comprehensive and efficient recommendation library.",43.0,25,True,2021-09-16 13:45:46.000000,1.0.0,6.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2021-09-16 13:45:46.000000,,670.0,740.0,https://anaconda.org/aibox/recbole,2021-09-16 16:45:01.892000,981.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
479,checklist,marcotcr/checklist,,interpretability,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000000,2021-11-23 19:38:48.000000,2021-09-28 21:55:38.000000,247.0,,149,27.0,33.0,12.0,79.0,1556.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,12.0,25,True,2021-05-24 16:45:59.000000,0.0.11,10.0,checklist,,,,['jupyter'],70.0,67.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000000,3.0,22247.0,22247.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
