,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
512,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2023-06-16 19:23:39.686000,2021-07-16 09:03:20,66.0,,463.0,38.0,42.0,64.0,58.0,2040.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,25,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1821.0,1807.0,https://pypi.org/project/efficientnet,54700.0,59377.0,https://anaconda.org/anaconda/efficientnet,2023-06-16 19:23:39.686,464.0,,,,,3.0,251934.0,2020-09-15 16:26:00.000,14.0,,,,,,,,,,,,,,,,,,,
513,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2023-11-09 00:46:07.000000,2023-10-16 16:49:59,532.0,10.0,179.0,40.0,114.0,55.0,125.0,2024.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,25.0,25,True,2023-11-08 00:46:08.000,2023.11.8,725.0,kubric-nightly,,,,,3.0,3.0,https://pypi.org/project/kubric-nightly,2886.0,2886.0,,,,,,,,3.0,,2023-11-09 00:46:07.000,,,,,,,,,,,,,,,,,,,,
514,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-07-12 18:18:40.000000,2023-07-12 18:14:01,1515.0,,237.0,67.0,58.0,31.0,185.0,2012.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,25,True,2023-07-12 18:26:08.000,2.0.1,14.0,ampligraph,,,,['tensorflow'],44.0,44.0,https://pypi.org/project/ampligraph,656.0,656.0,,,,,,,,2.0,,2021-05-25 16:47:29.000,,,,,,,,,,,,,,,,,,,,
515,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2023-10-27 06:59:13.000000,2023-09-26 17:27:56,255.0,3.0,192.0,29.0,64.0,35.0,83.0,1951.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,15.0,25,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],295.0,288.0,https://pypi.org/project/checklist,4275.0,4467.0,https://anaconda.org/conda-forge/checklist,2023-06-16 19:24:18.549,6548.0,,,,,3.0,,2021-05-24 16:45:59.000,7.0,,,,,,,,,,,,,,,,,,,
516,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2023-10-11 19:12:48.654000,2023-05-26 18:23:37,117.0,,228.0,44.0,36.0,45.0,21.0,1815.0,Parallel t-SNE implementation with Python and Torch wrappers.,17.0,25,True,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],430.0,408.0,https://pypi.org/project/MulticoreTSNE,26048.0,27019.0,https://anaconda.org/conda-forge/multicore-tsne,2023-10-11 19:12:48.654,30119.0,,,,,3.0,,2019-01-09 07:23:04.000,22.0,,,,,,,,,,,,,,,,,,,
517,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2023-08-06 22:24:12.000000,2022-02-12 02:32:06,1636.0,,160.0,61.0,66.0,65.0,129.0,1789.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,339.0,329.0,https://pypi.org/project/hypertools,582.0,582.0,,,,,,,,3.0,30.0,2022-02-12 02:43:24.000,10.0,,,,,,,,,,,,,,,,,,,
518,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,295.0,56.0,1313.0,233.0,810.0,1744.0,A toolkit for reproducible reinforcement learning research.,79.0,25,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],92.0,90.0,https://pypi.org/project/garage,610.0,610.0,,,,,,,,3.0,,2021-03-23 22:18:36.000,2.0,,,,,,,,,,,,,,,,,,,
519,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-10-08 20:12:03.000000,2023-10-08 20:12:02,569.0,8.0,111.0,52.0,441.0,60.0,102.0,1695.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,28.0,25,True,2023-08-31 20:07:52.000,1.1.10,27.0,hivemind,,,,,79.0,73.0,https://pypi.org/project/hivemind,2875.0,2875.0,,,,,,,,3.0,,2023-08-31 20:07:10.000,6.0,,,,,,,,,,,,,,,,,,,
520,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2023-09-22 07:25:32.800000,2023-04-20 14:53:46,460.0,,238.0,50.0,48.0,22.0,91.0,1545.0,Contextually-keyed word vectors.,19.0,25,True,2023-04-17 14:14:02.218,2.0.2,24.0,sense2vec,conda-forge/sense2vec,,,,309.0,296.0,https://pypi.org/project/sense2vec,2141.0,4288.0,https://anaconda.org/conda-forge/sense2vec,2023-09-22 07:25:32.800,35155.0,,,,,3.0,59817.0,2021-04-19 07:05:28.000,13.0,,,,,,,,,,,,,,,,,,,
521,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2023-09-19 07:41:06.631000,2022-12-07 10:32:49,237.0,,267.0,1.0,1.0,1.0,,1526.0,Feature engineering package with sklearn like functionality.,38.0,25,True,2023-09-18 14:50:58.000,1.6.2,38.0,feature_engine,conda-forge/feature_engine,,,,86.0,,https://pypi.org/project/feature_engine,132343.0,133417.0,https://anaconda.org/conda-forge/feature_engine,2023-09-19 07:41:06.631,41914.0,,,,,3.0,,2023-09-18 14:50:58.000,86.0,,,,,,,,,,,,,,,,,,,
522,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2023-11-03 15:04:58.000000,2023-11-03 16:06:14,1169.0,20.0,117.0,29.0,68.0,1.0,29.0,1444.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,25,True,2023-08-19 14:26:10.000,0.7.0,29.0,pytorch_toolbelt,,,,['pytorch'],7.0,,https://pypi.org/project/pytorch_toolbelt,13124.0,13124.0,,,,,,,,2.0,7.0,2022-06-27 19:59:57.000,7.0,,,,,,,,,,,,,,,,,,,
523,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2023-09-20 03:33:51.000000,2023-08-22 14:21:42,580.0,1.0,302.0,53.0,115.0,54.0,29.0,1427.0,Interpretability and explainability of data and machine learning models.,41.0,25,True,2023-07-31 18:54:38.000,0.3.0,5.0,aix360,,,,,87.0,86.0,https://pypi.org/project/aix360,1343.0,1343.0,,,,,,,,3.0,,2023-07-31 18:54:38.000,1.0,,,,,,,,,,,,,,,,,,,
524,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,141.0,29.0,63.0,7.0,70.0,1262.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,False,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],1260.0,1247.0,https://pypi.org/project/livelossplot,19232.0,19232.0,,,,,,,,3.0,,2022-04-04 16:14:08.000,13.0,,,,,,,,,,,,,,,,,,,
525,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2023-09-27 15:14:50.000000,2023-09-27 15:14:33,667.0,1.0,157.0,47.0,161.0,19.0,376.0,1258.0,moDel Agnostic Language for Exploration and eXplanation.,24.0,25,False,2023-02-16 21:26:00.740,1.6.0,26.0,dalex,conda-forge/dalex,,,,138.0,132.0,https://pypi.org/project/dalex,18939.0,19263.0,https://anaconda.org/conda-forge/dalex,2023-06-16 19:24:13.607,11031.0,,,,,3.0,,2022-09-07 14:45:39.364,6.0,,,,,,,,,,,,,,,,,,,
526,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2023-10-19 08:20:16.000000,2023-02-08 02:25:50,604.0,,201.0,54.0,460.0,142.0,291.0,1165.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,25,True,2023-02-08 02:53:00.720,0.9.1,41.0,tf-encrypted,,,,['tensorflow'],73.0,64.0,https://pypi.org/project/tf-encrypted,469.0,469.0,,,,,,,,3.0,,2022-11-16 09:12:55.841,9.0,,,,,,,,,,,,,,,,,,,
527,GPUtil,anderskm/gputil,gpu-utilities,,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000,2023-10-28 20:30:12.000000,2019-08-16 09:00:15,140.0,,105.0,12.0,19.0,13.0,15.0,1012.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,13.0,25,False,2018-12-18 09:12:13.000,1.4.0,8.0,gputil,,,,,4415.0,4164.0,https://pypi.org/project/gputil,442948.0,442948.0,,,,,,,,3.0,,2018-12-18 09:12:13.000,251.0,,,,,,,,,,,,,,,,,,,
528,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,1.0,191.0,49.0,61.0,1.0,68.0,971.0,Training neural models with structured signals.,38.0,25,True,2022-07-29 21:05:16.715,1.4.0,8.0,neural-structured-learning,,,,['tensorflow'],392.0,389.0,https://pypi.org/project/neural-structured-learning,14421.0,14421.0,,,,,,,,3.0,,2022-07-29 21:05:16.715,3.0,,,,,,,,,,,,,,,,,,,
529,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,252.0,42.0,72.0,103.0,188.0,897.0,Gaussian Process Optimization using GPy.,49.0,25,True,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,503.0,465.0,https://pypi.org/project/gpyopt,7339.0,7339.0,,,,,,,,2.0,,2020-03-19 11:37:45.000,38.0,,,,,,,,,,,,,,,,,,,
530,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2023-11-09 02:05:33.000000,2023-11-08 09:57:31,761.0,9.0,56.0,13.0,117.0,42.0,102.0,839.0,Visualize large time series data with plotly.py.,11.0,25,True,2023-07-13 11:26:44.000,0.9.1,59.0,plotly-resampler,conda-forge/plotly-resampler,,,,679.0,669.0,https://pypi.org/project/plotly-resampler,338849.0,340259.0,https://anaconda.org/conda-forge/plotly-resampler,2023-08-11 13:55:21.400,31024.0,,,,,3.0,,2023-11-08 09:52:07.000,10.0,,,,,,,,,,,,,,,,,,,
531,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2023-11-04 17:13:06.000000,2023-11-04 17:13:05,221.0,12.0,79.0,21.0,152.0,24.0,82.0,799.0,Library to enable Bayesian active learning in your research or labeling work.,21.0,25,True,2023-10-02 19:58:51.000,1.9.1,19.0,baal,conda-forge/baal,,,,53.0,52.0,https://pypi.org/project/baal,1528.0,1745.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,7403.0,,,,,3.0,,2023-10-02 19:57:48.000,1.0,,,,,,,,,,,,,,,,,,,
532,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2023-10-25 13:56:57.000000,2023-10-25 13:56:50,307.0,16.0,129.0,21.0,72.0,5.0,63.0,750.0,An intuitive library to extract features from time series.,18.0,25,True,2023-08-23 07:53:53.000,0.1.6,10.0,tsfel,,,,,98.0,98.0,https://pypi.org/project/tsfel,22830.0,22830.0,,,,,,,,3.0,,2023-08-22 10:46:05.000,,,,,,,,,,,,,,,,,,,,
533,BioPandas,rasbt/biopandas,others,,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2023-09-19 18:44:18.000000,2023-09-19 18:44:18,355.0,13.0,116.0,19.0,78.0,23.0,33.0,653.0,Working with molecular structures in pandas DataFrames.,15.0,25,True,2023-08-28 15:31:05.000,0.5.1de,19.0,biopandas,conda-forge/biopandas,,,['pandas'],233.0,210.0,https://pypi.org/project/biopandas,91732.0,93499.0,https://anaconda.org/conda-forge/biopandas,2023-06-16 13:21:19.340,146740.0,,,,,3.0,,2023-08-28 15:32:25.000,23.0,,,,,,,,BioPandas/biopandas,,,,,,,,,,,
534,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,BSD-1-Clause,2015-04-17 19:34:47.000,2023-09-23 13:28:08.196000,2022-01-15 18:08:37,1718.0,,55.0,13.0,11.0,32.0,5.0,472.0,Pure-Python full-text search library.,42.0,25,False,2016-04-04 01:19:40.000,2.7.4,141.0,whoosh,conda-forge/whoosh,,,,3693.0,,https://pypi.org/project/whoosh,308006.0,315165.0,https://anaconda.org/conda-forge/whoosh,2023-09-23 13:28:08.196,214796.0,,,,,3.0,,2016-04-04 01:19:40.000,3693.0,,,,,,,,,,,,,,,,,,,
535,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-11-07 02:55:32.000000,2023-08-23 17:20:54,1241.0,1.0,150.0,19.0,684.0,25.0,208.0,465.0,A package built to support working with spatial data using open source python.,44.0,25,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,273.0,256.0,https://pypi.org/project/earthpy,4700.0,5976.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,70185.0,,,,,3.0,,2021-10-01 22:51:04.000,17.0,,,,,,,,,,,,,,,,,,,
536,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2023-10-05 14:57:15.000000,2023-10-05 14:57:15,219.0,2.0,53.0,14.0,196.0,12.0,184.0,284.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",13.0,25,False,2023-04-23 19:42:01.507,3.7.0,69.0,pystan,conda-forge/pystan,,,,259.0,,https://pypi.org/project/pystan,1574929.0,1609633.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2776358.0,,,,,3.0,,2023-04-23 19:42:01.507,259.0,,,,,,,,,,,,,,,,,,,
537,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2023-10-25 22:13:58.000000,2023-10-25 22:13:52,595.0,4.0,728.0,105.0,586.0,105.0,345.0,5571.0,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,57.0,24,True,2023-03-30 16:55:07.154,0.9.4,29.0,t5,,,,['tensorflow'],2.0,,https://pypi.org/project/t5,55503.0,55503.0,,,,,,,,3.0,,2021-10-18 13:55:26.000,2.0,,,,,,,,,,,,,,,,,,,
538,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2023-10-31 20:58:20.000000,2023-10-31 20:52:37,1093.0,3.0,879.0,117.0,674.0,107.0,540.0,5329.0,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,115.0,24,True,2019-08-26 19:04:21.000,0.3.1,2.0,mmf,,,,['pytorch'],14.0,14.0,https://pypi.org/project/mmf,209.0,209.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
539,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749.0,138.0,43.0,141.0,98.0,4926.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1118.0,1102.0,https://pypi.org/project/textgenrnn,891.0,904.0,,,,,,,,3.0,885.0,2020-02-02 21:16:15.000,16.0,,,,,,,,,,,,,,,,,,,
540,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2023-10-24 08:51:14.000000,2023-02-19 16:29:00,327.0,,910.0,46.0,30.0,63.0,110.0,4535.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",17.0,24,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,,['sklearn'],166.0,158.0,https://pypi.org/project/scikit-opt,3899.0,3899.0,,,,,,,,3.0,,2022-01-14 08:49:08.000,8.0,,,,,,,,,,,,,,,,,,,
541,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2023-08-31 07:24:48.000000,2022-07-29 10:37:24,205.0,,987.0,94.0,62.0,246.0,268.0,4471.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,24,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,19438.0,19438.0,,,,,,,,3.0,,2020-01-10 11:36:02.000,28.0,,,,,,,,,,,,,,,,,,,
542,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-07-17 20:51:30.000000,2023-03-05 22:07:59,1158.0,,1370.0,351.0,57.0,51.0,,4171.0,Python Algorithmic Trading Library.,11.0,24,True,,,8.0,pyalgotrade,,,,,193.0,172.0,https://pypi.org/project/pyalgotrade,922.0,922.0,,,,,,,,3.0,,2018-08-21 01:48:25.000,21.0,,,,,,,,,,,,,,,,,,,
543,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,712.0,66.0,247.0,124.0,822.0,3926.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",114.0,24,False,2021-04-06 12:38:10.521,2.10.2,31.0,stable-baselines,,,,,35.0,,https://pypi.org/project/stable-baselines,5212.0,5212.0,,,,,,,,3.0,,2021-04-06 12:38:10.521,35.0,,,,,,,,,,,,,,,,,,,
544,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24,440.0,,529.0,175.0,49.0,64.0,49.0,3469.0,Fast and flexible AutoML with learning guarantees.,27.0,24,False,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,,,['tensorflow'],57.0,54.0,https://pypi.org/project/adanet,162.0,162.0,,,,,,,,2.0,,2020-07-09 21:03:28.000,3.0,,,,,,,,,,,,,,,,,,,
545,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2023-11-07 18:49:44.000000,2023-11-07 18:44:28,1579.0,11.0,498.0,153.0,609.0,69.0,75.0,3464.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",162.0,24,True,2020-01-27 22:06:00.000,0.0.0,2.0,reagent,,,,['pytorch'],,,https://pypi.org/project/reagent,22.0,22.0,,,,,,,,3.0,,2020-05-27 20:58:01.000,,,,,,,,,,,,,,,,,,,,
546,PandasGUI,adamerose/pandasgui,data-viz,,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT-0,2019-06-12 02:19:42.000,2023-10-02 18:04:41.000000,2022-03-16 17:52:29,715.0,,218.0,55.0,34.0,69.0,120.0,3055.0,A GUI for Pandas DataFrames.,13.0,24,False,2023-02-11 20:04:00.783,0.2.14,44.0,pandasgui,conda-forge/pandasgui,,,['pandas'],304.0,299.0,https://pypi.org/project/pandasgui,3256.0,3856.0,https://anaconda.org/conda-forge/pandasgui,2023-06-16 19:24:31.206,20428.0,,,,,3.0,,2021-08-14 09:14:51.000,5.0,,,,,,,,,,,,,,,,,,,
547,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,679.0,72.0,25.0,117.0,101.0,2972.0,Neural network visualization toolkit for keras.,10.0,24,False,2017-07-06 05:11:22.255,0.4.1,11.0,keras-vis,,,,['tensorflow'],2866.0,2837.0,https://pypi.org/project/keras-vis,940.0,940.0,,,,,,,,3.0,,2017-04-02 03:54:58.000,29.0,,,,,,,,,,,,,,,,,,,
548,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2023-06-30 21:16:15.000000,2023-06-30 21:16:10,470.0,,302.0,67.0,315.0,41.0,123.0,2644.0,DDSP: Differentiable Digital Signal Processing.,32.0,24,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,,['tensorflow'],48.0,47.0,https://pypi.org/project/ddsp,1702.0,2056.0,https://anaconda.org/conda-forge/ddsp,2023-06-16 19:19:34.916,14516.0,,,,,3.0,,2022-05-25 17:42:19.000,1.0,,,,,,,,,,,,,,,,,,,
549,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2023-07-04 21:11:26.000000,2023-07-04 21:11:26,451.0,,257.0,58.0,56.0,19.0,50.0,2196.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00.000,0.5.0,5.0,pytorch-nlp,,,,['pytorch'],593.0,593.0,https://pypi.org/project/pytorch-nlp,4362.0,4362.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
550,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2023-10-05 21:16:31.000000,2023-07-01 21:39:32,2288.0,,229.0,39.0,36.0,7.0,109.0,2002.0,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,17.0,24,False,2022-12-04 19:04:05.000,_10304,107.0,karateclub,conda-forge/karateclub,,,,205.0,201.0,https://pypi.org/project/karateclub,3230.0,3765.0,https://anaconda.org/conda-forge/karateclub,2023-06-16 19:21:04.092,21420.0,,,,,2.0,,2022-10-22 16:17:27.886,4.0,,,,,,,,,,,,,,,,,,,
551,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2022-07-01 09:55:35.000000,2021-07-08 19:03:55,108.0,,203.0,45.0,12.0,4.0,51.0,1544.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,24,False,2021-07-08 19:05:05.000,1.0.2,10.0,geffnet,,,,['pytorch'],199.0,197.0,https://pypi.org/project/geffnet,8313.0,8313.0,,,,,,,,3.0,,2021-07-08 19:05:05.000,2.0,,,,,,,,,,,,,,,,,,,
552,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-08-12 06:34:31.000000,2023-08-12 06:34:27,161.0,1.0,251.0,50.0,86.0,21.0,188.0,1434.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,24,True,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],474.0,459.0,https://pypi.org/project/gplearn,6379.0,6531.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6267.0,,,,,3.0,,2022-05-03 10:47:30.000,15.0,,,,,,,,,,,,,,,,,,,
553,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,406.0,91.0,165.0,103.0,224.0,1347.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,61.0,24,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],43.0,42.0,https://pypi.org/project/niftynet,107.0,107.0,,,,,,,,3.0,,2019-10-10 10:59:33.000,1.0,,,,,,,,,,,,,,,,,,,
